alpha	134	0.0895522	0.00746269	0.0447761	0.0820896	0.0149254	0.0223881	0.0746269	0.0970149	0.00746269	0.0373134	0.0447761	0.126866	0.0298507	0.0298507	0.0447761	0.00746269	0.0597015	0.00746269	0.0223881	0.0522388
alpha	311	0.11254	0.109325	0.0257235	0.0546624	0.0192926	0.022508	0.0578778	0.0450161	0.0257235	0.022508	0.14791	0.00643087	0.0289389	0.0514469	0.0675241	0.0546624	0.0514469	0.0128617	0.0418006	0.0418006
alpha	161	0.0621118	0.0372671	0.0124224	0.10559	0.0186335	0.0310559	0.0807453	0.0434783	0.0248447	0.0745342	0.0993789	0.068323	0.0124224	0.0559006	0.0559006	0.0621118	0.0124224	0.0186335	0.068323	0.0559006
alpha	180	0.0666667	0.0777778	0.0166667	0.0444444	0	0.0666667	0.0666667	0.0555556	0.05	0.0388889	0.166667	0.0333333	0.0222222	0.0166667	0.0333333	0.0555556	0.0555556	0.0166667	0.0277778	0.0888889
alpha	159	0.132075	0.0628931	0.0440252	0.0754717	0.0125786	0.0251572	0.081761	0.0440252	0.0125786	0.0566038	0.0628931	0.113208	0.0188679	0.0251572	0.0251572	0.0503145	0.0314465	0	0.0880503	0.0377358
alpha	141	0.0780142	0.035461	0.0212766	0.035461	0.0425532	0.0496454	0.0496454	0.0567376	0.035461	0.0283688	0.106383	0.0283688	0.035461	0.035461	0.0780142	0.0425532	0.0992908	0.0283688	0.0496454	0.0567376
alpha	136	0.0441176	0.0220588	0.0441176	0.0882353	0	0.0661765	0.0661765	0.0514706	0.00735294	0.0882353	0.132353	0.102941	0.0441176	0.0294118	0.0441176	0.0808824	0.00735294	0	0.0367647	0.0441176
alpha	108	0.12037	0.0462963	0.0462963	0.0648148	0	0.0185185	0.0833333	0.0740741	0.0277778	0.037037	0.0740741	0.0925926	0.0740741	0.0185185	0.0462963	0.037037	0.037037	0.00925926	0.0462963	0.0462963
alpha	208	0.129808	0.0528846	0.0528846	0.0528846	0.00961538	0.0192308	0.0817308	0.0432692	0.0288462	0.0288462	0.105769	0.0336538	0.0192308	0.0432692	0.0384615	0.0913462	0.0528846	0.00961538	0.0288462	0.0769231
alpha	116	0.103448	0.0603448	0.0431034	0.0517241	0.0172414	0.0517241	0.0517241	0.0431034	0.0431034	0.0431034	0.198276	0.00862069	0.0172414	0	0.0431034	0.0517241	0.0431034	0.0258621	0.0258621	0.0775862
alpha	127	0.11811	0.0393701	0.0472441	0.0787402	0	0.0393701	0.0787402	0.0787402	0.015748	0.0944882	0.0708661	0.0708661	0.0314961	0	0.023622	0.0393701	0.0787402	0	0.00787402	0.0866142
alpha	117	0.136752	0.0512821	0.042735	0.0769231	0	0.00854701	0.0769231	0.0940171	0.00854701	0.0854701	0.102564	0.0769231	0.025641	0.017094	0.025641	0.025641	0.034188	0.00854701	0.00854701	0.0940171
alpha	124	0.0887097	0.0322581	0.0403226	0.0725806	0	0.0403226	0.0725806	0.0806452	0.016129	0.0967742	0.0564516	0.0645161	0.0564516	0.00806452	0.0241935	0.0806452	0.0645161	0	0.00806452	0.0967742
alpha	118	0.169492	0.059322	0.0338983	0.0508475	0	0.0338983	0.0932203	0.101695	0.00847458	0.135593	0.0677966	0.059322	0.0169492	0.0254237	0.0254237	0.0169492	0.0338983	0	0.0254237	0.0423729
alpha	151	0.112583	0.0264901	0.00662252	0.0463576	0	0.0264901	0.0927152	0.0662252	0.0794702	0.0596026	0.119205	0.125828	0.013245	0.0397351	0.0264901	0.0397351	0.0331126	0.013245	0.0198675	0.0529801
alpha	200	0.1	0.025	0.095	0.035	0	0.005	0.06	0.085	0.005	0.095	0.09	0.11	0.025	0.025	0.015	0.08	0.015	0.015	0.025	0.095
alpha	150	0.126667	0.0866667	0.02	0.0933333	0.0133333	0.02	0.0933333	0.06	0.00666667	0.0466667	0.1	0.06	0.00666667	0.0466667	0.02	0.02	0.0533333	0.0133333	0.04	0.0733333
alpha	113	0.0884956	0.0265487	0.123894	0.0265487	0	0.0707965	0.0707965	0.106195	0	0.0530973	0.0884956	0.0353982	0	0.00884956	0.0265487	0.0707965	0.0707965	0.00884956	0.0176991	0.106195
alpha	120	0.15	0.0666667	0.025	0.0583333	0	0.05	0.108333	0.0416667	0.025	0.0666667	0.191667	0.0416667	0.00833333	0.00833333	0.05	0	0.0333333	0.0166667	0.025	0.0333333
alpha	185	0.0486486	0.0486486	0.0702703	0.0324324	0.0216216	0.0378378	0.0810811	0.0378378	0.0162162	0.0756757	0.113514	0.0702703	0.0486486	0.0486486	0.0162162	0.0972973	0.0324324	0.00540541	0.0378378	0.0594595
alpha	119	0.0756303	0.0420168	0.0672269	0.0840336	0.117647	0.0252101	0.0336134	0.0840336	0.0252101	0.0336134	0.0336134	0.092437	0.0168067	0.0420168	0.0420168	0.0252101	0.0252101	0.0168067	0.0840336	0.0336134
alpha	172	0.0755814	0.0813953	0	0.0639535	0.0174419	0.0290698	0.0813953	0.0697674	0.0232558	0.0697674	0.104651	0.0697674	0.0232558	0.0290698	0.0290698	0.0872093	0.0523256	0.0174419	0.0348837	0.0406977
alpha	153	0.176471	0.00653595	0.0915033	0.0261438	0	0.117647	0.0849673	0.0196078	0.0392157	0.0392157	0.111111	0.0522876	0	0.0130719	0.0196078	0.0653595	0.0784314	0.0130719	0	0.0457516
alpha	245	0.0897959	0.0326531	0.077551	0.077551	0	0.0408163	0.0530612	0.0653061	0.0285714	0.0367347	0.0489796	0.0816327	0.0204082	0.044898	0.0285714	0.044898	0.0612245	0.0367347	0.0734694	0.0571429
alpha	170	0.0764706	0.0647059	0.0588235	0.0352941	0.0117647	0.0235294	0.0823529	0.0411765	0.0352941	0.0529412	0.117647	0.0529412	0.0352941	0.0529412	0.0470588	0.0647059	0.0705882	0.00588235	0.0294118	0.0411765
alpha	209	0.076555	0.0239234	0.0382775	0.0334928	0.00478469	0.00478469	0.105263	0.076555	0.0239234	0.0861244	0.110048	0.0717703	0.0239234	0.0143541	0.0574163	0.062201	0.0478469	0.0191388	0.062201	0.0574163
alpha	264	0.125	0.0227273	0.0530303	0.0681818	0.0151515	0.0340909	0.0454545	0.0757576	0.0416667	0.0681818	0.0681818	0.0227273	0.0113636	0.0151515	0.030303	0.106061	0.0606061	0.0340909	0.0530303	0.0492424
alpha	157	0.0573248	0.0509554	0.0573248	0.0382166	0.0254777	0.0828025	0.0828025	0.0254777	0.00636943	0.0573248	0.140127	0.0764331	0.0318471	0.044586	0.0191083	0.0764331	0.0764331	0.00636943	0.0191083	0.0254777
alpha	173	0.0578035	0.0578035	0.0462428	0.0867052	0.0115607	0.0462428	0.0635838	0.0751445	0.017341	0.0578035	0.0867052	0.0520231	0.0462428	0.0693642	0.0115607	0.0635838	0.0520231	0.017341	0.0289017	0.0520231
alpha	154	0.0844156	0.0779221	0.038961	0.0779221	0.00649351	0.0584416	0.038961	0.0974026	0.0194805	0.0519481	0.0909091	0.0779221	0.0194805	0.0324675	0.0324675	0.0584416	0.038961	0	0.0324675	0.038961
alpha	118	0.0762712	0.0254237	0.0932203	0.0677966	0.0254237	0.0169492	0.059322	0.059322	0.0254237	0.110169	0.110169	0.0762712	0.0169492	0.0254237	0.0508475	0.0338983	0.0254237	0.0169492	0.0169492	0.0677966
alpha	128	0.0859375	0.0390625	0.0859375	0.0625	0.0078125	0.046875	0.0859375	0.046875	0.015625	0.046875	0.140625	0.0703125	0.0234375	0.0625	0.0390625	0.0625	0.0234375	0.015625	0.0078125	0.03125
alpha	115	0.121739	0.104348	0.0521739	0.0173913	0	0.0434783	0.0521739	0.104348	0.0173913	0.0434783	0.13913	0.0782609	0	0.00869565	0.0434783	0.026087	0.0434783	0	0.026087	0.0782609
alpha	186	0.0913978	0.0322581	0.0537634	0.0322581	0.0215054	0.0107527	0.107527	0.107527	0.0215054	0.0537634	0.0967742	0.0537634	0.0215054	0.016129	0.0537634	0.0376344	0.0537634	0.0107527	0.0698925	0.0537634
alpha	177	0.0621469	0.0564972	0.039548	0.0903955	0.0112994	0.00564972	0.079096	0.101695	0.0225989	0.0564972	0.129944	0.0734463	0.0282486	0.039548	0.0621469	0.0169492	0.0508475	0.0169492	0.0451977	0.0112994
alpha	281	0.117438	0.0676157	0.0284698	0.0355872	0.0106762	0.0320285	0.0925267	0.0604982	0.024911	0.0711744	0.0818505	0.0604982	0.0355872	0.0391459	0.0427046	0.0462633	0.0569395	0.0177936	0.0284698	0.0498221
