2.1	3.44248	2.815578	4.079941	3.372544	2.33646	3.744528	3.075182	2.371068	4.68946	4.478191	2.925828	4.190248	4.394294	3.679246	2.445604	3.391993	3.647872	3.346353	3.868879	1.380211	3.024075	2.120574	3.271377	3.356599	2.149219	2.928908	2.021189	2.367356	1.477121
2.1	3.128076	2.523746	3.683047	2.961421	2.025306	3.378943	2.733999	1.94939	4.197611	3.981683	2.454845	3.722387	3.945124	3.20167	2.093422	2.96895	3.207365	2.914872	3.425697	1.113943	2.671173	1.78533	2.793092	2.974972	1.863323	2.457882	1.716003	1.812913	0.60206
2.1	3.087426	2.471292	3.619406	2.900367	1.954243	3.307924	2.665581	1.857332	4.106701	3.887786	2.330414	3.625004	3.84516	3.100715	2.049218	2.866287	3.137037	2.812245	3.344785	0.778151	2.572872	1.70757	2.656098	2.87564	1.78533	2.361728	1.518514	1.755875	0.30103
2.1	3.308351	2.693727	3.937367	3.239049	2.060698	3.648262	2.967548	2.243038	4.542165	4.335719	2.770115	4.108362	4.277953	3.598024	2.359835	3.11059	3.580241	3.308778	3.763952	0.69897	2.834421	2.045323	3.218273	3.290257	1.845098	2.865104	1.913814	2.184691	1.361728
2.1	3.152288	2.545307	3.757396	3.052694	1.977724	3.466719	2.810233	2.049218	4.333427	4.131169	2.619093	3.892206	4.071293	3.355068	2.271842	2.979093	3.378034	3.088845	3.566084	0.845098	2.715167	1.982271	2.974972	3.127753	1.826075	2.64836	1.78533	1.939519	1.079181
2.1	3.12969	2.506505	3.720242	2.998695	2.017033	3.392873	2.749736	1.929419	4.282101	4.05576	2.459392	3.798651	3.984617	3.24403	2.053078	3.0141	3.274158	2.931458	3.489677	0.954243	2.674861	1.863323	2.774517	3.033424	1.826075	2.506505	1.845098	1.748188	0.69897
2.1	3.056905	2.434569	3.575188	2.837588	1.959041	3.263399	2.653213	1.763428	4.059639	3.804889	2.225309	3.596487	3.776774	3	2.037426	2.876218	3.104487	2.755875	3.313656	0.778151	2.555094	1.778151	2.580925	2.899273	1.681241	2.320146	1.78533	1.556303	0.60206
2.1	2.889302	2.296665	3.277609	2.600973	1.763428	3.015779	2.421604	1.518514	3.623766	3.399847	1.897627	3.161967	3.383456	2.721811	1.623249	2.459392	2.755875	2.462398	2.934498	0.778151	2.161368	1.380211	2.173186	2.521138	1.653213	1.982271	1.447158	1.176091	0
2.1	3.157759	2.552668	3.711976	3.041393	1.913814	3.445915	2.783904	2.037426	4.235806	4.045714	2.606381	3.832573	3.984212	3.339849	2.117271	2.880242	3.352375	3.06558	3.498999	0.477121	2.571709	1.826075	2.922206	3.046495	1.60206	2.606381	1.755875	1.944483	1
2.1	3.291591	2.655138	3.892762	3.232234	2.100371	3.579326	2.91803	2.127105	4.472508	4.280829	2.858537	3.980367	4.171756	3.529687	2.283301	3.125481	3.499962	3.170262	3.673113	0.90309	2.790285	2.093422	3.02735	3.192567	1.880814	2.744293	1.929419	2.037426	0.90309
2.1	3.15137	2.515874	3.692142	3.05576	1.897627	3.387212	2.699838	1.963788	4.212454	4.037626	2.682145	3.715502	3.922154	3.313445	1.963788	2.880814	3.245759	2.922725	3.386142	0.477121	2.549003	1.80618	2.811575	2.887054	1.60206	2.487138	1.612784	1.778151	0.90309
2.1	3.048442	2.499687	3.431364	2.685742	1.875061	3.200577	2.652246	1.80618	3.78951	3.449015	1.838849	3.322633	3.568319	2.813581	1.60206	2.622214	2.922725	2.652246	3.167317	0	2.352183	1.653213	2.454845	2.767156	1.643453	2.307496	1.716003	1.556303	0
2.1	3.007748	2.463893	3.482731	2.753583	1.826075	3.21801	2.617	1.880814	3.945025	3.665581	2.198657	3.48728	3.701482	2.990339	1.681241	2.655138	3.003461	2.730782	3.225309	0.69897	2.378398	1.681241	2.584331	2.79588	1.681241	2.326336	1.653213	1.653213	0.69897
2.1	3.197832	2.511883	3.81298	3.125481	2.045323	3.472756	2.772322	1.880814	4.40078	4.199069	2.676694	3.931356	4.075766	3.404492	2.225309	3.087426	3.399328	3.058805	3.564192	0.69897	2.713491	1.959041	2.853698	3.089905	1.863323	2.49276	1.763428	1.724276	0.778151
2.1	3.091315	2.556303	3.604226	2.867467	1.857332	3.367542	2.771587	2.093422	4.080374	3.827175	2.281033	3.643847	3.886209	3.123198	1.78533	2.735599	3.183839	2.935507	3.407901	0.60206	2.460898	1.778151	2.867467	2.999131	1.653213	2.597695	1.732394	2.041393	1.146128
2.1	3.2398	2.593286	3.836957	3.153205	2.037426	3.534534	2.847573	2.049218	4.405978	4.21104	2.684845	3.966423	4.122544	3.443889	2.212188	3.048442	3.44295	3.168792	3.596707	0.778151	2.720986	2	3.004321	3.142389	1.857332	2.622214	1.799341	2.029384	0.90309
2.1	3.054996	2.436163	3.554126	2.876218	1.913814	3.242293	2.60206	1.78533	4.033384	3.817036	2.382017	3.513351	3.7348	3.041393	2.004321	2.848805	3.047275	2.720986	3.234517	0.90309	2.503791	1.681241	2.501059	2.771587	1.591065	2.322219	1.544068	1.447158	0.477121
2.1	3.206556	2.52763	3.830781	3.130977	2.071882	3.480007	2.793092	1.929419	4.42888	4.221623	2.691081	3.931102	4.102879	3.378943	2.278754	3.129368	3.391288	3.042182	3.579097	1.146128	2.745075	1.973128	2.876218	3.100715	1.819544	2.569374	1.778151	1.838849	0.477121
2.1	3.089905	2.448706	3.592177	2.947434	1.959041	3.294025	2.58995	1.792392	4.067852	3.881898	2.541579	3.626546	3.777354	3.20871	1.973128	2.893207	3.104487	2.837588	3.245266	0.90309	2.547775	1.623249	2.608526	2.758912	1.778151	2.269513	1.491362	1.568202	0.30103
2.1	3.101403	2.482874	3.610873	2.903633	1.863323	3.312389	2.663701	1.819544	4.096979	3.855156	2.376577	3.617525	3.812379	3.097257	2.060698	2.757396	3.134177	2.833147	3.327972	0.30103	2.478566	1.70757	2.597695	2.848805	1.568202	2.389166	1.60206	1.50515	0.477121
2.1	3.136721	2.514548	3.653019	2.957607	2.0086	3.350442	2.697229	1.892095	4.142952	3.907465	2.403121	3.658393	3.855095	3.15412	2.08636	2.928396	3.149219	2.857935	3.362294	0.845098	2.632457	1.832509	2.68842	2.876795	1.763428	2.426511	1.724276	1.612784	0.60206
2.1	3.106531	2.552668	3.63729	2.891537	1.90309	3.37858	2.774517	2.08636	4.132868	3.870053	2.285557	3.67256	3.907089	3.144263	1.919078	2.827369	3.190892	2.951338	3.437592	0.778151	2.550228	1.748188	2.873321	3.0103	1.662758	2.586587	1.69897	2.041393	1.176091
2.1	3.191451	2.634477	3.758003	3.009451	2.012837	3.487704	2.889302	2.193125	4.289656	4.031247	2.41162	3.837778	4.059828	3.278754	2.149219	2.973128	3.360972	3.067071	3.594834	0.69897	2.680336	1.892095	2.991226	3.159266	1.845098	2.717671	1.845098	2.206826	1.255273
2.1	3.104146	2.506505	3.665675	2.951823	1.919078	3.363988	2.715167	1.986772	4.208576	3.979958	2.474216	3.71147	3.929317	3.1959	2.021189	2.936514	3.20412	2.905256	3.41397	1.079181	2.58995	1.875061	2.818885	2.959041	1.724276	2.49693	1.690196	1.851258	0.954243
2.1	3.041787	2.475671	3.552181	2.834421	1.799341	3.268578	2.659916	1.90309	4.034388	3.826787	2.313867	3.581608	3.796574	3.070776	1.778151	2.710117	3.086716	2.810904	3.294687	0.778151	2.380211	1.690196	2.652246	2.845718	1.531479	2.338456	1.612784	1.799341	0.69897
2.1	3.102091	2.556303	3.62024	2.893762	1.934498	3.353724	2.774517	2.09691	4.110118	3.855701	2.322219	3.621903	3.875582	3.128076	1.778151	2.838219	3.167908	2.869818	3.42111	0.69897	2.514548	1.819544	2.816241	2.986772	1.748188	2.583199	1.755875	2.056905	1.20412
