1.20.1050	0.644817	0.545447	0.770316	0.618826	0.387633	0.718538	0.599623	0.491626	0.888244	0.83822	0.508027	0.797846	0.851645	0.689666	0.415351	0.594014	0.696523	0.651594	0.751676	0.135472	0.540392	0.393328	0.658542	0.658475	0.348742	0.594952	0.361142	0.502836	0.358804	
1.20.1050	0.64752	0.552064	0.770732	0.613019	0.381246	0.720406	0.604436	0.500176	0.887183	0.83131	0.4795	0.794032	0.850866	0.685615	0.405918	0.587139	0.689273	0.649449	0.754197	0.117746	0.535473	0.387676	0.660363	0.659069	0.3519	0.601061	0.338807	0.513034	0.367834	
1.20.1050	0.648851	0.558666	0.768642	0.593238	0.352771	0.718102	0.606638	0.508736	0.881147	0.815101	0.438275	0.774561	0.849806	0.654483	0.355987	0.540866	0.669501	0.624856	0.750498	0.0971571	0.495756	0.338591	0.660234	0.653232	0.330545	0.603329	0.291471	0.521522	0.375721	
1.20.1050	0.639572	0.539509	0.767478	0.616785	0.36548	0.716004	0.59532	0.487764	0.885861	0.83868	0.52658	0.797862	0.851632	0.694024	0.434751	0.580763	0.694651	0.651493	0.751493	0.0929988	0.52658	0.386377	0.658257	0.656933	0.327702	0.591733	0.324099	0.502842	0.357186	
1.20.1050	0.643157	0.542561	0.767849	0.612797	0.365783	0.715586	0.5926	0.486788	0.884172	0.833103	0.490413	0.790057	0.84873	0.681632	0.408397	0.580035	0.687084	0.638967	0.743874	0.0949087	0.52854	0.360624	0.652299	0.645988	0.322896	0.589085	0.293828	0.492748	0.35078	
1.20.1050	0.652706	0.561387	0.777218	0.622379	0.388128	0.727182	0.616579	0.516277	0.895167	0.838739	0.507936	0.803204	0.860157	0.692533	0.440872	0.596331	0.703587	0.661165	0.765988	0.168583	0.547604	0.405676	0.675257	0.676865	0.352158	0.616215	0.356263	0.534617	0.392724	
1.20.1050	0.653941	0.563624	0.778	0.618183	0.376707	0.729324	0.618456	0.519524	0.895421	0.83503	0.4925	0.805955	0.861415	0.686442	0.440176	0.58643	0.703477	0.665994	0.768927	0.130273	0.537981	0.397647	0.678063	0.680086	0.348385	0.619882	0.321369	0.537665	0.398828	
1.20.1050	0.645186	0.541605	0.767663	0.609277	0.351313	0.715413	0.590613	0.477502	0.882068	0.82865	0.468768	0.788638	0.844867	0.676989	0.398299	0.557224	0.681566	0.638882	0.742111	0.141095	0.503193	0.368615	0.644514	0.643723	0.321175	0.582216	0.292126	0.478255	0.329735	
1.20.1050	0.641365	0.541246	0.767448	0.617144	0.362566	0.714579	0.595033	0.489829	0.884536	0.839263	0.50775	0.788979	0.849993	0.687307	0.42733	0.579585	0.690681	0.637249	0.746675	0.178062	0.520427	0.376296	0.656216	0.653395	0.311486	0.593205	0.268492	0.504737	0.358759	
1.20.1050	0.640929	0.538821	0.766363	0.616244	0.371498	0.715809	0.595114	0.482883	0.886277	0.837132	0.514648	0.797479	0.847367	0.689137	0.416358	0.575868	0.696312	0.648642	0.747461	0.11821	0.524464	0.390087	0.655285	0.657261	0.335268	0.59278	0.330099	0.496533	0.346236	
