1.20.1050	121	0.190083	0.0330579	0.0247934	0.0413223	0	0.0247934	0.0578512	0.0330579	0.0495868	0.00826446	0.132231	0.0661157	0	0.0330579	0.0661157	0.0413223	0.0330579	0.0247934	0.0413223	0.0991736	
1.20.1050	123	0.105691	0.0243902	0.0406504	0.0487805	0.0162602	0.0325203	0.0813008	0.0406504	0.0162602	0.0243902	0.138211	0.0650407	0.0243902	0.0243902	0.0406504	0.0487805	0.0487805	0.0243902	0.0406504	0.113821	
1.20.1050	109	0.0825688	0.0458716	0.0183486	0.0733945	0	0.0366972	0.0825688	0.0366972	0.00917431	0.0642202	0.12844	0.0825688	0.0458716	0.0550459	0.0458716	0.0550459	0.0366972	0.00917431	0.0366972	0.0550459	
1.20.1050	105	0.047619	0.0571429	0.0285714	0.0761905	0.0285714	0.0380952	0.114286	0.047619	0.00952381	0.0285714	0.114286	0.0761905	0.0285714	0.0761905	0.0571429	0.0190476	0.0285714	0.00952381	0.047619	0.0666667	
1.20.1050	105	0.0571429	0.047619	0.00952381	0.0952381	0.0380952	0	0.0666667	0.047619	0.0285714	0.047619	0.133333	0.0857143	0.0571429	0.0571429	0.047619	0.0380952	0.0285714	0	0.047619	0.0666667	
1.20.1050	168	0.0238095	0.0416667	0.0535714	0.0654762	0.0238095	0.10119	0.0952381	0.0119048	0.0238095	0.0535714	0.142857	0.113095	0.0178571	0.0297619	0.0178571	0.0416667	0.0416667	0.0178571	0.0238095	0.0595238	
1.20.1050	175	0.04	0.0685714	0.0285714	0.0628571	0.0114286	0.131429	0.0914286	0.0285714	0.0114286	0.0457143	0.125714	0.08	0.0457143	0.0228571	0.0228571	0.0514286	0.0457143	0.0114286	0.0171429	0.0571429	
1.20.1050	105	0.0571429	0.047619	0.00952381	0.0952381	0.0380952	0	0.0666667	0.047619	0.0285714	0.047619	0.133333	0.0857143	0.0571429	0.0571429	0.047619	0.0380952	0.0285714	0	0.047619	0.0666667	
1.20.1050	105	0.0571429	0.047619	0.00952381	0.0952381	0.0380952	0	0.0666667	0.047619	0.0285714	0.047619	0.133333	0.0857143	0.0571429	0.0571429	0.047619	0.0380952	0.0285714	0	0.047619	0.0666667	
1.20.1050	111	0.126126	0.027027	0.0720721	0.036036	0.018018	0.0540541	0.0540541	0.045045	0.027027	0.0630631	0.108108	0.0540541	0.018018	0.036036	0.0810811	0.045045	0.045045	0.00900901	0.045045	0.036036	
1.20.1050	115	0.0521739	0.026087	0.0347826	0.0521739	0.0173913	0.0173913	0.104348	0.0347826	0.00869565	0.0434783	0.121739	0.113043	0.0434783	0.0608696	0.0521739	0.0608696	0.0608696	0.026087	0.026087	0.0434783	
1.20.1050	106	0.216981	0.0471698	0.0188679	0.0566038	0	0.00943396	0.0471698	0.0754717	0.0283019	0.0283019	0.113208	0.0471698	0.0188679	0.0471698	0.0471698	0.0660377	0.00943396	0.00943396	0.0660377	0.0471698	
1.20.1050	109	0.0642202	0.0642202	0.0183486	0.0733945	0.00917431	0.0275229	0.0733945	0.0458716	0.0183486	0.0458716	0.165138	0.0825688	0.0275229	0.0366972	0.0458716	0.0550459	0.0458716	0	0.0458716	0.0550459	
1.20.1050	105	0.047619	0.0666667	0.00952381	0.0571429	0.0190476	0	0.114286	0.0571429	0.0285714	0.047619	0.114286	0.0761905	0.0380952	0.0571429	0.047619	0.0666667	0.047619	0.00952381	0.047619	0.047619	
1.20.1050	123	0.0813008	0.0406504	0.0406504	0.0487805	0.0325203	0.0894309	0.0487805	0.0487805	0.00813008	0.0650407	0.105691	0.0406504	0.0243902	0.0243902	0.0731707	0.0569106	0.0650407	0.00813008	0.0162602	0.0813008	
1.20.1050	126	0.119048	0.0555556	0.0793651	0.0873016	0	0.0238095	0.031746	0.0396825	0.00793651	0.0555556	0.142857	0.0793651	0.015873	0.047619	0.0396825	0.0714286	0.0238095	0.00793651	0.0238095	0.047619	
1.20.1050	108	0.0833333	0.037037	0.0740741	0.0740741	0.00925926	0.0555556	0.037037	0.0833333	0.0185185	0.037037	0.148148	0.0555556	0.0185185	0.037037	0.037037	0.037037	0.0277778	0	0.0648148	0.0648148	
1.20.1050	125	0.104	0.032	0.016	0.048	0	0.056	0.104	0.032	0.024	0.064	0.088	0.088	0.016	0.048	0.04	0.04	0.08	0.008	0.04	0.072	
1.20.1050	105	0.047619	0.0761905	0.0190476	0.0761905	0.0285714	0.0761905	0.0761905	0.047619	0.00952381	0	0.161905	0.047619	0.0285714	0.0857143	0.047619	0.047619	0.0190476	0.00952381	0.0285714	0.0666667	
1.20.1050	141	0.156028	0.0567376	0	0.0638298	0.0070922	0.0141844	0.0851064	0.113475	0	0.0212766	0.113475	0.0780142	0.0070922	0.0496454	0.0425532	0.035461	0.0212766	0.035461	0.0141844	0.0851064	
1.20.1050	130	0.130769	0.0461538	0.0384615	0.0846154	0	0.0384615	0.0615385	0.0461538	0.0153846	0.0307692	0.0692308	0.0923077	0.0153846	0.0615385	0.0461538	0.0153846	0.0538462	0.00769231	0.0846154	0.0615385	
1.20.1050	132	0.0984848	0.0681818	0.0378788	0.0606061	0	0.0378788	0.0530303	0.0454545	0.030303	0.0681818	0.0757576	0.0454545	0.0378788	0.0530303	0.0454545	0.0378788	0.030303	0.0378788	0.0378788	0.0984848	
1.20.1050	143	0.104895	0.034965	0.0699301	0.0629371	0.020979	0.020979	0.0979021	0.048951	0.013986	0.034965	0.132867	0.0699301	0	0.041958	0.048951	0.0559441	0.041958	0	0.041958	0.0559441	
1.20.1050	109	0.0642202	0.0366972	0.0275229	0.0642202	0.00917431	0.00917431	0.0917431	0.0458716	0.0183486	0.0917431	0.165138	0.110092	0.0183486	0.0275229	0.0458716	0.0642202	0.00917431	0	0.0550459	0.0458716	
