1.20.1050	3.326950	2.814248	3.974466	3.192846	2.000000	3.707315	3.093772	2.536558
1.20.1050	3.310906	2.822822	3.940915	3.134496	1.949390	3.683587	3.090611	2.557507
1.20.1050	3.186391	2.743510	3.774663	2.913284	1.732394	3.526469	2.979093	2.498311
1.20.1050	3.281261	2.767898	3.937468	3.164353	1.875061	3.673390	3.054230	2.502427
1.20.1050	3.233250	2.727541	3.860098	3.080626	1.838849	3.597366	2.979093	2.447158
1.20.1050	3.496515	3.007321	4.163519	3.334051	2.079181	3.895478	3.302980	2.765669
1.20.1050	3.508664	3.024075	4.174292	3.316809	2.021189	3.913125	3.318272	2.787460
1.20.1050	3.196176	2.683047	3.802910	3.018284	1.740363	3.544068	2.925828	2.365488
1.20.1050	3.252853	2.745075	3.892317	3.130012	1.838849	3.624179	3.017868	2.484300
1.20.1050	3.264346	2.744293	3.903199	3.138618	1.892095	3.645717	3.031004	2.459392
1.20.1050	3.331225	2.816241	3.986906	3.220631	1.995635	3.730217	3.111599	2.544068
1.20.1050	3.271609	2.770115	3.920645	3.144574	1.934498	3.668199	3.059942	2.505150
1.20.1050	3.261976	2.773786	3.891760	3.080626	1.832509	3.634679	3.044148	2.518514
1.20.1050	3.186956	2.704151	3.791269	2.972203	1.732394	3.530456	2.935507	2.424882
1.20.1050	3.356981	2.845718	4.012162	3.242541	2.004321	3.770631	3.142389	2.571709
1.20.1050	3.343212	2.831870	3.976717	3.188366	1.986772	3.723784	3.114944	2.540329
1.20.1050	3.299725	2.786751	3.950803	3.165541	1.903090	3.692583	3.075912	2.523746
1.20.1050	3.331022	2.828015	3.972249	3.163161	1.977724	3.705522	3.095169	2.562293
1.20.1050	3.240050	2.750508	3.868468	3.053463	1.662758	3.612148	3.012837	2.487138
1.20.1050	3.371991	2.877947	4.006594	3.209783	1.986772	3.749040	3.156549	2.610660
1.20.1050	3.383636	2.859138	4.045323	3.245759	2.049218	3.773128	3.160168	2.583199
1.20.1050	3.372175	2.843233	4.031853	3.267406	2.053078	3.751356	3.135769	2.567026
1.20.1050	3.394977	2.863323	4.038938	3.281488	2.000000	3.775319	3.155032	2.569374
1.20.1050	3.253338	2.763428	3.887842	3.072985	1.724276	3.629308	3.039017	2.499687
1.20.1050	3.282169	2.793092	3.907841	3.109916	1.832509	3.668013	3.072250	2.537819
1.20.1050	3.258158	2.751279	3.889077	3.091315	1.857332	3.640481	3.040602	2.471292
1.20.1050	3.420286	2.880242	4.082534	3.327972	2.041393	3.814114	3.186391	2.591065
1.20.1050	3.312389	2.817565	3.949585	3.133858	1.838849	3.684935	3.067071	2.564666
1.20.1050	3.342620	2.850033	3.978317	3.169968	1.929419	3.710625	3.106191	2.592177
1.20.1050	3.275772	2.767898	3.916559	3.141136	1.908485	3.646502	3.050766	2.496930
1.20.1050	3.267641	2.748963	3.901513	3.111599	2.017033	3.636688	3.025715	2.460898
1.20.1050	3.371806	2.858537	4.025961	3.237544	1.968483	3.753813	3.152288	2.587711
1.20.1050	3.406370	2.884795	4.067406	3.261025	2.049218	3.794976	3.178113	2.614897
1.20.1050	3.312177	2.792392	3.962322	3.190051	1.880814	3.715084	3.095169	2.521138
1.20.1050	3.333246	2.819544	3.975707	3.183839	1.934498	3.704322	3.077731	2.555094
1.20.1050	3.327563	2.837588	3.958373	3.161368	1.886491	3.693991	3.102434	2.572872
1.20.1050	3.272306	2.771587	3.910304	3.102777	1.863323	3.647579	3.044932	2.517196
1.20.1050	3.269279	2.761176	3.914343	3.127105	1.838849	3.653213	3.037825	2.496930
1.20.1050	3.488269	2.976808	4.131490	3.323871	2.190332	3.850891	3.252125	2.691965
1.20.1050	3.480294	3.009451	4.131619	3.285107	1.991226	3.858236	3.279439	2.771587
1.20.1050	3.328787	2.809560	3.983671	3.216166	2.004321	3.728841	3.112605	2.540329
1.20.1050	3.305136	2.789581	3.963835	3.185259	1.929419	3.698449	3.083144	2.525045
1.20.1050	3.402089	2.861534	4.064008	3.297542	2.021189	3.807806	3.172019	2.574031
1.20.1050	3.469233	2.942008	4.133092	3.355643	2.181844	3.842297	3.233504	2.659916
1.20.1050	3.286232	2.773055	3.937819	3.162564	1.939519	3.665112	3.065953	2.510545
1.20.1050	3.269279	2.758155	3.906820	3.108227	1.819544	3.642366	3.046885	2.480007
1.20.1050	3.340841	2.835056	3.983446	3.223236	2.041393	3.728678	3.108903	2.559907
1.20.1050	3.285782	2.779596	3.932423	3.152288	1.875061	3.678700	3.076276	2.518514
1.20.1050	3.256718	2.754348	3.898944	3.145818	1.892095	3.631139	3.027350	2.498311
1.20.1050	3.281261	2.766413	3.925054	3.130655	1.913814	3.667360	3.066699	2.482874
1.20.1050	3.265525	2.768638	3.901458	3.113609	1.897627	3.647481	3.042969	2.510545
1.20.1050	3.282849	2.767898	3.929112	3.156246	1.934498	3.660960	3.035830	2.507856
1.20.1050	3.267406	2.761176	3.912806	3.123852	1.880814	3.646600	3.038223	2.501059
1.20.1050	3.420781	2.929419	4.054613	3.255031	2.017033	3.784261	3.191730	2.662758
1.20.1050	3.340642	2.867467	3.982271	3.149527	1.886491	3.733438	3.151676	2.626340
1.20.1050	3.351023	2.876218	3.985696	3.151063	1.863323	3.735679	3.151982	2.624282
1.20.1050	3.304921	2.778874	3.945419	3.155032	1.934498	3.677516	3.057286	2.492760
1.20.1050	3.243038	2.755112	3.871106	3.042969	1.724276	3.623249	3.037426	2.496930
1.20.1050	3.373464	2.863917	4.025347	3.236285	2.012837	3.781468	3.166430	2.586587
1.20.1050	3.380211	2.863323	4.038859	3.273233	2.100371	3.763802	3.137671	2.587711
1.20.1050	3.366236	2.856729	4.022346	3.240799	1.991226	3.759063	3.142076	2.600973
1.20.1050	3.237795	2.746634	3.866051	3.075912	1.770852	3.607455	3.010300	2.481443
1.20.1050	3.328380	2.806180	3.983040	3.200029	2.017033	3.712566	3.092370	2.522444
1.20.1050	3.321184	2.845718	3.931763	3.143327	1.995635	3.681513	3.107549	2.575188
1.20.1050	3.388279	2.869818	3.996468	3.192846	2.113943	3.723291	3.124504	2.547775
1.20.1050	3.488692	3.002598	4.155336	3.304706	1.919078	3.896416	3.304275	2.763428
1.20.1050	3.422590	2.894316	4.095588	3.309843	2.056905	3.827628	3.207365	2.619093
1.20.1050	3.399674	2.866287	4.069631	3.292920	2.075547	3.792672	3.172019	2.589950
1.20.1050	3.343409	2.818885	4.015066	3.244277	1.944483	3.752356	3.114277	2.555094
1.20.1050	3.336059	2.827369	3.986637	3.197832	1.973128	3.725993	3.118265	2.564666
1.20.1050	3.291369	2.779596	3.938169	3.160469	1.968483	3.673482	3.064083	2.514548
1.20.1050	3.348305	2.822822	3.990605	3.217747	2.025306	3.723045	3.101059	2.528917
1.20.1050	3.267406	2.766413	3.911424	3.136721	1.819544	3.652150	3.051153	2.509203
1.20.1050	3.352954	2.850033	3.987532	3.203577	2.021189	3.743745	3.127753	2.572872
1.20.1050	3.333447	2.825426	3.977312	3.182700	1.959041	3.710117	3.099335	2.545307
1.20.1050	3.252368	2.755875	3.889414	3.084934	1.832509	3.630835	3.031004	2.488551
1.20.120	3.418301	2.924279	4.067257	3.231979	1.934498	3.779163	3.178689	2.681241
1.20.120	3.358506	2.898725	3.988826	3.133539	1.845098	3.738305	3.161967	2.667453
1.20.120	3.319314	2.831230	3.942752	3.136403	1.913814	3.674126	3.091315	2.575188
1.20.120	3.429914	2.935507	4.092686	3.264346	2.045323	3.823213	3.218536	2.695482
1.20.120	3.262451	2.730782	3.816109	3.054613	1.869232	3.523616	2.929419	2.346353
1.20.120	3.328991	2.848805	3.961895	3.151676	1.863323	3.700790	3.109579	2.597695
1.20.120	3.488692	3.033424	4.124732	3.234517	2.049218	3.867821	3.304706	2.807535
1.20.120	3.569842	3.108227	4.221466	3.344196	2.082785	3.966845	3.403464	2.881385
1.20.120	3.426186	2.881955	4.063559	3.336860	2.100371	3.785543	3.172311	2.558709
1.20.120	3.457579	2.930949	4.112136	3.299725	2.075547	3.827757	3.211654	2.646404
1.20.120	3.443263	2.944483	4.093982	3.272770	2.037426	3.821841	3.225826	2.691081
1.20.120	3.427161	2.914343	4.050225	3.234264	2.079181	3.758458	3.139879	2.608526
1.20.120	3.454540	2.952792	4.105578	3.272538	2.082785	3.831486	3.240300	2.691081
1.20.120	3.447623	2.948902	4.090505	3.239800	2.029384	3.826075	3.227887	2.688420
1.20.120	3.306854	2.828660	3.927883	3.106871	1.851258	3.655523	3.079904	2.570543
1.20.120	3.439648	2.936514	4.106259	3.276462	2.060698	3.837588	3.230704	2.693727
1.20.120	3.345962	2.859138	4.008430	3.191730	1.963788	3.742961	3.158965	2.622214
1.20.120	3.353724	2.858537	4.011993	3.189490	2.029384	3.741152	3.134814	2.623249
1.20.120	3.385428	2.890980	4.037267	3.229426	1.919078	3.774152	3.174060	2.633468
1.20.120	3.454082	2.948413	4.119718	3.297979	2.045323	3.845222	3.238297	2.693727
1.20.120	3.339849	2.807535	3.999087	3.257918	2.082785	3.711723	3.089552	2.523746
1.20.120	3.346549	2.811575	4.021065	3.246745	1.973128	3.752586	3.123198	2.532754
1.20.120	3.402949	2.894316	4.085219	3.272074	1.949390	3.819149	3.199755	2.649335
1.20.120	3.397766	2.909021	4.053731	3.206826	1.919078	3.793162	3.188928	2.659916
1.20.120	3.379487	2.873902	4.040246	3.233757	2.029384	3.762829	3.141450	2.622214
1.20.120	3.243038	2.741152	3.882752	3.067071	1.880814	3.611086	3.008174	2.477121
1.20.120	3.194792	2.776701	3.804889	2.902547	1.431364	3.579898	3.034628	2.558709
1.20.120	3.349083	2.876218	4.001690	3.158061	1.869232	3.733117	3.147676	2.647383
1.20.120	3.326131	2.823474	3.970114	3.171141	1.832509	3.700444	3.098298	2.559907
1.20.120	3.257679	2.756636	3.909342	3.126456	1.880814	3.653405	3.046495	2.494155
1.20.120	3.430559	2.956168	4.075948	3.217484	1.944483	3.790285	3.210853	2.716003
1.20.120	3.279211	2.801404	3.888909	3.069298	1.792392	3.646208	3.058805	2.532754
1.20.120	3.381296	2.900913	4.040048	3.192846	1.913814	3.770999	3.184123	2.671173
1.20.120	3.228400	2.760422	3.868703	3.050766	1.763428	3.613842	3.023252	2.518514
1.20.120	3.356026	2.850646	4.013511	3.198932	1.924279	3.762003	3.154120	2.600973
1.20.120	3.190892	2.849419	3.762904	2.768638	1.301030	3.537567	3.061829	2.671173
1.20.120	3.198382	2.860338	3.760724	2.732394	1.342423	3.548512	3.084219	2.682145
1.20.120	3.140194	2.837588	3.675687	2.585461	0.954243	3.453624	3.037426	2.653213
