1.20.1050	8.363636	3.656749	0.001240	0.002332	0.549051	0.069697	0.254925
1.20.1050	8.308943	3.767027	0.001200	0.002221	0.553931	0.068106	0.221456
1.20.1050	7.908257	3.736154	0.001529	0.002529	0.567094	0.073225	0.229025
1.20.1050	8.495238	3.358608	0.001465	0.002923	0.540627	0.081685	0.230799
1.20.1050	8.095238	3.517766	0.001465	0.002792	0.562913	0.077839	0.155829
1.20.1050	8.785714	4.821571	0.001069	0.001291	0.553209	0.053099	0.298300
1.20.1050	8.731429	5.063842	0.000985	0.001182	0.553445	0.051082	0.349177
1.20.1050	7.714286	3.606960	0.001648	0.002727	0.549296	0.074176	0.203822
1.20.1050	8.228571	3.419048	0.001465	0.002874	0.559532	0.079121	0.180830
1.20.1050	7.945946	3.668796	0.001638	0.002561	0.525148	0.074584	0.310653
1.20.1050	8.591304	3.530587	0.001373	0.002542	0.544165	0.075362	0.207284
1.20.1050	8.377358	3.547709	0.001617	0.002760	0.558319	0.079784	0.268114
1.20.1050	8.330275	3.583588	0.001529	0.002642	0.551492	0.077132	0.193499
1.20.1050	7.828571	3.676557	0.001832	0.002683	0.537431	0.077670	0.217917
1.20.1050	8.520325	3.838998	0.001333	0.002206	0.561780	0.070722	0.237517
1.20.1050	8.396825	3.765333	0.001016	0.002165	0.538829	0.067175	0.183741
1.20.1050	8.574074	3.436483	0.001385	0.002772	0.546434	0.080132	0.178623
1.20.1050	8.352000	3.757677	0.001161	0.002198	0.545658	0.067355	0.257536
1.20.1050	8.285714	3.429670	0.001465	0.002854	0.546824	0.079670	0.174045
1.20.1050	8.241135	3.966363	0.000912	0.001844	0.555668	0.060265	0.265310
1.20.1050	8.553846	3.713417	0.001193	0.002137	0.525049	0.067103	0.330601
1.20.1050	8.272727	3.913717	0.001157	0.002008	0.542343	0.065407	0.306672
1.20.1050	8.153846	4.013297	0.000985	0.001801	0.528327	0.057421	0.270900
1.20.1050	8.201835	3.641692	0.001529	0.002607	0.550824	0.075943	0.289146
1.20.1050	8.375000	3.634331	0.001448	0.002535	0.557048	0.076495	0.149230
1.20.1050	8.264151	3.561725	0.001438	0.002744	0.540411	0.078706	0.247956
1.20.1050	8.442857	3.885714	0.001131	0.001901	0.532652	0.061412	0.250872
1.20.1050	8.241935	3.784159	0.001180	0.002202	0.548111	0.067008	0.245893
1.20.1050	8.132353	3.984749	0.001089	0.001907	0.547746	0.060918	0.297062
1.20.1050	8.407407	3.514711	0.001385	0.002718	0.535665	0.078574	0.202130
1.20.1050	8.317757	3.515958	0.001411	0.002740	0.524417	0.078469	0.237527
1.20.1050	8.458015	3.732002	0.001174	0.002108	0.538226	0.065832	0.270254
1.20.1050	8.617647	3.732026	0.000980	0.002027	0.530470	0.064566	0.269304
1.20.1050	8.587156	3.400442	0.001359	0.002774	0.540326	0.079511	0.172529
1.20.1050	8.171875	3.790723	0.001107	0.002126	0.534907	0.064345	0.272078
1.20.1050	8.121212	3.986352	0.001157	0.001963	0.542056	0.062830	0.259216
1.20.1050	8.348624	3.524465	0.001359	0.002686	0.542522	0.077302	0.235746
1.20.1050	8.419048	3.391575	0.001465	0.002891	0.537276	0.082151	0.177794
1.20.1050	8.074468	5.102913	0.000853	0.001082	0.534104	0.043528	0.412467
1.20.1050	8.531073	5.204160	0.001027	0.001136	0.555116	0.048961	0.297209
1.20.1050	8.543860	3.549604	0.001242	0.002552	0.540000	0.076643	0.225865
1.20.1050	8.611111	3.429214	0.001385	0.002781	0.544225	0.080478	0.207973
1.20.1050	8.534351	3.670934	0.000940	0.002134	0.529901	0.066428	0.235565
