d.104	327	0.088685	0.058104	0.00917431	0.0733945	0	0.0611621	0.0703364	0.088685	0.0397554	0.0428135	0.122324	0.0428135	0.0152905	0.030581	0.0428135	0.0672783	0.0336391	0.0244648	0.0152905	0.0733945
d.104	353	0.0651558	0.0679887	0.0254958	0.0623229	0.00849858	0.0254958	0.0991501	0.0651558	0.0283286	0.0453258	0.101983	0.0623229	0.0254958	0.0708215	0.0594901	0.0453258	0.0424929	0	0.0453258	0.0538244
d.104	326	0.0705521	0.0889571	0.0368098	0.0490798	0.00306748	0.0398773	0.0920245	0.0797546	0.0245399	0.0398773	0.101227	0.0368098	0.0184049	0.0521472	0.0521472	0.0429448	0.0398773	0.0245399	0.0460123	0.0613497
d.104	331	0.0755287	0.0906344	0.0362538	0.0483384	0.00302115	0.0392749	0.0906344	0.0785498	0.0241692	0.0392749	0.0996979	0.0392749	0.0181269	0.0513595	0.0513595	0.0422961	0.0392749	0.0241692	0.0483384	0.060423
d.104	335	0.0626866	0.0716418	0.038806	0.0537313	0.00298507	0.0149254	0.128358	0.0567164	0.0268657	0.0716418	0.0985075	0.0567164	0.0358209	0.0656716	0.0656716	0.0358209	0.0298507	0.00597015	0.041791	0.0358209
d.104	342	0.0789474	0.0760234	0.0409357	0.0760234	0	0.0292398	0.0935673	0.0643275	0.0204678	0.0730994	0.0818713	0.0321637	0.0409357	0.0643275	0.0438596	0.0350877	0.0555556	0.00292398	0.0350877	0.0555556
d.104	182	0.120879	0.0494505	0.043956	0.0494505	0.00549451	0.0604396	0.0604396	0.0879121	0	0.0824176	0.164835	0.0384615	0.0274725	0.0164835	0.0274725	0.0384615	0.021978	0.021978	0.0274725	0.0549451
d.104	181	0.0607735	0.104972	0.0110497	0.0828729	0.00552486	0.0441989	0.0718232	0.038674	0.0220994	0.0220994	0.110497	0.0552486	0.0441989	0.0552486	0.0607735	0.038674	0.0552486	0.00552486	0.038674	0.0718232
d.104	165	0.121212	0.0242424	0.0424242	0.0666667	0.00606061	0.0242424	0.0727273	0.0909091	0.0242424	0.0484848	0.0909091	0.0424242	0.0424242	0.0545455	0.0606061	0.030303	0.0727273	0.0121212	0.0181818	0.0545455
d.104	341	0.0879765	0.0733138	0.0381232	0.0674487	0	0.0293255	0.0967742	0.0615836	0.0205279	0.0703812	0.0791789	0.0322581	0.0410557	0.0674487	0.0439883	0.0293255	0.058651	0.00293255	0.0381232	0.0615836
d.104	190	0.0578947	0.121053	0.0105263	0.0736842	0.00526316	0.0421053	0.115789	0.0421053	0.0157895	0.0157895	0.131579	0.0315789	0.0315789	0.0684211	0.0736842	0.0315789	0.0263158	0.0105263	0.0368421	0.0578947
d.104	166	0.060241	0.0783133	0.0120482	0.0481928	0	0.0180723	0.120482	0.10241	0.0301205	0.0361446	0.13253	0.0301205	0.0180723	0.0542169	0.0963855	0.0301205	0.0240964	0.0240964	0.0180723	0.0662651
d.104	266	0.0789474	0.0714286	0.0075188	0.0300752	0	0.0338346	0.0902256	0.116541	0.0338346	0.0300752	0.105263	0.0225564	0.0263158	0.0864662	0.0714286	0.0225564	0.0338346	0.018797	0.0300752	0.0902256
d.104	207	0.0869565	0.0966184	0.0144928	0.0338164	0	0.0193237	0.111111	0.0821256	0.0241546	0.00483092	0.188406	0.0289855	0.00483092	0.0772947	0.0966184	0.0193237	0.0144928	0.00483092	0.0241546	0.0676329
d.104	353	0.0651558	0.0679887	0.0254958	0.0623229	0.00849858	0.0254958	0.0991501	0.0651558	0.0283286	0.0453258	0.101983	0.0623229	0.0254958	0.0708215	0.0594901	0.0453258	0.0424929	0	0.0453258	0.0538244
