e.3	121.81	-69.863	-54.294	119.12	-6.1036	114.06	-0.69249	-10.767	77.179	3.9624	-4.3488	-1.0464	-5.3407	0.0955	11.602	-2.0103	-5.6154	0.97254	5.3835	3.8314	-2.1764	-0.84163	1.7	-2.6232	-3.0275	-1.99	2.8892	-1.2838	-10.472	0.011781	13.951	3169.0	1070.0	1147.0	1298.0	8968.0	2821.0	772.0	637.0	724.0	2561.0	3172.0	2678.0	793.0	693.0	116.0	2333.0	593.0	1874.0	1774.0	446.0	191.0	20.0	89.0	2907.0	1005.0	927.0	668.0	639.0	134.0	130.0	633.0	549.0	1040.0	1053.0	2906.0	189.0	474.0	92.0	1241.0	460.0	174.0	561.0
e.3	122.28	-18.536	-38.948	118.43	-7.8425	112.11	-18.833	-9.9688	76.404	-9.7567	-7.5562	8.9071	-16.063	-0.40949	1.9671	-1.955	2.6249	10.155	5.7537	-3.097	0.034875	-7.3888	8.2939	-2.2761	5.4948	-10.233	8.5385	-0.52891	-8.851	13.75	5.0019	3350.0	1082.0	1150.0	1322.0	9583.0	3038.0	686.0	646.0	680.0	2582.0	3334.0	2746.0	792.0	692.0	81.0	2498.0	616.0	2131.0	1956.0	426.0	264.0	20.0	90.0	2984.0	1049.0	970.0	598.0	544.0	94.0	105.0	591.0	544.0	1033.0	1086.0	3064.0	178.0	439.0	79.0	1361.0	432.0	145.0	578.0
e.3	122.59	11.34	-33.956	117.72	-8.2499	112.76	-24.071	-8.4451	75.669	-6.6032	-6.2965	10.246	-19.699	-8.2245	-1.8922	0.92519	0.47963	9.0973	2.8012	3.1711	-6.7108	3.4724	-1.3962	-0.99508	5.3689	-9.5371	10.244	1.5021	-12.684	15.087	6.2782	3346.0	1153.0	1239.0	1344.0	9509.0	3111.0	836.0	636.0	823.0	2787.0	3499.0	3045.0	884.0	767.0	122.0	2864.0	713.0	2123.0	1989.0	531.0	224.0	15.0	78.0	3075.0	1067.0	1046.0	747.0	675.0	137.0	162.0	704.0	663.0	1146.0	1133.0	3125.0	201.0	497.0	104.0	1328.0	478.0	176.0	568.0
e.3	138.05	-73.795	-59.419	135.35	25.981	126.29	-56.807	-25.016	92.227	-20.039	-3.1659	-14.0	-17.825	20.292	12.676	7.0337	-12.301	2.0652	8.5319	-5.5365	9.0612	-8.1613	-1.4343	0.069954	19.071	-1.0573	-11.983	-7.3582	-8.3542	-7.769	3.1117	4341.0	1659.0	1572.0	1757.0	11835.0	4472.0	1165.0	991.0	1146.0	3451.0	4133.0	3653.0	1194.0	835.0	226.0	3234.0	730.0	2618.0	2891.0	832.0	300.0	33.0	103.0	3656.0	1405.0	1405.0	751.0	827.0	227.0	176.0	858.0	887.0	1327.0	1407.0	3809.0	260.0	596.0	125.0	1541.0	606.0	249.0	711.0
e.3	122.9	-2.0258	-35.383	116.86	-9.7899	110.79	-20.486	-7.9392	75.281	-6.8503	-8.4539	10.871	-17.283	-7.886	-0.29682	0.52731	1.6706	7.4986	4.6666	1.5027	-6.173	2.1563	-1.8068	-0.24574	2.674	-8.3838	9.3308	1.4658	-9.6866	13.382	5.6864	3489.0	1204.0	1312.0	1407.0	10096.0	3333.0	923.0	679.0	907.0	2965.0	3699.0	3192.0	1042.0	832.0	141.0	2963.0	826.0	2235.0	2094.0	560.0	257.0	20.0	93.0	3224.0	1100.0	1110.0	769.0	695.0	136.0	188.0	779.0	694.0	1206.0	1215.0	3221.0	208.0	543.0	102.0	1411.0	499.0	185.0	608.0
e.3	123.51	-37.184	-38.647	111.26	-17.068	103.09	-23.634	-14.647	72.453	-9.3889	-8.706	3.5546	-17.087	0.71004	-0.21405	2.382	0.74587	5.4242	4.3956	0.7723	-3.0549	2.5067	-1.5748	-0.71306	6.2139	-6.6338	8.792	-0.19636	-8.1244	8.2136	5.4549	3214.0	1084.0	1007.0	1320.0	9156.0	2755.0	624.0	519.0	631.0	2668.0	2900.0	2608.0	654.0	482.0	81.0	2307.0	492.0	1684.0	1949.0	521.0	182.0	17.0	63.0	2914.0	1005.0	997.0	539.0	593.0	118.0	106.0	511.0	563.0	882.0	903.0	2880.0	159.0	380.0	67.0	1348.0	403.0	163.0	587.0
e.3	132.46	-67.539	-54.946	125.47	6.589	117.83	-43.611	-34.797	81.658	-30.708	0.35856	-21.292	-22.239	35.653	26.391	13.857	-31.587	13.988	7.1259	-8.9515	0.29238	-21.396	11.375	3.2072	17.38	-7.4811	-11.744	-16.246	9.0072	-25.146	5.0239	3783.0	1319.0	1320.0	1468.0	10595.0	3480.0	862.0	796.0	959.0	2949.0	3643.0	3085.0	870.0	700.0	150.0	2909.0	644.0	2389.0	2431.0	619.0	255.0	31.0	120.0	3255.0	1150.0	1111.0	647.0	603.0	163.0	125.0	701.0	718.0	1133.0	1105.0	3217.0	205.0	467.0	87.0	1371.0	449.0	171.0	595.0
e.3	121.97	-8.2936	-48.681	128.25	7.7063	123.24	-24.79	-19.532	86.865	-19.399	-1.8497	-2.7207	-25.917	-3.9745	1.2512	7.8587	10.533	12.178	9.1356	-5.1622	0.76439	-4.9488	12.856	-3.8041	3.2446	-4.5013	3.6838	-3.1414	-1.2138	4.8621	0.51332	3138.0	1145.0	1033.0	1278.0	8918.0	2908.0	752.0	616.0	698.0	2619.0	2910.0	2615.0	677.0	623.0	89.0	2257.0	459.0	1785.0	1974.0	575.0	191.0	26.0	83.0	2857.0	1068.0	1024.0	566.0	626.0	123.0	98.0	603.0	654.0	899.0	937.0	2836.0	152.0	455.0	86.0	1274.0	457.0	182.0	540.0
e.3	122.9	-36.913	-36.797	115.42	-13.188	106.91	-24.07	-7.1637	73.484	-1.5347	-8.3898	11.185	-12.199	-4.3319	-2.3809	-0.4488	1.3831	3.4117	3.2716	4.1281	-4.48	3.4273	-3.2753	0.38541	1.0409	-6.8251	8.7247	2.79	-9.4656	11.912	3.4108	3343.0	1117.0	1093.0	1320.0	9683.0	3085.0	684.0	669.0	692.0	2679.0	3173.0	2743.0	733.0	667.0	99.0	2480.0	501.0	1925.0	2078.0	518.0	238.0	12.0	94.0	3022.0	1087.0	993.0	509.0	567.0	114.0	123.0	632.0	578.0	954.0	1032.0	3029.0	151.0	422.0	85.0	1368.0	437.0	144.0	579.0
e.3	121.5	-4.2057	-36.686	119.9	-4.591	115.08	-25.112	-13.254	78.261	-12.447	-7.5425	7.2625	-22.294	-4.6445	1.5324	1.9738	6.1992	14.027	6.2493	-3.235	-5.2877	-5.1915	5.6409	-1.5349	7.39	-10.827	8.6364	0.99195	-10.127	12.992	6.2237	3364.0	1217.0	1230.0	1403.0	9819.0	3197.0	868.0	785.0	905.0	3069.0	3507.0	3122.0	908.0	793.0	158.0	2653.0	643.0	2020.0	2038.0	596.0	207.0	25.0	99.0	3230.0	1191.0	1104.0	766.0	800.0	186.0	184.0	773.0	760.0	1145.0	1131.0	3258.0	233.0	552.0	117.0	1347.0	560.0	205.0	622.0
e.3	122.59	-26.96	-39.286	118.14	-8.418	111.0	-25.5	-13.311	76.486	-9.7451	-7.7274	6.0056	-18.96	-1.4677	1.8497	0.98339	3.4749	10.341	6.1015	-1.1246	-2.699	-4.2933	5.9973	-0.93622	4.7862	-9.211	7.0584	0.017785	-9.9623	11.434	7.3061	3245.0	1103.0	1070.0	1341.0	9277.0	2913.0	728.0	572.0	769.0	2641.0	2998.0	2673.0	709.0	592.0	101.0	2314.0	417.0	1789.0	1882.0	599.0	194.0	20.0	70.0	2983.0	984.0	985.0	593.0	627.0	143.0	125.0	645.0	646.0	942.0	1054.0	3051.0	183.0	463.0	102.0	1345.0	446.0	167.0	594.0
e.3	121.18	0.52808	-37.177	119.96	-4.6349	115.12	-22.997	-11.437	78.053	-11.627	-6.1461	8.0589	-20.201	-4.5256	2.7569	0.11187	4.9344	13.553	6.2316	-4.6249	-2.6271	-7.1409	7.9629	-0.37996	5.2402	-10.54	9.7663	-0.26146	-9.9513	13.177	7.1832	3099.0	1051.0	1060.0	1241.0	8780.0	2806.0	744.0	528.0	659.0	2480.0	3041.0	2553.0	752.0	640.0	88.0	2262.0	522.0	1839.0	1840.0	419.0	211.0	25.0	83.0	2772.0	967.0	932.0	555.0	546.0	117.0	102.0	597.0	573.0	928.0	983.0	2780.0	175.0	413.0	87.0	1250.0	392.0	161.0	529.0
e.3	122.13	-10.44	-38.84	118.27	-8.2849	112.22	-21.78	-11.368	75.668	-9.8324	-6.9493	6.5211	-17.821	-3.5211	2.5175	0.35713	3.0292	10.87	4.3312	-3.482	-1.6358	-5.9006	8.4679	-0.37361	5.4965	-8.8494	8.6135	-1.031	-9.6223	12.296	5.6446	3248.0	1093.0	1065.0	1312.0	9394.0	2908.0	748.0	633.0	718.0	2610.0	2991.0	2619.0	736.0	687.0	84.0	2320.0	431.0	1823.0	1907.0	507.0	195.0	16.0	92.0	2936.0	1012.0	986.0	596.0	639.0	141.0	129.0	630.0	612.0	917.0	1023.0	3033.0	168.0	451.0	89.0	1310.0	454.0	150.0	574.0
e.3	131.52	-19.691	-10.327	131.16	5.2941	115.71	-29.965	-23.703	79.627	-27.369	0.88625	-6.6562	-27.823	1.5902	4.8423	11.748	-3.5595	9.2077	10.067	6.0413	-3.0994	2.3562	-3.1853	-4.1376	-3.1603	-9.9991	1.4275	5.2848	-7.1789	7.4659	3.9246	3377.0	1107.0	1118.0	1336.0	9257.0	2957.0	680.0	583.0	702.0	2412.0	2955.0	2569.0	656.0	574.0	84.0	2395.0	447.0	1983.0	2031.0	431.0	227.0	12.0	79.0	2851.0	988.0	920.0	514.0	548.0	114.0	107.0	600.0	616.0	923.0	1024.0	2944.0	182.0	457.0	84.0	1268.0	400.0	142.0	535.0
e.3	118.43	-41.575	-27.778	116.23	-5.2126	113.01	-15.42	-13.329	79.941	-14.929	-3.165	3.0901	-14.188	4.4366	-0.64914	0.30289	-0.055242	4.9255	6.0606	-1.5982	1.0799	1.1911	0.15539	-8.3172	1.5232	-11.426	8.6167	-1.1902	4.7693	9.1296	3.9921	2900.0	1059.0	1007.0	1210.0	8221.0	2812.0	713.0	528.0	691.0	2322.0	2768.0	2591.0	734.0	635.0	107.0	2276.0	489.0	1780.0	1882.0	483.0	184.0	27.0	72.0	2682.0	928.0	979.0	574.0	566.0	135.0	116.0	617.0	650.0	943.0	1004.0	2659.0	168.0	463.0	85.0	1142.0	446.0	188.0	529.0
e.3	122.44	-34.526	-39.255	118.76	-6.1527	112.24	-25.549	-12.755	78.771	-7.216	-9.0894	7.2392	-19.33	-2.7475	-2.8071	2.1195	1.2173	3.3643	3.3249	2.2728	-5.317	7.0023	-3.1061	-0.42694	7.366	-7.6585	6.0677	2.9152	-8.7846	11.475	1.7543	3557.0	1275.0	1289.0	1482.0	10562.0	3383.0	879.0	744.0	949.0	3098.0	3664.0	3305.0	929.0	818.0	165.0	3016.0	689.0	2179.0	2205.0	629.0	241.0	25.0	104.0	3427.0	1205.0	1202.0	767.0	782.0	171.0	179.0	816.0	816.0	1186.0	1204.0	3401.0	236.0	569.0	130.0	1490.0	576.0	190.0	663.0
e.3	120.22	-30.354	-30.732	124.34	2.9138	119.09	-24.731	-25.092	84.22	-26.41	-0.65523	-4.118	-30.771	10.73	13.86	11.22	-6.312	19.356	4.1711	-3.8915	2.1839	-15.546	7.75	-8.1704	3.3982	-11.579	7.5073	-4.4422	2.4861	12.016	3.9141	2992.0	1051.0	1080.0	1183.0	8402.0	2670.0	776.0	566.0	733.0	2487.0	2934.0	2620.0	806.0	670.0	124.0	2306.0	590.0	1965.0	1833.0	497.0	235.0	32.0	98.0	2706.0	935.0	919.0	591.0	533.0	116.0	118.0	562.0	570.0	949.0	926.0	2612.0	155.0	444.0	74.0	1130.0	400.0	169.0	481.0
e.3	127.79	-48.247	-25.13	125.64	6.2505	119.27	-44.724	-24.109	86.29	-21.422	-9.6528	-9.1762	-25.383	15.233	7.9464	7.3425	-4.9313	7.8943	9.6031	-1.3169	7.399	-3.3463	-2.7718	-11.515	4.0743	-13.203	-11.078	0.14377	20.061	0.15301	9.0579	4123.0	1475.0	1413.0	1633.0	12349.0	4033.0	1082.0	907.0	991.0	3486.0	4089.0	3663.0	1009.0	831.0	118.0	3331.0	685.0	2668.0	2591.0	707.0	292.0	36.0	129.0	3825.0	1452.0	1410.0	752.0	744.0	183.0	143.0	810.0	825.0	1311.0	1413.0	3845.0	207.0	547.0	92.0	1702.0	574.0	230.0	738.0
e.3	122.75	19.816	-33.716	116.38	-8.6787	112.45	-25.42	-8.9045	76.048	-7.6291	-10.118	9.6839	-20.688	-8.1569	-2.0709	1.3183	0.91777	5.1879	4.826	0.1249	-6.3799	5.999	-1.6073	0.93448	5.9194	-8.513	7.0785	4.3662	-10.887	12.835	3.473	3495.0	1248.0	1204.0	1417.0	10219.0	3294.0	778.0	733.0	907.0	2999.0	3519.0	3023.0	892.0	779.0	174.0	2794.0	602.0	2089.0	2313.0	710.0	248.0	22.0	109.0	3273.0	1186.0	1145.0	638.0	686.0	146.0	141.0	704.0	795.0	1106.0	1089.0	3307.0	210.0	530.0	110.0	1436.0	520.0	163.0	620.0
e.3	119.74	-39.016	-29.869	124.6	4.3497	118.94	-15.219	-18.597	86.391	-20.702	-0.63036	-3.0586	-21.358	5.2319	2.5235	5.2713	-1.7313	10.756	7.399	-1.8714	1.6579	-3.4212	2.3307	-11.026	3.2642	-14.572	7.4985	-1.1119	11.089	7.7164	1.6112	2894.0	1138.0	1016.0	1214.0	8014.0	2776.0	886.0	665.0	786.0	2496.0	2801.0	2724.0	688.0	516.0	117.0	2059.0	463.0	1715.0	1886.0	597.0	207.0	27.0	65.0	2586.0	1036.0	1077.0	579.0	613.0	131.0	95.0	578.0	695.0	882.0	965.0	2622.0	176.0	445.0	90.0	1138.0	477.0	177.0	504.0
e.3	123.05	4.5905	-31.877	117.82	-8.3958	111.56	-19.79	-4.889	76.315	-5.9224	-9.3857	12.807	-14.486	-4.1476	0.28649	-2.67	1.8385	5.9626	4.2335	-3.0204	-2.2121	-2.9878	5.6379	2.2142	2.1856	-7.0628	8.9089	1.1829	-11.359	11.274	5.1691	3372.0	1174.0	1198.0	1371.0	9711.0	3082.0	798.0	756.0	781.0	2803.0	3474.0	2948.0	827.0	693.0	106.0	2650.0	596.0	2009.0	2151.0	546.0	215.0	23.0	99.0	3127.0	1172.0	1086.0	677.0	721.0	127.0	149.0	703.0	674.0	1111.0	1104.0	3149.0	195.0	487.0	109.0	1371.0	519.0	148.0	603.0
e.3	135.57	-31.56	-27.492	134.56	14.222	120.28	-37.211	-24.949	82.798	-25.804	-0.30885	-5.6099	-30.1	7.3369	6.6633	11.867	-6.4966	13.057	8.9049	2.8953	1.9292	-4.9333	0.35233	-5.2963	-4.4887	-8.2174	4.2414	0.31474	0.66547	9.4906	-2.4691	4181.0	1444.0	1508.0	1658.0	12010.0	4014.0	1011.0	787.0	970.0	3356.0	4121.0	3458.0	988.0	913.0	132.0	3366.0	716.0	2602.0	2633.0	568.0	317.0	25.0	105.0	3732.0	1317.0	1252.0	820.0	800.0	159.0	179.0	819.0	815.0	1306.0	1412.0	3798.0	235.0	621.0	114.0	1577.0	583.0	228.0	686.0
e.3	135.94	-50.417	-60.132	133.93	17.924	121.06	-45.735	-31.2	87.37	-27.934	-5.0451	-24.128	-19.908	28.869	25.669	12.04	-24.948	15.197	8.1077	-0.94491	-12.404	-15.722	-16.503	-2.0643	15.357	-7.8792	-13.484	4.313	11.541	-23.131	8.9147	4597.0	1634.0	1609.0	1766.0	13491.0	4829.0	1182.0	988.0	1034.0	3674.0	4771.0	3792.0	1327.0	1109.0	201.0	3659.0	902.0	3029.0	3138.0	820.0	352.0	41.0	140.0	4132.0	1539.0	1414.0	859.0	851.0	178.0	198.0	866.0	898.0	1363.0	1471.0	4095.0	246.0	636.0	106.0	1688.0	690.0	241.0	719.0
