c.23.1	0.492119	0.132399	0.153065	0.222417
c.23.1	0.50295	0.136799	0.143068	0.217183
c.23.1	0.488806	0.15032	0.152452	0.208422
c.23.1	0.490916	0.138302	0.157953	0.212829
c.23.1	0.481293	0.158844	0.14898	0.210884
c.23.1	0.49628	0.127352	0.149234	0.227133
c.23.1	0.50242	0.138754	0.153921	0.204905
c.23.1	0.485118	0.138771	0.165056	0.211055
c.23.1	0.481759	0.148994	0.158882	0.210365
c.23.1	0.492542	0.147607	0.147296	0.212554
c.23.1	0.5	0.140273	0.150853	0.208874
c.23.1	0.482478	0.146549	0.160708	0.210265
c.23.1	0.49381	0.156809	0.140303	0.209078
c.23.1	0.485378	0.142161	0.159626	0.212835
c.23.1	0.491505	0.137945	0.154935	0.215615
c.23.1	0.501378	0.128532	0.143005	0.227085
c.23.1	0.496533	0.147149	0.149846	0.206471
c.23.1	0.514051	0.122352	0.136619	0.226978
c.23.1	0.496097	0.141118	0.140493	0.222292
c.23.1	0.489839	0.148213	0.15417	0.207779
c.23.1	0.51081	0.12732	0.139769	0.222101
c.23.1	0.480665	0.142691	0.16048	0.216164
c.23.1	0.506346	0.123753	0.140979	0.228921
c.23.1	0.513305	0.141807	0.134454	0.210434
c.23.1	0.510442	0.126018	0.135221	0.228319
c.23.1	0.496449	0.141308	0.150654	0.211589
c.23.1	0.48682	0.142809	0.154821	0.215549
c.23.1	0.496254	0.13771	0.152694	0.213343
c.23.1	0.480868	0.131347	0.172921	0.214864
c.23.1	0.486337	0.139586	0.165436	0.208641
c.23.1	0.478873	0.142698	0.165308	0.213121
c.23.1	0.477332	0.135257	0.170851	0.216561
c.23.1	0.506111	0.121136	0.143422	0.229331
c.23.1	0.480609	0.141356	0.168177	0.209859
c.23.1	0.505898	0.116645	0.145915	0.231542
c.23.1	0.486472	0.147432	0.160133	0.205964
c.23.1	0.494743	0.145545	0.155506	0.204206
c.23.1	0.486284	0.13502	0.154257	0.224439
c.23.1	0.500904	0.139693	0.146926	0.212477
c.23.1	0.481657	0.142012	0.160552	0.215779
c.23.1	0.484098	0.144292	0.164714	0.206897
c.23.16	0.470833	0.170851	0.169406	0.188911
c.23.16	0.472298	0.157067	0.17974	0.190894
c.23.16	0.464782	0.17643	0.166173	0.192615
c.23.16	0.458736	0.181738	0.168569	0.190957
c.23.16	0.487442	0.162737	0.161199	0.188621
c.23.16	0.473375	0.16787	0.167419	0.191336
c.23.16	0.462172	0.173147	0.177361	0.18732
c.23.16	0.463784	0.174715	0.176032	0.18547
c.23.16	0.467165	0.176367	0.171096	0.185372
c.23.16	0.490884	0.163862	0.157317	0.187938
c.23.16	0.462397	0.176914	0.168573	0.192116
c.23.16	0.471625	0.175207	0.165565	0.187603
c.23.16	0.471352	0.173132	0.165658	0.189858
c.23.16	0.465084	0.165476	0.171007	0.198433
c.23.16	0.476698	0.161119	0.160453	0.201731
c.23.16	0.475717	0.159046	0.175802	0.189435
c.23.16	0.490589	0.154873	0.159638	0.194901
c.23.16	0.456277	0.175712	0.181241	0.18677
c.23.16	0.481703	0.162176	0.165835	0.190286
c.23.16	0.479211	0.166784	0.156213	0.197792
c.23.16	0.484207	0.158443	0.172443	0.184907
c.23.16	0.473313	0.173504	0.16527	0.187914
c.23.16	0.470538	0.167643	0.171261	0.190558
c.23.16	0.469483	0.172414	0.170862	0.187241
c.23.16	0.474117	0.160458	0.172875	0.19255
c.23.16	0.457392	0.173626	0.18513	0.183852
c.23.16	0.493288	0.153461	0.148723	0.204528
c.23.16	0.471573	0.174306	0.160864	0.193257
c.23.16	0.474294	0.162453	0.168352	0.194901
c.23.16	0.477665	0.172865	0.162061	0.187409
c.23.16	0.475473	0.171344	0.157655	0.195528
c.23.16	0.476887	0.170113	0.163557	0.189444
c.23.16	0.473311	0.180688	0.162377	0.183624
c.23.16	0.4926	0.163495	0.155039	0.188865
c.23.5	0.466419	0.171508	0.166396	0.195677
c.23.5	0.483929	0.15171	0.160195	0.204166
c.23.5	0.484429	0.156286	0.155709	0.203576
c.23.5	0.461149	0.181467	0.166506	0.190878
c.23.5	0.491746	0.157245	0.142738	0.208271
c.23.5	0.484021	0.148866	0.159246	0.207867
c.23.5	0.481233	0.16448	0.150748	0.20354
c.23.5	0.470797	0.164301	0.171397	0.193504
c.23.5	0.486819	0.151269	0.161123	0.200788
c.23.5	0.497606	0.152128	0.140957	0.209309
c.23.5	0.459957	0.178597	0.168911	0.192535
c.23.5	0.496639	0.154966	0.142084	0.206311
c.23.5	0.495017	0.151012	0.146481	0.20749
c.23.5	0.484196	0.167072	0.138937	0.209795
c.23.5	0.490295	0.166877	0.137888	0.204941
c.23.5	0.506285	0.149538	0.137523	0.206654
c.23.5	0.4875	0.15601	0.152644	0.203846
c.23.5	0.495571	0.150117	0.141958	0.212354
c.23.5	0.492731	0.158633	0.146901	0.201734
c.23.5	0.495954	0.140246	0.157027	0.206773
c.23.5	0.494028	0.14487	0.148851	0.212251
c.23.5	0.490546	0.155672	0.147479	0.206303
c.23.5	0.495846	0.144899	0.150548	0.208707
c.23.5	0.464397	0.172381	0.168545	0.194678
c.23.5	0.473922	0.157418	0.16623	0.202429
c.23.5	0.473904	0.164281	0.16296	0.198855
c.23.5	0.472982	0.176842	0.164211	0.185965
c.23.5	0.46518	0.156689	0.176542	0.201588
c.23.5	0.482705	0.175561	0.148444	0.19329
c.23.5	0.485692	0.158353	0.153712	0.202243
c.23.5	0.499396	0.149553	0.140855	0.210196
c.23.5	0.477689	0.16198	0.161064	0.199267
