c.2.1.1	0.658339	0.546026	0.779317	0.640121	0.434758	0.719161	0.596681	0.475023	0.895846	0.850027	0.553821	0.799246	0.843743	0.697802	0.457967	0.635955	0.697714	0.637719	0.745141	0.275008	0.569519	0.40422	0.641557	0.651366	0.39914	0.579452	0.373184	0.482269	0.330726
c.2.1.1	0.65473	0.543388	0.779028	0.639896	0.437815	0.719964	0.599856	0.473689	0.899598	0.851679	0.547958	0.807889	0.84695	0.700494	0.475749	0.641076	0.70723	0.651475	0.752421	0.269583	0.579517	0.431429	0.6429	0.662641	0.398626	0.584558	0.394415	0.483089	0.327092
c.2.1.1	0.655414	0.544916	0.778483	0.639716	0.430608	0.720472	0.601205	0.476058	0.89728	0.851624	0.552714	0.805761	0.845799	0.700157	0.468673	0.629873	0.707748	0.650289	0.752219	0.202338	0.567911	0.427677	0.643355	0.662912	0.400023	0.588349	0.396349	0.482828	0.33339
c.2.1.1	0.657836	0.549526	0.778745	0.636739	0.418333	0.722034	0.600242	0.48661	0.894277	0.845714	0.532492	0.79905	0.847704	0.696127	0.439041	0.622436	0.700901	0.641965	0.748125	0.218071	0.561265	0.413486	0.653395	0.656147	0.380535	0.588176	0.358938	0.492995	0.351062
c.2.1.1	0.659061	0.549903	0.778969	0.633284	0.417746	0.720122	0.595247	0.483482	0.895176	0.844566	0.519938	0.797078	0.845063	0.693509	0.453745	0.617765	0.693428	0.637332	0.741749	0.191971	0.556681	0.377892	0.646506	0.644223	0.382258	0.579263	0.3493	0.487429	0.344087
c.2.1.1	0.657128	0.550135	0.779444	0.643334	0.419701	0.722655	0.603058	0.48544	0.897557	0.853912	0.563306	0.806892	0.848055	0.707227	0.451264	0.625116	0.709536	0.654098	0.752071	0.200833	0.553635	0.418797	0.64921	0.663044	0.387601	0.587875	0.382785	0.492671	0.348944
c.2.1.1	0.654929	0.546728	0.778022	0.637926	0.422249	0.72238	0.599951	0.48193	0.897602	0.84903	0.540747	0.808558	0.848387	0.702975	0.453083	0.620605	0.707361	0.655418	0.750457	0.239418	0.56726	0.406881	0.651419	0.660349	0.391288	0.587043	0.362192	0.490562	0.341892
c.2.1.1	0.656395	0.549415	0.777772	0.6339	0.398741	0.720636	0.594798	0.485129	0.894378	0.845177	0.525384	0.799307	0.848151	0.696478	0.446148	0.603902	0.693676	0.642826	0.742659	0.172893	0.546909	0.387737	0.650688	0.645836	0.348344	0.57871	0.34042	0.485855	0.345786
c.2.1.1	0.655084	0.546733	0.777634	0.638199	0.406177	0.72171	0.601741	0.481968	0.895559	0.849655	0.541594	0.806464	0.847504	0.701232	0.455095	0.611413	0.707977	0.653282	0.752135	0.16995	0.542989	0.423501	0.649843	0.662684	0.360156	0.591829	0.369561	0.491893	0.343645
c.2.1.1	0.655519	0.547026	0.777541	0.638205	0.406628	0.721892	0.598115	0.485205	0.894948	0.850034	0.54141	0.804991	0.846794	0.702025	0.464076	0.609887	0.704252	0.652486	0.746665	0.210455	0.54919	0.411125	0.65468	0.657362	0.355338	0.589874	0.334564	0.492215	0.34741
