c.2.1.1	0.0408163	0.163265	0.190476	0.00680272	0.00340136	0.00340136	0.0646259	0.00680272	0.0816327	0.0170068	0.0204082	0.00340136	0.115646	0.0272109	0.0646259	0.0136054	0.105442	0	0.00340136	0.047619	0	0	0	0	0	0	0	0.00340136	0	0.0170068	0	0	0	0	0	0	0	0	0	0	0	0
c.2.1.1	0.0494845	0.158763	0.14433	0.014433	0.00824742	0.0103093	0.0371134	0.0226804	0.121649	0.0103093	0.014433	0.00824742	0.113402	0.0185567	0.0907216	0.0185567	0.0412371	0.00412371	0.00412371	0.0556701	0	0	0	0	0	0	0	0.00412371	0.0123711	0.00824742	0	0.00206186	0.0226804	0	0.00206186	0.00206186	0	0	0	0	0	0
c.2.1.1	0.0493506	0.168831	0.150649	0.00519481	0.0025974	0.0103896	0.0857143	0.012987	0.0727273	0.0103896	0.0155844	0	0.114286	0.0207792	0.101299	0.0207792	0.0701299	0	0	0.0623377	0	0.00519481	0	0	0	0.0025974	0	0	0.00779221	0.0103896	0	0	0	0	0	0	0	0	0	0	0	0
c.2.1.1	0.0847458	0.214689	0.169492	0	0	0.00564972	0.0564972	0.0225989	0.039548	0.0734463	0.0225989	0	0.107345	0.039548	0.079096	0	0.0169492	0	0.039548	0.0282486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c.2.1.1	0.0519031	0.16609	0.176471	0.00346021	0.0207612	0.00692042	0.0519031	0.0242215	0.103806	0.00692042	0.0415225	0	0.0657439	0.0207612	0.0795848	0.017301	0.0657439	0	0.0276817	0.0519031	0	0.00346021	0	0	0	0	0	0	0	0.0138408	0	0	0	0	0	0	0	0	0	0	0	0
c.2.1.1	0.0805687	0.0924171	0.208531	0.014218	0.014218	0.007109	0.0521327	0	0.0781991	0.0308057	0.0473934	0.00947867	0.056872	0.028436	0.0663507	0.0260664	0.123223	0.00473934	0.00236967	0.0236967	0	0	0	0.00236967	0	0.00236967	0.00473934	0.00236967	0	0.0118483	0	0	0.00947867	0	0	0	0	0	0	0	0	0
c.2.1.1	0.0766423	0.135036	0.233577	0.0218978	0.0218978	0.00729927	0.0364964	0.0255474	0.0583942	0.0109489	0.0255474	0	0.0620438	0.0218978	0.116788	0.0145985	0.0364964	0	0.0364964	0.0145985	0	0	0	0.00364964	0	0	0	0	0.0182482	0.00729927	0	0	0.0145985	0	0	0	0	0	0	0	0	0
c.2.1.1	0.0829016	0.222798	0.181347	0.00518135	0	0.0207254	0.0414508	0.0259067	0.0829016	0.015544	0.0259067	0	0.103627	0.0103627	0.0932642	0.0207254	0.00518135	0.00518135	0.0103627	0.0414508	0	0	0.00518135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c.2.1.1	0.0863309	0.143885	0.183453	0.0143885	0.0107914	0.0107914	0.0683453	0.0179856	0.0863309	0.0251799	0.0395683	0.0215827	0.0323741	0.0359712	0.057554	0.0503597	0.0395683	0	0.0143885	0.0215827	0.00359712	0.00359712	0	0	0	0	0.00359712	0.0107914	0.00359712	0.0107914	0	0	0.00359712	0	0	0	0	0	0	0	0	0
c.2.1.1	0.0294118	0.111111	0.238562	0.0163399	0	0.00326797	0.0653595	0.00326797	0.114379	0.00326797	0.00326797	0.0130719	0.0882353	0.00980392	0.104575	0.0294118	0.107843	0	0.00326797	0.0196078	0	0.00326797	0	0	0	0	0.00326797	0	0	0.0228758	0	0.00653595	0	0	0	0	0	0	0	0	0	0
c.2.1.1	0.0885714	0.105714	0.118571	0.0114286	0.0428571	0.02	0.0757143	0.0371429	0.08	0.0257143	0.0742857	0.0128571	0.0242857	0.04	0.05	0.00857143	0.0414286	0.0257143	0.0314286	0.0214286	0	0.00285714	0.00428571	0	0.00285714	0	0.0128571	0.0142857	0	0	0.00714286	0.00571429	0	0.00571429	0.00571429	0.00142857	0	0.00142857	0	0	0	0
c.2.1.1	0.0748663	0.176471	0.213904	0.026738	0.00534759	0.0160428	0.0481283	0.0106952	0.0802139	0.00534759	0.00534759	0.0106952	0.0855615	0.0213904	0.0641711	0.0160428	0.0748663	0	0.0160428	0.0160428	0	0	0	0	0.00534759	0	0	0.00534759	0.0106952	0.00534759	0	0	0	0	0	0	0	0	0	0	0.00534759	0
c.2.1.1	0.0934579	0.199377	0.140187	0.00934579	0.0124611	0	0.05919	0.0311526	0.0809969	0.0186916	0.0218069	0	0.0996885	0.0342679	0.0903427	0.00311526	0.0186916	0	0.0186916	0.0623053	0	0	0	0	0	0	0	0	0.00623053	0	0	0	0	0	0	0	0	0	0	0	0	0
c.2.1.1	0.0732484	0.16879	0.16242	0.00636943	0.022293	0.022293	0.0382166	0.0127389	0.0477707	0.0286624	0.0414013	0	0.066879	0.0382166	0.0573248	0.0191083	0.0987261	0	0.0191083	0.0509554	0	0	0	0	0	0	0	0.00318471	0	0.0159236	0	0	0.00636943	0	0	0	0	0	0	0	0	0
c.2.1.1	0.139442	0.131474	0.151394	0.0119522	0.0557769	0	0.0557769	0.00796813	0.0438247	0.0517928	0.0557769	0.00398406	0.0398406	0.063745	0.0517928	0.00796813	0.0199203	0	0.0677291	0.0199203	0	0.00398406	0	0	0	0	0	0.0119522	0	0	0.00398406	0	0	0	0	0	0	0	0	0	0	0
c.2.1.1	0.0652174	0.173913	0.182609	0.00869565	0.00434783	0.0173913	0.0478261	0.0304348	0.1	0.026087	0.0391304	0.00434783	0.0913043	0.00869565	0.0913043	0.0173913	0.0173913	0	0.0217391	0.026087	0	0	0	0	0	0	0	0.0173913	0.00434783	0	0	0	0.00434783	0	0	0	0	0	0	0	0	0
c.2.1.1	0.13198	0.116751	0.258883	0.0203046	0.0101523	0	0.0304569	0.00507614	0.0862944	0.0101523	0.0203046	0.00507614	0.0507614	0.0406091	0.0659898	0.035533	0.0558376	0.00507614	0.0253807	0.00507614	0	0	0	0	0	0	0	0.00507614	0	0	0	0	0.0152284	0	0	0	0	0	0	0	0	0
c.2.1.1	0.0792453	0.139623	0.192453	0.0113208	0.00754717	0.00377358	0.0679245	0.00754717	0.139623	0	0.0264151	0.00377358	0.045283	0.0377358	0.0716981	0.0415094	0.0490566	0	0.00377358	0.0339623	0	0	0.00377358	0	0	0	0	0	0	0.0150943	0	0	0.00754717	0.00377358	0.00754717	0	0	0	0	0	0	0
c.2.1.1	0.0626959	0.109718	0.22884	0.0125392	0.0031348	0	0.0564263	0.00626959	0.0438871	0.00626959	0.00626959	0	0.122257	0.0470219	0.106583	0.00626959	0.0971787	0.0125392	0.0344828	0.0031348	0	0.0031348	0	0	0.00626959	0	0	0.0031348	0	0.0188088	0	0	0	0.0031348	0	0	0	0	0	0	0	0
