2.60.120	0.0565226	0.0324972	0.0333576	0.0273347	0.0943808	0.0474552	0.00953074	0.00919981	0.0443444	0.05275	0.0443444	0.0504997	0.0369978	0.0137666	0.00628764	0.0629426	0.0183334	0.0333576	0.0246211	0.0187967	0.00582434	0.000397114	0.00172083	0.0348799	0.0112516	0.0232974	0.0159508	0.0166788	0.0055596	0.00747899	0.0200543	0.0176716	0.0240916	0.011053	0.0330267	0.00542723	0.0109868	0.00264743	0.0101926	0.0127077	0.00496393	0.00681713
2.60.120	0.0579777	0.0293522	0.02911	0.0233849	0.113335	0.0544766	0.0172194	0.0135421	0.0375655	0.051614	0.0509535	0.0469239	0.0285375	0.013498	0.0072885	0.0584842	0.0161844	0.0338222	0.0359361	0.0189589	0.00546087	0.000836746	0.00129916	0.0363544	0.0140485	0.0181222	0.0129035	0.0158101	0.0051526	0.00524067	0.0149513	0.0137623	0.0197736	0.0149734	0.0365966	0.00440393	0.00893997	0.00213591	0.0131898	0.00847756	0.00372132	0.00568107
2.60.120	0.0534597	0.0293224	0.0310209	0.024629	0.0998123	0.0476935	0.0119346	0.0137672	0.0358037	0.053862	0.0515823	0.053862	0.0290989	0.0146165	0.00630252	0.0571697	0.0207402	0.0336134	0.030708	0.0168067	0.00549794	0.000849276	0.000983372	0.0358931	0.0117111	0.0197121	0.0188182	0.0208743	0.00657071	0.00634722	0.01855	0.0150188	0.0224388	0.0123368	0.0370552	0.00438048	0.0104148	0.00223494	0.0112641	0.0105936	0.00581083	0.00683891
2.60.120	0.0621359	0.0265372	0.0300677	0.025125	0.121977	0.0546043	0.0148279	0.011827	0.0310091	0.0466608	0.0526037	0.0358929	0.0255369	0.0142983	0.00517799	0.0618417	0.0155928	0.0390115	0.0355399	0.0112974	0.00629597	0.000529568	0.00182407	0.0416005	0.0135334	0.0142395	0.0140041	0.0152986	0.00382465	0.00482495	0.0167696	0.012945	0.022536	0.017005	0.0431303	0.00458959	0.0110621	0.00223595	0.0123566	0.0102971	0.00300088	0.00653133
2.60.120	0.0623556	0.0242596	0.0245222	0.0236295	0.144612	0.0626969	0.0153592	0.01339	0.0263863	0.046025	0.0552668	0.0417979	0.018326	0.0129175	0.00328187	0.0536915	0.0113684	0.0399338	0.0374659	0.0106595	0.00543478	0.000446335	0.00173283	0.0452899	0.0157792	0.0164881	0.0121298	0.0145715	0.00364944	0.00301932	0.0133375	0.0104232	0.0164881	0.015963	0.0464451	0.00317685	0.00960933	0.00170657	0.0163306	0.0094518	0.00370195	0.00687881
2.60.120	0.0659778	0.0263426	0.0292049	0.027992	0.125503	0.0535099	0.0126619	0.0111095	0.0235774	0.0439528	0.0673847	0.0405084	0.0220249	0.0161063	0.00465726	0.0544317	0.0156212	0.0328919	0.0355116	0.0120798	0.00538495	0.000873235	0.00140688	0.0467666	0.0163004	0.0165915	0.0156212	0.0145539	0.00349294	0.00417212	0.0145539	0.011061	0.0187746	0.0129045	0.0429826	0.00329889	0.0106244	0.00174647	0.0151846	0.0108669	0.00373551	0.00805317
2.60.120	0.0618416	0.0305984	0.0295951	0.0258689	0.107417	0.0708707	0.0148334	0.0134719	0.0380509	0.0503762	0.0493013	0.0443569	0.021641	0.0123253	0.00558939	0.0469366	0.0171265	0.0354712	0.034038	0.0182014	0.00637764	0.00100322	0.00171981	0.0388391	0.0131136	0.0197062	0.0145468	0.0160516	0.00580437	0.0036546	0.0166249	0.015335	0.0197779	0.0134002	0.0381225	0.00308133	0.0106055	0.00222143	0.011967	0.00917234	0.00422788	0.00673594
2.60.120	0.053337	0.0263107	0.026063	0.0219348	0.108793	0.0700977	0.017779	0.0125499	0.0309619	0.0457961	0.0601624	0.043842	0.0264483	0.013293	0.00594468	0.0574653	0.0148617	0.0407046	0.0330535	0.0187973	0.00470621	0.000853172	0.00173387	0.0405669	0.0134856	0.0181093	0.0150544	0.0162653	0.00473373	0.00462364	0.0154121	0.0140361	0.01899	0.0150819	0.0394661	0.00462364	0.00968763	0.00244943	0.0109536	0.0103206	0.00478877	0.00586212
2.60.120	0.0508953	0.0295066	0.028096	0.0218205	0.0985088	0.0556451	0.0171858	0.0136738	0.033508	0.0595313	0.0555875	0.0492544	0.0396972	0.0133571	0.00860729	0.0530255	0.0188842	0.0344867	0.0341413	0.0202948	0.00526801	0.00126662	0.00106512	0.0343716	0.0143359	0.0198342	0.0141056	0.0162358	0.00544073	0.00650584	0.0174161	0.0160919	0.0195751	0.011889	0.0342852	0.00503771	0.00918303	0.00195751	0.00978755	0.0101906	0.00492256	0.00552709
2.60.120	0.0550348	0.0298745	0.0343145	0.0260922	0.0972976	0.0546511	0.0169928	0.00931864	0.0356301	0.0489503	0.050211	0.0501014	0.0343145	0.0138135	0.00537192	0.0578852	0.019898	0.0342597	0.0279011	0.0146906	0.00531711	0.000931864	0.00148002	0.0355205	0.0111276	0.0184728	0.0183084	0.0167736	0.00602971	0.00767418	0.019898	0.0146358	0.0241737	0.016335	0.0339856	0.00663268	0.0114016	0.00208299	0.00964754	0.011292	0.00465932	0.00701639
