3.40.50.150	0.14071	0.11612	0.0860656	0.00409836	0.068306	0.154372	0.0478142	0.023224	0.0177596	0	0.0724044	0.00409836	0.0286885	0.0396175	0.0382514	0.0437158	0.0150273	0.0286885	0.0259563	0.0300546	0.00136612	0.00136612	0	0.00273224	0.00273224	0	0.00136612	0	0.00136612	0	0	0	0	0	0.00409836	0	0	0	0	0	0	0	
3.40.50.150	0.107314	0.0742125	0.076882	0.0106781	0.0565937	0.0619327	0.0363054	0.0608649	0.0347037	0.02189	0.0859584	0.00800854	0.0320342	0.0368393	0.0507208	0.0517886	0.038441	0.0240256	0.0544581	0.0176188	0.000533903	0.00266951	0.00640683	0.000533903	0.00427122	0	0.00106781	0.0101442	0.00533903	0.00213561	0.00320342	0.00213561	0.00694074	0.00373732	0.00800854	0	0.00160171	0	0	0	0	0	
3.40.50.150	0.0978509	0.0809328	0.0804755	0.00777321	0.0484682	0.0722451	0.085048	0.0297211	0.0448102	0.0164609	0.10471	0.0132602	0.0182899	0.0347508	0.0530407	0.0278921	0.0242341	0.0219479	0.0493827	0.0333791	0.00182899	0.00182899	0.00228624	0.000457247	0.00182899	0.00365798	0.00640146	0.00502972	0.00182899	0.00182899	0.00365798	0.00457247	0.00502972	0.00411523	0.00960219	0.000457247	0.000457247	0.000457247	0	0	0	0	
3.40.50.150	0.122506	0.087239	0.0918794	0.0143852	0.0566125	0.0556845	0.038051	0.038051	0.0385151	0.0320186	0.087239	0.0102088	0.0278422	0.049652	0.0357309	0.0552204	0.0185615	0.0329466	0.0343387	0.012993	0.000464037	0.00139211	0.00278422	0.00232019	0.00139211	0.000464037	0.00464037	0.0102088	0.00324826	0.00232019	0.00417633	0.00510441	0.00603248	0.00556845	0.00556845	0.000464037	0	0.00139211	0.000928074	0.000464037	0.00139211	0	
3.40.50.150	0.0608637	0.103366	0.0853451	0.0136008	0.0153009	0.0683441	0.0768446	0.0258416	0.050663	0.0387623	0.0686841	0.0265216	0.0550833	0.0180211	0.0445427	0.0465828	0.0357021	0.017341	0.0193812	0.050663	0.00034002	0.00306018	0.00102006	0.00578035	0.0034002	0.00612037	0.00782047	0.00884053	0.00612037	0.00272016	0.00680041	0.0122407	0.00612037	0.0034002	0.0017001	0.000680041	0	0.00136008	0.00034002	0.000680041	0	0	
3.40.50.150	0.0857418	0.061657	0.104046	0.0125241	0.0327553	0.0279383	0.044316	0.0192678	0.0337187	0.00481696	0.119461	0.0163776	0.0289017	0.0462428	0.0809249	0.0703276	0.0578035	0.0327553	0.026975	0.0134875	0	0.00481696	0.000963391	0	0	0.00192678	0.0105973	0.000963391	0.00770713	0.0154143	0.00674374	0.00674374	0.00674374	0.00385356	0.00481696	0.000963391	0.00192678	0.00385356	0	0	0.00192678	0	
3.40.50.150	0.0997991	0.0997991	0.0957803	0.0147354	0.0381782	0.0435365	0.0482251	0.0401875	0.054923	0.0241125	0.0696584	0.0127261	0.0401875	0.03215	0.0589417	0.0602813	0.0267917	0.0200938	0.0247823	0.0234427	0	0.00334896	0.00267917	0.00267917	0.000669792	0.00401875	0.00468855	0.00468855	0.0100469	0.00803751	0.00401875	0.00200938	0.0087073	0.00535834	0.00803751	0	0.00267917	0	0	0	0	0	
3.40.50.150	0.118066	0.0829517	0.0600509	0.0117048	0.0839695	0.0814249	0.0310433	0.0483461	0.0290076	0.0264631	0.0768448	0.0157761	0.0264631	0.0391858	0.0356234	0.0315522	0.00916031	0.0290076	0.075827	0.0178117	0.00203562	0.000508906	0.00356234	0.00458015	0.00356234	0.00152672	0.00407125	0.0157761	0.00763359	0.00356234	0.00152672	0.00152672	0.00254453	0.00356234	0.010687	0	0.000508906	0.000508906	0.000508906	0.00101781	0.000508906	0	
3.40.50.150	0.059112	0.0818276	0.0867321	0.0110996	0.019618	0.0660816	0.066856	0.0203924	0.0309757	0.0495612	0.066856	0.0185854	0.0957666	0.0394941	0.0431079	0.0392359	0.0539494	0.0214249	0.0302013	0.0325245	0.000516262	0.0041301	0.00154879	0.0041301	0.00283944	0.00206505	0.00774393	0.0116159	0.00619515	0.00645328	0.00206505	0.00593702	0.00258131	0.00103252	0.0033557	0.000516262	0.00129066	0.000516262	0.000516262	0.000258131	0.00129066	0	
3.40.50.150	0.101251	0.0982728	0.0637284	0.013103	0.0720667	0.0684932	0.045265	0.0214413	0.0405003	0.0238237	0.0780226	0.019059	0.0226325	0.03514	0.0440739	0.0410959	0.0172722	0.029184	0.0536033	0.0399047	0.00119119	0.00357356	0.00178678	0.00714711	0.00357356	0.00357356	0.00357356	0.0119119	0.00952948	0.00297796	0.00238237	0.00536033	0.000595593	0.0077427	0.00357356	0	0.000595593	0.000595593	0	0.000595593	0.00119119	0.000595593	
