3.1	91.006	27.151	16.195	126.97	18.139	112.2	-24.177	-9.0257	103.69	-21.471	11.864	37.328	-40.836	6.0985	4.1577	-18.754	-1.9231	16.493	19.486	9.1291	6.7658	-17.936	-3.086	4.9283	-9.3828	-21.276	3.9465	14.889	-0.89934	-4.9425	5.0379	1112.0	325.0	344.0	453.0	2758.0	945.0	222.0	181.0	176.0	655.0	1012.0	571.0	158.0	154.0	23.0	669.0	98.0	652.0	652.0	99.0	59.0	8.0	30.0	964.0	251.0	222.0	171.0	218.0	37.0	22.0	220.0	157.0	277.0	314.0	993.0	55.0	197.0	27.0	369.0	169.0	43.0	172.0
3.1	92.931	-65.766	-48.404	115.73	11.128	110.93	-47.545	-44.382	87.835	-25.798	10.085	-32.119	-30.974	34.559	23.952	25.775	-16.293	26.412	8.1983	-18.017	-12.714	-24.439	-0.69909	16.373	5.1614	-19.306	7.4524	6.0925	10.117	4.2886	-12.47	977.0	393.0	402.0	442.0	2116.0	815.0	161.0	214.0	318.0	718.0	868.0	956.0	264.0	149.0	42.0	731.0	209.0	478.0	533.0	204.0	77.0	5.0	25.0	777.0	249.0	306.0	181.0	196.0	49.0	57.0	209.0	179.0	322.0	269.0	810.0	66.0	156.0	34.0	311.0	149.0	63.0	165.0
3.1	95.804	46.757	10.587	98.402	-6.242	94.297	-13.735	-10.442	60.323	-24.435	-2.3996	-19.984	9.296	-13.259	26.969	4.6193	20.827	26.374	8.7434	-17.421	-26.48	-23.251	-4.2424	-3.3256	5.6525	0.7441	-2.802	1.831	1.0898	0.42706	8.2936	1110.0	347.0	306.0	462.0	2831.0	866.0	130.0	118.0	218.0	611.0	787.0	629.0	123.0	140.0	34.0	548.0	87.0	515.0	562.0	153.0	65.0	9.0	31.0	904.0	297.0	269.0	135.0	158.0	60.0	19.0	139.0	155.0	230.0	288.0	898.0	34.0	120.0	26.0	432.0	124.0	44.0	191.0
3.1	95.55	-32.987	10.002	142.88	33.619	124.06	-36.986	-36.018	97.89	-46.637	14.033	-0.86599	-49.74	16.248	15.553	21.593	12.035	23.983	6.5829	-12.576	-17.878	-16.809	13.221	2.7611	-12.39	10.733	2.3237	-5.2982	9.5444	-10.011	-6.332	1173.0	395.0	423.0	462.0	2848.0	1102.0	269.0	181.0	280.0	673.0	946.0	818.0	282.0	218.0	56.0	775.0	179.0	821.0	583.0	208.0	90.0	12.0	26.0	921.0	255.0	269.0	202.0	201.0	54.0	49.0	236.0	216.0	326.0	382.0	1015.0	68.0	177.0	34.0	359.0	153.0	52.0	163.0
3.1	92.931	-43.559	-52.143	118.21	4.3618	104.42	-44.369	-32.153	73.809	-18.217	17.251	-28.204	-10.016	26.613	24.744	10.159	-12.21	14.912	4.6394	-1.5883	-17.664	-12.416	-3.7954	-1.8424	-7.4002	-7.9169	-4.7782	9.0266	6.729	7.2171	2.734	861.0	328.0	371.0	404.0	1879.0	615.0	141.0	124.0	386.0	588.0	651.0	689.0	197.0	142.0	34.0	653.0	170.0	449.0	360.0	126.0	59.0	8.0	17.0	618.0	188.0	227.0	169.0	151.0	45.0	52.0	188.0	154.0	302.0	215.0	638.0	64.0	123.0	32.0	308.0	109.0	50.0	141.0
3.1	99.699	-61.04	-38.781	144.05	43.511	142.22	-33.658	-34.298	113.01	-17.777	20.276	-26.999	-46.702	8.7501	-18.696	17.79	-1.0679	2.4081	12.936	-2.2056	17.836	17.275	16.686	4.3517	-12.817	9.5273	5.1422	-2.2478	-6.4119	-3.7611	3.99	1271.0	490.0	529.0	508.0	2954.0	1177.0	370.0	248.0	328.0	988.0	1183.0	899.0	348.0	214.0	42.0	904.0	310.0	770.0	772.0	212.0	104.0	15.0	32.0	911.0	304.0	314.0	312.0	301.0	46.0	53.0	259.0	244.0	384.0	382.0	978.0	68.0	194.0	43.0	310.0	213.0	73.0	149.0
3.1	102.21	-26.244	-28.672	106.18	-8.1391	88.892	-38.537	-21.756	71.652	-17.192	-8.223	-15.477	-5.4482	12.796	2.0593	3.6048	-0.8554	-2.8131	15.088	-2.3498	2.2361	1.1754	-0.95024	-9.2198	-11.73	4.9265	-1.9856	2.0733	2.2784	-6.8325	7.6656	1664.0	502.0	492.0	679.0	4548.0	1345.0	255.0	208.0	312.0	930.0	1450.0	1100.0	306.0	238.0	35.0	977.0	222.0	879.0	1007.0	255.0	106.0	14.0	41.0	1467.0	492.0	445.0	295.0	277.0	55.0	46.0	248.0	230.0	397.0	459.0	1440.0	58.0	192.0	51.0	694.0	216.0	68.0	297.0
3.1	89.868	-30.758	-39.916	139.67	28.867	129.43	-43.349	-54.318	110.49	-48.184	11.75	-43.571	-57.183	15.408	9.4924	43.136	1.6338	30.18	27.146	5.7755	-5.5829	0.12158	-6.794	-4.8491	-14.149	-3.8611	15.334	14.539	-8.7624	-6.4842	8.2386	944.0	324.0	337.0	364.0	2242.0	920.0	179.0	143.0	239.0	589.0	790.0	656.0	211.0	127.0	23.0	585.0	147.0	620.0	535.0	164.0	72.0	10.0	21.0	719.0	193.0	206.0	177.0	195.0	37.0	27.0	165.0	181.0	259.0	312.0	750.0	34.0	140.0	27.0	285.0	126.0	41.0	115.0
3.1	94.52	-122.42	21.284	141.5	41.722	144.19	-64.547	-33.063	109.21	-30.302	16.882	-12.121	-29.085	15.193	21.177	7.0875	60.224	14.844	23.411	-34.104	-23.687	-4.7371	26.08	24.307	10.474	-9.92	-40.293	0.72618	-6.4126	-0.044733	5.5531	1008.0	381.0	411.0	407.0	2101.0	856.0	238.0	203.0	493.0	755.0	1018.0	612.0	270.0	220.0	79.0	831.0	257.0	646.0	600.0	198.0	82.0	19.0	30.0	753.0	224.0	250.0	175.0	197.0	73.0	33.0	235.0	175.0	328.0	250.0	705.0	53.0	158.0	27.0	277.0	137.0	53.0	126.0
3.1	90.155	-61.621	-43.404	126.35	13.628	115.89	-63.159	-33.936	93.082	-18.393	10.183	-28.403	-16.406	37.477	36.853	10.68	-25.581	20.403	-30.184	-16.85	-26.89	-8.9476	11.839	18.481	6.1069	-24.081	-12.504	4.7353	12.402	18.172	-4.8972	764.0	324.0	362.0	373.0	1443.0	634.0	100.0	157.0	293.0	623.0	582.0	691.0	303.0	133.0	46.0	671.0	181.0	375.0	356.0	144.0	50.0	11.0	21.0	537.0	174.0	254.0	196.0	183.0	55.0	49.0	152.0	148.0	334.0	202.0	548.0	56.0	133.0	24.0	248.0	128.0	61.0	139.0
