c.26.1	0	0	0	0	0	0	0	347	347	347	347	347	348	369	429	586	785	997	1193	1332	1446	1524	1590	1668	1734	1826	1904	1998	2088	2186	2278	2382	2528	2697	2871	3100	3308	3515	3733	3949	4128	4315	4475	4652	4848	5039	5232	5436	5641	5855	6080	6318	6531	6784	7049	7329	7592	7841	8127	8413	8667	8949	9237	9515	9810	10105	10379	10645	10949	11239	11534	11818	12104	12438	12720	13056	13340	13620	13933	14265	14565	14898	15207	15545	15869	16196	16522	16863	17192	17533	17865	18212	18547	18884	19207	19523	19852	20208	20561	20901	21234	21609	21999	22335	22655	23028	23373	23708	24060	24390	24779	25152	25508	25904	26295	26650	26998	27365	27709	28054	28402	28732	29087	29429	29767	30145	30525	30910	31283	31640	32019	32374	32691	33072	33417	33732	34099	34478	34864	35202	35538	35899	36247	36601	36973	37304	37659	37990	38359	38689	39008
c.26.1	0	0	0	0	0	0	0	125	125	125	125	125	125	126	141	185	247	330	385	455	505	540	568	589	614	635	661	685	716	748	773	806	845	902	948	1022	1089	1158	1239	1308	1378	1437	1498	1547	1607	1661	1716	1774	1848	1914	1990	2048	2118	2182	2247	2330	2414	2490	2583	2662	2739	2809	2892	2971	3054	3135	3216	3294	3367	3455	3530	3589	3659	3745	3840	3923	4016	4073	4146	4222	4317	4401	4468	4551	4619	4707	4785	4872	4950	5023	5106	5181	5278	5348	5429	5503	5573	5629	5703	5768	5848	5927	5991	6061	6122	6197	6273	6317	6378	6443	6488	6543	6599	6642	6696	6753	6805	6856	6905	6961	7011	7050	7096	7132	7163	7203	7234	7261	7287	7322	7347	7379	7399	7426	7446	7479	7514	7538	7555	7579	7592	7604	7614	7630	7653	7672	7691	7701	7709	7724	7729
c.26.1	0	0	0	0	0	0	0	166	166	166	166	166	166	170	185	272	367	477	564	632	691	727	768	798	823	870	909	950	990	1030	1077	1136	1174	1242	1328	1429	1523	1627	1729	1828	1916	2010	2088	2177	2254	2347	2453	2551	2639	2722	2813	2907	3020	3133	3246	3356	3472	3586	3706	3826	3950	4076	4221	4328	4448	4571	4686	4803	4923	5055	5155	5287	5416	5533	5656	5786	5896	6018	6142	6298	6431	6536	6660	6797	6929	7075	7192	7308	7435	7541	7659	7782	7898	8016	8130	8252	8362	8499	8626	8744	8853	8982	9109	9207	9311	9402	9498	9623	9723	9826	9942	10031	10119	10252	10355	10450	10549	10640	10710	10810	10906	11004	11103	11189	11276	11359	11437	11514	11592	11655	11727	11789	11868	11951	12030	12095	12160	12219	12281	12347	12398	12473	12530	12591	12635	12683	12741	12783	12831	12867	12913
c.26.1	0	0	0	0	0	0	0	330	330	330	330	330	330	352	456	595	789	966	1138	1289	1404	1504	1589	1649	1754	1825	1896	1992	2076	2158	2272	2384	2526	2688	2900	3088	3300	3501	3713	3925	4102	4307	4514	4696	4879	5090	5285	5475	5692	5876	6123	6361	6594	6832	7075	7340	7624	7862	8130	8392	8666	8950	9252	9529	9827	10089	10367	10671	10943	11241	11527	11816	12108	12402	12692	12998	13302	13623	13904	14239	14567	14899	15220	15514	15849	16188	16499	16847	17135	17459	17785	18111	18449	18824	19162	19518	19874	20233	20563	20856	21176	21528	21891	22225	22565	22922	23301	23651	24003	24349	24701	25048	25360	25680	26011	26348	26713	27054	27395	27710	28056	28405	28769	29112	29438	29731	30097	30451	30765	31107	31422	31725	32041	32371	32715	32994	33290	33592	33911	34236	34564	34876	35182	35449	35733	36041	36335	36636	36963	37243	37537
c.26.1	0	0	0	0	0	0	0	163	163	163	163	163	165	168	188	249	329	440	538	600	664	707	744	770	798	833	880	923	965	1015	1056	1106	1156	1222	1298	1385	1487	1591	1667	1771	1856	1939	2021	2109	2193	2276	2372	2465	2564	2654	2744	2836	2921	3019	3123	3255	3357	3475	3603	3724	3847	3944	4056	4169	4273	4393	4533	4633	4746	4864	4973	5082	5204	5319	5455	5576	5703	5814	5931	6060	6182	6310	6449	6570	6690	6803	6915	7029	7155	7265	7376	7492	7606	7726	7854	7967	8078	8192	8312	8428	8535	8650	8760	8873	8956	9068	9175	9281	9379	9483	9569	9650	9761	9845	9919	10019	10112	10196	10277	10378	10457	10532	10607	10694	10769	10866	10961	11043	11108	11181	11250	11322	11388	11453	11516	11563	11620	11673	11714	11788	11847	11910	11972	12028	12085	12135	12188	12236	12286	12333	12379
c.26.1	0	0	0	0	0	0	0	199	199	199	199	199	199	205	226	310	412	544	629	682	720	756	786	814	845	882	930	967	1000	1030	1062	1106	1158	1218	1287	1365	1459	1554	1627	1700	1772	1833	1890	1956	2022	2099	2172	2244	2308	2370	2452	2520	2596	2681	2763	2854	2965	3052	3135	3234	3331	3430	3535	3640	3743	3828	3923	4027	4105	4210	4294	4387	4480	4571	4660	4756	4857	4925	5027	5124	5210	5303	5395	5495	5599	5711	5825	5929	6022	6115	6219	6318	6403	6500	6606	6707	6811	6904	7001	7110	7226	7325	7440	7560	7654	7753	7867	7969	8085	8196	8291	8400	8518	8623	8718	8836	8929	9024	9125	9220	9345	9443	9532	9625	9730	9830	9951	10065	10168	10287	10399	10502	10607	10705	10794	10896	11012	11119	11215	11315	11438	11520	11623	11724	11819	11922	12028	12127	12211	12314	12401
c.26.1	0	0	0	0	0	0	0	249	249	249	249	249	249	261	286	385	510	633	733	826	918	975	1029	1082	1138	1189	1243	1284	1342	1397	1459	1534	1595	1678	1779	1892	2015	2134	2266	2377	2471	2586	2685	2791	2900	3009	3094	3199	3311	3452	3572	3699	3817	3948	4070	4217	4334	4480	4607	4739	4873	5018	5177	5301	5453	5596	5759	5891	6051	6204	6325	6492	6626	6775	6918	7069	7216	7357	7543	7677	7805	7966	8111	8252	8391	8529	8687	8824	8976	9135	9282	9435	9584	9729	9881	10017	10139	10285	10447	10593	10734	10884	11042	11195	11337	11492	11657	11820	11953	12088	12237	12387	12526	12693	12845	12985	13130	13279	13415	13548	13677	13830	13979	14151	14288	14446	14598	14756	14901	15068	15199	15381	15528	15667	15828	15988	16151	16280	16434	16592	16731	16898	17058	17208	17355	17498	17648	17827	17978	18138	18300
c.26.1	0	0	0	0	0	0	0	304	304	304	304	306	310	337	411	557	700	880	1040	1166	1251	1331	1409	1474	1552	1630	1699	1761	1838	1932	2010	2116	2248	2381	2541	2750	2921	3108	3304	3493	3661	3841	3996	4166	4326	4491	4665	4860	5070	5292	5488	5666	5853	6082	6306	6525	6767	7016	7273	7529	7768	8039	8297	8548	8803	9094	9330	9578	9820	10074	10376	10637	10878	11126	11391	11657	11931	12231	12487	12773	13070	13373	13675	13970	14286	14578	14857	15124	15420	15684	15997	16331	16617	16970	17258	17565	17908	18203	18538	18828	19130	19458	19739	20045	20355	20685	21028	21359	21674	21957	22282	22594	22880	23224	23541	23862	24176	24463	24746	25083	25365	25641	25943	26236	26505	26815	27136	27430	27712	27998	28289	28564	28849	29129	29390	29668	29934	30202	30463	30709	30990	31248	31534	31813	32072	32318	32611	32878	33130	33365	33599
c.26.1	0	0	0	0	0	0	0	220	220	220	220	220	221	225	246	353	457	595	705	790	879	939	978	1020	1064	1117	1177	1228	1265	1316	1360	1423	1496	1600	1721	1870	1984	2130	2239	2366	2483	2589	2699	2801	2916	3034	3149	3292	3421	3561	3694	3815	3961	4112	4280	4451	4596	4756	4873	5010	5157	5319	5473	5642	5841	6008	6174	6333	6493	6665	6817	6999	7186	7359	7525	7709	7880	8081	8257	8421	8605	8799	8983	9158	9339	9535	9732	9903	10083	10271	10448	10659	10838	11054	11263	11448	11637	11817	12013	12219	12462	12653	12870	13082	13283	13477	13666	13856	14054	14238	14463	14652	14856	15054	15245	15427	15609	15801	15981	16179	16373	16573	16752	16927	17076	17242	17421	17624	17775	17951	18106	18276	18412	18566	18720	18883	19029	19186	19348	19507	19662	19810	19933	20055	20188	20314	20441	20561	20692	20805	20910
c.26.1	0	0	0	0	0	0	0	188	188	188	188	188	191	210	251	336	423	506	580	641	675	709	742	771	808	839	878	904	954	993	1038	1091	1136	1203	1270	1346	1424	1501	1588	1659	1729	1804	1870	1925	1998	2086	2169	2238	2319	2390	2455	2524	2602	2699	2788	2889	2986	3082	3173	3274	3377	3467	3565	3667	3762	3852	3946	4051	4145	4236	4320	4408	4520	4615	4725	4826	4928	5026	5129	5242	5350	5438	5528	5638	5739	5852	5940	6041	6162	6276	6397	6502	6605	6716	6815	6908	7008	7105	7229	7342	7442	7547	7650	7778	7904	7994	8111	8242	8350	8466	8573	8666	8777	8882	8990	9095	9192	9303	9412	9515	9616	9732	9834	9930	10037	10138	10234	10334	10427	10537	10652	10738	10832	10938	11038	11135	11234	11347	11448	11560	11642	11731	11832	11928	12024	12106	12191	12277	12365	12450	12538
