3.30.420.10	2338	762	813	946	6171	2042	557	320	431	1479	2238	1648	589	651	91	1734	450	1408	1387	279	154	15	64	2013	713	639	452	465	76	115	402	354	639	681	1988	101	287	59	843	329	124	377	
3.30.420.10	1471	470	415	611	3773	1088	241	236	190	949	1176	1010	220	219	28	802	171	581	850	178	76	9	43	1255	495	439	185	194	38	39	180	227	323	373	1189	56	159	24	597	186	45	263	
3.30.420.10	1875	599	615	798	5071	1471	427	284	308	1115	1768	1289	444	481	60	1237	356	931	1141	229	102	12	66	1690	620	523	392	358	65	67	271	293	515	512	1637	84	232	55	802	264	89	348	
3.30.420.10	1464	425	387	602	3796	1063	243	137	170	776	1188	810	207	216	28	772	151	584	820	133	82	9	34	1277	435	348	177	199	32	39	171	160	262	303	1169	49	147	34	626	165	53	253	
3.30.420.10	2490	848	786	1021	6714	2025	514	558	378	1816	2311	1835	465	383	86	1684	348	1211	1557	354	134	19	85	2252	959	737	398	417	65	100	411	457	623	611	2156	108	325	68	945	361	102	436	
3.30.420.10	1607	476	521	684	4366	1285	243	212	236	917	1598	1098	421	437	49	1120	297	862	957	162	83	11	50	1474	542	439	345	300	61	67	241	224	465	447	1431	56	207	58	739	216	63	315	
3.30.420.10	2625	857	777	1104	7424	2282	479	542	389	1967	2371	1972	447	423	69	1618	290	1281	1622	295	153	16	65	2521	997	823	437	470	84	92	445	504	653	766	2440	118	341	82	1149	373	109	513	
3.30.420.10	2645	873	790	1109	7492	2274	469	596	406	2003	2447	2047	457	443	54	1668	295	1268	1654	312	154	14	70	2546	1008	817	445	495	89	87	466	523	666	770	2478	121	347	87	1157	381	116	511	
3.30.420.10	1880	541	488	820	5098	1345	263	310	246	1224	1552	1168	241	302	57	1054	165	803	1040	181	82	10	47	1723	613	513	255	309	67	69	226	257	377	414	1655	64	164	57	946	218	66	398	
3.30.420.10	1506	412	397	614	4052	1086	198	129	155	797	1165	899	230	258	47	820	161	655	855	122	73	7	32	1308	502	370	190	163	39	37	181	169	297	323	1262	44	133	29	656	165	47	276	
3.30.420.10	1485	400	360	626	3958	1037	197	147	149	797	1083	769	228	243	26	744	136	547	791	116	59	7	28	1328	480	351	165	179	28	39	187	191	265	302	1290	44	144	32	688	161	38	292	
3.30.420.10	1519	418	425	647	3855	1031	145	248	134	865	1245	907	251	278	30	789	193	658	749	106	65	9	33	1358	470	396	219	202	26	45	157	159	332	354	1275	42	145	35	701	166	53	299	
3.30.420.10	1139	399	378	493	2689	773	163	202	191	812	1023	775	267	219	60	764	193	513	633	144	56	5	25	958	392	354	205	199	55	91	201	209	291	238	880	51	112	49	463	147	54	197	
3.30.420.10	1633	458	415	696	4260	1111	196	272	220	1072	1286	1037	213	199	53	890	138	664	888	140	81	5	45	1492	512	448	195	240	34	39	179	184	308	359	1405	42	147	32	779	159	64	338	
3.30.420.10	2437	845	794	1021	6544	1995	481	521	407	1863	2287	1914	441	344	82	1605	364	1175	1520	389	146	21	62	2227	910	774	410	427	63	88	367	437	650	610	2133	110	311	76	934	341	106	447	
3.30.420.10	1825	530	504	778	4936	1398	241	314	248	1161	1565	1189	331	293	70	1112	197	767	1082	193	92	6	46	1677	596	512	284	323	48	76	244	259	393	428	1656	66	190	47	869	233	61	364	
3.30.420.10	1031	297	335	451	2401	562	138	109	127	625	860	644	212	190	39	657	195	487	411	63	35	6	18	827	275	237	178	137	27	44	127	98	235	202	789	33	93	21	423	100	46	187	
3.30.420.10	2055	738	585	871	5321	1657	356	477	288	1595	1755	1485	424	388	94	1292	258	880	1360	306	131	16	55	1908	766	754	282	346	73	76	290	441	411	477	1764	90	219	74	907	299	94	398	
3.30.420.10	1701	549	513	692	4562	1299	354	340	277	1093	1527	1121	390	388	46	1122	247	800	1058	213	93	11	63	1549	582	494	302	304	68	82	278	286	391	447	1506	79	176	80	751	240	76	297	
3.30.420.10	1587	502	498	646	4144	1213	311	243	289	963	1438	1109	363	368	39	1048	242	804	975	238	94	11	61	1399	484	450	295	261	54	67	233	233	397	404	1309	56	141	55	692	186	81	276	
3.30.420.10	1533	430	388	660	4150	1129	211	162	154	854	1168	853	281	218	39	827	171	574	804	128	67	9	31	1406	515	398	194	226	36	52	193	188	283	348	1344	47	152	34	708	172	48	307	
3.30.420.10	2796	803	742	1164	7931	2224	278	368	364	1977	2361	1866	413	482	52	1603	290	1322	1714	346	134	17	46	2689	898	821	427	429	54	85	333	416	592	715	2475	99	300	57	1359	305	111	567	
3.30.420.10	2559	814	683	1049	7239	2118	403	490	326	1833	2181	1809	371	323	50	1439	223	1116	1612	267	138	10	63	2392	934	761	343	425	83	71	361	432	530	650	2261	102	269	77	1133	326	104	474	
3.30.420.10	1629	530	446	690	4303	1225	274	245	207	1123	1243	1065	241	230	33	797	178	650	962	199	82	7	29	1490	574	497	215	234	44	49	194	288	337	406	1415	68	180	47	704	219	70	310	
3.30.420.10	2172	689	588	901	5843	1715	304	438	268	1578	1893	1456	352	357	46	1200	205	914	1316	267	111	10	36	2006	804	649	276	360	70	67	285	343	433	520	1900	83	214	63	938	289	72	412	
3.30.420.10	2223	722	622	911	6008	1805	345	440	323	1651	2002	1561	367	366	53	1286	245	976	1429	279	119	9	58	2055	823	693	300	359	64	74	329	384	460	533	1945	96	247	63	941	318	67	404	
3.30.420.10	1228	456	423	546	2974	876	256	214	249	963	1061	864	284	265	63	837	243	544	696	174	82	8	26	1070	440	405	239	264	76	98	237	232	312	314	1036	68	145	53	501	188	69	234	
3.30.420.10	1133	388	350	483	2711	732	177	165	166	797	904	692	264	247	45	699	164	461	634	136	50	8	31	920	363	356	162	175	44	73	188	203	228	235	877	46	106	38	451	142	43	191	
3.30.420.10	2603	881	855	1114	7039	2218	506	510	415	1909	2489	1939	502	401	109	1829	367	1460	1590	337	139	15	62	2420	958	800	518	542	95	111	478	500	717	687	2375	115	380	92	1026	424	128	500	
3.30.420.10	2461	844	787	1019	6607	2041	449	529	396	1782	2279	1861	462	394	75	1716	349	1135	1500	366	141	20	67	2213	928	760	408	410	62	80	397	428	615	609	2123	110	288	77	954	356	101	432	
3.30.420.10	2420	828	698	990	6674	2020	419	460	446	1681	2162	1730	421	385	60	1464	250	1146	1623	376	134	7	73	2200	897	783	392	437	111	78	337	454	559	590	2094	97	229	87	1012	338	111	441	
3.30.420.10	1646	572	447	723	4427	1259	320	289	236	1199	1319	1123	235	200	45	815	153	603	1074	234	91	7	30	1543	601	531	237	273	64	52	212	310	343	413	1457	67	174	50	759	240	87	346	
3.30.420.10	1700	593	444	734	4646	1337	335	337	261	1248	1349	1133	243	233	44	851	152	642	1161	277	97	7	30	1581	628	552	225	279	72	53	210	335	330	391	1517	66	169	55	788	245	90	348	
3.30.420.10	1529	473	489	640	4006	1070	266	233	242	899	1449	1060	349	291	41	911	268	707	917	198	85	13	58	1369	480	427	255	227	58	59	228	230	368	412	1285	65	164	59	661	195	68	272	
3.30.420.10	1167	409	385	509	2723	809	195	186	191	827	979	750	291	247	49	756	219	483	681	143	69	10	31	980	364	372	180	177	59	70	199	212	275	257	946	63	137	37	468	158	52	210	
3.30.420.10	2068	748	679	852	5495	1737	501	457	379	1491	1926	1585	423	388	79	1416	268	979	1337	317	132	12	62	1819	775	702	369	436	97	79	347	396	525	553	1800	101	255	83	809	322	106	353	
3.30.420.10	2671	830	782	1128	7492	2181	429	409	390	1770	2517	2081	487	487	52	1790	314	1285	1689	327	136	10	61	2512	985	826	430	486	86	94	411	419	694	703	2441	109	302	81	1222	374	109	536	
3.30.420.10	2419	862	744	874	6439	2326	652	435	413	1860	2124	1643	520	441	46	1529	278	1381	1750	369	177	17	73	2031	843	734	344	398	89	73	371	384	505	572	1920	86	254	70	824	295	129	324	
3.30.420.10	2188	712	604	899	5941	1779	316	438	301	1602	1939	1522	354	353	45	1217	220	947	1382	301	119	10	46	2007	796	686	286	377	73	66	280	334	453	533	1895	92	217	64	935	292	77	404	
3.30.420.10	2907	956	830	1190	7923	2592	556	610	505	2116	2439	2143	500	461	55	1622	315	1423	1764	439	162	13	71	2574	938	913	406	454	111	74	382	480	692	776	2555	101	307	70	1249	323	135	538	
3.30.420.10	2322	776	798	984	6045	1951	424	407	423	1572	2376	1801	568	509	75	1884	413	1237	1409	302	159	19	56	2199	869	674	493	473	105	110	411	350	683	601	2026	111	316	78	946	382	120	436	
3.30.420.10	2696	908	796	1058	7580	2502	639	401	491	1929	2298	1799	543	598	86	1640	273	1467	1753	384	142	15	73	2373	875	795	447	527	113	92	404	374	581	673	2314	95	274	92	1054	358	137	438	
3.30.420.10	1881	657	678	811	4889	1624	416	343	351	1323	1938	1488	500	308	75	1400	320	918	1204	264	135	22	45	1720	670	605	417	350	63	74	317	326	602	529	1646	106	275	63	766	298	105	344	
3.30.420.10	1881	620	556	768	4814	1591	274	320	291	1351	1703	1164	312	315	39	1090	219	865	1199	238	99	6	39	1666	596	529	295	328	80	61	261	297	415	468	1592	79	242	50	707	250	82	313	
3.30.420.10	2598	832	926	1047	6969	2195	591	435	511	1743	2782	1867	666	588	64	2149	461	1476	1520	269	169	21	73	2336	902	659	533	488	68	138	511	408	776	763	2265	148	352	90	978	411	120	421	
3.30.420.10	2256	682	743	939	5977	1733	365	347	330	1360	2201	1495	503	511	39	1735	374	1195	1275	185	153	12	59	2071	751	569	418	387	64	110	397	308	599	592	1922	103	282	76	927	326	108	403	
3.30.420.10	2645	777	750	1088	7458	2112	394	355	330	1655	2422	1892	444	453	50	1678	288	1253	1625	293	147	9	67	2440	933	745	372	382	55	87	368	378	657	691	2401	90	268	66	1193	323	93	510	
3.30.420.10	2736	858	781	1144	7691	2260	495	443	424	1835	2529	1952	469	444	67	1715	307	1230	1805	368	157	11	78	2532	1008	860	405	414	61	77	404	469	671	716	2484	113	305	68	1205	370	100	532	
3.30.420.10	2194	720	614	919	5934	1818	331	423	306	1628	1939	1532	360	357	40	1249	215	931	1385	294	120	9	50	2033	793	703	318	394	72	74	299	357	479	557	1932	90	243	66	943	311	85	414	
3.30.420.10	2523	898	815	1051	6926	2109	578	566	442	1924	2403	1981	485	403	103	1769	357	1255	1672	427	140	16	64	2325	1010	829	443	475	93	111	441	512	660	654	2275	115	330	88	991	402	135	453	
3.30.420.10	1603	530	494	683	4215	1200	322	260	267	949	1462	1120	337	310	41	1076	217	737	1052	274	81	9	41	1450	548	489	264	248	76	91	308	330	370	380	1345	65	184	66	698	228	71	293	
3.30.420.10	2177	644	659	924	5739	1671	381	324	314	1351	1867	1375	391	376	66	1426	284	1038	1186	204	126	8	46	1960	648	573	348	341	65	79	318	297	521	574	1906	104	226	51	946	265	96	424	
3.30.420.10	1952	630	552	840	5002	1416	269	438	241	1347	1700	1332	420	354	50	1244	267	844	1197	227	125	10	53	1829	711	612	293	309	46	78	262	341	409	426	1649	82	197	56	885	262	77	382	
3.30.420.10	2082	734	699	890	5494	1831	399	518	350	1547	2226	1622	572	447	80	1537	307	1003	1352	294	129	6	50	1985	827	714	433	419	79	124	423	466	571	549	1898	119	317	95	856	352	103	394	
3.30.420.10	2184	702	606	912	5904	1758	322	446	289	1573	1953	1490	366	354	38	1200	237	949	1332	278	113	9	44	2013	805	662	293	369	71	67	298	362	457	522	1909	89	236	69	943	304	84	407	
3.30.420.10	2173	684	578	900	5941	1776	285	376	282	1512	1894	1473	349	345	44	1162	220	937	1387	265	109	13	38	2025	774	669	265	342	59	67	280	341	430	488	1895	83	212	65	965	290	75	413	
3.30.420.10	1120	330	361	466	2670	675	152	131	155	698	944	689	233	200	31	683	222	568	537	83	53	6	26	891	319	297	193	149	31	51	143	132	275	249	861	36	99	24	456	107	37	190	
3.30.420.10	2097	694	570	873	5640	1710	310	405	296	1571	1766	1457	309	312	40	1109	202	878	1346	300	116	14	48	1877	735	670	275	343	66	63	261	322	431	475	1771	79	196	58	914	260	80	392	
3.30.420.10	2103	745	674	889	5437	1678	376	504	318	1561	1972	1654	550	422	107	1634	351	971	1386	326	140	17	60	1992	800	716	366	375	87	106	369	449	532	549	1846	112	263	78	887	310	89	399	
3.30.420.10	2092	608	593	859	5451	1605	291	280	289	1333	1721	1209	288	347	62	1213	228	940	1135	198	120	10	40	1825	606	519	284	287	49	63	292	240	463	496	1743	69	210	38	872	236	83	382	
3.30.420.10	1732	584	489	762	4798	1408	301	296	302	1199	1460	1241	236	299	35	977	191	714	1107	267	80	3	31	1658	639	557	292	337	71	54	234	345	393	470	1611	71	216	58	812	273	93	366	
3.30.420.10	1199	362	350	529	2739	799	213	113	147	594	886	620	182	117	12	638	112	448	573	106	68	4	32	995	335	303	173	180	24	27	151	149	252	261	943	49	138	27	481	158	46	215	
3.30.420.10	2005	640	570	830	5146	1535	334	373	284	1416	1592	1382	251	277	65	1070	193	905	1108	268	96	7	45	1714	652	562	277	265	47	40	242	281	446	513	1639	66	206	47	865	199	81	362	
3.30.420.10	2393	785	701	983	6553	1936	372	427	416	1595	2212	1706	421	396	71	1503	273	1130	1537	341	121	12	64	2207	883	737	391	420	87	58	386	428	569	583	2063	97	246	82	1001	333	92	434	
3.30.420.10	2341	804	670	942	6430	1898	433	481	440	1647	2076	1673	399	364	71	1372	222	1080	1590	387	134	17	67	2173	899	753	357	412	98	53	292	378	535	592	1983	72	217	67	970	309	96	419	
3.30.420.10	2054	632	538	841	5519	1580	271	328	239	1414	1693	1324	326	270	29	1053	197	878	1213	234	104	10	48	1839	695	613	226	279	42	54	235	269	396	464	1729	67	176	52	888	225	61	379	
3.30.420.10	2178	696	598	886	5929	1764	286	420	291	1542	1897	1491	357	353	43	1185	234	988	1382	296	109	11	53	1977	775	666	304	377	67	66	278	329	433	521	1854	70	226	56	939	285	75	395	
3.30.420.10	2218	728	638	906	6014	1790	346	452	310	1650	2034	1585	427	386	53	1292	273	993	1417	289	121	15	48	2064	813	708	306	385	78	75	323	362	463	536	1934	82	228	67	961	280	76	410	
3.30.420.10	2045	630	521	838	5490	1548	222	335	250	1417	1661	1278	277	306	26	1066	169	814	1279	272	103	8	54	1830	692	594	240	286	42	56	228	265	380	445	1721	72	166	41	890	239	60	381	
3.30.420.10	2097	644	568	858	5631	1609	259	383	264	1446	1818	1351	316	308	54	1127	235	935	1302	255	111	11	53	1883	730	615	272	294	55	64	263	290	413	484	1758	69	190	47	913	253	69	390	
3.30.420.10	1139	401	427	507	2607	762	216	211	233	757	990	778	327	264	73	823	261	530	604	134	56	9	31	963	340	345	243	202	60	76	243	204	334	296	907	66	163	54	446	164	64	206	
3.30.420.10	2559	903	849	1047	6926	2184	531	542	471	1914	2498	2049	517	421	98	1804	388	1360	1669	418	161	21	77	2354	997	832	469	481	73	110	401	479	687	656	2251	116	317	81	978	395	127	456	
3.30.420.10	2529	886	841	1054	6807	2095	529	574	444	1934	2443	2046	548	381	92	1759	376	1208	1625	368	153	24	62	2322	984	813	463	470	74	102	393	448	697	652	2263	118	313	84	963	376	124	457	
3.30.420.10	2168	701	599	887	5883	1780	323	418	297	1567	1912	1469	372	350	48	1190	223	968	1353	296	120	15	54	1953	778	667	280	360	70	71	270	342	443	527	1844	80	218	54	916	280	72	395	
3.30.420.10	2068	705	713	869	5217	1796	410	325	346	1363	2090	1598	535	444	105	1554	439	988	1288	260	148	17	54	1825	708	631	415	362	73	100	335	317	569	560	1771	107	258	68	849	322	101	366	
3.30.420.10	2205	724	616	909	5981	1765	317	469	297	1665	2008	1579	391	358	45	1297	237	950	1393	305	116	11	45	2039	827	711	302	390	70	69	308	358	469	535	1915	82	230	65	950	301	73	410	
3.30.420.10	2238	731	623	914	6155	1866	343	461	321	1655	2040	1575	416	384	44	1268	246	1027	1449	308	128	10	48	2070	847	705	304	376	72	90	315	379	451	535	1971	96	226	66	969	309	81	410	
3.30.420.10	1122	399	382	458	2634	784	200	184	184	816	935	772	248	245	58	708	186	525	672	148	70	10	36	895	335	343	181	184	43	70	182	188	266	283	863	53	127	33	405	140	47	165	
3.30.420.10	1289	495	468	570	3190	875	247	252	286	1024	1178	1000	399	275	84	873	275	583	793	200	79	9	38	1090	471	452	247	246	74	114	277	280	373	318	1067	81	143	63	533	205	72	243	
3.30.420.10	2545	888	845	1054	6952	2120	571	536	437	1872	2468	1990	477	403	82	1791	391	1344	1630	394	168	23	70	2366	995	831	475	469	71	114	429	512	685	670	2264	127	320	89	980	387	118	461	
3.30.420.10	1150	430	407	503	2741	784	211	188	250	879	992	816	307	237	62	809	222	500	648	160	72	9	30	943	388	379	205	185	78	81	214	214	282	282	907	60	134	41	467	160	55	204	
3.30.420.10	1154	377	381	513	2668	708	174	150	193	780	956	822	270	208	42	709	225	478	561	116	47	5	27	931	371	324	185	196	52	75	216	185	294	245	935	52	114	42	493	160	53	216	
3.30.420.10	1074	336	336	455	2454	666	147	128	147	712	843	674	225	194	23	628	181	467	557	83	60	5	27	856	316	289	144	135	41	50	138	146	224	203	815	49	87	28	437	104	38	186	
3.30.420.10	1200	431	419	501	2918	864	221	183	239	857	1092	869	345	280	51	823	240	606	726	165	88	9	45	941	390	379	206	198	73	81	216	215	305	277	939	68	127	50	476	143	54	194	
3.30.420.10	1759	628	496	769	4845	1465	366	340	318	1336	1495	1307	247	274	51	989	198	729	1187	312	96	10	29	1673	670	586	275	327	73	64	237	378	390	449	1623	81	203	57	809	280	100	370	
3.30.420.10	2577	884	842	1084	7061	2157	519	574	478	1886	2533	2005	521	421	106	1847	401	1330	1638	419	134	20	72	2431	1003	823	499	505	91	103	423	457	699	683	2314	118	334	80	1016	425	123	487	
3.30.420.10	2463	845	810	1017	6667	2026	545	569	419	1794	2398	1914	447	358	82	1726	375	1237	1535	361	141	18	65	2235	937	759	438	431	62	68	376	433	659	638	2139	112	313	75	950	360	115	433	
3.30.420.10	2600	936	849	1105	7158	2217	584	564	461	1975	2522	2101	509	426	96	1812	397	1319	1762	472	150	27	59	2472	1019	876	463	495	78	123	455	541	690	689	2366	135	353	97	1035	420	141	492	
3.30.420.10	2649	981	935	1140	7284	2376	620	649	539	2073	2730	2315	610	471	114	1995	494	1415	1748	489	157	31	67	2535	1100	926	582	554	101	150	501	569	794	724	2424	146	376	102	1063	460	147	507	
