3.30.420.10	0.0628089	0.0204707	0.0218407	0.0254137	0.16578	0.0548571	0.0149635	0.0085966	0.0115786	0.0397324	0.0601225	0.0442725	0.0158231	0.0174887	0.00244466	0.0465828	0.012089	0.0378251	0.0372609	0.00749516	0.00413712	0.000402966	0.00171932	0.054078	0.0191543	0.0171663	0.0121427	0.0124919	0.00204169	0.0030894	0.0107995	0.00950999	0.0171663	0.0182946	0.0534064	0.0027133	0.00771008	0.001585	0.0226467	0.00883838	0.00333118	0.0101279	
3.30.420.10	0.0698017	0.0223024	0.0196925	0.0289931	0.179036	0.0516276	0.0114359	0.0111986	0.00901585	0.0450318	0.0558034	0.0479264	0.0104394	0.010392	0.00132865	0.0380564	0.00811426	0.0275695	0.0403341	0.00844643	0.00360634	0.000427067	0.00204043	0.0595521	0.0234887	0.0208314	0.00877859	0.00920566	0.00180317	0.00185062	0.00854133	0.0107716	0.0153269	0.0176995	0.0564202	0.0026573	0.00754484	0.00113884	0.0283287	0.00882604	0.00213533	0.0124798	
3.30.420.10	0.0635679	0.0203078	0.0208503	0.0270545	0.171922	0.0498712	0.0144765	0.00962842	0.0104421	0.0378017	0.0599403	0.0437008	0.0150529	0.0163073	0.00203417	0.0419379	0.0120694	0.0315636	0.0386832	0.00776376	0.0034581	0.000406835	0.00223759	0.0572959	0.0210198	0.0177312	0.0132899	0.0121372	0.00220369	0.00227149	0.00918769	0.00993355	0.01746	0.0173583	0.0554991	0.00284784	0.00786547	0.00186466	0.0271901	0.00895037	0.00301736	0.0117982	
3.30.420.10	0.0732146	0.0212543	0.0193539	0.030106	0.189838	0.0531606	0.0121524	0.00685137	0.0085017	0.0388078	0.0594119	0.0405081	0.0103521	0.0108022	0.00140028	0.0386077	0.00755151	0.0292058	0.0410082	0.00665133	0.00410082	0.00045009	0.00170034	0.0638628	0.0217544	0.0174035	0.00885177	0.00995199	0.00160032	0.00195039	0.00855171	0.0080016	0.0131026	0.015153	0.0584617	0.00245049	0.00735147	0.00170034	0.0313063	0.00825165	0.00265053	0.0126525	
3.30.420.10	0.0635967	0.0216586	0.0200751	0.0260772	0.171481	0.0517202	0.013128	0.0142518	0.00965443	0.0463821	0.0590249	0.0468674	0.0118765	0.00978214	0.00219651	0.0430108	0.00888821	0.0309299	0.0397671	0.00904145	0.00342247	0.000485276	0.00217097	0.0575179	0.0244937	0.0188236	0.0101652	0.0106505	0.00166015	0.00255408	0.0104973	0.0116722	0.0159119	0.0156054	0.055066	0.00275841	0.00830077	0.00173678	0.0241361	0.00922024	0.00260516	0.0111358	
3.30.420.10	0.0633126	0.0187534	0.0205264	0.0269482	0.172012	0.0506264	0.00957371	0.00835238	0.00929793	0.036128	0.062958	0.043259	0.0165866	0.0172169	0.0019305	0.0441258	0.0117012	0.0339611	0.0377039	0.00638248	0.00327003	0.000433378	0.0019699	0.0580726	0.0213537	0.0172957	0.0135923	0.0118194	0.00240328	0.00263967	0.00949492	0.00882515	0.0183201	0.0176109	0.0563785	0.00220629	0.00815539	0.00228508	0.0291151	0.00850997	0.00248207	0.0124104	
3.30.420.10	0.0625223	0.0204121	0.0185066	0.0262951	0.176825	0.0543527	0.0114088	0.0129094	0.00926521	0.0468501	0.0564725	0.0469692	0.0106467	0.010075	0.00164344	0.0385376	0.00690723	0.0305109	0.0386328	0.00702632	0.00364416	0.000381088	0.00154817	0.0600453	0.0237466	0.0196022	0.0104085	0.0111945	0.00200071	0.00219126	0.010599	0.0120043	0.0155532	0.0182446	0.058116	0.00281053	0.00812195	0.00195308	0.0273669	0.00888413	0.00259617	0.0122186	
3.30.420.10	0.0620164	0.0204689	0.0185229	0.0260023	0.175662	0.0533177	0.0109965	0.0139742	0.00951934	0.0469637	0.057374	0.0479953	0.0107151	0.0103869	0.00126612	0.039109	0.00691676	0.0297304	0.0387808	0.00731536	0.00361079	0.000328253	0.00164127	0.0596952	0.0236342	0.0191559	0.0104338	0.0116061	0.00208675	0.00203986	0.0109261	0.0122626	0.0156155	0.0180539	0.0581008	0.00283705	0.00813599	0.00203986	0.0271278	0.00893318	0.00271981	0.0119812	
3.30.420.10	0.0688443	0.019811	0.0178702	0.0300278	0.186685	0.049253	0.00963088	0.011352	0.00900835	0.044822	0.0568332	0.0427713	0.00882525	0.011059	0.0020873	0.0385967	0.00604219	0.0294053	0.0380841	0.00662809	0.00300278	0.000366193	0.00172111	0.0630951	0.0224476	0.0187857	0.00933792	0.0113154	0.00245349	0.00252673	0.00827596	0.00941116	0.0138055	0.0151604	0.060605	0.00234364	0.00600557	0.0020873	0.0346419	0.00798301	0.00241687	0.0145745	
3.30.420.10	0.0721921	0.0197498	0.0190307	0.0294329	0.194238	0.0520589	0.0094914	0.00618379	0.00743013	0.0382053	0.0558458	0.0430948	0.0110254	0.0123676	0.00225301	0.0393078	0.00771775	0.0313983	0.0409856	0.00584823	0.00349935	0.000335554	0.00153396	0.0627007	0.024064	0.0177364	0.0091079	0.00781362	0.00186952	0.00177364	0.00867648	0.00810124	0.0142371	0.0154834	0.0604957	0.0021092	0.00637553	0.00139015	0.0314462	0.0079095	0.00225301	0.0132304	
3.30.420.10	0.0737448	0.0198639	0.0178775	0.0310871	0.196554	0.0514972	0.00978299	0.0073	0.00739931	0.0395789	0.0537816	0.0381884	0.0113224	0.0120673	0.00129116	0.0369469	0.00675374	0.0271639	0.0392809	0.00576054	0.00292993	0.000347619	0.00139048	0.0659483	0.0238367	0.0174306	0.00819387	0.00888911	0.00139048	0.00193673	0.00928639	0.00948503	0.0131599	0.0149973	0.0640612	0.00218503	0.00715102	0.00158911	0.034166	0.00799523	0.00188707	0.0145007	
3.30.420.10	0.0722164	0.0198726	0.0202054	0.0307597	0.183275	0.0490159	0.0068936	0.0117904	0.00637064	0.0411239	0.0591899	0.0431207	0.0119331	0.0132167	0.00142626	0.0375107	0.00917562	0.0312827	0.035609	0.00503946	0.00309023	0.000427879	0.00156889	0.0645621	0.0223448	0.0188267	0.0104117	0.0096035	0.00123609	0.00213939	0.00746411	0.00755919	0.015784	0.0168299	0.0606161	0.00199677	0.0068936	0.00166397	0.033327	0.00789198	0.00251973	0.0142151	
3.30.420.10	0.0667565	0.0233853	0.0221545	0.0288946	0.157602	0.0453054	0.00955339	0.0118392	0.0111945	0.0475911	0.0599578	0.0454226	0.0156488	0.0128355	0.00351659	0.0447779	0.0113117	0.0300668	0.0371	0.00843981	0.00328215	0.000293049	0.00146524	0.0561482	0.022975	0.0207479	0.012015	0.0116633	0.00322354	0.00533349	0.0117806	0.0122494	0.0170554	0.0139491	0.0515766	0.0029891	0.00656429	0.00287188	0.0271363	0.00861564	0.00316493	0.0115461	
