2.160.10	0.0739114	0.0204472	0.0185365	0.0257768	0.22207	0.0584252	0.0260785	0.0214528	0.00720678	0.0241679	0.0494754	0.0207824	0.00690511	0.0172292	0.00177656	0.0237321	0.00197768	0.0383133	0.0425703	0.00536319	0.00251399	0.000268159	0.00529615	0.0593303	0.0207824	0.00754198	0.00811182	0.0121007	0.00418999	0.00318439	0.0121677	0.00918446	0.00640231	0.0199779	0.0628834	0.00261455	0.00690511	0.00713974	0.0250394	0.00770958	0.00321791	0.0072403	
2.160.10	0.0743094	0.0216506	0.019268	0.0237914	0.222652	0.0603246	0.0272099	0.0238605	0.00808011	0.0254144	0.0524171	0.0224102	0.00673343	0.0160566	0.00117403	0.0234461	0.00203729	0.0416782	0.0468232	0.00625	0.00290055	0.000276243	0.0070442	0.0549724	0.0206146	0.00883978	0.0078384	0.0112224	0.00348757	0.00241713	0.0110843	0.00980663	0.00718232	0.0176796	0.0563536	0.00265884	0.00649171	0.00652624	0.0221685	0.00673343	0.00279696	0.00531768	
2.160.10	0.0755111	0.0212501	0.0183557	0.0296036	0.211512	0.0610757	0.0211768	0.0170367	0.00893969	0.0270389	0.0475196	0.0249139	0.007694	0.0108449	0.00139225	0.0274419	0.00344398	0.0343665	0.0393127	0.0072177	0.00311424	0.000256467	0.00435993	0.0612222	0.0187953	0.0108082	0.00714443	0.0119807	0.00318751	0.00197846	0.00981901	0.0103319	0.0103686	0.0186121	0.065399	0.00315088	0.00725434	0.00487287	0.0286143	0.00897633	0.00322415	0.0108815	
2.160.10	0.0732964	0.0212131	0.0171984	0.0268555	0.214681	0.0613064	0.0222982	0.0262587	0.00949436	0.0228407	0.0424805	0.0150825	0.00981988	0.0178494	0.00130208	0.0230035	0.00265842	0.0356988	0.0450304	0.00840929	0.00206163	0.000379774	0.00461155	0.0606011	0.0230577	0.00759549	0.00743273	0.0141059	0.00526259	0.00330946	0.0149197	0.0106337	0.00472005	0.0189887	0.062934	0.00217014	0.00726997	0.00667318	0.0270725	0.0086263	0.00227865	0.0085178	
2.160.10	0.0729948	0.0202602	0.0181943	0.0275815	0.212098	0.0593309	0.0214563	0.0169258	0.00793737	0.0289225	0.0488203	0.0285238	0.00739372	0.011308	0.000471168	0.0296473	0.0034794	0.0377297	0.0413178	0.00587148	0.00293574	0.000181219	0.00456671	0.0585698	0.0196803	0.0108369	0.00761118	0.0108731	0.00297198	0.00253706	0.00996702	0.0110543	0.0106919	0.0201877	0.0642963	0.00282701	0.00554529	0.00485666	0.0287413	0.00761118	0.00304447	0.0101482	
2.160.10	0.0702764	0.0211529	0.0197529	0.02584	0.202064	0.0572194	0.0238313	0.017531	0.00785245	0.0284879	0.0568237	0.0313185	0.0111395	0.0141831	0.00146092	0.0335707	0.00563063	0.0349403	0.041271	0.00563063	0.00292184	0.000213051	0.00477843	0.0566107	0.0212442	0.0115656	0.00955685	0.0126309	0.00304358	0.00295228	0.0124178	0.00976991	0.0106525	0.0165875	0.0565498	0.0028914	0.00636109	0.00529584	0.0248356	0.00782201	0.00313489	0.00818724	
2.160.10	0.0705021	0.0210302	0.0197641	0.025755	0.202767	0.0578099	0.0233772	0.0180347	0.00744241	0.0275153	0.0577173	0.0305417	0.0121055	0.0145142	0.00151319	0.0323637	0.00614539	0.0354827	0.0414428	0.00558953	0.00277932	0.000154407	0.00466308	0.0572231	0.0212464	0.0112717	0.00938793	0.0124143	0.00290285	0.00296461	0.0125069	0.00948058	0.0103761	0.0162127	0.0565746	0.00277932	0.00663949	0.00521895	0.0246433	0.00799827	0.0031499	0.00799827	
2.160.10	0.0743489	0.0236176	0.0186943	0.0262576	0.209347	0.0610061	0.0261149	0.0212629	0.00827685	0.0268284	0.0460935	0.0228327	0.00713521	0.0149126	0.00135569	0.0247592	0.00235462	0.0361755	0.0470924	0.00727792	0.00321085	0.000142704	0.00592223	0.0562255	0.0216197	0.0104174	0.00784873	0.0140564	0.00406707	0.00235462	0.0118445	0.0126293	0.00635034	0.0171245	0.0597931	0.00313949	0.0067071	0.00713521	0.0246878	0.0084909	0.00385301	0.00663575	
2.160.10	0.0692944	0.0238699	0.0202315	0.0229327	0.19548	0.0621279	0.0264057	0.0199559	0.0103638	0.029989	0.0484013	0.0294928	0.0119625	0.0150496	0.00132304	0.033462	0.00512679	0.0394708	0.0502756	0.00882029	0.00424476	0.000441014	0.00567806	0.0511577	0.0196803	0.0119625	0.0084344	0.0128445	0.00374862	0.00248071	0.0115215	0.0123484	0.00981257	0.0162624	0.0531974	0.00347299	0.00562293	0.00556781	0.0205623	0.00815877	0.00352811	0.00523705	
2.160.10	0.0681914	0.0204639	0.0186746	0.024303	0.207828	0.0586915	0.0239451	0.0183818	0.00732017	0.029118	0.0535186	0.0311026	0.00998796	0.0141198	0.00117123	0.0338029	0.00540066	0.0369262	0.042457	0.00608387	0.00322087	0.000325341	0.00471744	0.056284	0.0212773	0.0112568	0.00940235	0.0123955	0.00322087	0.00227739	0.0117123	0.00989036	0.0104434	0.0168201	0.0571949	0.00253766	0.00653935	0.00543319	0.0243355	0.00806845	0.00354621	0.00761297	
