2.160.10	109.67	-76.526	-97.639	162.86	59.532	125.99	-162.34	-87.947	171.7	-51.061	34.441	-93.538	-95.002	41.391	-42.731	103.08	8.4689	-38.352	252.98	-30.388	39.262	9.1446	-94.797	-0.2105	-81.31	-19.447	-85.13	21.741	-71.623	-13.395	-243.34
2.160.10	110.25	-74.724	-99.413	169.93	64.259	130.59	-157.18	-85.03	172.23	-48.629	35.719	-95.209	-93.632	36.158	-37.055	98.811	10.835	-25.949	218.92	-25.445	37.124	5.7959	-75.287	-0.027259	-71.594	-23.347	-59.172	21.005	-60.221	1.5225	-218.5
2.160.10	111.76	-55.392	-69.778	131.29	12.933	104.4	-101.73	-57.904	101.35	-38.419	15.194	-16.506	-61.61	36.507	-3.7281	38.704	-5.2764	-6.2969	123.85	-17.62	27.561	-31.672	-43.273	-14.29	-57.918	-24.156	-38.682	90.562	-32.576	-17.46	-93.729
2.160.10	94.259	-55.768	-99.068	165.95	65.318	131.17	-102.05	-68.969	175.58	-49.93	33.37	-102.3	-48.242	28.276	-34.308	55.811	10.294	-33.461	207.55	-21.243	27.79	13.357	-58.939	5.6406	-36.625	47.56	-55.124	36.582	-49.086	-3.5485	-170.58
2.160.10	108.3	-47.554	-69.402	136.12	20.909	106.22	-97.135	-53.952	107.19	-37.844	14.583	-16.215	-60.274	30.208	-9.6415	34.924	1.389	-4.0226	115.97	-14.823	24.621	-28.011	-36.073	-9.2432	-40.495	-24.791	-30.583	77.264	-30.56	-6.4679	-91
2.160.10	113.59	-78.347	-91.038	150.73	35.04	126.97	-130.1	-69.696	115.72	-48.347	20.191	-61.58	-51.084	42.685	-2.7283	56.291	-4.7678	-34.509	183.31	-20.915	-0.18587	2.8372	-73.131	-15.939	-120.93	60.948	-69.386	25.949	-51.46	-36.811	-145.46
2.160.10	112.86	-82.184	-88.98	151.49	36.576	127.74	-130.83	-70.082	117.11	-49.553	19.116	-62.013	-51.981	44.577	-7.9004	56.96	-7.466	-34.408	174.36	-20.973	-4.7622	12.854	-63.671	-11.671	-112.96	61.921	-77.785	14.073	-47.388	-34.204	-142.67
2.160.10	89.579	-62.213	-80.438	155.96	35.564	119.69	-115.45	-68.587	126.99	-42.695	31.313	-49.849	-69.528	29.468	-24.921	58.746	8.4516	-22.095	157.96	-19.757	16.715	14.436	-43.507	15.11	-40.867	22.731	-39.016	46.89	-33.605	-5.2926	-119.39
2.160.10	93.199	-56.995	-87.841	164.3	52.558	130.18	-106.18	-68.951	149.85	-52.782	33.979	-63.835	-69.176	31.442	-15.071	61.806	-4.1986	-10.395	133.05	-10.194	3.0186	13.377	-40.515	15.026	-32.733	-11.7	-36.757	56.114	-25.542	-21.201	-130.69
2.160.10	106.48	-73.663	-82.314	155.64	43.235	129.72	-137.27	-66.273	124.53	-50.392	21.688	-43.015	-64.469	39.119	-10.263	49.729	-7.82	-34.275	164.38	-14.573	-1.0546	22.077	-43.788	15.431	-89.741	28.775	-68.76	61.257	-45.191	-32.235	-121.74
2.160.10	105.45	-84.6	-93.429	159.49	48.375	133.56	-147.49	-76.074	132.9	-52.618	25.943	-66.184	-66.983	45.168	-14.639	68.125	-7.7909	-36.957	210.8	-21.887	-8.5265	20.615	-59.634	4.8467	-115.63	40.177	-84.962	53.214	-56.05	-32.837	-173.88
2.160.10	111.19	-74.491	-98.184	169.1	65.241	130.42	-157.89	-84.706	175.79	-48.642	33.973	-94.646	-95.017	35.561	-39.902	98.216	9.5793	-26.714	216.37	-24.709	40.14	12.819	-71.208	1.4187	-72.587	-25.433	-58.425	16.962	-59.233	0.47641	-212.08
2.160.10	116.4	-73.194	-95.662	148.11	37.879	114.52	-148.34	-89.185	136.59	-45.137	28.8	-86.912	-82.644	44.418	-31.052	105.96	2.2604	-29.394	251.36	-30.517	30.217	-12.914	-105.25	-15.63	-105.23	-15.708	-79.329	10.293	-74.667	-27.306	-248.62
2.160.10	108.69	-51.065	-70.38	137.41	21.824	108.24	-100.33	-55.578	107.47	-39.2	15.782	-18.12	-61.171	32.604	-8.1717	36.694	-1.0122	-1.9938	116.16	-14.494	23.012	-27.683	-37.841	-8.9356	-43.237	-19.344	-33.691	71.804	-30.528	-9.318	-91.989
2.160.10	105.65	-54.777	-80.864	153.09	48.824	120.67	-111.76	-62.992	154.09	-40.056	26.129	-64.213	-62.716	29.355	-7.0876	51.846	-2.038	10.084	105.94	-13.044	-7.1064	-2.8949	-24.771	1.8508	-42.769	-34.23	-26.726	76.127	-29.293	6.628	-82.066
2.160.10	116.4	-72.446	-95.682	148.21	38.032	114.88	-149.06	-89.202	136.69	-45.554	30.34	-87.112	-82.506	43.977	-30.889	106.13	3.7548	-29.477	252.35	-30.719	29.41	-11.637	-107.34	-15.733	-106.15	-14.848	-76.881	9.6175	-75.457	-26.958	-247.86
2.160.10	113.23	-34.263	-59.862	118.1	0.43431	98.657	-72.989	-48.68	91.885	-24.022	10.732	-28.674	-45.004	20.35	-4.4113	32.881	-3.4903	-0.53592	66.271	-6.1972	7.9957	-2.8439	-17.397	1.567	-28.491	2.6928	-15.744	21.403	-21.461	-19.024	-30.028
2.160.10	92.116	-62.391	-85.393	158.01	42.923	122.33	-117.24	-63.79	135.97	-43.118	30.628	-47.719	-61.62	23.416	-34.501	48.066	19.051	-37.082	182.28	-22.881	28.999	15.534	-42.376	24.005	-34.144	27.711	-58.694	53.245	-48.119	18.631	-131.83
2.160.10	102.43	-70.111	-95.1	159.22	50.897	127.26	-135.13	-72.094	144.5	-47.079	29.625	-76.674	-58.561	35.434	-26.899	61.806	7.1874	-35.743	212.22	-22.598	34.75	-14.848	-79.289	-18.434	-54.726	48.236	-62.973	27.319	-55.883	0.17626	-175.52
2.160.10	108.89	-66.289	-88.12	152.74	41.578	124.6	-120.3	-74.841	129.96	-50.301	33.75	-72.809	-63.969	38.965	-17.144	72.529	-4.0594	-15.646	164.43	-22.717	20.25	-16.164	-57.942	-17.609	-59.116	31.72	-49.639	7.4532	-38.33	-19.337	-168.37
2.160.10	98.515	-75.239	-96.759	161.97	59.353	125.3	-135.75	-80.113	159.77	-44.413	34.501	-80.112	-83.578	37.317	-29.586	82.233	4.807	-20.498	222.58	-23.159	22.89	-11.533	-61.463	-10.19	-53.589	-14.026	-63.91	58.582	-50.287	-15.583	-214.89
2.160.10	112.31	-45.019	-69.646	119.67	3.8726	102.55	-76.591	-51.975	93.367	-29.664	12.314	-30.255	-45.152	24.257	-2.9382	36.162	-5.0614	-6.7642	76.665	-5.5784	7.3028	0.23999	-24.317	-1.5509	-32.079	6.8122	-19.814	29.993	-22.897	-20.2	-46.541
2.160.10	113.04	-34.436	-60.529	119.37	2.0498	99.564	-72.722	-47.955	93.036	-24.346	11.783	-29.211	-43.878	19.533	-5.2344	32.14	-3.5527	-2.0105	63.94	-4.9437	7.2002	1.3781	-17.9	2.3935	-26.858	6.4528	-15.796	18.41	-21.066	-18.735	-28.55
2.160.10	107.09	-60.119	-84.619	146.06	42.935	114.75	-116.41	-82.685	146.87	-43.306	29.134	-72.965	-92.882	44.038	34.126	94.43	-25.628	62.471	133.78	8.1046	-70.852	-4.3495	-28.051	7.8438	-65.75	-74.674	-37.151	95.92	-37.223	10.02	-101.1
2.160.10	103.09	-43.639	-84.578	153.02	52.178	120.96	-96.775	-68.358	161.72	-46.156	24.986	-73.032	-70.503	25.548	-19.763	64.416	2.6452	-6.2476	126.32	-10.417	26.222	-9.4257	-31.392	3.7374	-36.773	-42.384	-33.937	75.956	-34.599	6.3687	-94.161
2.160.10	108.89	-53.381	-68.944	136.92	21.26	108.54	-104.75	-56.177	106.87	-39.19	16.565	-18.66	-60.989	34.505	-8.9493	36.947	-3.484	-8.6841	117.93	-14.8	18.663	-24.173	-38.067	-8.7386	-46.418	-13.321	-37.127	72.23	-31.247	-16.802	-93.901
2.160.10	96.559	-68.136	-86.672	159.72	52.462	126.5	-117.13	-72.172	138.77	-50.421	26.405	-60.392	-71.898	38.4	-8.1961	66.332	-12.668	-14.526	143.47	-13.654	-3.1584	12.413	-50.707	-3.1773	-48.057	-6.6029	-42.991	60.743	-23.754	-32.568	-144.52
2.160.10	108.89	-54.849	-70.242	136.43	21.51	107.65	-101.01	-55.388	107.87	-38.504	17.371	-16.613	-61.526	34.693	-3.7879	35.582	-4.4629	0.024774	115.74	-14.715	22.542	-29.972	-38.564	-10.995	-42.601	-19.14	-35.845	75.407	-29.929	-11.314	-93.094
2.160.10	110.05	-76.001	-98.557	166.8	60.582	128.83	-152.89	-86.053	167.54	-49.044	33.999	-93.721	-93.895	37.749	-36.64	101.27	7.8391	-25.975	217.64	-25.697	39.509	0.5082	-81.221	-1.7071	-71.978	-23.702	-59.876	22.712	-57.316	-8.2304	-216.77
