2.160.10	0.155917	0.0299411	0.0205447	0.0148113	0.333333	0.0484154	0.0222965	0.0624303	0.00493709	0.00493709	0.0371078	0.00127409	0.00748527	0.0332856	0.00844083	0.00127409	0.000796305	0.039019	0.057334	0.00748527	0.000159261	0.000796305	0.00382226	0.0283485	0.0165631	0.00159261	0.000477783	0.00111483	0.000318522	0.00159261	0.000955566	0.00222965	0.00127409	0.010989	0.0280299	0.000477783	0.000159261	0.000318522	0.00923714	0.000159261	0.000318522	0	
2.160.10	0.148279	0.032506	0.0208167	0.0171337	0.303283	0.053803	0.0219376	0.0680544	0.00768615	0.00768615	0.0376301	0.00464371	0.00736589	0.0291433	0.00544436	0.00256205	0.00160128	0.0390713	0.0597278	0.00656525	0.000800641	0.000800641	0.0040032	0.0305845	0.0177742	0.00320256	0.000480384	0.00144115	0.00176141	0.000800641	0.0011209	0.00320256	0.00160128	0.0107286	0.0328263	0.000320256	0.000320256	0.000640512	0.0123299	0.000160128	0.000160128	0	
2.160.10	0.146314	0.0385633	0.0294896	0.0173913	0.262193	0.0669187	0.0219282	0.0480151	0.0111531	0.0170132	0.0446125	0.00775047	0.0113422	0.0200378	0.00718336	0.0223062	0.00586011	0.0404537	0.0449905	0.0094518	0.000756144	0.00094518	0.00340265	0.0340265	0.0137996	0.00359168	0.00283554	0.00453686	0.00151229	0.000756144	0.00586011	0.00359168	0.00491493	0.00812854	0.0266541	0.000378072	0.00189036	0.000378072	0.00642722	0.00151229	0.000378072	0.000756144	
2.160.10	0.136433	0.0297913	0.0184061	0.0113852	0.322201	0.0573055	0.0220114	0.0726755	0.00777989	0.00815939	0.029222	0.000948767	0.0113852	0.0275142	0.00455408	0.00986717	0.00151803	0.0432638	0.0662239	0.0106262	0.000759013	0.000759013	0.00303605	0.0322581	0.0170778	0.00208729	0.00132827	0.00341556	0.00113852	0.00113852	0.00531309	0.00265655	0.00056926	0.00740038	0.0203036	0.00056926	0.000948767	0.00056926	0.00664137	0.000379507	0.000379507	0	
2.160.10	0.145708	0.0348268	0.028238	0.0154367	0.264684	0.0566642	0.0239081	0.0457455	0.0107304	0.0193901	0.0480045	0.0122364	0.0107304	0.0214608	0.00244729	0.0254142	0.00527108	0.0455572	0.0538404	0.0060241	0.00207078	0.000376506	0.00376506	0.0293675	0.014872	0.00263554	0.00225904	0.00432982	0.000376506	0.00225904	0.00451807	0.00470633	0.00414157	0.00978916	0.0265437	0.000376506	0.00150602	0.000376506	0.00658886	0.00207078	0.000564759	0.000188253	
2.160.10	0.130521	0.0345413	0.0328426	0.0169875	0.256795	0.0533692	0.0225085	0.0474236	0.00948471	0.0192525	0.0581823	0.0152888	0.0193941	0.0209513	0.00679502	0.031427	0.00523783	0.0379388	0.0485561	0.00806908	0.00141563	0.000283126	0.00438845	0.0240657	0.0118913	0.00127407	0.00552095	0.00750283	0.00212344	0.0011325	0.00806908	0.00438845	0.00353907	0.00764439	0.0278879	0.000707814	0.00325595	0.000849377	0.00665345	0.00099094	0.000566251	0.000283126	
2.160.10	0.12991	0.0330326	0.0328938	0.0162387	0.260097	0.0553782	0.0224844	0.0470507	0.00846634	0.0176266	0.0592644	0.0151284	0.0210965	0.0230396	0.00680083	0.0298404	0.00652325	0.0395559	0.048161	0.00777238	0.00138793	0.000138793	0.00444136	0.022068	0.0108258	0.00111034	0.00541291	0.00652325	0.0018043	0.00111034	0.00791117	0.00402498	0.00333102	0.00804997	0.0281749	0.000832755	0.00291464	0.000971548	0.00693963	0.000832755	0.00055517	0.000277585	
2.160.10	0.151328	0.045052	0.0215633	0.0204082	0.254139	0.0639199	0.0284944	0.0677705	0.00731613	0.00500578	0.038891	0.00269542	0.012707	0.0242588	0.00731613	0.00308048	0.00154024	0.0269542	0.0700809	0.0115518	0.00038506	0.00038506	0.00269542	0.0331151	0.0250289	0.00269542	0.000770119	0.00423566	0	0.00154024	0.00038506	0.00616095	0.00038506	0.0107817	0.03196	0.000770119	0.00038506	0.000770119	0.013092	0	0	0.00038506	
2.160.10	0.126341	0.042382	0.0337983	0.0174356	0.22103	0.0622318	0.0265558	0.0531116	0.0185086	0.0136803	0.0332618	0.0112661	0.0233369	0.020118	0.00643777	0.0343348	0.00643777	0.041309	0.0662554	0.0118026	0.00241416	0.00107296	0.00348712	0.0265558	0.0174356	0.00348712	0.00375536	0.00509657	0.000804721	0.0026824	0.00804721	0.00509657	0.00321888	0.0112661	0.0228004	0.000536481	0.00160944	0.00107296	0.00777897	0.00160944	0.00026824	0.00026824	
2.160.10	0.128349	0.0326759	0.028849	0.0169267	0.262437	0.0510745	0.018693	0.0500442	0.010156	0.0197233	0.0465116	0.0157492	0.0178098	0.0209008	0.00529879	0.0350309	0.00632911	0.0410656	0.0490138	0.00706506	0.00176626	0.000883132	0.00367972	0.031204	0.0128054	0.00441566	0.00603474	0.00691787	0.00220783	0.000883132	0.00706506	0.00588755	0.00279659	0.00883132	0.0266412	0.000294377	0.00294377	0.000294377	0.00794819	0.00191345	0.000294377	0.000588755	
