2.160.10	0.532995	0.14745	0.133672	0.185883	
2.160.10	0.534526	0.155738	0.138599	0.171138	
2.160.10	0.521772	0.146835	0.126835	0.204557	
2.160.10	0.528974	0.153093	0.124119	0.193814	
2.160.10	0.525026	0.145725	0.130865	0.198384	
2.160.10	0.512883	0.154376	0.144158	0.188583	
2.160.10	0.514421	0.153447	0.144209	0.187922	
2.160.10	0.52022	0.165252	0.130804	0.183724	
2.160.10	0.50829	0.175091	0.148403	0.168217	
2.160.10	0.518043	0.155462	0.141869	0.184627	
2.160.10	0.524474	0.150393	0.136191	0.188942	
2.160.10	0.530999	0.155939	0.138902	0.17416	
2.160.10	0.541364	0.145909	0.125682	0.187045	
2.160.10	0.523928	0.147557	0.135842	0.192672	
2.160.10	0.5	0.164703	0.152919	0.182378	
2.160.10	0.540166	0.144275	0.123269	0.19229	
2.160.10	0.527841	0.137566	0.141093	0.1935	
2.160.10	0.5253	0.147513	0.147513	0.179674	
2.160.10	0.535672	0.143579	0.125446	0.195303	
2.160.10	0.51652	0.150606	0.140694	0.192181	
2.160.10	0.538601	0.14643	0.138818	0.176151	
2.160.10	0.51783	0.134355	0.147664	0.200151	
2.160.10	0.519951	0.146059	0.141133	0.192857	
2.160.10	0.518358	0.141949	0.153513	0.186181	
2.160.10	0.509434	0.160063	0.150314	0.180189	
2.160.10	0.521925	0.151458	0.131548	0.19507	
2.160.10	0.51072	0.165773	0.148928	0.174579	
2.160.10	0.523126	0.147663	0.135543	0.193668	
2.160.10	0.533772	0.156791	0.136796	0.172641	
2.160.10	0.519961	0.16067	0.13652	0.182849	
2.160.10	0.521183	0.149747	0.125766	0.203304	
2.160.10	0.527486	0.152211	0.142683	0.17762	
2.160.10	0.518953	0.148202	0.137686	0.195158	
2.160.10	0.52107	0.137804	0.146416	0.194709	
2.160.20	0.500347	0.162159	0.165395	0.172099	
2.160.20	0.50977	0.151089	0.168388	0.170753	
2.160.20	0.496763	0.15894	0.177747	0.16655	
2.160.20	0.5181	0.152393	0.142857	0.18665	
2.160.20	0.502878	0.160094	0.160094	0.176935	
2.160.20	0.49909	0.168083	0.159587	0.17324	
2.160.20	0.483061	0.169104	0.174578	0.173257	
2.160.20	0.511929	0.139004	0.160788	0.188278	
2.160.20	0.510217	0.150511	0.164341	0.174931	
2.160.20	0.508461	0.155568	0.165939	0.170033	
2.160.20	0.493737	0.167482	0.168436	0.170345	
2.160.20	0.510007	0.145818	0.152966	0.191208	
2.160.20	0.507965	0.155626	0.167257	0.169153	
2.160.20	0.511348	0.136864	0.153026	0.198762	
2.160.20	0.509796	0.151331	0.171598	0.167275	
2.160.20	0.491625	0.160478	0.168795	0.179103	
2.160.20	0.525569	0.149126	0.146486	0.178819	
2.160.20	0.499671	0.165433	0.161895	0.173001	
2.160.20	0.490889	0.176231	0.16695	0.165931	
2.160.20	0.482615	0.171419	0.166087	0.179879	
2.160.20	0.497033	0.166508	0.165678	0.170781	
2.160.20	0.499941	0.164844	0.161199	0.174015	
2.160.20	0.498699	0.160696	0.171003	0.169602	
2.160.20	0.492006	0.171149	0.165049	0.171796	
2.160.20	0.502851	0.15426	0.175325	0.167564	
2.160.20	0.486954	0.168241	0.165061	0.179744	
2.160.20	0.491713	0.170194	0.157828	0.180265	
2.160.20	0.525627	0.140313	0.150491	0.18357	
2.160.20	0.511153	0.153612	0.166667	0.168568	
2.160.20	0.489024	0.173582	0.159371	0.178023	
2.160.20	0.4849	0.171478	0.164904	0.178718	
2.160.20	0.491569	0.162683	0.173481	0.172267	
2.160.20	0.50769	0.154309	0.159034	0.178967	
2.160.20	0.509121	0.150521	0.159184	0.181175	
2.160.20	0.494177	0.171221	0.167413	0.167189	
2.160.20	0.495391	0.159519	0.170541	0.174549	
