2.160.10	189	0.0846561	0.010582	0.0793651	0.047619	0.00529101	0.015873	0.0582011	0.126984	0.015873	0.10582	0.031746	0.042328	0.00529101	0.021164	0.031746	0.0740741	0.0846561	0	0.031746	0.126984	
2.160.10	192	0.0677083	0.0208333	0.0520833	0.0416667	0.03125	0.0208333	0.0625	0.130208	0.0364583	0.114583	0.078125	0.078125	0.015625	0.0364583	0.03125	0.0260417	0.0520833	0	0.0260417	0.078125	
2.160.10	200	0.04	0.05	0.08	0.045	0.01	0	0.07	0.08	0.04	0.085	0.045	0.05	0.03	0.04	0.06	0.055	0.06	0.01	0.045	0.105	
2.160.10	120	0.0666667	0.025	0.0666667	0.0416667	0.0833333	0.05	0	0.0666667	0	0.0833333	0.025	0.0416667	0.00833333	0	0.0166667	0.158333	0.166667	0	0.0416667	0.0583333	
2.160.10	182	0.0824176	0.0659341	0.0714286	0.0604396	0.021978	0.021978	0.0494505	0.0879121	0.0274725	0.0824176	0.0714286	0.032967	0.0164835	0.032967	0.0494505	0.032967	0.0549451	0.00549451	0.032967	0.0989011	
2.160.10	210	0.0904762	0.0238095	0.0619048	0.0666667	0.0047619	0.0285714	0.0857143	0.0761905	0.0238095	0.0714286	0.0285714	0.0238095	0.0238095	0.0238095	0.0714286	0.0666667	0.052381	0.0047619	0.0380952	0.133333	
2.160.10	206	0.092233	0.0242718	0.0631068	0.0631068	0.00485437	0.0291262	0.0825243	0.0776699	0.0242718	0.0728155	0.0291262	0.0242718	0.0242718	0.0242718	0.0728155	0.0679612	0.0485437	0.00485437	0.038835	0.131068	
2.160.10	103	0.106796	0.0291262	0.038835	0.038835	0	0.00970874	0.0582524	0.15534	0.038835	0.106796	0.038835	0.0582524	0.0194175	0.00970874	0.0485437	0.0485437	0.0485437	0	0.0194175	0.126214	
2.160.10	120	0.0916667	0.0416667	0.025	0.0666667	0	0.025	0.0333333	0.166667	0.0416667	0.1	0.0416667	0.0583333	0	0.00833333	0.0666667	0.05	0.05	0	0	0.1	
2.160.10	173	0.0635838	0.0289017	0.0462428	0.0404624	0	0.017341	0.0867052	0.0982659	0.0404624	0.121387	0.0404624	0.0751445	0.0115607	0.00578035	0.0462428	0.0520231	0.0346821	0.0115607	0.0462428	0.132948	
2.160.10	172	0.0639535	0.0406977	0.0232558	0.0639535	0.0116279	0.0523256	0.0581395	0.0872093	0.0232558	0.110465	0.0581395	0.0697674	0	0.0232558	0.0465116	0.0697674	0.0523256	0.00581395	0.0465116	0.0755814	
2.160.10	198	0.0909091	0.0353535	0.0555556	0.0454545	0.0252525	0.030303	0.0454545	0.136364	0.0606061	0.10101	0.0353535	0.0252525	0.020202	0.030303	0.0353535	0.0454545	0.0555556	0	0.0151515	0.111111	
2.160.10	226	0.0929204	0.0663717	0.0530973	0.0575221	0.0176991	0.0265487	0.0575221	0.119469	0.0176991	0.0663717	0.0840708	0.0486726	0.00884956	0.0221239	0.0309735	0.0309735	0.079646	0.00442478	0.0176991	0.0973451	
2.160.10	184	0.0597826	0.0597826	0.0652174	0.048913	0.0163043	0	0.0815217	0.108696	0.0380435	0.0652174	0.0815217	0.0597826	0.0108696	0.0380435	0.048913	0.0217391	0.0434783	0.0108696	0.0380435	0.103261	
2.160.10	174	0.109195	0.0229885	0.0574713	0.0402299	0.0172414	0.00574713	0.0517241	0.137931	0.0114943	0.0804598	0.103448	0.0632184	0	0.0344828	0.0229885	0.0862069	0.045977	0	0.0172414	0.0689655	
2.160.10	226	0.0707965	0.0486726	0.0619469	0.0575221	0.0132743	0.0309735	0.0619469	0.115044	0.0176991	0.0884956	0.0707965	0.0663717	0.00442478	0.0265487	0.0265487	0.039823	0.0575221	0.00442478	0.0221239	0.115044	
2.160.10	208	0.100962	0.0576923	0.0336538	0.0625	0.0144231	0.0336538	0.0480769	0.110577	0.0384615	0.0625	0.0576923	0.0192308	0.0336538	0.0528846	0.0576923	0.0576923	0.0288462	0.0288462	0.0480769	0.0528846	
2.160.10	112	0.0803571	0	0.0803571	0.0267857	0.0357143	0.00892857	0.0625	0.0982143	0.0267857	0.116071	0.0892857	0.0803571	0.00892857	0.0267857	0.0267857	0.0892857	0.0178571	0	0.00892857	0.116071	
2.160.10	158	0.0822785	0.0316456	0.056962	0.0443038	0.0189873	0.0253165	0.0886076	0.101266	0.0316456	0.0822785	0.0696203	0.0316456	0	0.0506329	0.0253165	0.0886076	0.0253165	0.0126582	0.0253165	0.0822785	
2.160.10	187	0.0481283	0.026738	0.0374332	0.0695187	0.0160428	0.0213904	0.0588235	0.0748663	0.0534759	0.0641711	0.0802139	0.0588235	0	0.0641711	0.0374332	0.106952	0.0481283	0.00534759	0.0481283	0.0695187	
2.160.10	140	0.15	0.0285714	0.0285714	0.05	0.00714286	0.0142857	0.0642857	0.135714	0.0214286	0.107143	0.05	0.0357143	0	0.00714286	0.05	0.00714286	0.0285714	0	0	0.185714	
2.160.10	203	0.0344828	0.0147783	0.08867	0.0788177	0.00492611	0.0295567	0.044335	0.0935961	0.0147783	0.133005	0.0591133	0.08867	0.0394089	0.0295567	0.0640394	0.0344828	0.0246305	0.0246305	0.0394089	0.0591133	
2.160.10	207	0.057971	0.0386473	0.0434783	0.0772947	0.0144928	0.0289855	0.0386473	0.0869565	0.0386473	0.0772947	0.0434783	0.0386473	0.0338164	0.0628019	0.0434783	0.101449	0.0338164	0.0338164	0.0386473	0.0676329	
2.160.10	176	0.0909091	0.0340909	0.0454545	0.0340909	0.0284091	0.0113636	0.0568182	0.136364	0.0113636	0.0738636	0.0340909	0.0454545	0.0284091	0.0397727	0.0625	0.0568182	0.0397727	0.0170455	0.0284091	0.125	
2.160.10	157	0.0955414	0.0636943	0.0382166	0.0573248	0.0127389	0.00636943	0.0318471	0.159236	0.0191083	0.044586	0.089172	0.0127389	0.0318471	0.0127389	0.0191083	0.0955414	0.0573248	0	0.0191083	0.133758	
2.160.10	187	0.0534759	0.0320856	0.0855615	0.0641711	0.0213904	0.0213904	0.0481283	0.0962567	0.0374332	0.0748663	0.0534759	0.0641711	0	0.0534759	0.0481283	0.0374332	0.0748663	0.0160428	0.0320856	0.0748663	
2.160.10	129	0.0930233	0.0310078	0.0232558	0.0620155	0.00775194	0.0310078	0.0465116	0.162791	0.0387597	0.100775	0.0465116	0.0465116	0.0232558	0.0155039	0.0465116	0.0620155	0.0620155	0	0.00775194	0.0930233	
2.160.10	189	0.0846561	0.042328	0.0793651	0.0634921	0.021164	0.010582	0.0687831	0.100529	0.026455	0.0687831	0.0529101	0.0634921	0	0.031746	0.042328	0.031746	0.042328	0.00529101	0.031746	0.111111	
