3.40.30	0	0	0	0	0	0	0	116	116	116	116	117	117	121	132	174	229	317	359	407	450	485	519	538	566	591	623	660	682	706	729	755	784	831	880	944	1007	1064	1130	1193	1263	1330	1382	1427	1494	1553	1612	1668	1718	1779	1832	1890	1951	2005	2064	2145	2224	2285	2364	2446	2517	2587	2655	2725	2798	2878	2965	3031	3096	3162	3226	3282	3352	3441	3484	3556	3615	3693	3743	3820	3890	3953	4044	4116	4167	4227	4286	4368	4432	4487	4545	4606	4662	4722	4771	4825	4878	4931	4983	5035	5087	5130	5178	5230	5289	5340	5382	5423	5472	5525	5581	5620	5665	5715	5747	5785	5806	5848	5881	5917	5943	5971	6004	6030	6054	6092	6124	6152	6174	6203	6240	6261	6282	6312	6327	6349	6365	6388	6402	6425	6436	6451	6463	6476	6496	6512	6528	6538	6556	6570	6584
3.40.30	0	0	0	0	0	0	0	105	105	105	105	106	106	108	118	161	212	286	335	375	418	449	482	493	506	534	560	586	602	624	652	685	716	746	790	850	924	985	1047	1098	1149	1208	1247	1289	1334	1387	1455	1512	1577	1625	1672	1723	1786	1830	1884	1956	2020	2088	2144	2205	2263	2323	2383	2448	2522	2568	2644	2691	2749	2806	2882	2939	3010	3068	3122	3174	3242	3296	3343	3395	3449	3508	3563	3617	3659	3707	3768	3821	3869	3915	3969	4003	4050	4099	4142	4182	4229	4275	4309	4349	4394	4442	4477	4511	4557	4594	4622	4653	4686	4718	4749	4779	4804	4830	4858	4884	4917	4941	4962	4984	5008	5029	5054	5078	5098	5119	5142	5151	5166	5195	5215	5230	5247	5269	5285	5296	5311	5327	5337	5349	5361	5377	5390	5396	5405	5418	5423	5434	5444	5456	5469
3.40.30	0	0	0	0	0	0	0	101	101	101	101	101	101	101	112	137	180	247	295	359	398	421	449	467	488	510	531	553	571	600	622	656	690	733	785	829	889	932	986	1036	1096	1135	1193	1239	1285	1346	1399	1452	1506	1553	1614	1669	1733	1796	1848	1899	1964	2020	2066	2133	2191	2238	2295	2358	2414	2485	2554	2626	2691	2754	2809	2872	2927	2987	3027	3077	3132	3178	3239	3303	3356	3402	3456	3511	3560	3620	3678	3715	3762	3815	3865	3908	3962	4003	4046	4092	4139	4184	4231	4269	4309	4350	4385	4420	4460	4491	4524	4565	4597	4624	4652	4676	4697	4735	4762	4786	4813	4841	4859	4888	4904	4928	4938	4955	4974	4986	5002	5011	5026	5044	5055	5062	5070	5078	5085	5089	5098	5106	5109	5115	5122	5124	5130	5134	5136	5141	5145	5145	5147	5149	5149
3.40.30	0	0	0	0	0	0	0	110	110	110	110	110	110	110	119	150	191	267	332	377	421	451	479	503	522	541	564	603	625	646	661	684	718	760	810	867	923	977	1042	1108	1173	1217	1259	1315	1369	1424	1473	1524	1564	1630	1674	1736	1802	1853	1924	1993	2061	2121	2176	2241	2298	2363	2444	2520	2591	2657	2722	2799	2876	2951	3022	3091	3173	3240	3302	3353	3421	3494	3555	3626	3688	3756	3825	3890	3940	4004	4068	4134	4204	4278	4336	4399	4462	4510	4565	4623	4675	4730	4784	4835	4894	4949	5003	5051	5095	5147	5198	5247	5297	5335	5389	5433	5468	5514	5546	5588	5616	5639	5673	5713	5738	5769	5792	5821	5846	5878	5896	5906	5925	5946	5960	5980	6006	6033	6046	6064	6074	6091	6101	6109	6122	6133	6142	6151	6154	6158	6164	6173	6179	6183	6187
3.40.30	0	0	0	0	0	0	0	123	123	123	123	123	123	124	133	171	215	294	363	417	456	490	518	536	557	578	613	639	668	697	716	761	791	826	871	922	986	1055	1132	1193	1262	1311	1361	1416	1473	1533	1578	1642	1712	1775	1826	1884	1963	2022	2091	2178	2252	2311	2376	2438	2519	2589	2676	2749	2826	2914	2989	3069	3145	3215	3298	3367	3457	3528	3592	3661	3723	3812	3878	3954	4022	4092	4171	4247	4309	4374	4446	4508	4585	4658	4727	4786	4863	4934	5011	5083	5146	5210	5285	5348	5394	5452	5511	5563	5623	5684	5743	5802	5866	5918	5962	6022	6078	6131	6173	6209	6265	6317	6368	6411	6450	6492	6526	6578	6610	6640	6664	6708	6735	6777	6804	6833	6863	6895	6922	6954	6976	7000	7022	7046	7066	7097	7116	7133	7145	7159	7174	7190	7213	7228	7241
3.40.30	0	0	0	0	0	0	0	104	104	104	104	104	106	115	144	174	223	281	331	368	403	430	453	474	488	516	540	569	600	616	641	671	709	749	791	855	907	965	1023	1080	1128	1186	1236	1277	1330	1377	1428	1488	1551	1605	1657	1716	1767	1828	1889	1962	2031	2099	2161	2211	2275	2330	2390	2454	2518	2591	2649	2708	2772	2826	2898	2955	3014	3076	3141	3196	3259	3335	3398	3441	3493	3543	3583	3633	3691	3744	3802	3844	3901	3953	4006	4052	4100	4151	4204	4255	4309	4345	4393	4431	4473	4514	4545	4591	4626	4668	4705	4743	4770	4799	4831	4859	4883	4918	4943	4974	5000	5027	5049	5074	5092	5114	5132	5152	5169	5183	5197	5218	5233	5251	5271	5284	5301	5315	5328	5339	5347	5356	5361	5368	5375	5380	5388	5396	5405	5413	5420	5423	5428	5431	5438
3.40.30	0	0	0	0	0	0	0	180	180	180	180	181	181	183	204	252	359	480	578	671	730	785	829	856	883	927	974	1019	1051	1093	1134	1192	1244	1318	1404	1511	1612	1711	1816	1906	2008	2104	2201	2307	2394	2483	2596	2688	2791	2879	2973	3090	3204	3306	3428	3542	3685	3809	3932	4053	4177	4306	4433	4586	4712	4835	4966	5103	5226	5368	5503	5629	5762	5893	6013	6133	6270	6406	6549	6693	6824	6961	7084	7205	7357	7476	7620	7746	7873	7991	8125	8259	8397	8528	8657	8772	8891	9015	9147	9250	9380	9527	9649	9764	9886	9993	10106	10222	10327	10460	10585	10671	10773	10884	10993	11099	11216	11321	11436	11544	11643	11745	11830	11931	12037	12143	12222	12319	12391	12492	12571	12648	12739	12809	12874	12955	13030	13108	13190	13267	13344	13427	13501	13573	13646	13715	13789	13858	13929	13988	14050
3.40.30	0	0	0	0	0	0	0	106	106	106	106	107	107	107	136	190	226	290	351	394	423	448	473	501	529	558	587	610	644	672	693	723	757	803	856	926	981	1035	1097	1145	1196	1257	1307	1358	1421	1476	1531	1589	1659	1719	1771	1830	1887	1954	2015	2086	2152	2206	2269	2345	2411	2480	2563	2639	2717	2771	2839	2898	2959	3026	3078	3152	3213	3272	3339	3402	3465	3521	3589	3652	3736	3797	3862	3915	3967	4012	4072	4121	4178	4232	4288	4331	4384	4438	4490	4543	4597	4632	4665	4703	4738	4780	4819	4870	4921	4962	4996	5033	5065	5095	5125	5164	5189	5218	5248	5281	5313	5339	5361	5386	5402	5417	5438	5451	5464	5485	5503	5513	5526	5543	5564	5574	5584	5593	5601	5618	5622	5628	5634	5643	5647	5649	5651	5657	5662	5664	5664	5665	5669	5670	5670
3.40.30	0	0	0	0	0	0	0	166	166	166	166	166	167	178	209	272	342	449	512	574	642	689	741	792	834	882	924	958	994	1042	1088	1138	1197	1259	1344	1451	1550	1664	1757	1840	1941	2044	2133	2220	2318	2400	2498	2593	2689	2789	2891	3006	3125	3257	3379	3491	3608	3720	3848	3972	4097	4208	4331	4466	4593	4709	4843	5005	5126	5247	5382	5508	5637	5755	5863	5997	6127	6256	6379	6515	6648	6798	6913	7042	7159	7278	7418	7557	7703	7836	7963	8098	8209	8348	8485	8612	8743	8860	8972	9109	9234	9364	9493	9612	9713	9825	9919	10027	10142	10250	10356	10457	10577	10690	10800	10919	11018	11130	11224	11312	11386	11471	11556	11649	11734	11809	11886	11948	12023	12103	12188	12264	12327	12393	12467	12528	12589	12641	12695	12748	12802	12833	12877	12921	12948	12990	13041	13081	13115	13147	13180
3.40.30	0	0	0	0	0	0	0	138	138	138	138	140	140	142	159	216	285	379	448	511	566	595	623	643	665	698	733	775	809	840	882	920	957	1025	1113	1209	1282	1353	1419	1491	1554	1614	1686	1735	1800	1878	1959	2020	2096	2169	2242	2321	2409	2500	2602	2694	2779	2859	2941	3013	3115	3215	3303	3392	3470	3576	3657	3758	3853	3964	4042	4161	4241	4324	4415	4493	4572	4675	4759	4845	4940	5018	5127	5215	5302	5390	5484	5563	5640	5717	5805	5885	5967	6034	6119	6200	6286	6360	6443	6517	6591	6652	6736	6820	6895	6966	7046	7109	7182	7243	7310	7368	7427	7491	7549	7603	7662	7722	7783	7840	7904	7958	8007	8054	8114	8161	8213	8259	8300	8336	8386	8429	8470	8515	8555	8593	8632	8666	8697	8729	8758	8781	8818	8853	8882	8913	8935	8968	8992	9013	9033
3.40.30	0	0	0	0	0	0	0	111	111	111	112	112	112	113	127	157	215	286	338	400	431	451	479	501	521	547	583	614	632	657	676	700	729	775	822	885	958	1016	1091	1156	1222	1272	1323	1376	1428	1478	1523	1579	1641	1712	1764	1835	1881	1947	2002	2083	2157	2244	2312	2371	2421	2489	2555	2627	2707	2796	2866	2932	2996	3080	3149	3216	3295	3360	3421	3477	3539	3591	3658	3740	3807	3872	3937	3999	4060	4123	4196	4258	4319	4372	4440	4490	4549	4605	4656	4705	4771	4844	4896	4953	4990	5035	5089	5142	5181	5232	5279	5314	5356	5408	5453	5493	5517	5556	5596	5632	5666	5694	5719	5768	5799	5825	5852	5882	5907	5933	5948	5964	5984	6002	6025	6046	6067	6088	6107	6119	6129	6139	6151	6158	6166	6176	6178	6183	6185	6188	6189	6194	6195	6198	6200
3.40.30	0	0	0	0	0	0	0	104	104	104	104	104	104	105	113	155	203	279	332	382	417	449	466	486	507	529	564	587	614	634	644	672	706	746	794	855	929	985	1045	1105	1154	1208	1255	1295	1344	1397	1450	1521	1576	1632	1693	1742	1795	1847	1903	1974	2051	2113	2175	2231	2290	2347	2408	2474	2545	2598	2671	2741	2830	2886	2936	2998	3059	3117	3171	3221	3281	3333	3388	3456	3509	3582	3639	3690	3730	3779	3842	3903	3960	4008	4057	4102	4155	4198	4247	4306	4362	4418	4454	4496	4528	4559	4592	4648	4692	4734	4768	4797	4835	4859	4899	4934	4961	4998	5033	5059	5082	5109	5140	5156	5173	5201	5223	5241	5258	5271	5288	5308	5326	5341	5355	5366	5379	5386	5391	5401	5416	5423	5428	5431	5437	5443	5443	5445	5446	5450	5452	5454	5455	5456	5457
3.40.30	0	0	0	0	0	0	0	103	103	103	103	104	104	106	115	147	186	266	316	370	400	429	454	481	501	522	548	575	593	624	635	659	693	733	771	828	888	940	1022	1083	1147	1201	1239	1288	1341	1384	1428	1484	1533	1588	1639	1690	1747	1810	1879	1938	1993	2046	2111	2166	2241	2297	2370	2436	2509	2567	2625	2686	2761	2832	2901	2957	3014	3069	3115	3165	3213	3262	3320	3387	3458	3508	3570	3631	3685	3729	3793	3849	3898	3945	3986	4049	4088	4140	4188	4233	4282	4320	4369	4410	4454	4490	4529	4566	4605	4636	4675	4714	4747	4778	4819	4841	4878	4906	4931	4954	4979	5003	5033	5058	5086	5108	5125	5143	5162	5173	5188	5206	5214	5231	5247	5261	5275	5282	5297	5302	5310	5320	5328	5332	5337	5341	5345	5348	5349	5350	5351	5353	5354	5354	5354
3.40.30	0	0	0	0	0	0	0	187	187	187	187	188	188	189	200	284	374	526	608	699	771	826	858	877	910	962	1015	1049	1091	1124	1182	1239	1307	1378	1475	1599	1715	1813	1921	2031	2131	2240	2330	2437	2530	2629	2721	2827	2936	3021	3135	3232	3333	3446	3595	3721	3868	3995	4134	4266	4398	4536	4673	4808	4953	5087	5225	5359	5500	5636	5785	5934	6068	6203	6333	6472	6617	6775	6903	7030	7164	7310	7500	7628	7782	7916	8060	8203	8333	8495	8631	8790	8911	9052	9187	9303	9422	9560	9699	9845	9981	10121	10248	10389	10517	10639	10770	10917	11064	11189	11316	11438	11549	11672	11815	11934	12044	12169	12300	12408	12526	12639	12748	12854	12955	13060	13150	13262	13385	13492	13582	13689	13788	13877	13963	14067	14162	14254	14341	14423	14497	14573	14641	14731	14811	14902	14979	15044	15120	15186	15247
3.40.30	0	0	0	0	0	0	0	121	121	121	121	121	121	124	159	200	241	306	370	427	472	497	526	569	606	634	656	678	700	743	774	817	864	917	980	1051	1104	1173	1239	1312	1373	1441	1515	1578	1634	1708	1770	1835	1908	1974	2038	2113	2165	2235	2307	2398	2470	2556	2628	2705	2799	2875	2960	3044	3138	3214	3284	3369	3446	3546	3639	3728	3822	3899	3974	4045	4118	4200	4275	4351	4427	4507	4583	4653	4725	4796	4869	4940	5024	5099	5176	5239	5314	5391	5453	5512	5580	5647	5719	5785	5831	5893	5959	6023	6083	6139	6190	6242	6297	6346	6396	6442	6478	6515	6551	6599	6642	6683	6724	6762	6805	6844	6872	6900	6929	6965	6987	7016	7042	7061	7094	7113	7132	7145	7164	7182	7193	7214	7233	7250	7257	7267	7287	7295	7297	7307	7311	7320	7327	7336	7345
3.40.30	0	0	0	0	0	0	0	106	106	106	106	107	107	112	129	169	222	288	350	391	423	454	480	500	516	542	574	599	618	634	656	679	714	757	821	885	966	1019	1077	1131	1189	1241	1287	1333	1379	1427	1480	1531	1592	1665	1723	1776	1838	1902	1959	2032	2102	2172	2244	2305	2357	2418	2489	2545	2607	2682	2740	2810	2882	2937	3009	3066	3132	3193	3248	3314	3379	3441	3497	3548	3603	3663	3731	3795	3854	3908	3966	4035	4086	4140	4194	4241	4287	4349	4407	4454	4502	4556	4595	4639	4690	4729	4773	4818	4860	4904	4936	4975	5014	5053	5089	5135	5163	5189	5215	5242	5267	5293	5321	5351	5379	5399	5421	5435	5446	5465	5494	5501	5519	5536	5559	5568	5581	5588	5599	5614	5624	5628	5632	5641	5647	5650	5653	5656	5657	5661	5661	5661	5664	5664	5665
