3.40.30	0.650717	0.53356	0.773109	0.626071	0.4283	0.710086	0.583857	0.458759	0.889433	0.841782	0.522225	0.789112	0.834957	0.679305	0.423931	0.636196	0.680529	0.624073	0.732593	0.249796	0.565548	0.37871	0.621378	0.634868	0.395362	0.564169	0.344742	0.462935	0.32094	
3.40.30	0.644959	0.5318	0.769804	0.622673	0.40347	0.710614	0.584912	0.460447	0.886006	0.841841	0.527688	0.790106	0.840154	0.683442	0.43821	0.61564	0.690142	0.631624	0.737993	0.214556	0.545915	0.389485	0.629942	0.643419	0.364328	0.567355	0.357734	0.4621	0.320644	
3.40.30	0.641702	0.522746	0.768834	0.626698	0.398709	0.706288	0.571389	0.446225	0.888462	0.849182	0.536606	0.792068	0.836498	0.693951	0.4505	0.616582	0.684356	0.628715	0.727547	0.154464	0.549135	0.373343	0.622327	0.630342	0.35439	0.545518	0.308927	0.443252	0.304	
3.40.30	0.647668	0.534642	0.76954	0.625321	0.376618	0.711173	0.580559	0.460414	0.885293	0.841896	0.533878	0.788775	0.835765	0.691318	0.418341	0.578515	0.681409	0.629199	0.731373	0.156297	0.523292	0.355687	0.628877	0.633464	0.32604	0.556395	0.332058	0.45952	0.310136	
3.40.30	0.650015	0.538905	0.771473	0.62362	0.38447	0.712313	0.584887	0.470733	0.887499	0.842134	0.526769	0.785727	0.837628	0.681674	0.433029	0.594856	0.680079	0.624405	0.732681	0.16885	0.528946	0.363544	0.636583	0.636583	0.332218	0.569924	0.303398	0.473368	0.328361	
3.40.30	0.646571	0.536577	0.768087	0.621091	0.368898	0.709595	0.587888	0.463966	0.883614	0.841774	0.53442	0.783574	0.835733	0.682751	0.422196	0.576496	0.684705	0.623425	0.732229	0.1572	0.507713	0.390802	0.623713	0.64009	0.311928	0.569463	0.339639	0.467441	0.311928	
3.40.30	0.655622	0.547376	0.778822	0.640512	0.415737	0.722726	0.598651	0.486729	0.895617	0.852324	0.549167	0.806651	0.851137	0.706031	0.458619	0.622987	0.705883	0.654407	0.74899	0.201615	0.562549	0.405453	0.658508	0.658605	0.364189	0.58977	0.356547	0.495859	0.353485	
3.40.30	0.64581	0.533023	0.770275	0.619627	0.39212	0.712337	0.586712	0.461083	0.887349	0.838724	0.501544	0.794747	0.840106	0.681498	0.442748	0.596104	0.689	0.632498	0.73873	0.119647	0.543168	0.387402	0.631185	0.647207	0.348945	0.566631	0.353372	0.466679	0.309284	
3.40.30	0.65744	0.543403	0.778539	0.642731	0.411305	0.716351	0.588859	0.470664	0.89552	0.854971	0.568625	0.795189	0.840867	0.703414	0.444016	0.618322	0.693396	0.633581	0.734981	0.206527	0.545188	0.403266	0.636692	0.63855	0.367262	0.565734	0.358838	0.468619	0.325139	
3.40.30	0.647578	0.539287	0.772738	0.631076	0.40364	0.720401	0.59816	0.476364	0.891531	0.846633	0.531095	0.809222	0.846899	0.700479	0.44518	0.615394	0.708931	0.659722	0.750372	0.160612	0.555269	0.411337	0.652439	0.666825	0.366688	0.59027	0.369551	0.490073	0.330758	
3.40.30	0.643612	0.531403	0.769385	0.623835	0.372139	0.710332	0.58002	0.463863	0.887598	0.845984	0.527784	0.794349	0.840551	0.693424	0.442323	0.587531	0.686133	0.633593	0.733868	0.119124	0.52323	0.367493	0.634077	0.639633	0.321177	0.561197	0.295082	0.468037	0.323199	
3.40.30	0.644174	0.531195	0.770141	0.621992	0.391457	0.70824	0.579972	0.462212	0.889346	0.844051	0.531379	0.787085	0.839775	0.685386	0.44253	0.608582	0.681565	0.624466	0.73206	0.168058	0.539944	0.377366	0.630445	0.632862	0.332517	0.562385	0.318589	0.464235	0.314159	
3.40.30	0.645561	0.53062	0.769766	0.62157	0.387728	0.7083	0.579716	0.455128	0.886472	0.841074	0.533758	0.787319	0.837772	0.68294	0.425478	0.597745	0.679853	0.623106	0.73043	0.120987	0.533565	0.365648	0.622342	0.633039	0.332222	0.557408	0.332222	0.455601	0.299698	
3.40.30	0.656967	0.552479	0.779628	0.639073	0.411549	0.724272	0.605293	0.494551	0.896078	0.851596	0.545353	0.805388	0.851825	0.704704	0.469348	0.611385	0.707144	0.65634	0.754114	0.168211	0.558462	0.411048	0.659894	0.666244	0.376471	0.596907	0.363097	0.509091	0.363097	
3.40.30	0.647276	0.524703	0.772577	0.634189	0.412174	0.709622	0.577967	0.437827	0.892513	0.851115	0.545677	0.798634	0.836885	0.694918	0.446941	0.620947	0.695011	0.635131	0.7323	0.217195	0.554004	0.398794	0.615637	0.639953	0.366718	0.549622	0.356046	0.433382	0.279085	
3.40.30	0.64513	0.530634	0.771013	0.622784	0.386849	0.708769	0.581027	0.460424	0.889697	0.844944	0.531722	0.788296	0.839567	0.683551	0.444629	0.602608	0.682303	0.624522	0.733753	0.214159	0.536799	0.377661	0.628484	0.635899	0.331822	0.563484	0.308842	0.463662	0.315741	
