3.40.30	93.466	-30.296	49.962	100.13	-11.583	90.238	-15.863	10.179	61.287	16.047	-8.8335	22.273	-9.8663	15.697	17.839	-29.131	-13.272	4.8164	38.794	14.19	14.641	-18.616	5.1492	-13.326	16.325	-32.55	-18.912	14.453	27.175	-0.75695	-29.82
3.40.30	90.44	-16.938	55.108	103.9	-15.504	88.63	-2.2535	10.683	63.075	14.017	-2.7346	22.352	-15.237	18.361	12.778	-32.564	-10.403	12.733	37.541	15.042	14.457	-20.399	1.7118	-13.297	14.036	-36.274	-16.422	12.699	22.068	2.0131	-20.421
3.40.30	89.288	25.394	114.05	111.99	-7.9146	94.507	7.2206	29.464	73.181	23.366	-1.5961	41.908	-24.077	34.891	-8.468	-50.147	2.6848	39.261	84.143	39.632	28.51	-33.88	9.8137	23.103	16.791	-82.657	-21.087	2.9316	12.543	11.959	23.031
3.40.30	92.116	30.138	117.58	113.19	-2.4718	96.109	12.62	37.627	71.943	28.141	-1.3772	43.934	-12.736	33.262	-7.3422	-32.811	9.4779	53.844	118.76	58.058	16.047	-29.525	-7.5817	34.778	14.061	-85.775	-15.252	-22.68	30.66	22.067	32.122
3.40.30	95.295	-17.156	59.185	109.01	-3.8191	86.533	23.694	21.773	65.218	28.646	-0.35502	32.124	-16.241	19.083	0.87518	-17.374	-7.5713	-12.358	19.651	18.753	25.569	-20.743	-22.95	28.084	10.646	-24.543	-27.101	29.553	-36.389	-4.2693	53.968
3.40.30	90.155	35.503	58.485	90.782	-26.615	76.013	-4.1719	24.329	58.093	8.8096	-15.301	23.227	-3.9337	30.341	-22.311	-19.933	21.485	14.053	25.956	18.57	10.933	-15.414	-16.431	8.8892	10.53	-25.96	15.366	13.321	-10.365	10.296	-5.8605
3.40.30	108.1	85.898	44.563	97.77	-23.607	94.699	0.98409	10.485	56.601	0.071397	-18.945	9.8714	-18.441	17.43	-19.913	-12.457	10.327	20.373	13.618	6.1856	-0.27548	-6.7231	-7.4972	-12.993	-3.2389	-20.487	28.641	12.326	2.14	12.954	-7.8335
3.40.30	90.724	28.733	126.08	116.57	-1.2557	98.619	19.305	39.664	75.831	28.652	-2.8098	51.289	-15.396	36.026	-17.788	-33.074	8.247	40.959	102.25	39.047	27.531	-29.098	10.908	35.788	16.024	-85.901	-14.589	-14.267	7.0707	20.757	36.856
3.40.30	103.96	71.804	45.333	138.42	26.692	128.46	48.927	19.755	93.35	54.549	9.9999	8.1298	-17.304	58.876	-31.844	-56.66	61.921	57.307	5.9945	63.009	-1.2697	-45.478	-35.28	-19.388	-18.673	5.5651	20.893	19.241	24.454	7.8622	-72.547
3.40.30	98.992	22.452	50.575	112.26	4.8041	104.95	-7.4322	1.241	73.891	2.8657	-8.2381	16.627	-26.843	10.858	1.2876	-22.733	-1.1812	18.747	32.687	10.867	-7.5118	-5.9756	-4.2524	-13.268	11.855	-31.065	-8.4101	20.382	6.4354	11.196	-17.981
3.40.30	92.116	7.4645	78.045	107.07	-9.9644	88.726	7.8257	27.996	66.101	26.282	-5.1123	38.085	-15.279	27.069	-7.8997	-25.351	-2.2496	9.3918	41.736	21.919	27.429	-25.954	-14.836	29.981	14.4	-45.296	-19.092	20.669	-20.823	7.0992	30.733
