3.40.30	1155	355	351	479	
3.40.30	1084	324	345	472	
3.40.30	992	360	356	429	
3.40.30	1030	329	317	458	
3.40.30	1129	335	327	497	
3.40.30	1029	274	283	452	
3.40.30	2017	637	576	850	
3.40.30	1068	338	370	480	
3.40.30	1580	566	578	690	
3.40.30	1503	524	527	687	
3.40.30	1113	322	354	484	
3.40.30	1043	338	353	468	
3.40.30	983	322	325	436	
3.40.30	2132	634	599	924	
3.40.30	1180	398	509	490	
3.40.30	1080	351	350	471	
3.40.30	2001	782	779	835	
3.40.30	1572	556	633	662	
3.40.30	1123	327	363	488	
3.40.30	1167	379	374	486	
3.40.30	1498	469	513	636	
3.40.30	1900	668	709	805	
3.40.30	1393	485	480	587	
3.40.30	1048	285	305	464	
3.40.30	1428	532	601	620	
3.40.30	1071	295	366	463	
3.40.30	1070	344	344	454	
3.40.30	914	287	279	392	
3.40.30	1843	640	719	808	
3.40.30	1742	590	638	728	
3.40.30	1000	304	331	441	
3.40.30	1447	511	567	603	
3.40.30	1517	557	673	656	
3.40.30	841	260	307	335	
3.40.30	1648	615	543	671	
3.40.30	2230	938	915	881	
3.40.30	1014	323	357	417	
3.40.30	1526	540	579	672	
3.40.30	1640	668	644	688	
3.40.30	1557	648	656	661	
3.40.30	1352	403	449	565	
3.40.30	2023	708	784	881	
3.40.30	1107	331	361	479	
3.40.30	2436	722	795	1067	
3.40.30	1219	415	395	543	
3.40.30	1436	586	444	610	
3.40.30	1018	374	382	454	
3.40.30	1187	339	339	502	
3.40.30	1051	343	354	489	
3.40.30	972	300	328	435	
3.40.30	1035	365	385	469	
3.40.30	1091	360	362	478	
3.40.30	1730	547	588	751	
3.40.30	994	306	338	428	
3.40.30	1025	338	345	422	
3.40.30	1671	665	585	703	
3.40.30	1240	304	344	579	
3.40.30	2182	707	671	952	
3.40.30	1779	620	596	779	
3.40.30	1232	420	378	525	
3.40.30	1079	343	385	467	
3.40.30	1522	534	527	678	
3.40.30	1080	304	429	466	
3.40.30	1138	413	389	497	
3.40.30	1082	288	319	458	
3.40.30	1135	363	320	483	
3.40.30	1520	607	600	670	
3.40.30	1127	334	334	509	
3.40.30	1058	353	352	463	
3.40.30	1456	570	550	595	
3.40.30	1086	316	352	468	
3.40.30	1177	305	370	531	
3.40.30	1918	563	676	836	
3.40.30	1320	405	444	580	
3.40.30	1771	671	707	753	
3.40.30	1662	595	635	708	
3.40.30	960	290	302	408	
3.40.30	1450	507	543	588	
3.40.30	1129	360	374	515	
3.40.30	1186	400	412	533	
3.40.30	1385	458	478	592	
3.40.30	1597	550	542	656	
3.40.30	892	277	301	370	
3.40.30	1650	666	635	721	
3.40.30	1690	613	678	745	
3.40.30	1190	423	451	523	
3.40.30	974	266	285	427	
3.40.30	1052	323	334	433	
3.40.30	1237	441	465	549	
3.40.30	1075	344	348	479	
3.40.30	1116	341	351	494	
3.40.30	2025	761	783	842	
3.40.30	1495	561	598	639	
3.40.30	1040	337	330	458	
3.40.30	1130	397	387	511	
3.40.30	1607	612	588	694	
3.40.30	1609	528	579	677	
3.40.30	1602	564	597	679	
3.40.30	2052	807	784	836	
3.40.30	2184	836	770	890	
3.40.30	1178	353	374	523	
3.40.30	942	296	319	417	
3.40.30	1958	772	742	823	
3.40.30	1031	348	362	454	
3.40.30	1092	385	376	487	
3.40.30	1600	640	635	623	
3.40.30	817	217	243	375	
3.40.30	909	214	194	447	
3.40.30	963	266	250	447	
3.40.30	1079	386	368	458	
3.40.30	1030	327	377	456	
3.40.30	2039	701	792	851	
3.40.30	1073	382	356	466	
3.40.30	1047	333	335	450	
3.40.30	2072	771	765	901	
3.40.30	1251	336	390	526	
3.40.30	1499	573	576	646	
3.40.30	1090	344	357	478	
3.40.30	992	309	364	443	
3.40.30	1231	312	353	530	
3.40.30	1681	670	678	696	
3.40.30	1130	407	372	486	
3.40.30	1548	593	563	674	
3.40.30	1670	665	725	696	
3.40.30	1625	631	599	644	
3.40.30	1056	327	340	474	
3.40.30	1489	564	545	644	
3.40.30	1043	343	391	456	
3.40.30	1400	522	539	591	
3.40.30	1363	540	603	610	
3.40.30	1653	567	595	686	
3.40.30	1090	394	371	470	
3.40.30	1602	570	532	697	
3.40.30	2103	624	568	907	
3.40.30	1462	395	463	630	
3.40.30	1299	497	523	577	
3.40.30	1417	497	498	618	
3.40.30	1238	419	446	541	
3.40.30	2221	606	654	992	
3.40.30	1463	454	516	597	
3.40.30	1216	379	399	538	
3.40.30	2065	694	664	901	
3.40.30	1224	390	390	508	
3.40.30	2208	695	709	934	
3.40.30	1095	351	339	484	
3.40.30	1626	632	698	697	
3.40.30	1822	663	687	799	
3.40.30	1178	384	395	506	
3.40.30	1415	494	547	597	
3.40.30	2138	672	627	947	
3.40.30	2189	697	657	953	
3.40.30	1424	464	505	631	
3.40.30	1678	682	647	701	
3.40.30	2484	789	845	1083	
3.40.47	1105	334	346	515	
3.40.47	1047	384	386	488	
3.40.47	2468	852	892	1098	
3.40.47	1477	502	482	633	
3.40.47	1406	394	438	584	
3.40.47	2749	992	1006	1220	
3.40.47	2444	846	894	1053	
3.40.47	1496	523	498	674	
3.40.47	1596	607	646	740	
3.40.47	1315	461	442	595	
3.40.47	1427	420	460	598	
3.40.47	2538	840	909	1121	
3.40.47	1442	462	467	583	
3.40.47	2501	812	877	1117	
3.40.47	1430	456	497	629	
3.40.47	1589	547	590	721	
3.40.47	1326	420	459	576	
3.40.47	2664	928	975	1157	
3.40.47	2049	642	658	881	
3.40.47	1381	520	457	610	
3.40.47	1650	573	586	689	
3.40.47	2650	917	958	1193	
3.40.47	2535	870	825	1109	
3.40.47	1374	443	472	578	
3.40.47	1280	451	403	586	
3.40.47	2042	620	635	862	
3.40.47	1678	629	588	736	
3.40.47	1373	456	484	623	
3.40.47	1556	524	562	696	
3.40.47	1118	377	390	487	
3.40.47	987	317	345	459	
3.40.47	1084	330	382	491	
3.40.47	1082	367	389	489	
3.40.47	1029	341	352	471	
3.40.47	1072	333	372	500	
3.40.47	1522	530	497	659	
3.40.47	2358	802	848	1030	
3.40.47	1635	527	546	732	
3.40.47	1425	528	524	647	
3.40.47	2531	821	891	1106	
3.40.47	1451	525	467	657	
3.40.47	1715	633	661	762	
3.40.47	1309	431	430	586	
3.40.47	1638	604	605	763	
3.40.47	1009	375	361	448	
3.40.47	1047	317	366	485	
3.40.47	1532	516	499	639	
3.40.47	2727	918	915	1183	
3.40.47	1399	456	478	581	
3.40.47	2690	955	941	1218	
3.40.47	1119	411	414	524	
3.40.47	1065	327	367	488	
3.40.47	1424	452	491	625	
3.40.47	1567	587	582	713	
3.40.47	1169	387	448	546	
3.40.47	1078	356	361	473	
3.40.47	1736	637	648	754	
3.40.47	1678	632	678	760	
3.40.47	1423	496	443	649	
3.40.47	1593	538	614	703	
3.40.47	1303	481	448	603	
3.40.47	1635	587	619	726	
3.40.47	1522	481	492	623	
3.40.47	2777	977	989	1265	
3.40.47	1452	500	489	607	
3.40.47	2672	941	946	1206	
3.40.47	1409	445	459	591	
3.40.47	2689	927	935	1213	
3.40.47	1044	354	383	485	
3.40.47	1129	392	404	490	
3.40.47	1012	357	349	469	
3.40.50	1519	468	426	665	
3.40.50	2501	976	883	1024	
3.40.50	1607	587	577	698	
3.40.50	1161	324	337	507	
3.40.50	1131	349	360	485	
3.40.50	2080	796	721	856	
3.40.50	1223	382	343	504	
3.40.50	2300	643	626	1021	
3.40.50	2252	635	604	999	
3.40.50	2162	775	807	862	
3.40.50	737	233	277	313	
3.40.50	3482	1153	1105	1391	
3.40.50	2540	835	824	1028	
3.40.50	3413	1342	1264	1397	
3.40.50	1707	504	489	737	
3.40.50	2824	1182	993	1160	
3.40.50	2388	891	948	1034	
3.40.50	917	282	286	391	
3.40.50	1502	509	519	663	
3.40.50	2234	833	795	928	
3.40.50	2181	581	604	967	
3.40.50	1356	493	481	601	
3.40.50	1923	662	701	822	
3.40.50	2269	744	743	952	
3.40.50	1449	487	440	644	
3.40.50	3411	1386	1405	1380	
3.40.50	1382	436	462	573	
3.40.50	1847	594	606	825	
3.40.50	2336	791	811	973	
3.40.50	2068	793	675	825	
3.40.50	2318	709	704	1019	
3.40.50	2288	746	762	956	
3.40.50	2754	1181	1021	1189	
3.40.50	1163	310	368	515	
3.40.50	2032	727	609	834	
3.40.50	2167	755	700	899	
3.40.50	1747	591	629	726	
3.40.50	1148	390	420	490	
3.40.50	1742	653	646	753	
3.40.50	1493	442	493	672	
3.40.50	1841	519	552	793	
3.40.50	2590	771	806	1037	
3.40.50	1557	553	563	670	
3.40.50	1852	606	604	769	
3.40.50	2269	726	847	958	
3.40.50	1772	575	539	771	
3.40.50	2586	821	797	1127	
3.40.50	2706	885	831	1172	
3.40.50	2354	773	764	995	
3.40.50	2306	931	843	988	
3.40.50	2342	868	830	943	
3.40.50	1615	503	626	736	
3.40.50	2398	948	798	1051	
3.40.50	1384	371	425	601	
3.40.50	1755	655	623	771	
3.40.50	1935	751	648	852	
3.40.50	4787	1917	1830	1920	
3.40.50	1690	505	491	749	
3.40.50	3382	1380	1256	1370	
3.40.50	1033	298	312	454	
3.40.50	2493	800	790	1118	
3.40.50	1442	443	473	616	
3.40.50	2504	864	808	1000	
3.40.50	2756	965	960	1102	
3.40.50	1549	515	465	692	
3.40.50	725	257	260	320	
3.40.50	1722	582	506	695	
3.40.50	1265	389	418	548	
3.40.50	998	234	307	463	
3.40.50	2555	827	781	1073	
3.40.50	2603	981	935	1034	
3.40.50	1986	729	722	812	
3.40.50	2169	714	769	916	
3.40.50	1813	502	557	787	
3.40.50	1357	453	549	624	
