c.1.10	342	0.105263	0.0409357	0.0497076	0.0321637	0.0175439	0.0409357	0.0760234	0.0877193	0.0116959	0.0497076	0.111111	0.0730994	0.00584795	0.0292398	0.0409357	0.0438596	0.0730994	0.0116959	0.0233918	0.0760234	
c.1.10	266	0.0864662	0.0300752	0.037594	0.0639098	0.0075188	0.0488722	0.056391	0.0789474	0.018797	0.0601504	0.0864662	0.0789474	0.037594	0.056391	0.0526316	0.0488722	0.0300752	0	0.0150376	0.105263	
c.1.10	358	0.0893855	0.0167598	0.0502793	0.0586592	0.0111732	0.0418994	0.0614525	0.0865922	0.0363128	0.0586592	0.075419	0.0698324	0.0195531	0.0363128	0.0391061	0.0698324	0.047486	0.0111732	0.0363128	0.0837989	
c.1.10	357	0.0952381	0.0672269	0.0308123	0.022409	0.0252101	0.0364146	0.0784314	0.0896359	0.022409	0.0364146	0.092437	0.0644258	0.0280112	0.022409	0.0448179	0.0560224	0.0532213	0.0140056	0.0420168	0.0784314	
c.1.10	293	0.0853242	0.0273038	0.0443686	0.0477816	0.00682594	0.0238908	0.0819113	0.0887372	0.0136519	0.0750853	0.109215	0.0921502	0.0273038	0.0511945	0.0238908	0.0443686	0.0511945	0.00341297	0.0443686	0.0580205	
c.1.10	361	0.121884	0.0443213	0.0443213	0.0526316	0.0110803	0.0470914	0.0637119	0.0803324	0.0138504	0.0526316	0.0969529	0.0720222	0.00554017	0.0249307	0.0415512	0.0526316	0.0581717	0.00831025	0.033241	0.0720222	
c.1.10	363	0.112948	0.0413223	0.0495868	0.0385675	0.0220386	0.0578512	0.0606061	0.0798898	0.0247934	0.0523416	0.0909091	0.0688705	0.0137741	0.0275482	0.0385675	0.0550964	0.0606061	0.00826446	0.030303	0.0661157	
c.1.10	252	0.119048	0.047619	0.0277778	0.0674603	0	0.0396825	0.047619	0.0515873	0.0357143	0.0714286	0.0873016	0.0436508	0.0555556	0.031746	0.031746	0.0595238	0.0714286	0.00396825	0.0198413	0.0873016	
c.1.10	273	0.10989	0.0512821	0.040293	0.0549451	0.018315	0.025641	0.0659341	0.0586081	0.03663	0.0622711	0.0805861	0.047619	0.021978	0.040293	0.040293	0.0659341	0.047619	0.003663	0.029304	0.0989011	
c.1.10	329	0.130699	0.0790274	0.0364742	0.0729483	0	0.0334347	0.0668693	0.0699088	0.0151976	0.0486322	0.0911854	0.0273556	0.0303951	0.0303951	0.0486322	0.0516717	0.0364742	0.00607903	0.0395137	0.0851064	
c.1.10	295	0.0847458	0.0440678	0.0237288	0.0542373	0.0135593	0.0711864	0.0576271	0.0915254	0.0169492	0.0576271	0.111864	0.0542373	0.020339	0.0338983	0.0372881	0.0508475	0.0474576	0.00338983	0.0440678	0.0813559	
c.1.10	252	0.154762	0.047619	0.0277778	0.0753968	0.015873	0.015873	0.0634921	0.0674603	0.0198413	0.0753968	0.0873016	0.0714286	0.0238095	0.031746	0.031746	0.0357143	0.0674603	0.00396825	0.0198413	0.0634921	
c.1.10	323	0.133127	0.0712074	0.0185759	0.0650155	0.0154799	0.0278638	0.0835913	0.0681115	0.0185759	0.0650155	0.0835913	0.0464396	0.0402477	0.0371517	0.0340557	0.0619195	0.0402477	0.00309598	0.0278638	0.0557276	
c.1.10	220	0.159091	0.0272727	0.0136364	0.05	0.00909091	0.0590909	0.0363636	0.0818182	0.0136364	0.0590909	0.113636	0.05	0.0318182	0.0227273	0.05	0.0454545	0.0590909	0.00454545	0.0227273	0.0909091	
c.1.10	216	0.143519	0.0601852	0.0277778	0.0509259	0.0231481	0.0185185	0.0648148	0.0925926	0.00462963	0.087963	0.0925926	0.0277778	0.0324074	0.0324074	0.0555556	0.0462963	0.0462963	0.0138889	0.0138889	0.0648148	
c.1.10	225	0.0888889	0.04	0.0222222	0.0355556	0.0177778	0.00444444	0.12	0.0577778	0.0355556	0.0977778	0.0755556	0.102222	0.00888889	0.0355556	0.0266667	0.0711111	0.04	0.00444444	0.0222222	0.0933333	
c.1.10	234	0.102564	0.0512821	0.0042735	0.0598291	0.00854701	0.017094	0.0555556	0.0982906	0.0042735	0.0470085	0.128205	0.0598291	0.0042735	0.017094	0.0470085	0.0940171	0.0512821	0.0042735	0.0213675	0.123932	
c.1.10	343	0.110787	0.0437318	0.0466472	0.058309	0.0204082	0.03207	0.0612245	0.0845481	0.03207	0.0728863	0.0991254	0.0699708	0.0204082	0.0233236	0.0408163	0.0524781	0.0408163	0.0116618	0.0145773	0.0641399	
c.1.10	289	0.124567	0.0588235	0.0311419	0.0761246	0.0103806	0.0276817	0.0519031	0.0968858	0.0449827	0.0519031	0.0865052	0.0346021	0.0415225	0.0207612	0.0242215	0.0553633	0.0449827	0.00346021	0.0346021	0.0795848	
c.1.10	295	0.0610169	0.0542373	0.0610169	0.040678	0.00677966	0.0237288	0.0847458	0.0779661	0.0101695	0.0474576	0.115254	0.0610169	0.0169492	0.0237288	0.0474576	0.0474576	0.0644068	0.00338983	0.0338983	0.115254	
c.1.10	269	0.0780669	0.0260223	0.0446097	0.0669145	0.0185874	0.0483271	0.0557621	0.0743494	0.0148699	0.070632	0.0817844	0.0780669	0	0.0520446	0.0483271	0.0594796	0.0334572	0	0.0185874	0.0966543	
c.1.10	339	0.0943953	0.0501475	0.0648968	0.0560472	0.0147493	0.0383481	0.0530973	0.0914454	0.0235988	0.0737463	0.0914454	0.0560472	0.0147493	0.0235988	0.0353982	0.0560472	0.0648968	0.00589971	0.020649	0.0707965	
c.1.10	340	0.1	0.0617647	0.0352941	0.0705882	0.0264706	0.0176471	0.0529412	0.0764706	0.0264706	0.0764706	0.1	0.0441176	0.0176471	0.0411765	0.0588235	0.0558824	0.0382353	0.00588235	0.0411765	0.0529412	
c.1.10	316	0.123418	0.0506329	0.0348101	0.0664557	0.00949367	0.0474684	0.0791139	0.0537975	0.00632911	0.0822785	0.10443	0.0696203	0.0126582	0.0221519	0.0316456	0.0506329	0.0537975	0.0126582	0.0379747	0.0506329	
c.1.10	258	0.0891473	0.0426357	0.0193798	0.0348837	0.0116279	0.0310078	0.104651	0.0697674	0.0193798	0.0736434	0.0930233	0.0852713	0.0155039	0.0581395	0.0387597	0.0542636	0.0465116	0.0116279	0.0232558	0.0775194	
c.1.10	276	0.134058	0.0688406	0.0144928	0.0543478	0.0217391	0.0253623	0.0652174	0.0615942	0.0217391	0.0434783	0.119565	0.0362319	0.0289855	0.0362319	0.0652174	0.0362319	0.0362319	0.0108696	0.0362319	0.0833333	
c.1.10	303	0.0924092	0.0561056	0.0330033	0.0759076	0.0165017	0.029703	0.0594059	0.0660066	0.0330033	0.0528053	0.0792079	0.0594059	0	0.0264026	0.0330033	0.0561056	0.0627063	0.00990099	0.0363036	0.0693069	
c.1.10	299	0.137124	0.0802676	0.0267559	0.0334448	0	0.00668896	0.110368	0.0869565	0.0267559	0.0501672	0.100334	0.0535117	0.0234114	0.0334448	0.0401338	0.0434783	0.0401338	0	0.0200669	0.0869565	
c.1.10	230	0.0478261	0.0217391	0.0521739	0.073913	0.00869565	0.073913	0.0521739	0.0521739	0.0304348	0.1	0.1	0.0608696	0.0304348	0.0434783	0.0304348	0.0434783	0.0695652	0.00434783	0.0304348	0.073913	
c.1.10	310	0.0935484	0.0903226	0.0419355	0.0612903	0.0258065	0.0419355	0.0741935	0.0645161	0.016129	0.0645161	0.0677419	0.016129	0	0.0419355	0.0612903	0.0451613	0.0580645	0.0129032	0.0290323	0.0774194	
c.1.10	291	0.127148	0.0618557	0.0412371	0.0756014	0.0137457	0.0378007	0.04811	0.0687285	0.00687285	0.0515464	0.103093	0.0618557	0	0.0309278	0.0412371	0.0584192	0.0206186	0.0103093	0.0171821	0.0859107	
c.1.10	211	0.180095	0.0758294	0	0.042654	0.00947867	0.0189573	0.0853081	0.0900474	0.0189573	0.028436	0.118483	0.042654	0.00947867	0.028436	0.042654	0.0331754	0.042654	0.00473934	0.0331754	0.0947867	
c.1.10	226	0.154867	0.0884956	0.00884956	0.0442478	0.00884956	0.00884956	0.079646	0.0752212	0.0132743	0.0663717	0.0840708	0.0486726	0.00884956	0.0176991	0.0530973	0.0353982	0.039823	0.00884956	0.0442478	0.110619	
c.1.10	212	0.113208	0.0377358	0.0518868	0.0518868	0.00943396	0.0330189	0.0566038	0.0707547	0.00471698	0.113208	0.108491	0.0566038	0	0.0330189	0.0566038	0.0424528	0.0424528	0.00943396	0.0141509	0.0754717	
c.1.10	286	0.136364	0.027972	0.0314685	0.0594406	0.013986	0.034965	0.0734266	0.048951	0.027972	0.0769231	0.0804196	0.0629371	0	0.0454545	0.0594406	0.0664336	0.041958	0.00699301	0.0244755	0.0524476	
c.1.10	207	0.0821256	0.0338164	0.0338164	0.0531401	0.00483092	0.0144928	0.0917874	0.0676329	0.0241546	0.0821256	0.0772947	0.0676329	0.0531401	0.0338164	0.0434783	0.0386473	0.0531401	0.00966184	0.0289855	0.10628	
c.1.10	338	0.0710059	0.056213	0.0295858	0.0532544	0.0118343	0.0177515	0.0887574	0.0828402	0.0207101	0.0769231	0.100592	0.0769231	0.0177515	0.0325444	0.0414201	0.0621302	0.035503	0	0.035503	0.0887574	
c.1.10	293	0.0580205	0.0341297	0.0443686	0.0648464	0.00682594	0.0136519	0.0716724	0.0614334	0.0170648	0.0921502	0.109215	0.0989761	0.0136519	0.0341297	0.0546075	0.0477816	0.0580205	0	0.0546075	0.0648464	
c.1.10	250	0.116	0.056	0.028	0.056	0.004	0.012	0.076	0.096	0.008	0.052	0.088	0.072	0.016	0.048	0.048	0.044	0.036	0.012	0.04	0.092	
c.1.10	202	0.0841584	0.019802	0.019802	0.0247525	0.019802	0.0148515	0.10396	0.0940594	0.019802	0.049505	0.0693069	0.113861	0.0247525	0.0643564	0.049505	0.0346535	0.049505	0.0049505	0.0049505	0.133663	
c.1.10	211	0.161137	0.0473934	0.0189573	0.0331754	0.00947867	0.0189573	0.0900474	0.0663507	0.028436	0.0663507	0.118483	0.042654	0.0236967	0.0236967	0.042654	0.042654	0.0616114	0.00947867	0.00947867	0.0853081	
c.1.10	342	0.111111	0.0584795	0.0380117	0.0497076	0.0204678	0.0409357	0.0701754	0.0789474	0.0175439	0.0555556	0.0877193	0.0614035	0.00877193	0.0263158	0.0526316	0.0497076	0.0526316	0.00877193	0.0321637	0.0789474	
c.1.10	292	0.0890411	0.0273973	0.0342466	0.0547945	0	0.0342466	0.0547945	0.0719178	0.0171233	0.0684932	0.0787671	0.0513699	0.0410959	0.0273973	0.0513699	0.0616438	0.0890411	0	0.0239726	0.123288	
c.1.10	296	0.168919	0.0540541	0.0168919	0.0709459	0.0101351	0.027027	0.0304054	0.101351	0.0236486	0.0506757	0.118243	0.0236486	0.0202703	0.0168919	0.0506757	0.0540541	0.0709459	0.00337838	0.0202703	0.0675676	
c.1.10	363	0.115702	0.0413223	0.0385675	0.0385675	0.0220386	0.0440771	0.0661157	0.0826446	0.030303	0.0550964	0.0936639	0.0716253	0.00826446	0.0192837	0.0523416	0.0578512	0.0606061	0.00826446	0.0330579	0.0606061	
c.1.10	250	0.06	0.02	0.076	0.06	0.02	0.012	0.076	0.044	0.008	0.112	0.088	0.12	0.004	0.04	0.028	0.06	0.072	0.004	0.028	0.068	
c.1.10	292	0.106164	0.0445205	0.0445205	0.0582192	0.0171233	0.0273973	0.0479452	0.0787671	0.0308219	0.0616438	0.10274	0.0445205	0.0308219	0.0239726	0.0445205	0.0513699	0.0787671	0.00342466	0.0171233	0.0856164	
c.1.10	449	0.11804	0.0757238	0.0334076	0.0623608	0.00890869	0.0445434	0.0601336	0.0668151	0.0356347	0.0400891	0.10245	0.0200445	0	0.0267261	0.0623608	0.0445434	0.0579065	0.0111359	0.0200445	0.0801782	
c.1.10	213	0.140845	0.0328638	0.0234742	0.028169	0.0140845	0.0234742	0.0704225	0.0938967	0.00469484	0.0610329	0.103286	0.0610329	0.0187793	0.028169	0.0657277	0.0422535	0.0610329	0.00938967	0.0187793	0.0985915	
c.1.10	319	0.109718	0.0532915	0.0282132	0.0815047	0.00940439	0.0250784	0.0783699	0.0658307	0.0188088	0.0626959	0.0752351	0.0532915	0.0407524	0.0407524	0.0438871	0.0470219	0.0438871	0.00626959	0.0344828	0.0815047	
c.1.10	319	0.112853	0.0376176	0.0282132	0.0626959	0.00940439	0.0407524	0.0752351	0.0658307	0.015674	0.0658307	0.100313	0.0940439	0.0219436	0.0438871	0.031348	0.0532915	0.0501567	0.00940439	0.0282132	0.0532915	
c.1.10	410	0.112195	0.0609756	0.0292683	0.0463415	0.0195122	0.0512195	0.0756098	0.0512195	0.0341463	0.0780488	0.0780488	0.0341463	0	0.0365854	0.0390244	0.0512195	0.0487805	0.0121951	0.0414634	0.0756098	
c.1.10	357	0.0952381	0.0644258	0.0308123	0.0252101	0.0168067	0.0448179	0.0728291	0.0868347	0.0196078	0.0364146	0.0952381	0.0532213	0.0364146	0.0252101	0.047619	0.0728291	0.0532213	0.0112045	0.0420168	0.070028	
c.1.10	280	0.0857143	0.0392857	0.0571429	0.0571429	0.0214286	0.0178571	0.0857143	0.0821429	0.0285714	0.1	0.075	0.0607143	0.0321429	0.0285714	0.0464286	0.0607143	0.0357143	0	0.0357143	0.05	
c.1.2	247	0.048583	0.0850202	0.0566802	0.0445344	0	0.0161943	0.109312	0.0445344	0	0.117409	0.117409	0.0688259	0.0202429	0.0323887	0.0364372	0.0890688	0.0242915	0.00404858	0.0364372	0.048583	
c.1.2	237	0.109705	0.0337553	0.0253165	0.0421941	0.00843882	0.0421941	0.0886076	0.0590717	0.0168776	0.0590717	0.101266	0.0801688	0.0295359	0.0295359	0.0464135	0.0675105	0.0506329	0.00421941	0.0168776	0.0886076	
c.1.2	267	0.0898876	0.0524345	0.0187266	0.0749064	0.0149813	0.0299625	0.0636704	0.101124	0.0187266	0.0524345	0.0973783	0.082397	0.0224719	0.0299625	0.0262172	0.0449438	0.0636704	0.011236	0.0337079	0.071161	
c.1.2	241	0.0871369	0.0580913	0.0290456	0.0497925	0.00414938	0.00829876	0.0788382	0.0788382	0.0165975	0.0705394	0.103734	0.0829876	0.0124481	0.0539419	0.0414938	0.0456432	0.0497925	0.00414938	0.0373444	0.0871369	
c.1.2	220	0.109091	0.0409091	0.0272727	0.05	0.00909091	0.0227273	0.0727273	0.0863636	0.0227273	0.0545455	0.0818182	0.05	0.0454545	0.0363636	0.0681818	0.0772727	0.0318182	0.00909091	0.0136364	0.0909091	
