c.1.10	8.707602	4.991854	0.000189	0.000598	0.482144	0.025651	0.269796
c.1.10	8.172932	4.627663	0.000397	0.000834	0.476235	0.031018	0.253879
c.1.10	8.245810	5.588314	0.000266	0.000518	0.486111	0.023699	0.296102
c.1.10	8.711485	5.180594	0.000236	0.000557	0.485381	0.024916	0.299883
c.1.10	8.832765	4.639534	0.000234	0.000749	0.472847	0.030410	0.198116
c.1.10	8.520776	4.999646	0.000185	0.000565	0.469884	0.023785	0.298556
c.1.10	8.336088	5.604052	0.000304	0.000514	0.479282	0.023436	0.359614
c.1.10	8.301587	4.491083	0.000285	0.000899	0.484680	0.033074	0.150954
c.1.10	8.600733	4.682935	0.000296	0.000799	0.479832	0.032008	0.141901
c.1.10	8.571429	5.225980	0.000297	0.000605	0.487575	0.026255	0.238853
c.1.10	8.908475	4.568477	0.000231	0.000756	0.477087	0.030461	0.229624
c.1.10	8.809524	4.410011	0.000316	0.000918	0.483346	0.035315	0.221960
c.1.10	8.637771	5.121108	0.000308	0.000628	0.482295	0.026954	0.257497
c.1.10	8.409091	4.935450	0.000581	0.000962	0.518945	0.038666	0.139195
c.1.10	8.185185	4.460767	0.000388	0.001054	0.482351	0.038071	0.130848
c.1.10	8.417778	4.437738	0.000437	0.001027	0.483424	0.037836	0.245553
c.1.10	8.547009	4.416713	0.000367	0.000988	0.496623	0.036925	0.207679
c.1.10	8.489796	5.005558	0.000222	0.000598	0.478227	0.024935	0.274998
c.1.10	8.871972	4.520281	0.000240	0.000780	0.470989	0.031164	0.196771
c.1.10	8.847458	4.608901	0.000231	0.000748	0.468402	0.030093	0.135335
c.1.10	8.215613	4.551961	0.000361	0.000834	0.465676	0.030829	0.237714
c.1.10	8.654867	4.902742	0.000227	0.000617	0.480114	0.025841	0.281698
c.1.10	8.241176	5.657349	0.000364	0.000550	0.491815	0.024657	0.280860
c.1.10	8.911392	4.909484	0.000221	0.000657	0.487660	0.028430	0.199358
c.1.10	8.527132	4.454891	0.000302	0.000887	0.471164	0.033180	0.221977
c.1.10	8.304348	4.849987	0.000343	0.000766	0.511262	0.030365	0.221092
c.1.10	8.594059	4.650952	0.000240	0.000724	0.481910	0.028941	0.200300
c.1.10	8.575251	4.823551	0.000269	0.000710	0.478409	0.029249	0.206394
c.1.10	8.356522	4.374369	0.000342	0.001015	0.505768	0.036735	0.196910
c.1.10	8.664516	4.690782	0.000209	0.000701	0.472258	0.028041	0.252854
c.1.10	8.316151	4.739211	0.000237	0.000738	0.482370	0.028676	0.187173
c.1.10	8.445498	4.231370	0.000406	0.001141	0.488701	0.040217	0.170875
c.1.10	8.504425	4.282281	0.000354	0.001052	0.481239	0.037797	0.173651
c.1.10	8.254717	4.406689	0.000447	0.001088	0.491278	0.039404	0.125280
c.1.10	7.979021	4.882836	0.000294	0.000731	0.482910	0.028293	0.241688
c.1.10	8.231884	5.008020	0.000657	0.001011	0.516271	0.040954	0.220145
c.1.10	8.136095	6.216933	0.000281	0.000498	0.475669	0.024143	0.290095
c.1.10	8.627986	4.766188	0.000257	0.000730	0.480104	0.029885	0.207366
c.1.10	8.552000	4.396048	0.000289	0.000924	0.471699	0.034345	0.152156
c.1.10	8.693069	4.196641	0.000443	0.001201	0.497833	0.043249	0.163564
c.1.10	8.312796	4.647213	0.000542	0.001048	0.523622	0.039585	0.183674
c.1.10	8.649123	5.020048	0.000206	0.000596	0.476215	0.025728	0.274638
c.1.10	8.342466	4.841477	0.000235	0.000720	0.478418	0.028819	0.193843
c.1.10	8.844595	4.696793	0.000229	0.000732	0.480942	0.030299	0.188351
c.1.10	8.550964	5.187952	0.000213	0.000544	0.479719	0.023838	0.345660
c.1.10	8.784000	4.466763	0.000321	0.000914	0.490866	0.035277	0.178327
c.1.10	8.664384	4.700513	0.000235	0.000741	0.469988	0.029775	0.195354
c.1.10	8.432071	5.657393	0.000159	0.000404	0.474007	0.018950	0.334851
c.1.10	8.450704	4.276021	0.000399	0.001117	0.486129	0.039862	0.124068
c.1.10	8.520376	4.994834	0.000276	0.000648	0.472945	0.026794	0.241171
c.1.10	8.915361	4.879261	0.000237	0.000655	0.487912	0.028036	0.195921
c.1.10	8.770732	5.595325	0.000155	0.000445	0.491960	0.021525	0.208824
c.1.10	8.633053	5.144179	0.000236	0.000560	0.475940	0.024583	0.296795
c.1.10	8.457143	4.762366	0.000384	0.000771	0.472383	0.030479	0.206196
c.1.2	8.445344	4.314111	0.000296	0.000952	0.476292	0.034761	0.133098
c.1.2	8.396624	4.495745	0.000358	0.000956	0.485769	0.035579	0.141513
c.1.2	8.382022	4.585312	0.000282	0.000833	0.466378	0.031511	0.220725
c.1.2	8.406639	4.419295	0.000311	0.000956	0.492957	0.035251	0.134939
c.1.2	8.627273	4.122831	0.000332	0.001123	0.487364	0.039672	0.169537
c.1.2	8.420635	4.559919	0.000316	0.000886	0.485640	0.033548	0.133709
c.1.2	7.561753	4.705402	0.000351	0.000861	0.480649	0.030247	0.197914
c.1.2	8.393822	4.503098	0.000299	0.000873	0.473047	0.032757	0.174190
c.1.2	8.163934	5.145815	0.000259	0.000653	0.489928	0.026989	0.250164
c.1.2	7.920319	4.683952	0.000319	0.000865	0.468412	0.032454	0.157574
c.1.2	8.187500	4.535914	0.000400	0.001006	0.507799	0.037218	0.174197
c.1.2	8.107317	4.275514	0.000430	0.001161	0.491545	0.040037	0.134119
c.1.2	8.393701	4.490523	0.000311	0.000891	0.485278	0.033612	0.134919
c.1.2	7.838384	4.201507	0.000410	0.001224	0.479787	0.040091	0.159362
c.1.2	8.507042	4.273098	0.000354	0.001118	0.483224	0.040128	0.106684
c.1.2	8.365145	4.475415	0.000346	0.000943	0.493139	0.034855	0.214698
c.1.2	8.784906	4.427158	0.000257	0.000866	0.501215	0.033669	0.134934
c.1.2	8.321839	4.543501	0.000295	0.000859	0.490732	0.032007	0.200577
c.1.2	8.304348	4.222897	0.000380	0.001050	0.470057	0.036749	0.237400
c.1.2	8.426877	4.532656	0.000314	0.000888	0.480249	0.033643	0.182189
c.1.2	8.442396	4.154933	0.000384	0.001129	0.480239	0.039363	0.128550
c.1.2	8.660633	4.107528	0.000370	0.001121	0.475031	0.039367	0.155061
c.1.2	7.990000	4.202111	0.000452	0.001209	0.490145	0.040151	0.133335
c.1.2	8.653543	4.321994	0.000280	0.000925	0.477060	0.034623	0.128526
c.1.2	7.968254	4.316335	0.000507	0.001251	0.509314	0.042724	0.108857
c.1.2	8.000000	4.443346	0.000360	0.001022	0.486133	0.036117	0.145469
c.1.2	8.688679	4.306134	0.000402	0.001115	0.484428	0.041179	0.143489
c.1.2	8.235294	4.541219	0.000355	0.000943	0.496426	0.035197	0.162753
c.1.2	8.486486	4.278872	0.000408	0.001075	0.485103	0.038400	0.187751
c.1.2	8.260870	4.352003	0.000380	0.001019	0.482069	0.036074	0.197119
c.1.2	8.375510	4.714520	0.000368	0.000887	0.488917	0.034575	0.199502
c.1.2	8.349515	4.343074	0.000426	0.001143	0.488275	0.040729	0.148214
c.1.2	8.886792	4.948971	0.000238	0.000650	0.488126	0.028034	0.258535
c.1.2	8.855346	4.856973	0.000218	0.000660	0.479087	0.028210	0.229889
c.1.2	8.534562	4.131208	0.000341	0.001135	0.484789	0.039512	0.126086
c.1.2	8.922601	4.985424	0.000212	0.000634	0.488459	0.027710	0.262437
c.1.8	8.424837	4.801414	0.000214	0.000694	0.472641	0.027622	0.225157
c.1.8	8.612000	5.480970	0.000112	0.000371	0.441885	0.017481	0.266510
c.1.8	8.640000	5.529123	0.000115	0.000389	0.463423	0.018287	0.240586
c.1.8	9.059603	4.597501	0.000220	0.000733	0.471500	0.030098	0.142907
c.1.8	8.348684	4.818916	0.000239	0.000697	0.456402	0.027553	0.273830
c.1.8	7.798883	5.102253	0.000816	0.001132	0.485709	0.044182	0.170824
c.1.8	8.973510	4.385052	0.000198	0.000768	0.457716	0.029812	0.231186
c.1.8	8.681633	5.479220	0.000100	0.000379	0.453805	0.017988	0.254788
c.1.8	8.614458	5.002148	0.000218	0.000616	0.461375	0.026269	0.183693
c.1.8	8.640394	5.068455	0.000146	0.000495	0.458483	0.021334	0.200385
