1.10.10	1160	334	305	543
1.10.10	1050	244	236	483
1.10.10	1229	289	270	565
1.10.10	1040	320	320	410
1.10.10	1197	267	301	580
1.10.10	1396	299	320	624
1.10.10	1269	348	402	568
1.10.10	974	219	232	484
1.10.10	900	86	87	477
1.10.10	1411	372	358	609
1.10.10	970	283	299	408
1.10.10	1183	305	303	533
1.10.10	755	186	209	301
1.10.10	873	261	241	361
1.10.10	979	274	225	415
1.10.10	1305	225	244	648
1.10.10	1092	302	319	473
1.10.10	901	247	202	461
1.10.10	1524	310	288	753
1.10.10	1210	268	265	552
1.10.10	1278	398	377	550
1.10.10	1757	450	467	770
1.10.10	1745	458	481	748
1.10.10	1902	540	575	883
1.10.10	1233	288	267	578
1.10.10	1215	296	269	584
1.10.10	1173	361	321	533
1.10.10	1139	341	308	507
1.10.10	970	224	211	457
1.10.10	1115	375	348	483
1.10.10	962	192	239	417
1.10.10	1206	241	246	585
1.10.10	1043	234	216	517
1.10.10	937	255	260	399
1.10.10	1037	220	211	515
1.10.10	986	320	305	427
1.10.10	1066	318	343	434
1.10.10	966	315	293	424
1.10.10	1225	299	281	524
1.10.10	1238	309	330	544
1.10.10	949	174	152	432
1.10.10	1087	325	335	466
1.10.10	1008	166	190	521
1.10.10	1696	405	419	758
1.10.10	1258	254	263	613
1.10.10	1210	267	272	581
1.10.10	1092	242	221	513
1.10.10	1359	272	308	639
1.10.10	1055	219	197	519
1.10.10	934	199	193	460
1.10.10	1508	270	259	753
1.10.10	1114	246	180	561
1.10.10	1017	249	240	469
1.10.10	1115	260	249	500
1.10.10	1052	311	318	449
1.10.10	906	296	264	388
1.10.10	989	210	218	443
1.10.10	848	239	209	397
1.10.10	1164	305	289	523
1.10.10	1130	240	258	562
1.10.10	1395	305	272	675
1.10.10	1443	277	300	694
1.10.10	1025	261	227	485
1.10.10	1680	333	340	802
1.10.10	1051	235	209	486
1.10.10	1088	370	311	481
1.10.10	1395	298	281	673
1.10.10	1262	333	357	542
1.10.10	1403	245	228	712
1.10.10	857	259	240	386
1.10.10	1061	227	199	525
1.10.10	1508	269	285	778
1.10.10	956	191	196	488
1.10.10	1414	260	221	708
1.10.10	1069	271	251	486
1.10.10	951	274	248	392
1.10.10	923	191	215	410
1.10.10	1380	226	244	706
1.10.10	1548	264	229	789
