1.10.10	110	0.0545455	0.0636364	0.0363636	0.0636364	0.0363636	0.0636364	0.0727273	0.0545455	0	0.0454545	0.127273	0.109091	0.0272727	0.0363636	0.0181818	0.0272727	0.0272727	0.0272727	0.0545455	0.0545455
1.10.10	102	0.107843	0.0490196	0.0196078	0.0686275	0	0.0980392	0.0392157	0.0588235	0.0294118	0.0882353	0.156863	0.0588235	0	0.0196078	0.00980392	0.0784314	0.0294118	0.00980392	0.0294118	0.0294118
1.10.10	120	0.0416667	0.05	0.0166667	0.0416667	0.00833333	0.05	0.116667	0.0416667	0.0166667	0.0416667	0.158333	0.158333	0.0166667	0.05	0.00833333	0.0416667	0.0333333	0	0.05	0.0583333
1.10.10	128	0.109375	0.117188	0.015625	0.0703125	0	0.078125	0.0390625	0.109375	0.0234375	0.078125	0.046875	0.03125	0.0078125	0.0234375	0.0625	0.03125	0.015625	0.0078125	0	0.132812
1.10.10	115	0.0434783	0.0434783	0.0173913	0.0434783	0	0.0521739	0.104348	0.0434783	0.0173913	0.0434783	0.165217	0.156522	0.0173913	0.0521739	0.00869565	0.0434783	0.0347826	0	0.0521739	0.0608696
1.10.10	119	0.109244	0.0504202	0.0420168	0.0336134	0	0	0.0672269	0.0420168	0.0420168	0.109244	0.0840336	0.0840336	0.0168067	0.0168067	0.0336134	0.092437	0.0504202	0.00840336	0.0504202	0.0672269
1.10.10	104	0.0288462	0.0576923	0.0192308	0.0288462	0.00961538	0.0192308	0.134615	0.0576923	0.0288462	0.105769	0.144231	0.0576923	0	0.0192308	0.0384615	0.0673077	0.0769231	0.00961538	0.0384615	0.0576923
1.10.10	105	0.114286	0.047619	0.0380952	0.047619	0.00952381	0.0190476	0.047619	0.047619	0.00952381	0.047619	0.142857	0.0285714	0.0380952	0.0190476	0.0571429	0.104762	0.0857143	0	0.0380952	0.0571429
1.10.10	105	0.047619	0.047619	0.047619	0.0571429	0.00952381	0.0285714	0.104762	0	0.00952381	0.0952381	0.104762	0.142857	0.00952381	0.047619	0	0.0761905	0.047619	0	0.047619	0.0761905
1.10.10	142	0.056338	0.0633803	0.0352113	0.0774648	0.0140845	0.028169	0.0422535	0.0704225	0.0211268	0.0352113	0.105634	0.112676	0.0211268	0.0352113	0.056338	0.0492958	0.0422535	0.028169	0.0633803	0.0422535
1.10.10	103	0.0291262	0.106796	0.0194175	0.038835	0	0.0291262	0.106796	0.0776699	0.0582524	0.0194175	0.0873786	0.0194175	0.0485437	0.0485437	0.0485437	0.038835	0.0776699	0.00970874	0.0291262	0.106796
1.10.10	125	0.072	0.072	0.024	0.056	0.016	0.024	0.056	0.048	0.04	0.056	0.112	0.088	0.016	0.048	0.032	0.056	0.064	0.008	0.04	0.072
1.10.10	106	0.0566038	0.0660377	0.0754717	0.0754717	0.00943396	0.0566038	0.0283019	0.0566038	0.0283019	0.0660377	0.103774	0.0754717	0.0188679	0.0943396	0.0377358	0.0566038	0.0283019	0.0188679	0.0188679	0.0283019
1.10.10	105	0.0761905	0.0761905	0.0666667	0.047619	0.0190476	0.0380952	0.0666667	0.047619	0.0285714	0.0857143	0.0380952	0.0952381	0.047619	0.0285714	0.0571429	0.0571429	0.0190476	0.0571429	0.0190476	0.0285714
