2.40.100	0.784752	0.641093	0.929009	0.764586	0.508507	0.855197	0.701216	0.535287
2.40.100	0.783339	0.635806	0.931007	0.774587	0.524404	0.855171	0.696005	0.528615
2.40.100	0.782604	0.636781	0.930803	0.77461	0.538967	0.854671	0.702207	0.530518
2.40.100	0.782789	0.636245	0.931469	0.779895	0.536279	0.857865	0.700079	0.529321
2.40.100	0.783924	0.638165	0.931524	0.775714	0.532222	0.856901	0.70179	0.53371
2.40.100	0.783322	0.637506	0.928395	0.767157	0.5137	0.853266	0.698828	0.531641
2.40.100	0.781271	0.636542	0.930913	0.773091	0.523224	0.857618	0.703722	0.534063
2.40.100	0.783024	0.634849	0.92931	0.774635	0.524684	0.85362	0.695394	0.52693
2.40.100	0.783702	0.637596	0.927583	0.765144	0.503986	0.852856	0.697124	0.529992
2.40.100	0.781461	0.635	0.928524	0.770425	0.51503	0.854892	0.696671	0.528524
2.40.100	0.782948	0.633952	0.930649	0.774214	0.518948	0.850826	0.694838	0.527293
2.40.100	0.780438	0.634681	0.930122	0.77522	0.520556	0.856447	0.696854	0.530099
2.40.100	0.776066	0.623564	0.926216	0.763636	0.50628	0.84865	0.690064	0.504902
2.40.100	0.782129	0.634306	0.929878	0.771618	0.523011	0.853993	0.695529	0.527977
2.40.100	0.787621	0.637704	0.9219	0.746183	0.497249	0.840459	0.682355	0.516364
2.40.100	0.782766	0.634354	0.928946	0.766377	0.52082	0.84973	0.693831	0.525358
2.40.100	0.783041	0.63921	0.931575	0.77499	0.522975	0.854701	0.702204	0.538982
2.40.100	0.783923	0.645647	0.930571	0.766361	0.521444	0.856076	0.707283	0.550782
2.40.100	0.781906	0.63593	0.929045	0.7664	0.525092	0.856364	0.700501	0.53211
2.40.100	0.78201	0.64042	0.929283	0.769184	0.526102	0.856088	0.705981	0.54462
2.40.100	0.782248	0.635996	0.930076	0.767626	0.523929	0.856104	0.69759	0.530473
2.40.100	0.782828	0.636355	0.928176	0.767499	0.518004	0.852219	0.693401	0.5312
2.40.100	0.783672	0.636301	0.931293	0.771941	0.524222	0.852726	0.697555	0.529802
2.40.100	0.77512	0.640458	0.92038	0.747201	0.474599	0.856333	0.70735	0.548157
2.40.100	0.77556	0.625106	0.926952	0.77577	0.511543	0.850699	0.690618	0.513892
2.40.100	0.780111	0.637291	0.929924	0.770151	0.509692	0.85816	0.705633	0.536055
2.40.100	0.780797	0.63349	0.930188	0.776092	0.525594	0.857323	0.697908	0.530962
2.40.100	0.784254	0.634517	0.931307	0.777195	0.532584	0.854114	0.694819	0.525269
2.40.100	0.774133	0.619992	0.925271	0.770303	0.504957	0.843735	0.67651	0.513502
2.40.100	0.782994	0.635731	0.931299	0.775278	0.525287	0.855987	0.702854	0.528139
2.40.100	0.781375	0.63594	0.930677	0.771129	0.526674	0.856214	0.701675	0.534008
2.40.100	0.782023	0.636038	0.928901	0.771752	0.523687	0.854655	0.699547	0.5325
2.40.10	0.778032	0.615598	0.919394	0.754684	0.496735	0.835995	0.665739	0.473892
2.40.10	0.781704	0.617889	0.920164	0.756241	0.505441	0.835225	0.666381	0.464596
