2.60.120.10	0.0281414	0.132853	0.0968586	0.00850785	0.00196335	0.0052356	0.0818063	0.0235602	0.206806	0.00850785	0.0065445	0.0104712	0.072644	0.0543194	0.0582461	0.0163613	0.0346859	0.00458115	0.0124346	0.0706806	0	0.00327225	0.00065445	0	0.0143979	0.00458115	0.00327225	0.0065445	0.0111257	0.00719895	0	0.0013089	0.0039267	0.00327225	0.00196335	0	0	0.00065445	0	0.00065445	0.00196335	0
2.60.120.10	0.0416866	0.101102	0.0828941	0.0134164	0.00958313	0.0359368	0.0613321	0.0359368	0.18735	0.0201246	0.0138955	0.0220412	0.0622904	0.0186871	0.0440824	0.0196454	0.0364159	0.0301869	0.0100623	0.0675611	0	0.00431241	0.000958313	0.00287494	0.0033541	0.0124581	0.00191663	0.00383325	0.00766651	0.00958313	0.0134164	0.0134164	0.00191663	0.00383325	0.000958313	0.00143747	0.000479157	0.00143747	0	0.000958313	0.000479157	0.000479157
2.60.120.10	0.0416971	0.111924	0.108266	0.00877835	0.00804682	0.0219459	0.0709583	0.0241405	0.195318	0.0226774	0.0153621	0.0241405	0.0460863	0.0431602	0.038771	0.0321873	0.0563277	0.0314557	0.00877835	0.0453548	0.00146306	0.000731529	0	0	0.00219459	0.0051207	0.00219459	0	0.00438917	0.00658376	0.00585223	0.00658376	0.00292612	0.00438917	0.000731529	0.000731529	0	0.000731529	0	0	0	0
2.60.120.10	0.0539523	0.0857382	0.107068	0.00669176	0.0347135	0.0811376	0.0414053	0.019657	0.178168	0.0271853	0.02133	0.0238394	0.102468	0.00961941	0.02844	0.0271853	0.0405688	0.0167294	0.01422	0.0347135	0.000418235	0.00250941	0.00125471	0.00292765	0.00292765	0.00585529	0.00250941	0.00334588	0.00292765	0.00334588	0.00501882	0.00292765	0.00209118	0.00167294	0.00292765	0.00125471	0.000418235	0	0	0.000418235	0.000418235	0
2.60.120.10	0.0395299	0.0870726	0.0950855	0.00961538	0.00507479	0.0467415	0.0982906	0.0162927	0.129006	0.036859	0.0323184	0.0149573	0.0742521	0.0186966	0.0486111	0.0328526	0.0536859	0.0211004	0.0162927	0.0475427	0.000267094	0.00667735	0.000534188	0.00293803	0.00373932	0.0130876	0.00694444	0.00213675	0.0042735	0.00614316	0.00694444	0.00320513	0.00694444	0.00480769	0.00267094	0.00213675	0	0.000534188	0	0.00106838	0.000801282	0.000267094
2.60.120.10	0.040071	0.0869896	0.0862288	0.0109054	0.00786203	0.0461577	0.0918083	0.025615	0.122242	0.0261222	0.0207963	0.0273903	0.0989095	0.0385493	0.0446361	0.0266295	0.0403246	0.0167385	0.0169921	0.047933	0.000253614	0.00735481	0.000760842	0.00228253	0.00659396	0.00963733	0.00583312	0.00634035	0.00811565	0.00431144	0.00380421	0.00405782	0.00532589	0.00634035	0.00278975	0.00101446	0	0.000507228	0.000253614	0.000253614	0.00101446	0.000253614
2.60.120.10	0.120773	0.0982287	0.132045	0.00805153	0.0322061	0.149758	0.0305958	0.00966184	0.173913	0.00322061	0.0241546	0	0.0241546	0.020934	0.041868	0.00805153	0.0338164	0.0273752	0.00805153	0.0144928	0	0.00805153	0	0.00161031	0.00322061	0	0	0.00322061	0	0.00161031	0.0112721	0.00161031	0.00161031	0	0.00644122	0	0	0	0	0	0	0
2.60.120.10	0.0415335	0.110224	0.109425	0.00638978	0.00798722	0.0103834	0.0670927	0.0119808	0.214058	0.0351438	0.00958466	0.00319489	0.0607029	0.0790735	0.0399361	0.0223642	0.0439297	0.0303514	0.0103834	0.0439297	0.000798722	0.00479233	0	0.00159744	0.00638978	0.00798722	0.00239617	0.000798722	0.00159744	0.00239617	0.00319489	0	0.000798722	0.00479233	0.00239617	0.000798722	0	0	0	0	0.00159744	0
2.60.120.10	0.0596491	0.0810207	0.0902711	0.00956938	0.0248804	0.0555024	0.0472089	0.0223285	0.128549	0.0239234	0.0376396	0.0220096	0.0909091	0.0513557	0.0411483	0.0274322	0.0392344	0.0267943	0.0204147	0.0338118	0	0.00191388	0.000956938	0.00318979	0.00350877	0.0076555	0.00669856	0.00287081	0.00318979	0.00414673	0.00956938	0.0076555	0.00414673	0.00478469	0.00255183	0.000637959	0	0.000956938	0.000318979	0.00127592	0	0.000318979
2.60.120.10	0.0502173	0.0994689	0.115403	0.0057943	0.0400773	0.0729116	0.0313858	0.0164172	0.184935	0.0217286	0.0207629	0.0226944	0.0941574	0.01014	0.0371801	0.0289715	0.0405601	0.0188315	0.0140029	0.0366972	0	0.00193143	0.000965717	0.00144858	0.00241429	0.00724288	0.00338001	0.00434573	0.00289715	0.00193143	0.00434573	0.00289715	0.00241429	0.000482859	0.000965717	0	0	0	0	0	0	0
