3.30.1330	0	0	0	0	0	0	0	165	165	165	165	165	165	167	180	231	299	393	473	544	604	654	696	738	766	794	828	875	912	949	995	1054	1115	1187	1250	1336	1430	1529	1626	1713	1825	1903	1982	2052	2141	2201	2279	2368	2466	2554	2646	2733	2837	2930	3043	3135	3234	3337	3442	3567	3678	3794	3904	4023	4141	4259	4354	4458	4564	4668	4784	4879	4986	5105	5214	5328	5453	5557	5661	5770	5895	6005	6124	6241	6367	6471	6578	6696	6808	6896	6999	7108	7217	7331	7433	7544	7651	7756	7849	7950	8056	8170	8268	8366	8465	8561	8650	8745	8823	8914	8994	9085	9171	9256	9345	9457	9533	9620	9694	9799	9882	9944	10020	10087	10159	10240	10313	10386	10452	10520	10605	10669	10728	10781	10829	10901	10966	11028	11081	11128	11188	11251	11303	11361	11419	11480	11541	11584	11641	11691	11738
3.30.1330	0	0	0	0	0	0	0	126	126	126	126	126	126	126	138	197	249	319	368	421	471	513	535	562	595	620	646	660	680	708	734	776	825	872	932	1002	1062	1134	1205	1269	1338	1408	1472	1528	1587	1650	1713	1767	1826	1876	1928	2001	2075	2150	2221	2305	2368	2441	2510	2594	2671	2750	2826	2913	3000	3062	3137	3222	3301	3375	3437	3508	3584	3668	3736	3807	3887	3957	4020	4114	4187	4253	4322	4397	4468	4541	4605	4681	4743	4812	4873	4949	5006	5074	5142	5205	5271	5339	5396	5441	5492	5552	5599	5655	5717	5773	5818	5876	5930	5991	6037	6075	6134	6193	6241	6292	6337	6387	6427	6466	6508	6545	6582	6624	6662	6701	6752	6799	6843	6879	6917	6962	7007	7036	7076	7100	7127	7155	7184	7212	7237	7264	7293	7317	7342	7366	7382	7406	7437	7465	7495
3.30.1330	0	0	0	0	0	0	0	122	122	122	122	122	124	131	153	201	243	306	355	404	439	463	504	534	562	595	616	643	670	698	723	759	804	849	898	954	1009	1061	1117	1189	1254	1315	1374	1420	1482	1540	1592	1647	1704	1770	1839	1904	1972	2039	2111	2179	2255	2324	2396	2476	2543	2622	2684	2756	2828	2896	2964	3032	3095	3174	3250	3332	3408	3498	3573	3646	3718	3780	3854	3908	3966	4034	4117	4183	4262	4340	4412	4476	4538	4595	4660	4720	4791	4850	4918	4991	5052	5113	5169	5229	5290	5348	5411	5470	5530	5589	5653	5717	5785	5838	5886	5934	5987	6060	6092	6138	6191	6247	6280	6322	6371	6415	6456	6504	6550	6585	6631	6661	6694	6731	6772	6807	6845	6877	6907	6938	6958	6989	7018	7046	7065	7087	7105	7128	7145	7174	7188	7208	7234	7250	7271
3.30.1330	0	0	0	0	0	0	0	124	124	124	124	124	125	128	161	209	287	348	402	445	493	528	566	595	635	659	682	715	733	766	795	833	864	924	1000	1084	1152	1223	1296	1373	1438	1506	1577	1621	1683	1743	1818	1893	1953	2019	2093	2173	2257	2340	2432	2498	2578	2668	2754	2835	2923	3020	3111	3206	3286	3372	3455	3557	3634	3715	3803	3863	3952	4047	4146	4228	4334	4398	4483	4568	4641	4715	4793	4877	4945	5029	5113	5198	5283	5342	5444	5535	5609	5681	5747	5834	5912	5987	6050	6119	6180	6241	6313	6377	6433	6494	6554	6612	6658	6712	6758	6810	6852	6907	6955	7004	7046	7083	7118	7160	7194	7240	7274	7297	7327	7356	7384	7405	7425	7447	7474	7488	7504	7519	7534	7551	7567	7580	7591	7608	7617	7626	7630	7637	7643	7650	7655	7660	7666	7673	7679
3.30.1330	0	0	0	0	0	0	0	155	155	155	155	155	156	159	179	238	305	401	486	543	601	652	698	743	780	827	877	898	933	972	1018	1065	1106	1174	1263	1370	1463	1547	1647	1739	1832	1927	2002	2087	2169	2257	2342	2433	2516	2622	2695	2794	2892	2995	3112	3244	3347	3454	3580	3682	3790	3912	4037	4146	4256	4384	4497	4614	4717	4832	4925	5033	5153	5261	5393	5502	5622	5742	5854	5972	6076	6172	6297	6404	6527	6639	6742	6860	6968	7094	7206	7298	7404	7509	7602	7682	7769	7860	7948	8054	8171	8258	8356	8456	8539	8642	8732	8825	8894	8986	9058	9142	9225	9293	9369	9454	9535	9599	9682	9754	9818	9880	9953	10016	10077	10142	10208	10273	10335	10402	10460	10523	10586	10643	10698	10753	10802	10866	10919	10965	11009	11049	11100	11152	11193	11228	11264	11305	11347	11390	11434
3.30.1330	0	0	0	0	0	0	0	149	150	150	150	150	150	157	178	233	299	381	456	518	579	630	671	715	755	791	831	866	895	926	964	1013	1062	1129	1205	1318	1398	1505	1589	1676	1786	1853	1921	1988	2057	2140	2239	2333	2431	2508	2591	2696	2767	2863	2971	3050	3174	3282	3384	3488	3592	3707	3827	3925	4048	4146	4267	4382	4479	4585	4685	4779	4908	5030	5134	5252	5355	5440	5536	5650	5762	5876	5990	6078	6178	6286	6389	6489	6617	6717	6823	6931	7016	7103	7193	7289	7374	7469	7562	7644	7741	7838	7925	8006	8077	8164	8251	8336	8411	8495	8561	8639	8712	8785	8851	8919	8987	9065	9128	9191	9267	9336	9400	9472	9526	9585	9634	9687	9736	9784	9852	9912	9956	10000	10046	10102	10147	10200	10249	10291	10341	10379	10414	10455	10487	10523	10555	10585	10631	10652	10681
3.30.1330	0	0	0	0	0	0	0	129	129	129	129	129	129	146	167	208	275	338	394	433	461	496	528	563	607	632	665	701	728	762	801	843	886	930	984	1065	1128	1196	1278	1336	1421	1490	1556	1611	1666	1740	1806	1884	1955	2027	2090	2147	2227	2300	2382	2475	2582	2670	2753	2840	2927	3018	3096	3180	3266	3354	3436	3526	3603	3706	3789	3857	3952	4036	4125	4207	4295	4370	4461	4534	4620	4699	4798	4866	4946	5026	5129	5213	5279	5360	5430	5494	5556	5640	5716	5792	5869	5941	6020	6090	6146	6202	6270	6344	6395	6462	6527	6591	6648	6708	6766	6835	6886	6951	7001	7041	7095	7149	7195	7239	7285	7330	7387	7434	7478	7525	7554	7593	7628	7665	7704	7732	7767	7807	7834	7852	7887	7920	7940	7962	7983	8013	8029	8051	8068	8085	8100	8127	8145	8159	8175
3.30.1330	0	0	0	0	0	0	0	125	125	125	125	125	126	129	143	188	235	308	364	425	474	510	542	567	602	632	666	695	714	741	772	805	846	900	957	1028	1093	1174	1251	1323	1399	1465	1531	1589	1645	1701	1776	1837	1912	1976	2041	2102	2182	2244	2328	2402	2482	2552	2631	2726	2815	2883	2978	3060	3142	3235	3306	3395	3478	3555	3647	3729	3798	3880	3953	4039	4121	4202	4271	4339	4417	4481	4560	4645	4713	4798	4865	4948	5021	5092	5160	5250	5312	5384	5449	5510	5571	5641	5708	5777	5850	5910	5969	6037	6087	6145	6196	6261	6311	6370	6422	6464	6519	6577	6630	6678	6740	6775	6823	6864	6904	6948	6986	7037	7077	7111	7144	7180	7209	7232	7279	7314	7352	7382	7406	7425	7453	7475	7499	7521	7534	7562	7588	7601	7618	7633	7640	7656	7670	7680	7700
3.30.1330	0	0	0	0	0	0	0	118	118	118	118	118	118	121	139	184	250	317	381	430	473	506	537	565	593	623	645	674	708	729	760	798	842	902	964	1026	1104	1175	1239	1300	1374	1449	1512	1585	1639	1711	1780	1847	1900	1952	2024	2102	2185	2257	2340	2424	2489	2574	2640	2726	2815	2885	2971	3059	3148	3231	3327	3404	3483	3553	3623	3686	3758	3850	3929	4019	4089	4182	4253	4328	4395	4477	4562	4639	4718	4811	4879	4940	5013	5079	5154	5213	5287	5364	5435	5493	5558	5630	5708	5775	5839	5887	5953	6004	6063	6108	6161	6208	6259	6308	6354	6408	6444	6480	6516	6556	6596	6627	6658	6687	6717	6744	6774	6794	6812	6829	6845	6864	6875	6886	6895	6907	6917	6927	6937	6945	6948	6956	6963	6975	6982	6985	6989	6995	6996	6998	6998	7002	7004	7008	7012
3.30.1330	0	0	0	0	0	0	0	132	132	132	132	132	133	136	154	191	237	311	366	415	470	502	543	577	614	642	673	701	725	756	789	820	858	907	957	1032	1109	1189	1267	1341	1409	1497	1559	1618	1675	1734	1804	1866	1950	2029	2087	2157	2234	2311	2405	2496	2576	2643	2713	2799	2885	2988	3075	3152	3241	3337	3419	3505	3582	3676	3770	3858	3947	4032	4107	4198	4295	4381	4448	4526	4600	4674	4750	4829	4920	5013	5078	5159	5246	5328	5393	5476	5548	5605	5693	5778	5866	5942	6014	6076	6147	6214	6279	6325	6392	6456	6515	6581	6643	6712	6772	6845	6910	6969	7037	7085	7142	7190	7235	7288	7351	7407	7455	7503	7546	7591	7631	7689	7737	7774	7815	7851	7885	7920	7963	8009	8042	8076	8098	8132	8161	8182	8208	8230	8256	8278	8298	8334	8354	8372	8393
