b.1.1.1	92.116	50.646	-35.31	154.88	35.745	142.57	-12.504	-20.004	91.963	-38.254	34.647	-22.212	-19	-6.6295	10.052	11.066	21.788	6.4263	1.1693	-9.1468	-3.3693	-9.256	5.991	-5.2938	3.2422	4.5864	-11.68	-1.6327	5.0457	-5.7577	0.72544
b.1.1.1	93.996	50.113	-39.863	166.89	45.912	146.45	-16.31	-21.426	99.392	-40.341	36.881	-16.935	-27.458	-6.7715	15.319	11.704	17.203	8.9791	4.8677	-5.8241	0.49961	-14.159	-5.8377	-3.1476	-3.2806	5.9318	-11.009	-1.3602	5.3535	-4.5367	3.152
b.1.1.1	91.564	25.431	-49.411	160.55	38.193	144.07	-10.668	-25.522	95.878	-41.954	43.333	-24.249	-23.235	6.4424	17.401	12.78	3.1736	10.857	-2.2191	2.3233	3.0602	-16.513	-1.4375	7.2496	3.0691	1.7941	-11.256	-10.007	-2.4188	-0.97698	5.7508
b.1.1.1	90.724	48.558	-37.508	160.28	37.564	147.18	-13.974	-19.198	94.882	-39.694	44.715	-18.71	-18.753	-2.533	10.409	8.8258	18.759	5.2292	-0.19868	-6.7485	-0.55467	-9.8632	4.8331	-3.1872	2.3279	4.6131	-13.469	-2.64	5.9344	-6.4347	0.19282
b.1.1.1	92.389	53.22	-40.75	183.33	50.897	156.02	-15.828	-18.536	104.35	-41.28	50.193	-17.435	-21.488	-6.5693	11.043	8.0125	18.34	3.157	6.9982	-7.8679	2.6506	-7.2757	-7.1058	-3.7687	-3.222	5.0141	-12.172	-0.34934	4.1913	-4.1311	4.164
b.1.1.1	94.779	43.082	-44.671	170.96	50.874	150.11	-24.303	-24.936	104.59	-42.202	39.604	-20.941	-31.182	-4.4052	18.861	14.234	13.727	13.21	4.7718	-0.52697	-5.4088	-14.928	-15.909	-2.9316	-5.1608	10.438	-8.1002	-1.6445	4.2757	-0.89959	5.7874
b.1.1.1	91.564	38.82	-37.415	150.39	31.285	136.51	-14.159	-19.11	91.744	-32.465	34.518	-9.5808	-26.85	-5.0194	13.623	8.8546	15.661	9.1142	2.5994	-6.0921	-0.45936	-15.312	-3.7992	-5.08	2.2809	6.6615	-8.8438	-1.777	4.7025	-4.0853	0.99775
b.1.1.1	92.661	40.8	-47.586	160.14	38.382	140.8	-7.4833	-16.837	94.254	-33.182	37.376	-16.437	-13.806	-0.043251	12.797	2.3647	8.4124	1.5954	4.5058	-3.5636	4.7487	-5.746	-10.317	4.8478	-5.9812	3.1248	-11.116	-1.1747	2.6143	-0.45054	5.0321
b.1.1.1	91.286	46.243	-34.417	153.31	31.676	138.76	-4.5621	-16.098	88.812	-35.174	35.567	-15.048	-14.862	-3.4143	9.3719	5.3822	15.735	3.1665	1.92	-5.6993	1.5016	-7.9977	2.7883	-1.2449	-1.4746	4.6547	-13.592	-2.5214	4.5656	-7.1334	2.2135
b.1.1.1	92.661	43.641	-37.348	165.89	42.924	146.41	-13.296	-16.814	97.993	-31.802	36.254	-19.332	-17.825	-4.5477	9.4274	6.3037	13.469	4.3019	3.3779	-5.2377	-0.76723	-4.9112	-6.16	-1.9811	1.6757	3.3759	-11.826	-2.4504	7.4994	-5.0157	3.1576
b.1.1.1	92.116	38.766	-47.929	167.36	47.802	153.49	-13.783	-21.75	108.74	-42.481	39.304	-22.441	-20.96	0.28291	10.244	8.0442	11.044	3.1584	5.9544	4.0579	3.9426	-2.0295	-11.397	-5.648	-7.3174	5.2832	-10.924	0.21634	2.9484	-0.81361	4.015
b.1.1.1	90.724	42.642	-38.788	157.48	34.959	143.17	-12.08	-19.333	93.425	-37.235	36.867	-17.485	-19.703	-1.1131	11.626	8.4792	14.913	5.4074	-0.54934	-4.4583	-0.74452	-10.126	2.9875	-2.902	1.7054	3.825	-12.509	-2.4857	4.5078	-6.7668	2.5082
b.1.1.1	94.52	36.884	-42.174	165.58	46.772	146.25	-19.915	-23.812	101.33	-38.586	36.93	-21.206	-28.702	-2.6881	14.931	13.949	13.036	11.998	-1.1039	-1.9547	-3.569	-13.514	-4.2801	-2.82	3.0364	6.0668	-9.3195	-4.8053	4.2444	-2.4485	2.7651
b.1.1.1	91.564	53.279	-38.816	151.47	33.796	140.23	-14.08	-22.812	94.737	-38.036	31.09	-15.828	-31.599	-10.205	21.238	14.927	23.657	16.668	2.3421	-15.057	-6.3724	-23.168	-1.0717	-4.5946	6.0143	9.5594	-11.614	-2.0603	6.6359	-5.5047	1.2723
b.1.1.1	92.661	45.261	-25.518	164.91	43.37	146.44	-10.909	-15.8	101.33	-35.373	36.271	-15.946	-17.836	-4.7299	9.32	4.7744	12.664	2.3413	5.7379	-6.0279	1.0971	-4.5608	-6.3457	-2.8461	-1.8119	6.2586	-10.236	-0.88571	6.8739	-7.0716	1.0538
b.1.1.1	90.724	42.164	-39.234	153.93	32.188	140.94	-9.5717	-17.635	90.413	-34.501	36.193	-16.052	-17.188	-0.98718	10.971	7.3227	13.961	5.1008	-3.5093	-1.9559	-1.1211	-9.8014	4.9846	-2.708	2.2557	3.2318	-12.916	-2.7228	3.5366	-6.4776	2.0388
b.1.1.1	91.841	45.887	-38.687	159.41	39.104	147.46	-9.3148	-24.186	94.98	-46.248	46.584	-23.896	-23.82	-2.8503	18.1	13.313	19.429	9.5014	0.11784	-8.4145	0.095796	-15.9	-3.298	2.3091	6.2293	5.8579	-12.704	-2.9798	3.9376	-2.154	-3.3966
b.1.1.1	91.286	-37.26	-30.116	149.57	31.491	136.22	-34.738	-25.97	95.486	-35.711	40.381	-12.414	-26.25	20.54	13.623	7.369	-12.528	4.1898	-1.6252	10.151	1.6602	-8.307	-5.7257	-5.6019	0.05315	2.4744	1.6809	-1.6618	6.3506	-3.3059	-7.442
b.1.1.1	91.286	50.245	-30.986	151.73	30.78	137.86	-9.4977	-15.758	88.577	-33.86	39.403	-13.876	-17.181	-5.4021	9.6634	5.853	19.586	3.5492	2.5754	-9.748	0.44364	-9.0105	4.987	-1.0417	-1.9971	5.0054	-13.165	-1.2464	6.0455	-8.7724	1.944
b.1.1.1	90.724	42.195	-41.787	155.84	34.068	143.31	-12.731	-19.695	92.033	-37.253	34.292	-18.375	-18.582	1.5909	12.345	8.4969	14.578	6.0365	-3.5344	-4.2305	-2.0164	-10.482	3.1363	-3.2326	4.3672	3.9206	-12.968	-3.7188	5.6184	-4.1225	-0.40891
b.1.1.1	94.779	47.49	-35.247	168.88	49.678	147.99	-23.213	-22.718	104.5	-39.211	37.973	-14.733	-34.541	-8.2843	17.674	13.354	18.71	13.606	5.9972	-5.7714	-6.5248	-16.593	-6.35	-5.1568	-9.2362	11.87	-5.7391	-0.13513	5.5399	-3.9848	-0.9807
b.1.1.1	91.006	52.791	-28.654	166.98	42.273	149.69	-16.447	-16.337	100.13	-38.653	43.352	-17.608	-15.78	-6.9032	8.126	5.9203	19.386	1.6597	5.177	-8.4772	1.5286	-1.9862	-3.0072	-2.9431	2.5962	3.0272	-13.395	-1.147	5.2755	-9.2829	4.8619
b.1.1.1	90.724	50.092	-33.507	158.13	36.591	146.65	-13.887	-18.81	94.638	-39.17	35.595	-16.942	-20.712	-2.1997	10.943	8.1721	17.713	5.6138	-0.37707	-4.8257	-1.0378	-10.779	6.118	-5.4996	1.8342	4.6929	-13.705	-1.8314	4.8726	-6.0636	-1.0084
b.1.1.1	90.44	47.712	-37.208	158.25	34.973	143.81	-10.209	-17.735	93.152	-36.218	36.364	-17.973	-17.398	-3.8071	10.966	7.6575	17.026	4.4787	0.05615	-5.9053	-0.8516	-8.6143	3.5983	-2.3593	0.80145	3.6048	-13.341	-2.2462	4.9583	-7.8868	3.9826
b.1.1.1	93.466	49.368	-33.868	170.22	47.841	150.97	-22.119	-20.641	101.64	-41.712	36.405	-16.03	-26.323	-5.413	13.608	10.881	15.987	7.1365	2.4033	-4.1899	-0.13793	-10.647	-4.0315	-2.9823	-2.8519	4.0694	-12.248	-1.4526	5.5733	-5.6913	3.3591
b.1.1.1	94.779	42.976	-31.98	161.07	43.803	143.84	-19.169	-20.918	96.209	-36.146	36.976	-16.124	-28.261	-7.5273	14.95	11.657	15.475	10.204	5.3368	-6.4524	-3.3082	-13.978	-4.3791	-2.798	-3.5456	8.411	-6.6802	-1.73	4.0113	-3.5538	-0.11989
b.1.1.1	92.116	44.217	-35.986	152.02	33.22	139.66	-12.542	-18.846	89.707	-35.869	33.265	-18.668	-17.442	-3.1222	9.7296	8.3694	17.577	5.053	1.4185	-6.3872	-1.3858	-8.4688	3.0273	-3.5254	1.4887	3.5902	-11.886	-1.9515	4.0823	-4.8627	1.8973
b.1.1.1	92.661	33.043	-43.384	156.46	37.781	143.74	-20.356	-21.604	92.915	-34.522	36.302	-18.662	-23.379	-2.282	10.424	11.109	12.356	7.5306	0.89094	-1.9309	-0.49319	-9.3695	-4.391	-0.98273	2.6165	1.9765	-11.507	-2.3212	5.4307	-2.0052	2.4591
b.1.1.1	93.996	43.709	-35.079	168.64	49.354	150.12	-18.354	-25.838	105.94	-45.362	36.784	-21.799	-33.438	-6.5152	18.892	16.709	18.146	15.037	3.1199	-6.4632	-4.7983	-18.326	-4.5575	-3.1308	-1.472	8.4028	-9.1266	-2.4376	5.4341	-5.6848	1.7552
b.1.1.1	92.389	47.731	-32.16	151.12	33.865	139.85	-9.3962	-16.377	90.933	-33.354	32.148	-15.464	-17.872	-4.8795	8.8496	6.8034	16.115	4.3981	-0.044283	-3.2583	-0.27187	-8.5856	2.9579	-5.0141	3.2114	4.228	-11.608	-1.2887	1.5821	-5.3281	-0.67009
b.1.1.1	90.155	29.383	-29.696	141.53	21.388	131	-9.7971	-19.66	85.22	-32.766	40.374	-18.261	-18.655	-5.4414	8.7664	11.067	8.9796	4.9464	0.67726	-0.2974	0.17943	-9.1516	0.57672	-9.4051	2.4536	6.3053	-4.5795	-2.1201	1.151	1.6913	-3.0486
b.1.1.1	92.389	59.655	-34.839	183.82	51.274	158.23	-12.444	-15.658	103.48	-37.934	50.701	-16.584	-19.503	-9.3845	10.077	6.5442	18.745	2.4203	7.6227	-8.2794	1.3069	-5.672	-5.2938	-6.2409	-2.8271	6.1652	-11.608	-0.054921	3.5257	-4.1558	2.3643
b.1.1.1	90.724	48.341	-36.35	154.78	32.985	142.67	-10.499	-16.918	90.211	-35.284	37.606	-15.335	-17.601	-4.0372	10.051	7.2692	17.174	4.6085	-1.0351	-4.1617	-0.38249	-9.2798	4.3058	-2.886	-0.083065	3.7722	-13.189	-1.8457	3.7347	-5.9809	1.6779
b.1.1.1	92.661	31.157	-26.558	163.46	44.831	148.95	-28.109	-24.052	105.39	-42.336	39.866	-16.994	-31.189	-1.9127	14.247	13.766	11.227	9.3675	0.77897	-1.2829	-1.5631	-13.993	-0.22807	-5.8846	-3.1332	8.0735	-5.3704	-1.571	-1.6953	-3.2661	0.78725
b.1.1.1	91.006	50.157	-37.295	158.99	37.364	146.96	-9.5771	-18.233	94.229	-38.311	41.592	-20.141	-16.449	-3.7996	10.824	7.5083	19.14	4.8406	1.289	-5.175	-0.88292	-8.8567	2.0656	-3.7744	0.50114	5.2563	-12.73	-3.1514	3.5488	-5.9919	1.8247
b.1.1.1	94.779	42.35	-47.347	173.13	51.842	151.39	-23.678	-25.038	103.84	-41.718	39.299	-21.728	-30.994	-2.8907	19.348	14.993	12.4	15.277	-0.052285	1.2675	-6.7633	-16.917	-10.049	-3.0183	-2.6559	7.7405	-9.4416	-4.3302	4.3556	-0.43043	5.4089
b.1.1.1	90.44	48.855	-38.218	155.56	33.24	142.61	-9.1795	-16.114	91.663	-33.866	38.396	-16.071	-15.773	-2.9362	9.3375	6.2572	17.518	4.3823	-2.6341	-5.4078	-1.1017	-8.6132	4.882	-0.89884	3.1387	3.3458	-13.648	-2.1903	4.8446	-7.7889	2.264
b.1.1.1	93.466	38.868	-46.051	170.48	48.584	151.92	2.7777	-25.724	103.17	-45.62	42.992	-35.546	-19.69	-1.9885	15.066	17.039	8.9101	10.955	-4.6819	-3.1444	-4.3437	-12.207	7.0624	-0.91503	7.697	0.47635	-9.5358	-6.0238	1.267	-3.7524	4.1455
b.1.1.1	95.295	25.414	-13.61	137.55	28.204	126.77	-5.2492	-13.862	85.934	-27.904	32.764	-11.278	-13.543	-3.1607	6.3296	1.3679	5.2846	-0.54214	10.399	-1.1153	5.3224	-2.5071	-3.6653	-7.4095	-8.9319	5.4175	-5.4878	1.0792	3.5311	0.57694	-6.1265
b.1.1.1	90.724	45.679	-36.419	161.43	38.482	147.7	-13.603	-19.13	96.458	-38.034	42.583	-19.635	-19.644	-3.6053	10.874	9.4078	16.845	5.1169	-0.53709	-4.8925	-1.5979	-8.7519	3.8443	-4.1165	0.57652	3.8106	-12.504	-1.8115	5.4158	-6.8351	2.4102
b.1.1.1	92.389	50.932	-32.731	173.46	47.149	152.01	-12.541	-17.531	101.96	-38.428	46.482	-17.288	-21.386	-7.7953	11.032	7.9108	18.321	3.588	5.3188	-6.9001	0.99662	-7.2417	-3.8307	-5.8184	-0.46746	5.0252	-12.132	-0.83739	2.8301	-5.1848	4.088
b.1.1.1	90.44	56.16	-32.914	157.03	34.366	144.37	-9.6347	-15.297	91.801	-36.276	40.654	-16.109	-14.421	-5.2528	7.2746	4.788	19.991	2.8627	2.671	-7.0394	0.35492	-5.687	3.4489	-3.5593	-1.0214	3.7533	-13.445	-1.0343	5.4087	-6.6884	0.35414
b.1.1.1	91.006	45.13	-41.49	161.78	39.545	147.59	-11.922	-21.73	98.755	-40.745	40.785	-21.96	-22.621	-2.8694	15.221	11.07	18.334	7.7247	1.6299	-7.5264	-0.54213	-13.555	-0.60662	-0.21894	0.05118	5.443	-12.381	-4.5849	4.7377	-7.0911	6.301
