b.1.1.1	0.646001	0.515108	0.769899	0.639742	0.422791	0.704707	0.566713	0.405919	0.88756	0.855248	0.567192	0.793009	0.827219	0.702746	0.437434	0.636701	0.690192	0.628299	0.724352	0.258205	0.560353	0.395183	0.592494	0.623397	0.377691	0.523442	0.369799	0.384921	0.16772	
b.1.1.1	0.647097	0.522478	0.770351	0.63579	0.415077	0.707422	0.574979	0.419761	0.887937	0.851812	0.552328	0.795101	0.831263	0.697566	0.433569	0.62841	0.693887	0.629723	0.728007	0.188889	0.550069	0.400903	0.599012	0.633706	0.380905	0.53696	0.384904	0.403302	0.178764	
b.1.1.1	0.645799	0.515581	0.769549	0.633118	0.418339	0.705301	0.568712	0.403233	0.887134	0.849299	0.55396	0.797498	0.82908	0.694386	0.437534	0.622168	0.692854	0.62704	0.723792	0.2153	0.560111	0.386939	0.590146	0.631119	0.377478	0.522932	0.37408	0.385938	0.155243	
b.1.1.1	0.643632	0.514917	0.767777	0.642978	0.420008	0.706023	0.569974	0.409923	0.883893	0.857918	0.587615	0.797637	0.829571	0.712948	0.435089	0.639531	0.696679	0.63393	0.72679	0.272117	0.558572	0.404016	0.599082	0.630363	0.389014	0.536133	0.376269	0.393452	0.17805	
b.1.1.1	0.646174	0.518391	0.770803	0.639191	0.420202	0.703443	0.567558	0.408451	0.889171	0.85647	0.570529	0.791077	0.828919	0.702554	0.449481	0.637868	0.688087	0.623495	0.724185	0.232688	0.557713	0.395698	0.586195	0.623373	0.382738	0.522809	0.374349	0.383732	0.153956	
b.1.1.1	0.65279	0.517307	0.773856	0.640562	0.426283	0.701199	0.561785	0.387427	0.889185	0.853094	0.564985	0.78363	0.823053	0.693	0.433333	0.636256	0.678045	0.608441	0.714887	0.20967	0.556075	0.38316	0.563051	0.610332	0.380947	0.495164	0.365005	0.345493	0.140728	
b.1.1.1	0.652615	0.51609	0.771091	0.637338	0.422392	0.698367	0.557566	0.394482	0.885784	0.849361	0.557566	0.77302	0.815963	0.689115	0.430048	0.636024	0.666814	0.598953	0.707152	0.22961	0.544674	0.376397	0.571138	0.599064	0.370886	0.503775	0.350198	0.35873	0.160395	
b.1.1.1	0.647307	0.518696	0.770321	0.634859	0.404064	0.70687	0.57161	0.408834	0.886201	0.850924	0.552659	0.795006	0.828851	0.697691	0.451848	0.615823	0.690265	0.62921	0.724985	0.13945	0.54465	0.396376	0.595166	0.633074	0.366864	0.530293	0.351817	0.393654	0.180173	
b.1.1.1	0.647882	0.511445	0.76987	0.638404	0.427253	0.699503	0.559084	0.383637	0.884749	0.853588	0.568423	0.785523	0.821301	0.700063	0.437625	0.64386	0.676046	0.612905	0.711818	0.238462	0.553688	0.376589	0.565466	0.609237	0.405516	0.500477	0.357549	0.34961	0.122072	
b.1.1.1	0.648499	0.51534	0.770981	0.637931	0.423513	0.703405	0.563724	0.399183	0.888541	0.851625	0.571907	0.790785	0.826733	0.696814	0.431733	0.635075	0.683623	0.620573	0.718801	0.229257	0.554834	0.38175	0.585453	0.614682	0.383869	0.516938	0.357116	0.377351	0.120429	
b.1.1.1	0.641667	0.512729	0.7673	0.644707	0.415522	0.708478	0.571761	0.411132	0.885715	0.859079	0.582118	0.807431	0.83108	0.720201	0.446815	0.626342	0.708383	0.64551	0.733163	0.19418	0.559397	0.409835	0.608409	0.642209	0.3892	0.541132	0.375641	0.407179	0.135726	
b.1.1.1	0.646316	0.512741	0.769738	0.632471	0.420918	0.700333	0.55791	0.395625	0.887597	0.851099	0.559288	0.784799	0.823947	0.688558	0.439948	0.64251	0.67414	0.613527	0.715365	0.267675	0.552339	0.37098	0.583434	0.611538	0.384163	0.504926	0.334683	0.372264	0.121883	
b.1.1.1	0.648233	0.517346	0.772292	0.641131	0.431539	0.703302	0.567793	0.405542	0.890543	0.856599	0.566174	0.791274	0.828075	0.699932	0.446429	0.644099	0.687741	0.619216	0.7215	0.256991	0.567448	0.391555	0.581131	0.624046	0.386967	0.521767	0.375915	0.381116	0.178386	
b.1.1.1	0.645678	0.518074	0.767338	0.634721	0.391687	0.704672	0.563381	0.414126	0.881897	0.852022	0.567906	0.789969	0.825807	0.700806	0.438227	0.606185	0.685319	0.625054	0.715603	0.202475	0.534025	0.384222	0.597078	0.620476	0.340409	0.521411	0.326548	0.392704	0.202475	
b.1.1.1	0.647959	0.519098	0.771224	0.636482	0.415109	0.70378	0.567895	0.405876	0.88812	0.853193	0.565084	0.78849	0.827381	0.689585	0.434636	0.634227	0.685917	0.620828	0.720952	0.240824	0.550101	0.385883	0.581696	0.623054	0.352685	0.521275	0.372664	0.370251	0.169019	
b.1.1.1	0.64796	0.509532	0.770061	0.641538	0.434535	0.6963	0.557271	0.381928	0.885547	0.856692	0.578243	0.77786	0.819399	0.695641	0.425101	0.654105	0.675255	0.601266	0.70957	0.2726	0.555829	0.384219	0.564732	0.603645	0.388629	0.498494	0.36814	0.353407	0.122258	
b.1.1.1	0.658065	0.50709	0.773597	0.629088	0.420991	0.687771	0.536055	0.337861	0.885115	0.844115	0.538905	0.76498	0.803415	0.662915	0.414796	0.629934	0.64298	0.565975	0.682601	0.06438	0.535183	0.342626	0.496643	0.568865	0.365191	0.428655	0.312757	0.251525	0.10204	
b.1.1.1	0.651152	0.499115	0.770699	0.639987	0.413863	0.691314	0.536664	0.345593	0.884924	0.854421	0.565022	0.779116	0.808887	0.688281	0.418354	0.633436	0.661857	0.589773	0.691058	0.175648	0.533539	0.351296	0.540368	0.58096	0.349434	0.448601	0.30701	0.30701	0	
b.1.1.1	0.646258	0.511338	0.77022	0.636634	0.426637	0.699995	0.560522	0.392196	0.887323	0.853504	0.557169	0.787332	0.824937	0.693967	0.445603	0.642534	0.681363	0.613392	0.715611	0.266016	0.564163	0.386098	0.57773	0.612765	0.385039	0.510074	0.364739	0.36061	0.156556	
b.1.1.1	0.64626	0.515403	0.768997	0.63855	0.418235	0.704923	0.571214	0.402136	0.886236	0.851476	0.565894	0.793755	0.825604	0.70157	0.432998	0.626227	0.692837	0.625716	0.724346	0.215605	0.557318	0.402136	0.58905	0.630874	0.367375	0.524705	0.381288	0.397818	0.0953219	
b.1.1.1	0.64974	0.517624	0.77277	0.644586	0.441318	0.703039	0.570805	0.396123	0.890326	0.856551	0.5766	0.78848	0.825854	0.700553	0.443302	0.655723	0.688224	0.61898	0.724056	0.265309	0.566244	0.414422	0.574712	0.625151	0.406516	0.51296	0.401077	0.369425	0.118988	
b.1.1.1	0.647588	0.514084	0.770488	0.638716	0.424923	0.701091	0.561157	0.398456	0.887097	0.854072	0.567152	0.78771	0.824526	0.694305	0.433852	0.643787	0.68054	0.614238	0.715094	0.281	0.554111	0.38254	0.578611	0.61485	0.383624	0.514326	0.351403	0.370883	0.156416	
b.1.1.1	0.64333	0.51507	0.767813	0.639566	0.418586	0.706129	0.569877	0.411768	0.885717	0.854317	0.578029	0.798547	0.828917	0.710021	0.448221	0.633724	0.695846	0.634417	0.724315	0.232514	0.561117	0.398768	0.602678	0.633402	0.384425	0.531502	0.362288	0.40121	0.178541	
b.1.1.1	0.645642	0.515058	0.769534	0.633598	0.42466	0.706369	0.568963	0.403117	0.887378	0.849729	0.546845	0.796082	0.829996	0.696933	0.44496	0.632284	0.692345	0.632284	0.723747	0.168208	0.564036	0.376602	0.593861	0.62894	0.403117	0.525561	0.376602	0.379865	0.168208	
b.1.1.1	0.647852	0.519736	0.772233	0.63578	0.427616	0.704035	0.566365	0.413091	0.890479	0.852915	0.558068	0.789755	0.829086	0.692061	0.439516	0.643184	0.682537	0.62295	0.721352	0.254062	0.563896	0.391097	0.592786	0.619404	0.386329	0.52036	0.357492	0.391097	0.179426	
b.1.1.1	0.647075	0.516541	0.771847	0.64057	0.418988	0.705687	0.565345	0.404546	0.890279	0.855461	0.5687	0.797863	0.83022	0.703385	0.45256	0.627024	0.691284	0.629265	0.725463	0.187678	0.562681	0.393354	0.589173	0.624151	0.383401	0.518537	0.36166	0.374294	0.166212	
b.1.1.1	0.645912	0.512726	0.769343	0.64359	0.427952	0.701803	0.563711	0.398531	0.887959	0.85807	0.587121	0.78756	0.824467	0.70748	0.454897	0.646688	0.685727	0.619694	0.719979	0.266922	0.558775	0.391405	0.584581	0.61796	0.395927	0.518881	0.369305	0.370496	0.154724	
b.1.1.1	0.646726	0.511731	0.77146	0.636892	0.43261	0.702117	0.56729	0.389887	0.891599	0.851851	0.560048	0.793016	0.825893	0.692527	0.447278	0.644993	0.689649	0.618303	0.723756	0.253882	0.569885	0.395335	0.57659	0.628422	0.397934	0.517039	0.386054	0.368752	0.119532	
b.1.1.1	0.645988	0.524761	0.770028	0.634557	0.415952	0.711052	0.581828	0.422711	0.888419	0.849389	0.551815	0.802283	0.834513	0.701518	0.436829	0.625476	0.700012	0.642495	0.735342	0.211355	0.554239	0.418472	0.608607	0.647976	0.379851	0.541651	0.401335	0.409992	0.186886	
b.1.1.1	0.643987	0.517764	0.768945	0.643694	0.423323	0.708599	0.576681	0.416835	0.886883	0.857757	0.584212	0.799575	0.832489	0.715338	0.449068	0.638814	0.701743	0.640181	0.732654	0.249093	0.56205	0.40641	0.605858	0.641008	0.396098	0.54353	0.380674	0.411783	0.151579	
