1.1	0.778523	0.64547	0.918459	0.73202	0.452626	0.849188	0.698118	0.555309
1.1	0.79156	0.669076	0.932773	0.777827	0.520814	0.871911	0.732249	0.602672
1.1	0.777103	0.648055	0.925822	0.770131	0.479619	0.863446	0.712098	0.575763
1.1	0.780816	0.649403	0.928392	0.767947	0.512776	0.860485	0.70767	0.575831
1.1	0.775109	0.649188	0.923931	0.747483	0.460737	0.863872	0.718838	0.576754
1.1	0.767344	0.649181	0.919667	0.734881	0.432513	0.85796	0.712185	0.588347
1.1	0.783528	0.666648	0.925206	0.758589	0.473862	0.867982	0.729263	0.604032
1.1	0.774632	0.667253	0.914968	0.708178	0.422947	0.851627	0.720513	0.603756
1.1	0.771561	0.662981	0.914958	0.718932	0.429785	0.853977	0.720694	0.601664
1.1	0.773197	0.663068	0.916549	0.715166	0.453642	0.85025	0.716269	0.600766
1.1	0.770832	0.662774	0.914281	0.715609	0.419168	0.856287	0.721687	0.602281
1.1	0.777401	0.663941	0.924866	0.737129	0.463969	0.865055	0.729512	0.605983
1.1	0.782295	0.667803	0.9288	0.754807	0.465262	0.862136	0.723227	0.612261
1.1	0.777462	0.655512	0.920016	0.744808	0.460807	0.861615	0.71542	0.583649
1.1	0.771962	0.65341	0.918384	0.735805	0.438221	0.858068	0.710752	0.586818
1.1	0.779371	0.660271	0.928303	0.755261	0.463363	0.866641	0.722898	0.598567
1.1	0.77966	0.643265	0.930083	0.773718	0.508312	0.858858	0.708807	0.562502
1.1	0.784914	0.662313	0.934428	0.776547	0.513956	0.872021	0.732307	0.599967
1.1	0.780385	0.651982	0.92448	0.757	0.499431	0.860735	0.710244	0.574758
1.1	0.78387	0.665374	0.926298	0.759034	0.488423	0.867401	0.729462	0.600253
1.1	0.787438	0.667255	0.933323	0.76981	0.501618	0.869676	0.730807	0.604142
1.1	0.779629	0.663711	0.922606	0.753752	0.452907	0.863418	0.723876	0.599769
1.1	0.777629	0.647231	0.926475	0.762074	0.495954	0.862957	0.715137	0.574287
1.1	0.773008	0.646751	0.920851	0.742348	0.449264	0.855546	0.703097	0.576798
1.1	0.773432	0.652803	0.917299	0.742772	0.430907	0.85762	0.710254	0.583852
1.1	0.770269	0.667042	0.903993	0.685005	0.376786	0.852677	0.722719	0.599843
1.1	0.78203	0.649622	0.929682	0.768952	0.508459	0.862104	0.714219	0.570661
1.1	0.779256	0.655367	0.925541	0.768682	0.486397	0.866964	0.720468	0.586225
1.1	0.791374	0.666355	0.92913	0.767973	0.505065	0.862327	0.717878	0.5916
1.1	0.785674	0.666708	0.920461	0.746118	0.462447	0.858511	0.717028	0.592252
1.1	0.77393	0.635879	0.923448	0.759661	0.502727	0.856156	0.700222	0.551779
1.1	0.774822	0.647053	0.923075	0.7489	0.468644	0.859219	0.71205	0.573861
1.1	0.774873	0.658664	0.925446	0.744309	0.450719	0.864181	0.723295	0.599865
1.1	0.779068	0.661536	0.919458	0.748419	0.444567	0.868218	0.728023	0.595021
1.1	0.772025	0.648779	0.918809	0.727919	0.439047	0.857439	0.712407	0.574311
1.1	0.770709	0.644835	0.9208	0.747417	0.455107	0.857358	0.708933	0.576675
1.1	0.774481	0.659874	0.923307	0.745621	0.465852	0.86615	0.724661	0.603592
1.1	0.766774	0.661533	0.909643	0.709527	0.419338	0.858158	0.724061	0.599573
1.1	0.772516	0.638387	0.921794	0.752522	0.473157	0.857823	0.710331	0.555522
1.1	0.779481	0.651602	0.929541	0.765176	0.509477	0.865172	0.721315	0.579005
1.1	0.780983	0.656802	0.926576	0.76414	0.48872	0.864845	0.721618	0.586219
1.1	0.766791	0.642358	0.922091	0.743634	0.456525	0.858645	0.711226	0.577994
1.1	0.771609	0.659663	0.918967	0.72665	0.437599	0.858246	0.722459	0.595707
1.1	0.778806	0.669139	0.9233	0.738236	0.465693	0.86262	0.72958	0.611879
1.1	0.779252	0.667572	0.925105	0.745077	0.46811	0.864078	0.728074	0.610269
1.1	0.769258	0.648463	0.91701	0.718314	0.447129	0.853195	0.710215	0.579587
1.1	0.773109	0.634516	0.924889	0.756386	0.490725	0.856245	0.70009	0.547833
1.1	0.772546	0.641989	0.920137	0.737761	0.449433	0.851602	0.69828	0.563898
1.1	0.772221	0.637635	0.921532	0.753994	0.489156	0.854425	0.707709	0.557948
1.1	0.77213	0.644962	0.920191	0.753607	0.461473	0.852811	0.704092	0.572734
1.1	0.772737	0.644967	0.920354	0.749032	0.469112	0.855653	0.707761	0.57216
1.1	0.776854	0.653016	0.923778	0.753194	0.469227	0.857773	0.714015	0.58282
1.1	0.771899	0.657964	0.920969	0.726968	0.417781	0.861809	0.721843	0.598723
1.1	0.775386	0.647259	0.92552	0.754689	0.490438	0.860947	0.713113	0.575286
1.1	0.776408	0.647244	0.924712	0.750731	0.483937	0.858241	0.708807	0.574716
1.1	0.768512	0.640617	0.922083	0.753624	0.464641	0.859448	0.712037	0.572894
