1.1	1132	281	304	480
1.1	3987	1152	1127	1619
1.1	1820	609	571	793
1.1	2099	595	544	830
1.1	1636	426	491	713
1.1	1208	292	282	562
1.1	2392	640	630	1076
1.1	1238	216	189	588
1.1	1187	223	240	581
1.1	1228	218	195	571
1.1	1197	213	229	580
1.1	1999	461	417	899
1.1	2457	551	529	1069
1.1	1516	397	414	689
1.1	1282	303	284	587
1.1	2324	569	562	994
1.1	2015	620	670	800
1.1	3621	1115	1025	1489
1.1	1806	484	489	753
1.1	2467	667	628	1083
1.1	3446	1043	925	1457
1.1	1943	456	468	877
1.1	1889	533	547	776
1.1	1312	303	306	558
1.1	1250	320	324	583
1.1	904	130	159	461
1.1	2229	645	692	892
1.1	2157	577	629	924
1.1	2828	726	764	1150
1.1	1777	445	449	808
1.1	1348	457	387	555
1.1	1486	364	450	641
1.1	1883	436	424	836
1.1	1836	458	468	835
1.1	1160	334	305	543
1.1	1322	322	318	568
1.1	1854	409	441	839
1.1	962	219	240	524
1.1	1308	382	398	553
1.1	2258	622	717	938
1.1	2152	579	663	931
1.1	1249	326	340	561
1.1	1382	275	272	643
1.1	1965	423	405	913
1.1	2094	488	471	966
1.1	1050	244	236	483
1.1	1364	418	409	551
1.1	1136	275	298	485
1.1	1248	383	360	529
1.1	1268	289	338	546
1.1	1261	322	386	561
1.1	1662	346	461	710
1.1	1461	327	322	681
1.1	1639	501	472	711
1.1	1588	370	474	664
1.1	1355	371	339	579
1.1	1103	246	305	527
1.1	1369	366	356	555
1.1	2095	637	641	884
1.1	1229	289	270	565
1.1	1352	324	315	659
1.1	1840	519	530	783
1.1	1558	354	337	680
1.1	4213	1494	1524	1605
1.1	1205	351	315	527
1.1	1415	304	345	634
1.1	1264	259	293	567
1.1	1943	609	601	817
1.1	1357	297	340	605
1.1	1086	270	258	515
1.1	1213	189	238	550
1.1	1170	323	356	506
1.1	854	150	163	380
1.1	1476	476	426	643
1.1	1282	353	344	550
1.1	6668	2411	2296	2540
1.1	1139	352	313	501
1.1	1251	368	330	559
1.1	3226	922	961	1370
1.1	2044	477	457	935
1.1	1673	346	344	760
1.1	1743	413	390	790
1.1	1798	422	356	812
1.1	1873	496	485	788
1.1	1952	514	463	851
1.1	2352	709	786	947
1.1	2326	760	738	956
1.1	916	188	223	420
1.1	878	103	129	446
1.1	1117	338	303	482
1.1	2673	640	669	1129
1.1	1254	368	356	550
1.1	1667	389	402	790
1.1	1783	459	489	736
1.1	1822	378	354	855
1.1	1912	398	379	903
1.1	5172	1572	1566	2053
1.1	1721	305	308	823
1.1	1283	260	275	598
1.1	2173	602	636	899
1.1	1274	309	345	573
1.1	3035	746	772	1348
1.1	2473	800	836	1026
1.1	1292	376	340	540
1.1	1352	499	431	602
1.1	1592	393	340	695
1.1	1226	313	333	554
1.1	1688	534	501	720
1.1	1172	338	311	502
1.1	1395	473	457	573
1.1	1068	205	189	549
1.1	1703	447	436	766
1.1	1751	462	432	780
1.1	1954	490	465	836
1.1	1427	393	385	622
1.1	1156	309	349	514
1.1	3848	1038	905	1614
1.1	1215	309	317	567
1.1	1339	311	351	628
1.1	1284	266	292	609
1.1	2277	671	698	955
1.1	5447	1832	1717	2162
1.1	1644	419	409	700
1.1	1228	239	255	562
1.1	2160	604	655	893
