1.1	0	0	0	0	0	0	1	132	136	140	146	150	158	175	212	244	302	353	389	440	467	504	533	569	604	630	658	685	721	762	813	861	912	974	1022	1069	1138	1209	1275	1335	1404	1463	1522	1592	1656	1720	1797	1861	1932	2002	2089	2153	2228	2313	2387	2456	2530	2614	2702	2772	2853	2960	3052	3129	3213	3296	3407	3492	3555	3648	3740	3831	3928	4024	4097	4181	4284	4382	4474	4554	4652	4750	4827	4915	5004	5100	5197	5294	5389	5465	5548	5631	5707	5793	5889	5967	6056	6128	6217	6288	6373	6454	6537	6618	6708	6775	6838	6915	6995	7058	7112	7179	7249	7308	7368	7437	7499	7554	7613	7677	7731	7791	7851	7907	7959	8022	8067	8119	8166	8206	8244	8290	8337	8382	8416	8455	8498	8527	8551	8592	8630	8659	8673	8698	8729	8751	8774	8802	8826	8844	8867
1.1	0	0	0	0	0	0	0	309	309	309	309	309	309	312	363	491	658	908	1090	1227	1330	1410	1474	1523	1581	1655	1752	1822	1898	1980	2060	2170	2298	2441	2599	2825	2998	3183	3375	3551	3741	3884	4040	4200	4365	4541	4751	4938	5125	5320	5525	5694	5883	6122	6351	6592	6847	7070	7323	7540	7765	8042	8279	8542	8798	9070	9320	9584	9842	10116	10373	10626	10897	11145	11403	11663	11933	12219	12476	12757	13077	13384	13666	13932	14220	14526	14802	15090	15389	15682	15984	16263	16528	16814	17112	17370	17665	17954	18252	18551	18815	19083	19393	19703	19988	20295	20575	20885	21172	21444	21693	21982	22290	22604	22867	23124	23364	23647	23947	24212	24502	24787	25068	25343	25601	25865	26105	26347	26588	26843	27103	27342	27620	27868	28111	28365	28614	28854	29085	29326	29564	29793	30034	30269	30488	30691	30883	31099	31321	31551	31792
1.1	0	0	0	0	0	0	0	159	159	159	159	159	159	161	194	270	357	452	539	598	659	703	729	753	776	818	852	890	926	960	1015	1078	1137	1204	1290	1379	1459	1553	1655	1743	1827	1908	2002	2073	2152	2235	2318	2411	2521	2629	2709	2813	2920	3030	3125	3240	3346	3450	3568	3683	3790	3915	4033	4154	4264	4396	4514	4653	4778	4887	4992	5107	5236	5358	5472	5577	5693	5804	5917	6039	6153	6266	6403	6516	6638	6766	6896	6994	7123	7244	7352	7462	7568	7675	7784	7914	8024	8137	8256	8361	8458	8568	8677	8792	8908	9000	9104	9219	9319	9427	9526	9606	9690	9779	9880	9964	10048	10149	10233	10329	10407	10481	10559	10626	10704	10781	10843	10906	10988	11069	11127	11213	11298	11370	11426	11489	11550	11610	11649	11703	11753	11793	11842	11885	11931	11975	12033	12074	12113	12147	12185
1.1	0	0	0	0	0	0	0	178	178	178	178	178	180	190	217	279	377	525	608	671	725	782	830	854	888	937	988	1016	1054	1086	1129	1181	1246	1341	1443	1563	1680	1771	1886	1989	2092	2187	2282	2391	2482	2578	2683	2795	2885	3004	3121	3244	3349	3480	3593	3728	3851	3987	4110	4251	4381	4514	4675	4810	4947	5067	5199	5322	5466	5606	5732	5871	6009	6145	6292	6440	6595	6738	6864	6998	7150	7303	7442	7605	7737	7869	7996	8127	8273	8428	8564	8737	8884	9024	9167	9296	9422	9550	9679	9818	9968	10103	10216	10364	10504	10637	10776	10907	11015	11137	11256	11366	11475	11598	11721	11849	11966	12073	12188	12297	12414	12522	12630	12726	12822	12926	13036	13128	13229	13322	13410	13497	13599	13706	13813	13897	13977	14047	14111	14177	14259	14328	14395	14475	14548	14614	14678	14744	14801	14857	14913
1.1	0	0	0	0	0	0	0	140	140	140	140	140	140	145	174	231	307	406	477	541	580	608	622	644	667	699	741	772	794	827	859	899	967	1030	1103	1207	1278	1349	1412	1491	1560	1616	1677	1722	1786	1859	1939	2016	2082	2158	2221	2283	2366	2445	2541	2631	2723	2817	2899	2982	3070	3168	3271	3349	3424	3498	3588	3670	3752	3850	3925	4005	4099	4188	4269	4352	4448	4527	4628	4727	4813	4901	4985	5072	5150	5237	5299	5383	5465	5540	5623	5690	5758	5835	5924	5995	6085	6167	6237	6303	6402	6469	6534	6601	6667	6737	6804	6882	6941	7019	7089	7150	7211	7281	7344	7400	7450	7506	7567	7616	7670	7731	7776	7827	7875	7921	7969	8027	8063	8110	8163	8201	8253	8295	8330	8379	8418	8453	8502	8540	8570	8606	8650	8684	8720	8755	8782	8805	8839	8868	8896
1.1	0	0	0	0	0	0	0	107	107	107	107	107	107	110	122	152	221	305	370	410	438	458	473	490	509	530	559	578	595	625	647	673	719	763	808	867	920	985	1039	1091	1144	1194	1240	1279	1331	1380	1437	1500	1553	1601	1669	1719	1769	1828	1887	1942	2014	2076	2136	2209	2273	2327	2382	2434	2486	2547	2617	2689	2753	2818	2881	2936	2993	3048	3111	3172	3252	3305	3366	3426	3479	3550	3606	3663	3736	3793	3834	3883	3948	4012	4062	4103	4172	4234	4286	4333	4387	4440	4488	4521	4576	4616	4657	4698	4737	4775	4823	4857	4893	4946	4993	5032	5072	5109	5132	5164	5182	5213	5235	5264	5299	5318	5342	5364	5385	5402	5427	5449	5474	5491	5505	5527	5538	5546	5563	5579	5589	5600	5609	5620	5631	5642	5653	5657	5664	5672	5683	5689	5691	5700	5706
1.1	0	0	0	0	0	0	0	207	207	207	207	207	207	207	240	319	422	604	712	798	855	896	932	962	1001	1053	1101	1157	1203	1252	1303	1352	1425	1499	1597	1723	1846	1961	2079	2164	2253	2345	2434	2528	2646	2779	2890	2986	3076	3162	3270	3388	3502	3626	3764	3928	4060	4214	4351	4497	4637	4799	4936	5077	5212	5354	5500	5658	5824	5984	6125	6273	6428	6586	6728	6904	7062	7222	7404	7578	7747	7911	8091	8278	8445	8614	8803	8983	9162	9354	9528	9695	9871	10040	10233	10390	10587	10791	10970	11132	11298	11473	11660	11818	12055	12239	12428	12616	12804	12975	13160	13312	13488	13666	13832	14025	14189	14383	14560	14731	14891	15058	15214	15385	15558	15713	15841	16003	16147	16308	16454	16593	16753	16909	17058	17211	17342	17484	17618	17752	17865	17989	18123	18258	18395	18522	18623	18748	18839	18953	19047
1.1	0	0	0	0	0	0	0	126	126	126	126	126	126	127	145	191	269	363	418	454	478	498	517	536	552	582	612	634	659	686	709	734	755	789	836	895	939	997	1051	1115	1156	1212	1256	1302	1353	1400	1447	1500	1538	1588	1626	1687	1733	1788	1853	1927	1988	2047	2104	2169	2233	2290	2350	2408	2476	2531	2588	2655	2715	2772	2840	2897	2955	3004	3065	3133	3195	3262	3326	3393	3449	3499	3564	3623	3697	3772	3832	3882	3938	3997	4067	4132	4193	4255	4309	4363	4424	4493	4555	4614	4677	4731	4796	4864	4914	4973	5029	5083	5145	5193	5244	5308	5367	5419	5477	5526	5576	5618	5676	5730	5785	5834	5880	5931	5978	6023	6057	6104	6156	6211	6245	6283	6332	6376	6427	6475	6514	6554	6602	6638	6672	6702	6749	6788	6822	6855	6883	6912	6941	6973	7005
1.1	0	0	0	0	0	0	0	116	116	116	116	116	116	117	131	174	247	343	387	432	456	479	495	515	526	558	586	614	634	652	678	702	734	764	812	878	937	989	1031	1088	1133	1198	1237	1274	1320	1367	1418	1461	1502	1541	1587	1636	1702	1749	1812	1876	1936	1993	2052	2103	2162	2218	2280	2339	2402	2475	2531	2589	2647	2717	2766	2834	2881	2936	2977	3034	3095	3146	3207	3265	3320	3379	3433	3491	3552	3643	3692	3742	3797	3849	3903	3966	4012	4054	4102	4152	4210	4267	4329	4377	4424	4484	4534	4584	4624	4670	4716	4756	4792	4831	4857	4912	4949	4991	5048	5091	5133	5164	5198	5240	5287	5336	5360	5393	5436	5476	5502	5545	5578	5608	5643	5683	5711	5738	5777	5804	5823	5843	5864	5892	5911	5941	5962	5995	6025	6048	6066	6089	6110	6139	6163
1.1	0	0	0	0	0	0	0	123	123	123	123	123	123	126	150	199	264	345	404	432	467	486	496	515	531	560	593	622	641	663	683	702	733	770	807	866	926	974	1027	1088	1133	1174	1215	1256	1310	1351	1399	1449	1483	1523	1566	1626	1677	1737	1801	1872	1935	1989	2043	2086	2131	2205	2277	2353	2410	2459	2524	2586	2650	2701	2759	2826	2887	2934	2986	3061	3127	3181	3248	3306	3374	3435	3489	3559	3630	3690	3749	3818	3872	3929	4003	4060	4118	4196	4251	4306	4380	4443	4497	4556	4627	4678	4738	4786	4832	4887	4946	4997	5053	5101	5154	5212	5272	5325	5381	5434	5485	5536	5595	5636	5697	5744	5770	5812	5848	5886	5919	5960	6011	6044	6094	6128	6168	6223	6255	6297	6340	6366	6404	6436	6471	6508	6545	6592	6618	6634	6659	6685	6724	6752	6778
1.1	0	0	0	0	0	0	0	117	117	117	117	117	118	119	133	182	253	333	393	426	454	469	488	511	529	558	593	615	642	667	686	708	732	767	815	875	935	991	1049	1111	1156	1198	1236	1271	1323	1395	1433	1466	1508	1554	1599	1646	1696	1753	1802	1873	1948	2003	2063	2122	2184	2253	2297	2369	2435	2493	2549	2631	2685	2742	2796	2855	2911	2967	3030	3104	3153	3214	3262	3323	3386	3459	3519	3570	3635	3695	3757	3812	3853	3909	3970	4032	4086	4143	4202	4266	4318	4375	4435	4491	4530	4581	4621	4657	4712	4772	4819	4863	4908	4950	4996	5043	5083	5124	5170	5230	5275	5318	5353	5395	5441	5473	5513	5548	5584	5623	5653	5687	5726	5758	5788	5816	5844	5866	5893	5921	5947	5969	6003	6028	6062	6078	6098	6133	6158	6182	6205	6230	6251	6266	6286
1.1	0	0	0	0	0	0	0	150	150	150	150	150	152	157	175	256	344	510	571	636	669	700	721	737	756	792	842	872	897	933	974	1018	1074	1122	1207	1301	1392	1460	1528	1622	1686	1756	1819	1888	1980	2057	2153	2240	2311	2388	2467	2554	2643	2731	2827	2942	3031	3142	3242	3338	3452	3558	3647	3777	3890	3991	4097	4207	4310	4410	4510	4596	4697	4797	4907	5016	5140	5235	5333	5443	5536	5629	5734	5825	5948	6056	6163	6277	6380	6492	6585	6678	6775	6873	6978	7075	7157	7255	7345	7432	7529	7639	7736	7825	7927	8012	8108	8213	8296	8383	8480	8562	8644	8726	8816	8897	8966	9035	9108	9163	9247	9316	9382	9447	9508	9572	9642	9697	9765	9837	9895	9955	10009	10045	10108	10152	10193	10248	10286	10329	10361	10414	10452	10491	10539	10580	10629	10666	10702	10741	10769
1.1	0	0	0	0	0	0	0	199	199	199	199	199	200	212	256	357	508	639	720	790	843	904	951	991	1029	1098	1156	1199	1250	1284	1342	1401	1468	1568	1693	1823	1958	2086	2201	2340	2455	2569	2689	2788	2935	3043	3181	3313	3437	3552	3664	3822	3962	4126	4298	4487	4649	4820	4974	5147	5316	5516	5684	5855	6034	6202	6382	6560	6721	6881	7046	7233	7418	7594	7780	7954	8138	8330	8490	8651	8824	9030	9211	9387	9570	9771	9990	10171	10347	10531	10718	10904	11080	11266	11434	11625	11804	12014	12186	12361	12567	12738	12943	13111	13300	13500	13683	13865	14035	14204	14401	14550	14691	14837	14983	15145	15289	15455	15603	15752	15924	16065	16198	16332	16455	16588	16714	16871	16984	17121	17246	17379	17477	17585	17677	17761	17858	17956	18055	18144	18217	18302	18387	18467	18535	18619	18694	18748	18803	18850	18910
1.1	0	0	0	0	0	0	0	149	149	149	149	149	150	155	172	238	331	423	478	536	579	607	635	660	676	706	746	770	794	821	850	896	946	996	1049	1140	1225	1312	1365	1436	1497	1551	1601	1675	1750	1812	1877	1942	2006	2059	2123	2198	2267	2322	2408	2478	2551	2637	2715	2801	2876	2961	3050	3123	3189	3274	3359	3449	3526	3591	3655	3726	3780	3865	3948	4030	4108	4187	4263	4328	4396	4470	4548	4620	4693	4763	4827	4890	4969	5044	5121	5201	5262	5341	5408	5467	5534	5600	5675	5741	5807	5883	5943	6012	6084	6137	6220	6289	6346	6405	6461	6533	6603	6654	6726	6797	6850	6917	6988	7051	7108	7169	7231	7301	7362	7418	7467	7527	7595	7652	7718	7780	7832	7905	7954	8025	8092	8157	8223	8288	8341	8393	8446	8504	8563	8615	8683	8736	8794	8847	8913
1.1	0	0	0	0	0	0	0	118	118	118	118	118	118	118	134	169	241	333	399	445	475	503	523	538	554	572	610	641	666	686	713	744	782	835	876	943	1024	1076	1135	1197	1252	1304	1366	1421	1474	1533	1590	1645	1681	1730	1786	1849	1913	1973	2051	2140	2232	2308	2381	2449	2530	2592	2663	2740	2809	2882	2961	3024	3089	3161	3236	3296	3364	3428	3520	3571	3625	3692	3770	3829	3902	3969	4046	4121	4191	4261	4335	4398	4455	4506	4551	4621	4700	4751	4803	4856	4910	4970	5023	5075	5143	5195	5250	5303	5365	5418	5467	5514	5556	5603	5639	5679	5725	5778	5816	5846	5885	5937	5970	6009	6044	6090	6138	6176	6208	6244	6282	6323	6353	6382	6415	6433	6454	6474	6496	6524	6544	6566	6583	6604	6616	6638	6664	6686	6704	6724	6740	6757	6767	6783	6791
1.1	0	0	0	0	0	0	0	184	184	184	184	184	187	191	230	306	415	573	654	726	780	812	849	875	918	974	1028	1063	1094	1136	1176	1233	1300	1373	1479	1593	1702	1798	1900	2010	2105	2192	2270	2373	2487	2600	2709	2804	2899	3005	3125	3231	3345	3469	3603	3739	3866	3996	4126	4253	4402	4534	4686	4836	4966	5114	5253	5406	5528	5675	5783	5943	6093	6221	6363	6512	6674	6815	6986	7116	7251	7397	7535	7698	7843	7976	8124	8268	8406	8542	8697	8806	8967	9109	9245	9395	9537	9713	9850	9969	10101	10240	10385	10538	10658	10796	10928	11057	11183	11310	11450	11565	11680	11816	11941	12065	12190	12316	12425	12539	12636	12749	12897	13021	13137	13251	13332	13453	13546	13646	13734	13848	13945	14045	14140	14228	14317	14404	14498	14562	14638	14708	14788	14859	14929	15000	15066	15143	15202	15263	15334
