3.10.100	121	0.0413223	0.0247934	0.0826446	0.0330579	0.0661157	0.0826446	0.0826446	0.0330579	0.0165289	0.0413223	0.0909091	0.0495868	0.00826446	0.0495868	0.0165289	0.132231	0.0413223	0.0413223	0.0578512	0.00826446
3.10.100	178	0.101124	0.0842697	0.0224719	0.0449438	0.0224719	0.0449438	0.0393258	0.0898876	0.0393258	0.0337079	0.11236	0.0224719	0.00561798	0.0561798	0.0561798	0.101124	0.0337079	0.0224719	0.0168539	0.0505618
3.10.100	149	0.0872483	0.0268456	0.0671141	0.0402685	0.0268456	0.0201342	0.0939597	0.0671141	0.0268456	0.0469799	0.0671141	0.0939597	0.0268456	0.0469799	0.0268456	0.0671141	0.0738255	0.0134228	0.0134228	0.0671141
3.10.100	123	0.0731707	0.0325203	0.0569106	0.105691	0.0325203	0.0406504	0.0487805	0.0731707	0.00813008	0.0325203	0.0894309	0.0325203	0.0325203	0.0243902	0.0325203	0.0894309	0.0406504	0.0406504	0.0487805	0.0650407
3.10.100	135	0.0518519	0.0296296	0.0444444	0.0444444	0.0592593	0.0518519	0.103704	0.0518519	0.00740741	0.037037	0.0444444	0.0888889	0	0.0518519	0.0296296	0.0962963	0.0444444	0.037037	0.0592593	0.0666667
3.10.100	125	0.024	0	0.032	0.072	0.064	0.056	0.056	0.056	0.032	0.024	0.048	0.088	0.016	0.064	0.016	0.12	0.056	0.056	0.048	0.072
3.10.100	128	0.0390625	0.0546875	0.046875	0.101562	0.046875	0.0390625	0.078125	0.09375	0.0546875	0.0078125	0.0390625	0.03125	0.0078125	0.03125	0.046875	0.03125	0.046875	0.0859375	0.0390625	0.078125
3.10.100	168	0.077381	0.0595238	0.047619	0.0654762	0.0238095	0.047619	0.0178571	0.0714286	0.0297619	0.047619	0.0952381	0.0357143	0.0119048	0.0654762	0.047619	0.077381	0.0535714	0.0238095	0.0178571	0.0833333
3.10.100	129	0.0465116	0.0232558	0.0775194	0.0465116	0.0465116	0.0387597	0.0775194	0.0930233	0.0232558	0.0465116	0.0775194	0.0620155	0.00775194	0.0387597	0.0310078	0.0852713	0.0465116	0.0620155	0.0542636	0.0155039
3.10.100	118	0.0423729	0.0338983	0.0762712	0.0423729	0.0508475	0.0169492	0.0847458	0.059322	0.0254237	0.0254237	0.0423729	0.110169	0.0169492	0.0423729	0.0254237	0.101695	0.0423729	0.059322	0.0423729	0.059322
3.10.100	133	0.0451128	0.0225564	0.0526316	0.0526316	0.0526316	0.0451128	0.075188	0.0601504	0.0075188	0.037594	0.0601504	0.105263	0.0075188	0.0526316	0.037594	0.112782	0.0150376	0.037594	0.0451128	0.075188
3.10.100	121	0.0495868	0.0330579	0.0330579	0.0743802	0.0578512	0.0330579	0.107438	0.0413223	0.0247934	0.0330579	0.0413223	0.0578512	0.0247934	0.0826446	0.0330579	0.0661157	0.0495868	0.0661157	0.0330579	0.0578512
3.10.100	119	0.0588235	0.0336134	0.12605	0.0420168	0.0336134	0.0168067	0.0588235	0.0252101	0.0252101	0.0588235	0.0504202	0.117647	0	0	0.0336134	0.0588235	0.0672269	0.0588235	0.10084	0.0336134
3.10.100	119	0.0588235	0.0420168	0.0756303	0.0420168	0.0336134	0.0420168	0.10084	0.0336134	0.00840336	0.0588235	0.0504202	0.0840336	0.0168067	0	0.0336134	0.0672269	0.0588235	0.0504202	0.0840336	0.0588235
