3.20.20.100	319	0.0564263	0.0501567	0.0438871	0.0752351	0.0282132	0.0376176	0.0595611	0.0438871	0.0219436	0.0595611	0.103448	0.0877743	0.015674	0.0532915	0.0438871	0.0532915	0.0470219	0.00940439	0.0407524	0.0689655
3.20.20.100	314	0.0541401	0.0318471	0.044586	0.0605096	0.0191083	0.0350318	0.0764331	0.0573248	0.0286624	0.0509554	0.10828	0.0828025	0.0159236	0.0318471	0.0700637	0.044586	0.044586	0.0191083	0.0414013	0.0828025
3.20.20.100	315	0.0666667	0.031746	0.0380952	0.047619	0.0190476	0.0539683	0.0920635	0.0412698	0.0253968	0.0603175	0.101587	0.0920635	0.0126984	0.0380952	0.0634921	0.0507937	0.0507937	0.015873	0.0349206	0.0634921
3.20.20.100	324	0.0833333	0.0524691	0.0339506	0.037037	0.0216049	0.0493827	0.0679012	0.0833333	0.0308642	0.0308642	0.104938	0.0493827	0.0308642	0.0524691	0.0493827	0.0493827	0.058642	0.0154321	0.0401235	0.058642
3.20.20.100	257	0.151751	0.0428016	0.0311284	0.0700389	0	0.0350195	0.0700389	0.0661479	0.0350195	0.0622568	0.0856031	0.0350195	0.0077821	0.0272374	0.0583658	0.0311284	0.0505837	0.0233463	0.0272374	0.0894942
3.20.20.100	323	0.0712074	0.0464396	0.0526316	0.0588235	0.0216718	0.0340557	0.0712074	0.0464396	0.0309598	0.0464396	0.111455	0.0804954	0.0123839	0.0402477	0.0588235	0.0588235	0.0216718	0.00928793	0.0433437	0.0835913
3.20.20.100	346	0.0982659	0.0606936	0.0375723	0.0520231	0.00578035	0.0520231	0.0578035	0.0693642	0.0317919	0.0404624	0.115607	0.0375723	0.017341	0.0260116	0.0491329	0.0635838	0.0635838	0.00867052	0.0520231	0.0606936
3.20.20.100	319	0.0909091	0.031348	0.0532915	0.0595611	0.00626959	0.031348	0.0658307	0.0689655	0.0188088	0.0721003	0.100313	0.0783699	0.00626959	0.0595611	0.0595611	0.0376176	0.0438871	0.0188088	0.0344828	0.0626959
3.20.20.100	274	0.0693431	0.040146	0.040146	0.0729927	0.00364964	0.0656934	0.0620438	0.0729927	0.0328467	0.0766423	0.105839	0.0766423	0.0145985	0.0218978	0.0474453	0.0364964	0.040146	0.0291971	0.0218978	0.0693431
3.20.20.100	311	0.0675241	0.0450161	0.0675241	0.0707395	0	0.022508	0.0900322	0.0675241	0.0257235	0.073955	0.0996785	0.0868167	0	0.0546624	0.0450161	0.0385852	0.0450161	0.00321543	0.0321543	0.0578778
3.20.20.100	332	0.0783133	0.0512048	0.0361446	0.063253	0.00301205	0.0391566	0.0903614	0.0722892	0.0150602	0.0813253	0.0903614	0.060241	0	0.0271084	0.0512048	0.0421687	0.0783133	0.0210843	0.0361446	0.0421687
3.20.20.100	322	0.0776398	0.0434783	0.0341615	0.0590062	0.0186335	0.0372671	0.0714286	0.052795	0.0279503	0.0714286	0.0931677	0.0838509	0.0124224	0.052795	0.0590062	0.052795	0.0372671	0.00931677	0.0403727	0.0652174
3.20.20.100	312	0.102564	0.0352564	0.0416667	0.0544872	0.00641026	0.0448718	0.0833333	0.0544872	0.0320513	0.0448718	0.108974	0.0641026	0.0128205	0.0384615	0.0448718	0.0608974	0.0576923	0.0160256	0.025641	0.0705128
3.20.20.100	315	0.0698413	0.0539683	0.0507937	0.0603175	0.0222222	0.0380952	0.0603175	0.0444444	0.0285714	0.0444444	0.111111	0.0793651	0.015873	0.0412698	0.0571429	0.0698413	0.0285714	0.00952381	0.0412698	0.0730159
3.20.20.100	298	0.090604	0.0704698	0.0268456	0.0604027	0.0100671	0.0604027	0.0637584	0.0604027	0.0369128	0.0604027	0.120805	0.0268456	0	0.0402685	0.0503356	0.0469799	0.0436242	0.0167785	0.0201342	0.0704698
3.20.20.100	314	0.0605096	0.0350318	0.0477707	0.0477707	0.022293	0.0414013	0.0700637	0.0509554	0.0286624	0.0605096	0.105096	0.0796178	0.0191083	0.0318471	0.0636943	0.0541401	0.0477707	0.0191083	0.0350318	0.0796178
3.20.20.100	281	0.088968	0.0284698	0.0462633	0.0462633	0.0142349	0.0320285	0.0818505	0.0818505	0.0320285	0.0676157	0.0854093	0.0854093	0.0320285	0.0391459	0.0355872	0.0498221	0.0427046	0.024911	0.0320285	0.0533808
3.20.20.100	284	0.0598592	0.056338	0.0352113	0.0422535	0.0105634	0.0457746	0.105634	0.0598592	0.0211268	0.084507	0.0669014	0.0739437	0.0316901	0.0457746	0.0422535	0.0352113	0.0387324	0.0176056	0.0422535	0.084507
3.20.20.100	308	0.0714286	0.0292208	0.0422078	0.0616883	0.00649351	0.0454545	0.0649351	0.0551948	0.0227273	0.0519481	0.12013	0.0876623	0.0227273	0.0357143	0.0519481	0.0649351	0.0519481	0.0194805	0.0227273	0.0714286
3.20.20.100	323	0.0773994	0.0526316	0.0371517	0.0278638	0.0154799	0.0495356	0.0773994	0.0866873	0.0154799	0.0712074	0.102167	0.0588235	0.0340557	0.0247678	0.0371517	0.0712074	0.0464396	0.0247678	0.0309598	0.0588235
3.20.20.100	317	0.0757098	0.0315457	0.0347003	0.0536278	0.0126183	0.0378549	0.0788644	0.0473186	0.0315457	0.0630915	0.0914826	0.104101	0.0126183	0.0473186	0.0567823	0.0504732	0.0410095	0.0189274	0.0347003	0.0757098
3.20.20.100	308	0.0746753	0.0454545	0.038961	0.0616883	0.0162338	0.0194805	0.0844156	0.0714286	0.0422078	0.0519481	0.0811688	0.0941558	0.0227273	0.025974	0.0487013	0.0422078	0.0487013	0.025974	0.0227273	0.0811688
