3.1	0.0684982	0.0200197	0.0211901	0.0279044	0.16989	0.0582112	0.013675	0.0111494	0.0108414	0.0403474	0.0623383	0.0351731	0.00973266	0.00948626	0.00141678	0.0412098	0.00603671	0.0401626	0.0401626	0.00609831	0.00363435	0.000492793	0.00184797	0.0593815	0.0154614	0.013675	0.0105334	0.0134286	0.00227917	0.00135518	0.0135518	0.00967106	0.017063	0.0193421	0.0611679	0.00338795	0.012135	0.00166318	0.0227301	0.0104103	0.00264876	0.010595
3.1	0.0624481	0.0251198	0.0256951	0.0282518	0.135251	0.0520933	0.0102908	0.0136785	0.020326	0.0458933	0.055481	0.0611058	0.0168744	0.00952381	0.00268456	0.0467242	0.0133589	0.0305529	0.0340684	0.0130393	0.0049217	0.000319591	0.00159795	0.0496644	0.0159156	0.019559	0.0115692	0.012528	0.00313199	0.00364334	0.0133589	0.0114414	0.0205817	0.017194	0.0517737	0.0042186	0.00997124	0.00217322	0.0198786	0.00952381	0.00402685	0.0105465
3.1	0.0730023	0.0228214	0.020125	0.0303847	0.186189	0.0569549	0.00854982	0.00776061	0.0143374	0.0401841	0.0517593	0.041368	0.00808944	0.0092075	0.00223611	0.0360408	0.0057218	0.0338704	0.0369615	0.0100625	0.00427491	0.000591911	0.0020388	0.0594541	0.019533	0.0176915	0.00887866	0.0103913	0.00394607	0.00124959	0.00914173	0.010194	0.0151266	0.0189411	0.0590595	0.00223611	0.00789214	0.00170996	0.0284117	0.00815521	0.00289378	0.0125617
3.1	0.0653409	0.0220031	0.0235628	0.0257353	0.158645	0.0613859	0.0149844	0.0100824	0.0155971	0.0374889	0.0526961	0.045566	0.0157086	0.0121435	0.00311943	0.0431707	0.00997103	0.0457331	0.0324755	0.0115865	0.00501337	0.000668449	0.00144831	0.0513035	0.0142045	0.0149844	0.0112522	0.0111965	0.00300802	0.0027295	0.0131462	0.0120321	0.0181595	0.021279	0.0565397	0.00378788	0.00985963	0.00189394	0.0199978	0.00852273	0.00289661	0.00907977
3.1	0.0660986	0.0251804	0.0284815	0.0310149	0.14425	0.0472133	0.0108245	0.00951942	0.029633	0.0451405	0.049977	0.0528942	0.0151236	0.0109013	0.00261016	0.0501305	0.0130508	0.0344695	0.027637	0.00967296	0.0045294	0.000614156	0.00130508	0.0474436	0.0144327	0.0174267	0.0129741	0.0115922	0.00345463	0.00399202	0.0144327	0.0118225	0.0231844	0.0165055	0.048979	0.00491325	0.00944265	0.00245663	0.023645	0.00836788	0.00383848	0.0108245
3.1	0.0629021	0.0242502	0.0261803	0.025141	0.146194	0.05825	0.0183114	0.0122736	0.0162328	0.0488964	0.058547	0.0444917	0.0172226	0.0105909	0.00207859	0.0447392	0.015342	0.0381075	0.0382065	0.0104919	0.00514699	0.000742354	0.00158369	0.0450856	0.015045	0.0155399	0.015441	0.0148966	0.00227655	0.00262298	0.012818	0.0120756	0.0190043	0.0189053	0.0484015	0.00336534	0.00960111	0.00212808	0.015342	0.0105414	0.00361279	0.00737405
3.1	0.0665813	0.0200864	0.0196863	0.0271687	0.181978	0.0538172	0.0102033	0.00832266	0.012484	0.0372119	0.0580186	0.0440141	0.0122439	0.00952305	0.00140045	0.0390925	0.00888284	0.0351713	0.0402929	0.0102033	0.00424136	0.000560179	0.00164052	0.0586988	0.0196863	0.0178057	0.0118038	0.0110835	0.0022007	0.00184059	0.00992318	0.00920294	0.0158851	0.0183659	0.0576184	0.00232074	0.00768246	0.00204065	0.0277689	0.00864277	0.00272087	0.0118838
3.1	0.0663341	0.0227672	0.0236807	0.025578	0.157543	0.0646476	0.0125782	0.0100485	0.0167943	0.0413885	0.0555126	0.0460965	0.0148268	0.00892418	0.00161619	0.0411074	0.0103296	0.0435669	0.037594	0.0115241	0.00505938	0.000702691	0.00147565	0.0505235	0.0135619	0.0144754	0.0124376	0.0137025	0.00259996	0.00189727	0.0115944	0.0127187	0.0181997	0.021924	0.0527018	0.00238915	0.00983768	0.00189727	0.0200267	0.00885391	0.00288103	0.00808095
3.1	0.0632213	0.0238961	0.0257777	0.0255268	0.131774	0.0536879	0.0149272	0.0127321	0.0309207	0.0473532	0.0638485	0.0383843	0.0169343	0.0137983	0.00495484	0.0521199	0.0161189	0.0405168	0.0376317	0.0124185	0.005143	0.00119167	0.00188159	0.0472278	0.0140492	0.0156799	0.0109759	0.0123557	0.00457852	0.00206974	0.0147391	0.0109759	0.020572	0.0156799	0.0442173	0.00332413	0.00990968	0.00169343	0.0173733	0.00859257	0.00332413	0.00790266
3.1	0.0623266	0.0264317	0.0295317	0.0304291	0.117719	0.0517213	0.00815794	0.012808	0.0239028	0.050824	0.0474792	0.0563713	0.0247186	0.0108501	0.00375265	0.0547398	0.0147659	0.0305923	0.0290423	0.0117474	0.00407897	0.000897373	0.00171317	0.0438081	0.0141948	0.0207212	0.0159896	0.014929	0.00448687	0.00399739	0.0124001	0.0120737	0.0272475	0.016479	0.0447055	0.00456845	0.0108501	0.00195791	0.0202317	0.0104422	0.00497634	0.0113395
3.1	0.0580857	0.0297807	0.0250184	0.0278355	0.108592	0.0568784	0.0153598	0.0258904	0.0289758	0.0572808	0.0462808	0.0517808	0.0189818	0.00664028	0.00724395	0.0462137	0.0102623	0.0277685	0.0358844	0.0186465	0.00543296	0.0010061	0.00147562	0.0436649	0.0173721	0.0235428	0.0107988	0.0167013	0.00570125	0.0035549	0.014555	0.0155611	0.0196526	0.0132806	0.0442686	0.00476222	0.0111342	0.00134147	0.0160306	0.0126098	0.0048293	0.00932323
3.1	0.0568943	0.0242598	0.022828	0.0235574	0.138778	0.0625946	0.0161822	0.0127512	0.0191539	0.049357	0.052815	0.0518424	0.0178571	0.0118597	0.00451156	0.0480333	0.0110763	0.0373892	0.0350659	0.0142101	0.00453858	0.000783445	0.00148584	0.0454398	0.0176951	0.0196131	0.0121299	0.0131835	0.00297169	0.00321483	0.0138589	0.0145072	0.0182624	0.0177491	0.0487627	0.00391722	0.00867193	0.00170197	0.0174249	0.0104009	0.00413335	0.00853685
3.1	0.0549431	0.0248208	0.0239171	0.0233147	0.129917	0.0516597	0.0180734	0.0124405	0.0309356	0.0451232	0.0542503	0.0442195	0.0233147	0.0140671	0.008374	0.0526839	0.0140671	0.0347913	0.0360263	0.0147298	0.00433761	0.0010844	0.00183746	0.0458763	0.0166576	0.0186457	0.0134345	0.0149708	0.00481957	0.00415688	0.0156937	0.0146394	0.0181939	0.0160552	0.0442195	0.00430749	0.00900657	0.00234954	0.0161154	0.00994036	0.00382553	0.00816314
3.1	0.0689365	0.0204787	0.0194674	0.029791	0.189912	0.0525451	0.0134839	0.00526715	0.0107028	0.0419686	0.0527979	0.0440334	0.00969156	0.00712119	0.00164335	0.0366172	0.00627844	0.0308444	0.0356902	0.00653127	0.00408731	0.00029496	0.00117984	0.0625316	0.0188775	0.0188353	0.00969156	0.0100287	0.00219113	0.00117984	0.00994438	0.00943873	0.0170234	0.0197623	0.0608883	0.00257037	0.00880667	0.00151694	0.0318136	0.00825889	0.00349739	0.0137789
3.1	0.062298	0.0216788	0.0209942	0.026509	0.176853	0.0528277	0.0163922	0.0108774	0.0102309	0.0432815	0.0591032	0.0449169	0.0114479	0.0111817	0.00102689	0.0341155	0.00760659	0.0301982	0.0434336	0.00886167	0.00395543	0.000266231	0.00197771	0.0567451	0.0200434	0.0192447	0.0119423	0.0123607	0.00254821	0.00296657	0.0102689	0.0122086	0.0169247	0.0168486	0.0552619	0.00338493	0.00867151	0.00273837	0.0239227	0.0096984	0.00327083	0.0109155
