3.1	0.497762	0.145479	0.153984	0.202775
3.1	0.441283	0.177507	0.181572	0.199639
3.1	0.498876	0.155955	0.137528	0.20764
3.1	0.47819	0.161027	0.172442	0.188341
3.1	0.438391	0.167006	0.1889	0.205703
3.1	0.454253	0.175125	0.189064	0.181558
3.1	0.498651	0.150435	0.147438	0.203476
3.1	0.479431	0.164551	0.171153	0.184865
3.1	0.456729	0.172633	0.186226	0.184413
3.1	0.419089	0.177729	0.198574	0.204608
3.1	0.412774	0.21163	0.177788	0.197807
3.1	0.446092	0.190214	0.178988	0.184707
3.1	0.432638	0.195446	0.18833	0.183586
3.1	0.497113	0.147675	0.140383	0.214828
3.1	0.473821	0.164883	0.159676	0.20162
3.1	0.467373	0.144087	0.16893	0.219609
3.1	0.4362	0.174858	0.197543	0.191399
3.1	0.447956	0.182469	0.19174	0.177834
3.1	0.43164	0.177975	0.191954	0.198432
3.1	0.46658	0.167535	0.179253	0.186632
3.1	0.460205	0.171187	0.175634	0.192975
3.1	0.518489	0.148312	0.13746	0.19574
3.1	0.470857	0.176264	0.159761	0.193118
3.1	0.481534	0.185133	0.130208	0.203125
3.1	0.406458	0.20133	0.189459	0.202754
3.1	0.522371	0.131432	0.149329	0.196868
3.1	0.478434	0.165026	0.156821	0.199719
3.1	0.461957	0.171739	0.168478	0.197826
3.1	0.411611	0.183577	0.203452	0.20136
3.1	0.535196	0.105028	0.139665	0.220112
3.1	0.457678	0.166611	0.186015	0.189696
3.1	0.477639	0.12817	0.166897	0.227294
3.1	0.401281	0.200285	0.206332	0.192102
3.1	0.46085	0.171141	0.173378	0.194631
3.1	0.508977	0.144973	0.115799	0.230251
3.1	0.427746	0.193472	0.188031	0.190751
3.1	0.435451	0.196209	0.182633	0.185707
3.1	0.474654	0.170507	0.167435	0.187404
3.1	0.454633	0.174268	0.167067	0.204033
3.1	0.464434	0.169544	0.170235	0.195787
3.1	0.420127	0.177821	0.192477	0.209575
3.1	0.497067	0.130231	0.133359	0.239343
3.1	0.42217	0.178774	0.202358	0.196698
3.1	0.460592	0.181321	0.159909	0.198178
3.1	0.450906	0.166035	0.184998	0.198062
3.1	0.438055	0.191678	0.182796	0.187471
3.1	0.441299	0.174438	0.176936	0.207327
3.1	0.532926	0.1222	0.133062	0.211813
3.1	0.452094	0.172117	0.173838	0.201951
3.1	0.450335	0.187854	0.174472	0.187339
3.1	0.453345	0.184859	0.178917	0.182879
3.1	0.484123	0.154625	0.156466	0.204786
3.1	0.437037	0.175704	0.188148	0.199111
3.1	0.449006	0.182168	0.182168	0.186658
3.1	0.447425	0.174838	0.180389	0.197348
3.1	0.45527	0.182386	0.175451	0.186893
3.1	0.456152	0.185235	0.177181	0.181432
3.1	0.458286	0.162857	0.177714	0.201143
3.1	0.421425	0.203133	0.183426	0.192016
3.1	0.422222	0.186364	0.186869	0.204545
3.1	0.451908	0.196237	0.179356	0.172499
3.1	0.435877	0.180601	0.189935	0.193588
3.1	0.461681	0.168137	0.167209	0.202973
3.1	0.437979	0.173558	0.194997	0.193466
3.1	0.489362	0.159315	0.163467	0.187857
3.1	0.448573	0.1842	0.170512	0.196715
3.1	0.440928	0.172996	0.191983	0.194093
3.1	0.510251	0.16441	0.114894	0.210445
3.1	0.494962	0.156336	0.14626	0.202443
3.1	0.443056	0.180293	0.188147	0.188504
3.1	0.435435	0.195946	0.182432	0.186186
3.1	0.48048	0.152402	0.162162	0.204955
3.1	0.48696	0.144079	0.1646	0.204361
3.1	0.463267	0.17368	0.167618	0.195435
3.1	0.477408	0.167093	0.155158	0.200341
3.1	0.492379	0.152413	0.156647	0.198561
3.1	0.434798	0.185589	0.192619	0.186995
3.1	0.409385	0.208333	0.19377	0.188511
3.1	0.446162	0.194338	0.182008	0.177492
3.1	0.46628	0.152792	0.16333	0.217597
3.1	0.49201	0.158677	0.138239	0.211074
3.1	0.445869	0.184836	0.19238	0.176914
3.1	0.460369	0.171335	0.159416	0.20888
3.1	0.446547	0.181607	0.162351	0.209495
3.1	0.48095	0.158832	0.175656	0.184562
3.1	0.428173	0.180381	0.200837	0.190609
3.1	0.506947	0.148763	0.136564	0.207726
3.1	0.486648	0.151115	0.150173	0.212064
3.1	0.481918	0.165094	0.154481	0.198506
3.1	0.476663	0.192944	0.147372	0.183021
3.1	0.500086	0.154744	0.156116	0.189055
3.1	0.453144	0.177282	0.170385	0.199189
3.1	0.439969	0.177599	0.192175	0.190257
3.1	0.463014	0.166027	0.167123	0.203836
3.1	0.484957	0.167757	0.153041	0.194245
3.1	0.503058	0.155455	0.137432	0.204055
3.1	0.471564	0.14139	0.180885	0.206161
3.1	0.498118	0.160916	0.136449	0.204517
3.1	0.478632	0.182336	0.144587	0.194444
3.1	0.457546	0.174287	0.183224	0.184943
3.1	0.479771	0.165649	0.153817	0.200763
3.1	0.451462	0.182038	0.18723	0.17927
3.1	0.457263	0.166361	0.175348	0.201027
3.1	0.482666	0.151611	0.155029	0.210693
3.1	0.498886	0.147474	0.144131	0.20951
3.1	0.489095	0.164027	0.14401	0.202868
3.1	0.460784	0.162507	0.167261	0.209447
3.1	0.441933	0.180851	0.172429	0.204787
3.1	0.449588	0.169111	0.18011	0.201192
3.1	0.41947	0.199166	0.192915	0.188449
3.1	0.467429	0.174043	0.157633	0.200895
3.1	0.48627	0.16476	0.143021	0.20595
3.1	0.423473	0.203807	0.188343	0.184377
3.1	0.444503	0.189746	0.187808	0.177942
3.1	0.432447	0.171622	0.203443	0.192488
3.1	0.457627	0.169492	0.166449	0.206432
3.1	0.470998	0.167981	0.16891	0.192111
3.1	0.437048	0.194645	0.178968	0.189339
3.1	0.447236	0.195352	0.180695	0.176717
3.1	0.414899	0.199906	0.187647	0.197548
3.1	0.426288	0.208703	0.171847	0.193162
3.1	0.488155	0.157107	0.155237	0.199501
3.1	0.45607	0.176917	0.169329	0.197684
3.1	0.433214	0.18167	0.188495	0.19662
3.1	0.454973	0.153898	0.169355	0.221774
3.1	0.431203	0.213976	0.170098	0.184724
3.1	0.442435	0.166365	0.189873	0.201326
3.1	0.5	0.132396	0.153249	0.214355
3.1	0.427495	0.192628	0.19774	0.182136
3.1	0.433594	0.180339	0.192708	0.193359
3.1	0.451363	0.176638	0.172568	0.19943
3.1	0.439225	0.143277	0.201409	0.216089
3.1	0.458438	0.177722	0.167926	0.195914
3.1	0.473517	0.170551	0.154308	0.201624
3.1	0.480894	0.168724	0.151088	0.199295
3.1	0.507123	0.133333	0.135043	0.224501
3.1	0.439609	0.174572	0.168215	0.217604
3.1	0.477392	0.159131	0.156633	0.206845
3.1	0.424103	0.173846	0.20359	0.198462
3.1	0.484071	0.187764	0.146885	0.18128
3.1	0.492532	0.150782	0.129801	0.226885
3.1	0.49625	0.147256	0.135413	0.221082
3.1	0.458882	0.166607	0.181203	0.193307
3.1	0.443971	0.174312	0.179882	0.201835
3.1	0.489873	0.125316	0.150211	0.234599
3.1	0.433166	0.203843	0.17335	0.189641
3.1	0.499388	0.147797	0.133415	0.2194
3.1	0.482909	0.149161	0.137352	0.230578
3.1	0.480814	0.169538	0.1574	0.192247
3.1	0.467147	0.187099	0.147436	0.198317
3.1	0.48325	0.169179	0.144472	0.203099
3.1	0.483617	0.165793	0.153014	0.197575
3.1	0.496471	0.164034	0.140504	0.198992
3.1	0.502463	0.145868	0.149425	0.202244
3.1	0.526882	0.123373	0.148274	0.201471
3.1	0.529302	0.126559	0.137781	0.206359
3.1	0.439303	0.158955	0.196516	0.205226
3.1	0.487534	0.156334	0.164757	0.191375
3.1	0.499354	0.15282	0.136461	0.211365
3.1	0.480258	0.154518	0.160592	0.204632
3.1	0.493838	0.153846	0.146621	0.205695
3.1	0.465543	0.166088	0.173029	0.19534
3.1	0.469141	0.147605	0.192922	0.190332
3.1	0.469484	0.15493	0.193342	0.182245
3.1	0.467192	0.146107	0.194226	0.192476
3.1	0.462401	0.167212	0.167679	0.202709
3.1	0.457381	0.163005	0.185413	0.1942
3.1	0.541692	0.126284	0.109668	0.222356
3.1	0.454133	0.166331	0.18246	0.197077
