3.1	108	0.0648148	0.0555556	0.0555556	0.0833333	0	0.0277778	0.0277778	0.0925926	0.0185185	0.0740741	0.0648148	0.0740741	0	0.037037	0.0277778	0.0833333	0.0833333	0.0277778	0.0648148	0.037037
3.1	115	0.0782609	0.0521739	0.130435	0.0695652	0	0.0521739	0.0521739	0.0347826	0.00869565	0.0956522	0.0869565	0.0869565	0.0173913	0.0608696	0.026087	0.0173913	0.0782609	0	0.026087	0.026087
3.1	126	0.0396825	0.031746	0.0396825	0.0555556	0.00793651	0.0952381	0.0396825	0.0555556	0.015873	0.0714286	0.142857	0.0952381	0	0.0555556	0.031746	0.0555556	0.0396825	0.015873	0.0396825	0.0714286
3.1	125	0.032	0.104	0.064	0.08	0.048	0.032	0.048	0.072	0.048	0.072	0.032	0.072	0.016	0.048	0.056	0.048	0.048	0	0.048	0.032
3.1	115	0.0173913	0.0347826	0.104348	0.0869565	0	0.0434783	0.0608696	0.0521739	0.026087	0.121739	0.0695652	0.113043	0.0173913	0.0608696	0.0173913	0.0608696	0.0347826	0	0.0521739	0.026087
3.1	142	0.0492958	0.0422535	0.056338	0.0774648	0.028169	0.0422535	0.028169	0.0985915	0.056338	0.0352113	0.0633803	0.0985915	0.00704225	0.0422535	0.0774648	0.0633803	0.0492958	0.0140845	0.0492958	0.0211268
3.1	153	0.0718954	0.0522876	0.0588235	0.0849673	0.00653595	0.0196078	0.0718954	0.0261438	0.0196078	0.0392157	0.0718954	0.0588235	0.0392157	0.0457516	0.0980392	0.0653595	0.0522876	0.0196078	0.0326797	0.0653595
3.1	104	0.0673077	0.00961538	0.0865385	0.0576923	0.0384615	0.0288462	0.0576923	0.115385	0.0288462	0.0192308	0.0288462	0.00961538	0	0.0384615	0.0384615	0.144231	0.0576923	0.00961538	0.0865385	0.0769231
3.1	121	0.0413223	0.0247934	0.0826446	0.0330579	0.0661157	0.0826446	0.0826446	0.0330579	0.0165289	0.0413223	0.0909091	0.0495868	0.00826446	0.0495868	0.0165289	0.132231	0.0413223	0.0413223	0.0578512	0.00826446
3.1	105	0.0857143	0.0380952	0.0285714	0.0761905	0.047619	0.0571429	0.0952381	0.0952381	0	0.0666667	0.0571429	0	0.0285714	0.0190476	0.0666667	0.0571429	0.047619	0.00952381	0.00952381	0.114286
3.1	107	0.046729	0.046729	0.00934579	0.0560748	0.00934579	0.046729	0.0654206	0.121495	0.0186916	0.046729	0.0654206	0.0841121	0.0280374	0.046729	0.0654206	0.046729	0.0654206	0.00934579	0.0280374	0.0934579
3.1	200	0.095	0.11	0.02	0.045	0.02	0.045	0.07	0.095	0.015	0.025	0.115	0.03	0.025	0.035	0.05	0.045	0.03	0.015	0.03	0.085
3.1	178	0.101124	0.0842697	0.0224719	0.0449438	0.0224719	0.0449438	0.0393258	0.0898876	0.0393258	0.0337079	0.11236	0.0224719	0.00561798	0.0561798	0.0561798	0.101124	0.0337079	0.0224719	0.0168539	0.0505618
3.1	152	0.0460526	0.0394737	0.0394737	0.0657895	0.00657895	0.0789474	0.0460526	0.0394737	0.0131579	0.0592105	0.125	0.105263	0	0.0526316	0.0328947	0.0657895	0.0657895	0.0131579	0.0328947	0.0723684
3.1	154	0.0714286	0.025974	0.103896	0.103896	0	0.0519481	0.0324675	0.123377	0.038961	0.0519481	0.0454545	0.0454545	0.00649351	0.0324675	0.00649351	0.0454545	0.0974026	0.00649351	0.0584416	0.0519481
3.1	149	0.0872483	0.0268456	0.0671141	0.0402685	0.0268456	0.0201342	0.0939597	0.0671141	0.0268456	0.0469799	0.0671141	0.0939597	0.0268456	0.0469799	0.0268456	0.0671141	0.0738255	0.0134228	0.0134228	0.0671141
3.1	115	0.0347826	0.0173913	0.0869565	0.0608696	0.00869565	0.0347826	0.0695652	0.0347826	0.00869565	0.0869565	0.0608696	0.0956522	0.026087	0.0521739	0.0347826	0.0869565	0.0695652	0.00869565	0.0608696	0.0608696
3.1	112	0.107143	0.0625	0.0535714	0.0803571	0.0535714	0.0446429	0.0535714	0.125	0.00892857	0.0178571	0.0892857	0.0178571	0.0178571	0.0267857	0.00892857	0.0446429	0.0803571	0.0267857	0.00892857	0.0714286
3.1	123	0.0731707	0.0325203	0.0569106	0.105691	0.0325203	0.0406504	0.0487805	0.0731707	0.00813008	0.0325203	0.0894309	0.0325203	0.0325203	0.0243902	0.0325203	0.0894309	0.0406504	0.0406504	0.0487805	0.0650407
3.1	135	0.0518519	0.0296296	0.0444444	0.0444444	0.0592593	0.0518519	0.103704	0.0518519	0.00740741	0.037037	0.0444444	0.0888889	0	0.0518519	0.0296296	0.0962963	0.0444444	0.037037	0.0592593	0.0666667
3.1	125	0.024	0	0.032	0.072	0.064	0.056	0.056	0.056	0.032	0.024	0.048	0.088	0.016	0.064	0.016	0.12	0.056	0.056	0.048	0.072
3.1	144	0.0625	0.0486111	0.0625	0.0555556	0.0208333	0.0416667	0.0902778	0.0277778	0.0138889	0.0763889	0.0694444	0.118056	0.0138889	0.0486111	0.0902778	0.0277778	0.0416667	0.0138889	0.0347222	0.0416667
3.1	156	0.0641026	0.0576923	0.0448718	0.0448718	0.00641026	0.0512821	0.0576923	0.0641026	0.0576923	0.0448718	0.108974	0.0192308	0.0128205	0.0512821	0.0769231	0.0705128	0.0320513	0.0192308	0.025641	0.0897436
3.1	115	0.0869565	0.0608696	0.0347826	0.0347826	0	0.0608696	0.0869565	0.0869565	0.0173913	0.0434783	0.113043	0.0521739	0.00869565	0.0695652	0.0434783	0.0695652	0.0347826	0	0.0347826	0.0608696
3.1	107	0.0560748	0.046729	0.0373832	0.046729	0.0186916	0.046729	0.0654206	0.121495	0.0186916	0.0560748	0.0654206	0.0841121	0.0186916	0.0560748	0.0654206	0.0373832	0.0747664	0	0.0186916	0.0654206
3.1	108	0.0648148	0.0555556	0.037037	0.0462963	0.037037	0.0648148	0.0740741	0.0462963	0.00925926	0.0555556	0.0740741	0.0648148	0.0185185	0.0277778	0.0462963	0.0925926	0.0462963	0.00925926	0.0462963	0.0833333
