alpha	135	0.0888889	0.00740741	0.0444444	0.0814815	0.0148148	0.0222222	0.0740741	0.0962963	0.00740741	0.037037	0.0444444	0.125926	0.0296296	0.0296296	0.0444444	0.00740741	0.0592593	0.00740741	0.0222222	0.0518519
alpha	159	0.132075	0.0628931	0.0440252	0.0754717	0.0125786	0.0251572	0.081761	0.0440252	0.0125786	0.0566038	0.0628931	0.113208	0.0188679	0.0251572	0.0251572	0.0503145	0.0314465	0	0.0880503	0.0377358
alpha	135	0.0444444	0.0222222	0.0444444	0.0888889	0	0.0666667	0.0666667	0.0518519	0.00740741	0.0888889	0.125926	0.103704	0.0444444	0.0296296	0.0444444	0.0814815	0.00740741	0	0.037037	0.0444444
alpha	141	0.134752	0.0212766	0.0212766	0.0496454	0.0141844	0.0283688	0.0425532	0.0567376	0.070922	0.035461	0.0992908	0.0851064	0.0070922	0.0567376	0.0283688	0.0567376	0.0567376	0	0.0283688	0.106383
alpha	146	0.116438	0.0410959	0.0479452	0.0479452	0.0205479	0.0342466	0.0410959	0.0547945	0.0479452	0.0479452	0.123288	0.0684932	0.00684932	0.0547945	0.0342466	0.0479452	0.0410959	0.0273973	0.0136986	0.0821918
alpha	377	0.124668	0.0503979	0.0477454	0.0530504	0.00530504	0.0238727	0.0822281	0.0583554	0.0291777	0.0397878	0.0901857	0.0477454	0.0371353	0.0371353	0.0477454	0.0636605	0.0557029	0.0106101	0.0318302	0.0636605
alpha	117	0.102564	0.0598291	0.042735	0.0512821	0.017094	0.0512821	0.0512821	0.042735	0.042735	0.042735	0.196581	0.00854701	0.017094	0	0.0512821	0.0512821	0.042735	0.025641	0.025641	0.0769231
alpha	129	0.116279	0.0387597	0.0465116	0.0775194	0	0.0387597	0.0775194	0.0775194	0.0155039	0.0930233	0.0697674	0.0775194	0.0310078	0	0.0232558	0.0465116	0.0775194	0	0.00775194	0.0852713
alpha	116	0.137931	0.0517241	0.0431034	0.0775862	0	0.00862069	0.0775862	0.0948276	0.00862069	0.0862069	0.103448	0.0689655	0.0258621	0.0172414	0.0258621	0.0258621	0.0344828	0.00862069	0.00862069	0.0948276
alpha	125	0.088	0.032	0.04	0.072	0	0.04	0.072	0.08	0.016	0.104	0.056	0.064	0.056	0.008	0.024	0.08	0.064	0	0.008	0.096
alpha	118	0.177966	0.059322	0.0338983	0.0508475	0	0.0338983	0.0932203	0.0932203	0.00847458	0.135593	0.0677966	0.059322	0.0169492	0.0254237	0.0254237	0.0169492	0.0338983	0	0.0254237	0.0423729
alpha	151	0.112583	0.0264901	0.00662252	0.0463576	0	0.0264901	0.0927152	0.0662252	0.0794702	0.0596026	0.119205	0.125828	0.013245	0.0397351	0.0264901	0.0397351	0.0331126	0.013245	0.0198675	0.0529801
alpha	108	0.037037	0.037037	0.0555556	0.111111	0	0	0.0648148	0.0648148	0.00925926	0.0925926	0.0925926	0.138889	0.00925926	0.0462963	0.0277778	0.037037	0.0277778	0	0.0648148	0.0833333
