e.3	259	0.0849421	0.015444	0.0810811	0.0694981	0	0.011583	0.0540541	0.042471	0.00772201	0.0733591	0.0849421	0.166023	0.011583	0.027027	0.034749	0.0733591	0.0501931	0	0.0501931	0.0617761
e.3	266	0.120301	0.109023	0.037594	0.0864662	0.0112782	0.0150376	0.056391	0.093985	0	0.0150376	0.116541	0.0150376	0.0112782	0.018797	0.0451128	0.0526316	0.093985	0.0150376	0.0225564	0.0639098
e.3	265	0.0981132	0.0528302	0.0716981	0.0679245	0.00754717	0.0150943	0.0603774	0.0830189	0.0113208	0.0641509	0.0792453	0.0716981	0.0150943	0.0301887	0.0301887	0.0716981	0.0754717	0.0150943	0.0377358	0.0415094
e.3	377	0.151194	0.0901857	0.00795756	0.066313	0.00265252	0.0238727	0.0530504	0.111406	0.0212202	0.0238727	0.127321	0.00265252	0.0132626	0.0318302	0.066313	0.0477454	0.0371353	0.0159151	0.0291777	0.0769231
e.3	267	0.104869	0.0561798	0.0561798	0.0786517	0.00749064	0.0262172	0.0449438	0.082397	0.00749064	0.0674157	0.0674157	0.0898876	0.0187266	0.0337079	0.0299625	0.071161	0.0636704	0.0149813	0.0337079	0.0449438
e.3	278	0.100719	0.0143885	0.0323741	0.0467626	0.00359712	0.0791367	0.057554	0.057554	0.0215827	0.0503597	0.118705	0.0755396	0.0251799	0.028777	0.0431655	0.057554	0.0611511	0.0179856	0.0179856	0.0899281
e.3	333	0.0990991	0.0690691	0.03003	0.0720721	0.027027	0.03003	0.0600601	0.0960961	0.024024	0.039039	0.105105	0.03003	0.021021	0.0510511	0.039039	0.0540541	0.0570571	0.018018	0.024024	0.0540541
e.3	260	0.130769	0.0384615	0.0576923	0.0423077	0.00769231	0.0153846	0.00769231	0.0961538	0.0115385	0.0461538	0.0692308	0.0807692	0.0269231	0.0230769	0.0192308	0.0807692	0.130769	0.00384615	0.0461538	0.0653846
e.3	266	0.0902256	0.0338346	0.056391	0.0639098	0.0075188	0.0526316	0.0526316	0.0714286	0.0075188	0.0714286	0.0789474	0.0639098	0.0150376	0.0338346	0.0300752	0.0789474	0.0789474	0.0150376	0.0225564	0.075188
e.3	257	0.0700389	0.0155642	0.077821	0.07393	0	0.0194553	0.0505837	0.0466926	0.0077821	0.07393	0.0856031	0.167315	0.0116732	0.0272374	0.0350195	0.07393	0.0505837	0	0.0505837	0.0622568
