b.1.1	3.255031	2.595496	3.879325	3.223496	2.130334	3.550840	2.855519	2.045323	4.472186	4.309375	2.857935	3.995767	4.168144	3.540955	2.204120	3.208173	3.477700	3.165838	3.649821	1.301030	2.823474	1.991226	2.985426	3.141136	1.903090	2.637490	1.863323	1.939519	0.845098
b.1.1	3.182700	2.549003	3.765147	3.160469	2.110590	3.465234	2.778874	2.056905	4.298962	4.187690	2.966611	3.854852	4.045323	3.497897	2.037426	3.161667	3.377852	3.054613	3.496238	1.176091	2.770852	1.929419	2.954243	3.022428	1.929419	2.608526	1.778151	1.919078	1.146128
b.1.1	3.269046	2.639486	3.891705	3.211921	2.096910	3.573800	2.904716	2.120574	4.485736	4.303239	2.790285	4.016741	4.199426	3.524006	2.190332	3.174641	3.505421	3.181272	3.677789	0.954243	2.778874	2.025306	3.026125	3.201397	1.924279	2.712650	1.944483	2.037426	0.903090
b.1.1	3.237041	2.584331	3.857332	3.173478	2.096910	3.535294	2.850646	2.021189	4.446724	4.257078	2.776701	3.997430	4.155731	3.480582	2.193125	3.118595	3.472903	3.143015	3.627980	1.079181	2.807535	1.939519	2.958086	3.163460	1.892095	2.621176	1.875061	1.934498	0.778151
b.1.1	3.264582	2.611723	3.894261	3.261263	2.130334	3.581039	2.890980	2.079181	4.483216	4.351468	2.980458	4.045714	4.207688	3.616160	2.206826	3.243782	3.533645	3.215373	3.686368	1.380211	2.833147	2.049218	3.038620	3.197281	1.973128	2.719331	1.908485	1.995635	0.903090
b.1.1	3.163758	2.513218	3.746089	3.098644	2.100371	3.412293	2.711807	1.991226	4.287062	4.138018	2.758912	3.804071	3.995065	3.378580	2.093422	3.138303	3.281033	2.964731	3.426349	1.230449	2.745855	1.748188	2.858537	2.925828	1.892095	2.474216	1.643453	1.869232	1.079181
b.1.1	3.265996	2.620136	3.895920	3.230704	2.123852	3.555457	2.868644	2.064458	4.494196	4.328909	2.883661	3.998390	4.189659	3.550962	2.271842	3.224015	3.477844	3.151370	3.660296	1.176091	2.818885	2.000000	2.962843	3.150756	1.934498	2.642465	1.892095	1.939519	0.778151
b.1.1	3.242293	2.569374	3.843606	3.181558	2.117271	3.482731	2.790285	1.924279	4.416424	4.237167	2.806180	3.892150	4.087959	3.442009	2.152288	3.160168	3.367729	3.022016	3.550717	1.041393	2.761928	1.903090	2.796574	3.031408	1.892095	2.459392	1.812913	1.716003	0.698970
b.1.1	3.083861	2.431364	3.617839	3.034628	1.913814	3.335458	2.599883	1.799341	4.111934	4.001734	2.826075	3.704236	3.839855	3.384891	1.875061	2.877371	3.221936	2.958564	3.304921	1.079181	2.553883	1.698970	2.736397	2.829947	1.770852	2.217484	1.518514	1.579784	0.602060
b.1.1	3.166134	2.503791	3.740915	3.092018	2.049218	3.388101	2.705008	1.913814	4.297345	4.120640	2.705008	3.750277	3.958612	3.343212	2.086360	3.085647	3.235023	2.905796	3.430720	1.113943	2.642465	1.826075	2.770852	2.906335	1.799341	2.444045	1.698970	1.740363	0.778151
b.1.1	3.099681	2.463893	3.646992	3.021189	1.929419	3.321391	2.646404	1.934498	4.152655	4.026697	2.727541	3.667266	3.860158	3.267641	2.041393	2.962843	3.173769	2.828015	3.315130	0.954243	2.547775	1.748188	2.731589	2.862131	1.579784	2.390935	1.477121	1.838849	1.000000
b.1.1	3.244525	2.599883	3.861116	3.182129	2.025306	3.543074	2.865104	2.049218	4.441946	4.265125	2.770115	3.984842	4.154485	3.497068	2.264818	3.086716	3.459845	3.153815	3.633872	0.698970	2.729974	1.986772	2.983175	3.173186	1.838849	2.658011	1.763428	1.973128	0.903090
b.1.1	3.195346	2.522444	3.796990	3.148603	2.107210	3.449941	2.757396	1.892095	4.363574	4.209890	2.803457	3.874192	4.050650	3.452706	2.158362	3.175512	3.334253	3.022841	3.510679	1.176091	2.730782	1.857332	2.788875	3.004751	2.000000	2.468347	1.763428	1.724276	0.602060
b.1.1	3.143327	2.482874	3.714665	3.120574	2.033424	3.384353	2.718502	1.929419	4.235756	4.134655	2.884795	3.759517	3.950754	3.410102	2.064458	3.098990	3.310268	2.922725	3.415808	1.113943	2.627366	1.892095	2.776701	2.963788	1.799341	2.477121	1.672098	1.845098	1.041393
b.1.1	3.242044	2.576341	3.854367	3.189209	2.117271	3.516535	2.818226	1.995635	4.442088	4.257535	2.859138	3.953373	4.133092	3.483587	2.158362	3.174932	3.417638	3.102434	3.593508	1.146128	2.773786	1.908485	2.926857	3.072985	1.919078	2.584331	1.785330	1.886491	0.602060
b.1.1	3.304491	2.640481	3.951483	3.320146	2.139879	3.648555	2.944483	2.117271	4.561304	4.424130	2.997823	4.158151	4.279941	3.708931	2.301030	3.225568	3.648067	3.324282	3.775683	1.000000	2.880814	2.110590	3.133219	3.307282	2.004321	2.786751	1.934498	2.096910	0.698970
b.1.1	3.182700	2.545307	3.733438	3.076640	2.017033	3.432007	2.752816	1.944483	4.261358	4.069520	2.718502	3.798374	3.966095	3.353532	2.004321	3.031408	3.296007	2.992111	3.455150	1.079181	2.667453	1.740363	2.826075	2.996074	1.763428	2.465383	1.785330	1.806180	0.845098
b.1.1	3.192567	2.532754	3.802226	3.124178	2.079181	3.459392	2.755875	1.954243	4.384407	4.204120	2.762679	3.876622	4.070001	3.401228	2.173186	3.173769	3.330008	3.030600	3.533645	1.322219	2.728354	1.832509	2.881955	3.020775	1.897627	2.494155	1.653213	1.838849	0.602060
b.1.1	3.146748	2.518514	3.723866	3.056905	1.944483	3.396722	2.740363	2.008600	4.255923	4.100405	2.683047	3.775829	3.980094	3.330414	2.139879	2.975432	3.276232	2.925828	3.447778	0.954243	2.572872	1.832509	2.837588	2.993436	1.653213	2.517196	1.623249	1.934498	1.146128
b.1.1	3.281715	2.619093	3.909770	3.245759	2.184691	3.560504	2.874482	2.053078	4.508422	4.336580	2.866287	4.005867	4.192177	3.543447	2.260071	3.260787	3.481729	3.134814	3.652633	1.301030	2.872739	1.982271	2.942008	3.159266	1.959041	2.641474	1.903090	1.929419	0.903090
