c.10	7.839506	4.210643	0.000767	0.001503	0.464275	0.048693	0.117628
c.10	7.942029	4.820553	0.000563	0.001029	0.464611	0.038835	0.205657
c.10	7.645161	3.738133	0.001049	0.002208	0.463482	0.062156	0.144601
c.10	7.7625	4.186635	0.000865	0.001533	0.509798	0.05022	0.18707
c.10	8.038095	4.788972	0.000547	0.001021	0.461543	0.039019	0.204499
c.10	7.647577	5.210869	0.000507	0.000869	0.461535	0.034061	0.150259
c.10	7.583893	3.937149	0.000816	0.001747	0.486073	0.051243	0.205474
c.10	7.988372	4.075547	0.00068	0.001462	0.482418	0.048042	0.22011
c.10	8.337349	4.188098	0.000803	0.001478	0.500107	0.050998	0.173068
c.10	8.719547	6.975776	0.00029	0.000419	0.472565	0.02488	0.092541
c.10	7.763314	4.18794	0.000704	0.001454	0.477456	0.047038	0.249082
c.10	7.089552	3.97071	0.001122	0.001928	0.474539	0.053999	0.232412
c.10	7.646465	5.027893	0.000615	0.001031	0.471079	0.038815	0.198341
c.10	7.736585	4.845194	0.000574	0.001034	0.453952	0.037924	0.187302
c.10	7.555556	4.05245	0.000843	0.001563	0.448078	0.048483	0.259379
c.10	7.656805	4.22126	0.000704	0.00144	0.488248	0.045576	0.145879
c.10	7.597403	3.940243	0.000764	0.001685	0.469492	0.051214	0.21542
c.10	7.662651	4.177072	0.00073	0.001481	0.494306	0.04644	0.148068
c.10	7.602564	3.950289	0.000744	0.001656	0.461328	0.049996	0.169875
c.10	7.580247	4.107354	0.000767	0.001543	0.485301	0.047956	0.212657
c.10	8.390625	7.045706	0.000258	0.000381	0.440664	0.022083	0.175055
c.10	7.878594	6.112108	0.000348	0.000538	0.444508	0.025373	0.17351
c.10	7.859155	5.844971	0.000373	0.000621	0.454353	0.028066	0.196843
c.10	7.62406	5.508072	0.000397	7e-04	0.458832	0.028931	0.223865
c.10	8.275449	4.304235	0.000794	0.00143	0.493747	0.049852	0.208403
c.10	7.449735	4.682146	0.000788	0.001162	0.44456	0.040686	0.195805
c.10	7.980328	6.012985	0.000324	0.000561	0.449298	0.026381	0.172863
c.10	7.628099	5.174445	0.000446	0.000821	0.428245	0.032043	0.241172
c.10	7.838509	3.982919	0.000854	0.0016	0.457324	0.050076	0.246247
c.10	7.704142	4.217526	0.000704	0.001442	0.503659	0.046265	0.179721
c.10	8.084507	5.293261	0.000299	0.000681	0.454235	0.02872	0.16926
c.10	8.227571	7.656004	0.000192	0.000294	0.468301	0.018103	0.157328
c.10	8.680233	5.967557	0.000254	5e-04	0.481842	0.025307	0.167066
c.10	6.692308	4.556079	0.00091	0.001453	0.479552	0.043969	0.318639
c.10	8.521739	7.37199	0.000189	0.000303	0.470672	0.018772	0.184354
c.108	7.497076	4.284761	0.000688	0.001401	0.500138	0.045267	0.207914
c.108	8.657143	4.173661	0.000456	0.001165	0.476489	0.041774	0.174367
c.108	8.508475	3.917951	0.000578	0.001476	0.493379	0.048344	0.220736
c.108	8.471111	4.525833	0.000437	0.001003	0.484815	0.037817	0.096236
c.108	8.040268	3.807909	0.000907	0.001806	0.492342	0.054973	0.175599
c.108	8.11985	5.195517	0.000366	0.000736	0.480546	0.030699	0.124025
c.108	8.156098	4.406839	0.000526	0.001131	0.496984	0.039981	0.205465
c.108	8.512281	4.646108	0.000247	0.000769	0.470647	0.030298	0.214393
c.108	8.452489	4.391197	0.000452	0.001056	0.489152	0.038959	0.221057
c.108	8.020513	4.330373	0.000582	0.001212	0.484695	0.041991	0.272461
c.108	8.571429	4.406323	0.000335	0.000948	0.497003	0.035129	0.245771
c.108	8.5	5.866116	0.000194	0.000459	0.486	0.022518	0.301781
c.108	8.258303	4.738308	0.000328	0.000795	0.480517	0.030786	0.146102
c.108	8.359223	4.511769	0.000521	0.001103	0.494629	0.041081	0.17983
c.108	8.312268	4.784054	0.000305	0.000793	0.464763	0.031016	0.212884
c.108	8.311475	5.010794	0.000405	0.000841	0.501619	0.034204	0.186539
c.108	8.700389	4.61436	0.000334	0.000863	0.483826	0.033986	0.152411
c.108	7.679558	4.294659	0.000675	0.00132	0.504313	0.042664	0.137568
c.108	8.59633	4.332431	0.000423	0.001082	0.479162	0.039614	0.218843
