c.10	0.66053	0.541281	0.780348	0.639261	0.434233	0.718075	0.591258	0.450911	0.895314	0.848362	0.547453	0.797247	0.840004	0.69341	0.456042	0.626477	0.695072	0.63697	0.738495	0.192336	0.570857	0.40974	0.623514	0.644894	0.402641	0.55753	0.379504	0.441732	0.265464
c.10	0.664843	0.547584	0.783924	0.647194	0.440251	0.724398	0.604305	0.458175	0.898686	0.852996	0.548514	0.806375	0.844321	0.699693	0.458737	0.6373	0.709739	0.652685	0.750786	0.157535	0.571247	0.448286	0.631842	0.663336	0.401209	0.578326	0.423061	0.457039	0.25384
c.10	0.653652	0.529038	0.774975	0.632471	0.426285	0.711838	0.582364	0.425682	0.890228	0.844074	0.539296	0.793112	0.833345	0.687049	0.448404	0.630153	0.690748	0.628913	0.733153	0.226683	0.56283	0.406817	0.604749	0.640772	0.392946	0.54354	0.37199	0.413344	0.188731
c.10	0.656967	0.547568	0.777873	0.631843	0.392986	0.719918	0.594202	0.476104	0.892902	0.845407	0.526255	0.797734	0.845379	0.692765	0.435469	0.600306	0.691685	0.643626	0.741668	0.150093	0.537792	0.387426	0.643433	0.64673	0.326011	0.573021	0.354684	0.476104	0.320719
c.10	0.6646	0.546569	0.784791	0.64927	0.44799	0.722958	0.60305	0.458121	0.900653	0.855753	0.559134	0.804954	0.844608	0.700034	0.470687	0.648072	0.70791	0.649068	0.75028	0.200056	0.577378	0.447681	0.630734	0.661703	0.413	0.576195	0.422852	0.457849	0.25586
c.10	0.670152	0.55135	0.78651	0.646935	0.430801	0.72591	0.600775	0.456505	0.89885	0.850729	0.536029	0.806037	0.842845	0.698717	0.465907	0.620561	0.701638	0.650088	0.744546	0.169561	0.563433	0.428705	0.628593	0.65404	0.393054	0.569922	0.392394	0.446218	0.244277
c.10	0.65576	0.534327	0.778426	0.63712	0.421937	0.711457	0.583557	0.43598	0.89549	0.851745	0.548194	0.792397	0.837395	0.689084	0.456315	0.633516	0.68774	0.625051	0.732802	0.233787	0.557646	0.393225	0.606514	0.639597	0.367361	0.543241	0.377533	0.423061	0.209529
c.10	0.656411	0.539046	0.779505	0.643004	0.428191	0.720171	0.593782	0.453959	0.89771	0.853551	0.557238	0.807588	0.844546	0.703777	0.459666	0.631551	0.705573	0.650905	0.745279	0.179128	0.56905	0.422444	0.631481	0.656851	0.396196	0.570776	0.392313	0.447147	0.265616
c.10	0.657036	0.551033	0.778805	0.634933	0.418443	0.723934	0.605591	0.489775	0.894807	0.846072	0.535815	0.801313	0.850215	0.695709	0.449491	0.622252	0.703379	0.650865	0.752808	0.159472	0.562161	0.41992	0.656412	0.664864	0.385956	0.595875	0.368769	0.499566	0.350482
c.10	0.674451	0.566083	0.790743	0.667788	0.455451	0.741328	0.627976	0.492907	0.903747	0.861049	0.586707	0.826837	0.855946	0.730395	0.487956	0.64835	0.740968	0.688958	0.770369	0.213547	0.587828	0.473371	0.665583	0.697079	0.423078	0.614758	0.44693	0.507066	0.297817
c.10	0.657516	0.537272	0.779384	0.642977	0.439292	0.715842	0.590578	0.442838	0.897946	0.853308	0.556567	0.802355	0.839119	0.699116	0.45567	0.640974	0.699702	0.639742	0.739851	0.233817	0.574417	0.422866	0.614545	0.648455	0.401703	0.556567	0.400424	0.438076	0.223487
c.10	0.655687	0.528669	0.77542	0.632676	0.409068	0.710202	0.578866	0.417892	0.889133	0.844508	0.528083	0.790699	0.831294	0.684941	0.422652	0.616529	0.688033	0.623587	0.72829	0.180276	0.541166	0.392951	0.594872	0.635449	0.359187	0.535233	0.35639	0.404294	0.155336
