2.30.110	0.48566	0.159991	0.153828	0.200521	
2.30.110	0.487862	0.146952	0.156767	0.208419	
2.30.110	0.472925	0.166531	0.167075	0.193469	
2.30.110	0.475383	0.169661	0.167665	0.187292	
2.30.110	0.483727	0.161789	0.15617	0.198314	
2.30.110	0.477246	0.149102	0.149701	0.223952	
2.30.110	0.471439	0.177874	0.164859	0.185828	
2.30.110	0.483824	0.166345	0.150652	0.199179	
2.30.110	0.486398	0.156675	0.153149	0.203778	
2.30.110	0.479576	0.174618	0.158403	0.187403	
2.30.110	0.471333	0.176471	0.147803	0.204393	
2.30.110	0.484688	0.159803	0.166843	0.188666	
2.30.110	0.485344	0.154738	0.160873	0.199046	
2.30.110	0.461538	0.179825	0.162618	0.196019	
2.30.110	0.476508	0.177211	0.153903	0.192379	
2.30.110	0.466866	0.170149	0.162985	0.2	
2.30.110	0.491093	0.153587	0.164179	0.191141	
2.30.110	0.475697	0.170916	0.16494	0.188446	
2.30.110	0.493845	0.155684	0.149529	0.200941	
2.30.110	0.483036	0.17218	0.141221	0.203562	
2.30.110	0.465253	0.176895	0.165614	0.192238	
2.30.110	0.470456	0.174109	0.15742	0.198015	
2.30.110	0.464005	0.17059	0.167861	0.197544	
2.30.110	0.477097	0.160834	0.158775	0.203294	
2.30.110	0.480243	0.171733	0.148556	0.199468	
2.30.110	0.490809	0.148529	0.168382	0.192279	
2.30.110	0.470769	0.180769	0.158462	0.19	
2.30.110	0.47418	0.163481	0.155207	0.207133	
2.30.110	0.488099	0.168726	0.143417	0.199759	
2.30.110	0.439632	0.194065	0.187244	0.179059	
2.30.110	0.471222	0.176755	0.163387	0.188637	
2.30.110	0.470588	0.17041	0.167558	0.191444	
2.30.110	0.481518	0.155446	0.159736	0.2033	
2.30.110	0.459533	0.185511	0.164292	0.190664	
2.30.110	0.471049	0.178227	0.162545	0.188179	
2.30.110	0.459618	0.175233	0.174743	0.190406	
2.30.110	0.47679	0.162256	0.151844	0.209111	
2.30.110	0.464628	0.160025	0.169293	0.206055	
2.30.110	0.457599	0.18178	0.170445	0.190176	
2.30.110	0.458166	0.171721	0.171721	0.198392	
2.30.110	0.460496	0.171569	0.176182	0.191753	
2.30.110	0.465405	0.185231	0.163823	0.185541	
2.30.110	0.461779	0.174788	0.176576	0.186857	
2.30.110	0.475026	0.174991	0.150878	0.199104	
2.30.110	0.472437	0.183572	0.151599	0.192393	
2.30.110	0.473992	0.184655	0.153446	0.187906	
2.30.29	0.480535	0.165856	0.137875	0.215734	
2.30.29	0.492088	0.151097	0.144972	0.211843	
2.30.29	0.494801	0.174312	0.12844	0.202446	
