2.30.110	0.0670506	0.0220884	0.0212376	0.0276842	0.171308	0.0558264	0.0125986	0.0105043	0.0174417	0.0436205	0.0543211	0.0376976	0.0154128	0.00834451	0.00317419	0.04025	0.00850813	0.0374685	0.0358978	0.0106024	0.00510488	0.000719919	0.00134167	0.0547793	0.0187179	0.0161327	0.00981708	0.0104061	0.00268333	0.00245427	0.0125986	0.0118459	0.0167545	0.0175398	0.0556955	0.00323963	0.00919533	0.00147256	0.0251644	0.00939167	0.00323963	0.0106679	
2.30.110	0.0691561	0.020831	0.0222222	0.0295442	0.171591	0.0559766	0.00984807	0.00761486	0.0167673	0.0419916	0.0542193	0.036317	0.0151931	0.00798096	0.00281896	0.0440051	0.0104338	0.0381475	0.0312649	0.00842028	0.00388065	0.000622369	0.00164745	0.0571847	0.0155958	0.0150467	0.0107267	0.0119714	0.0025993	0.0021966	0.0136555	0.010324	0.0188907	0.017829	0.059601	0.00314845	0.0101776	0.00102508	0.0257002	0.00915248	0.00292879	0.0117518	
2.30.110	0.065006	0.0228905	0.0229653	0.0265934	0.151893	0.0589093	0.0179533	0.0122307	0.0149611	0.0395347	0.0620512	0.0433498	0.0161954	0.0160084	0.00220676	0.0454443	0.0100239	0.0368043	0.0368417	0.00837822	0.00497457	0.000598444	0.00194494	0.051541	0.0168686	0.0168686	0.0113704	0.0139512	0.00288001	0.00314183	0.0116697	0.010211	0.0177663	0.0176915	0.052289	0.00359066	0.00886445	0.00183273	0.0187762	0.0105476	0.00314183	0.00923848	
2.30.110	0.0675107	0.0240941	0.0238106	0.026598	0.157887	0.0597156	0.0151179	0.0123305	0.0173383	0.0441253	0.0618415	0.0386923	0.0171021	0.0129919	0.00198422	0.0451646	0.0104408	0.0346294	0.0385978	0.0101101	0.00557472	0.00056692	0.00160627	0.0501252	0.0179525	0.015921	0.0105825	0.0131337	0.00278736	0.00297633	0.0117164	0.0100156	0.0162517	0.0168186	0.049511	0.00349601	0.0078424	0.00165352	0.0195587	0.00982662	0.00321255	0.00878726	
2.30.110	0.0670279	0.0224183	0.0216397	0.0274795	0.170133	0.0617721	0.0101548	0.0103819	0.0161568	0.0422736	0.053499	0.0395808	0.0147293	0.00794861	0.00392564	0.0421439	0.00970055	0.0351361	0.0326704	0.0127502	0.0043474	0.000551536	0.00155728	0.0541154	0.0158648	0.0167083	0.0105441	0.0110307	0.00295234	0.00308211	0.0130098	0.0114849	0.0176816	0.0180709	0.0564189	0.00324433	0.00869481	0.00145995	0.0246245	0.00937612	0.00304967	0.010609	
2.30.110	0.0752242	0.0235017	0.023596	0.0352997	0.163756	0.0456819	0.00896649	0.00490798	0.0107598	0.0410571	0.0543653	0.0420953	0.0175555	0.00755073	0.0017933	0.0323738	0.0123643	0.0385087	0.0372817	0.00622935	0.00528551	0.000660689	0.00103823	0.0549316	0.0174611	0.0181218	0.0104766	0.0131194	0.00132138	0.00405852	0.0108542	0.0124587	0.0168004	0.0149127	0.0612553	0.0035866	0.00896649	0.00122699	0.0308636	0.0115149	0.00311468	0.0151015	
2.30.110	0.0669301	0.0252528	0.023405	0.026382	0.151465	0.0616435	0.0161166	0.012883	0.0179644	0.0426012	0.0578453	0.0413694	0.0165272	0.0134476	0.00256634	0.0432172	0.00954678	0.0358261	0.0413694	0.0119591	0.00523533	0.000410614	0.00179644	0.047118	0.0163219	0.0171945	0.010522	0.0151927	0.00431145	0.00307961	0.0121645	0.0112919	0.0151414	0.0167839	0.0503516	0.0034389	0.00841759	0.00169378	0.0194015	0.00970076	0.0036442	0.00846892	
2.30.110	0.067075	0.0230612	0.0208856	0.0276132	0.166817	0.057469	0.0109114	0.00863541	0.014794	0.0473608	0.0546574	0.040399	0.011882	0.00766476	0.00207517	0.0428423	0.00692841	0.0345751	0.036985	0.0114135	0.00388259	0.000401647	0.00107106	0.0570004	0.0181745	0.0184423	0.0105767	0.0127858	0.0031797	0.00140576	0.0133882	0.0127188	0.0170365	0.0171035	0.0565653	0.00328012	0.00984035	0.00164006	0.0240653	0.00973993	0.00324664	0.0104093	
2.30.110	0.0685092	0.0220677	0.021571	0.0287022	0.17161	0.0569786	0.0109629	0.00798269	0.0158944	0.0443128	0.0549209	0.0410133	0.0120272	0.00691833	0.00191584	0.043142	0.00773434	0.0362591	0.034024	0.0102533	0.00418648	0.00024835	0.00138367	0.0565529	0.0175974	0.0168169	0.0097921	0.0112822	0.00269637	0.00159654	0.01334	0.0109274	0.0185553	0.0180231	0.0559852	0.00340595	0.0102533	0.00166749	0.0255446	0.00929539	0.00294472	0.0111048	
2.30.110	0.068517	0.0249477	0.0226311	0.0267742	0.156235	0.0647303	0.0139885	0.013053	0.0170179	0.0437475	0.0570678	0.0413418	0.0138549	0.0115383	0.00262841	0.0440593	0.00690515	0.0389807	0.0364859	0.0130975	0.00543502	0.000400944	0.00133648	0.0526574	0.0163942	0.0179534	0.00931082	0.0134539	0.00320756	0.00262841	0.0123847	0.0111373	0.0151913	0.0152359	0.0516327	0.00298481	0.00966722	0.00191562	0.0175525	0.0102018	0.0033412	0.00837528	
