a.102	3.851014	3.2403	4.579418	3.821775	2.575188	4.262499	3.574841	2.93044
a.102	3.822756	3.24279	4.51676	3.767601	2.501059	4.232513	3.565257	2.931458
a.102	4.021107	3.374382	4.749443	4.028368	2.794488	4.410558	3.704236	3.020775
a.102	4.088774	3.451786	4.819491	4.082354	2.882525	4.481672	3.787602	3.102434
a.102	3.900913	3.314078	4.59719	3.834802	2.595496	4.294841	3.633064	3.005181
a.102	4.025756	3.388279	4.74672	4.008004	2.802089	4.409494	3.716504	3.03543
a.102	3.971601	3.350829	4.697508	3.964024	2.750508	4.369216	3.677698	3.023664
a.102	4.06487	3.413635	4.810683	4.095727	2.866287	4.473545	3.756712	3.063333
a.102	4.170496	3.511215	4.896703	4.183241	2.952308	4.551548	3.835754	3.128076
a.102	4.023582	3.388989	4.735695	3.999	2.748963	4.403275	3.696094	3.046495
a.102	3.863917	3.247237	4.570718	3.851625	2.633468	4.256525	3.577951	2.897077
a.102	3.987756	3.344785	4.71792	4.003159	2.803457	4.380971	3.674586	3.000434
a.102	4.002641	3.396374	4.700825	3.957751	2.699838	4.378053	3.691612	3.054613
a.102	4.051693	3.409764	4.770815	4.058616	2.818226	4.435526	3.722963	3.056142
a.102	3.923348	3.317436	4.630214	3.892873	2.652246	4.326541	3.635685	2.995635
a.102	3.778079	3.206826	4.464743	3.692318	2.453318	4.15137	3.492201	2.919601
a.102	4.000043	3.354493	4.728281	4.004665	2.775246	4.389113	3.671451	3.003461
a.102	4.013385	3.376942	4.741159	4.0125	2.778874	4.406336	3.697839	3.037426
a.102	3.95588	3.316809	4.689415	3.971601	2.737193	4.360196	3.655715	2.980458
a.102	4.186956	3.515609	4.917799	4.221153	2.991226	4.56652	3.850033	3.117271
a.102	3.95799	3.317854	4.675118	3.947875	2.721811	4.342936	3.632356	2.960471
a.102	3.520484	2.996512	4.177883	3.393575	2.133539	3.884569	3.250176	2.716003
a.102	3.92257	3.315551	4.631637	3.888179	2.670246	4.318814	3.63759	2.997823
a.102	3.937367	3.318481	4.660543	3.920489	2.682145	4.33644	3.64434	2.987666
a.102	4.025674	3.388456	4.744285	4.00762	2.813581	4.402502	3.696356	3.039414
a.102	3.896857	3.272074	4.619938	3.883548	2.621176	4.300073	3.599665	2.941014
a.102	3.804276	3.204391	4.520051	3.760196	2.518514	4.20785	3.525434	2.897077
a.102	3.865755	3.254306	4.548439	3.840733	2.582063	4.225077	3.53428	2.909021
a.102	3.889582	3.304059	4.58279	3.836451	2.61066	4.278022	3.605089	2.999131
a.102	4.026452	3.376029	4.752095	4.034267	2.79796	4.408952	3.684307	3.026125
a.102	3.970765	3.324488	4.687556	3.971229	2.744293	4.348305	3.639188	2.958564
a.102	4.106701	3.453777	4.844185	4.124015	2.91698	4.50345	3.793581	3.094471
a.102	3.977083	3.328583	4.709007	3.983356	2.766413	4.371068	3.664642	2.975432
a.102	4.05618	3.420286	4.774393	4.048014	2.85187	4.428556	3.73472	3.058426
a.102	3.785401	3.19201	4.491502	3.75343	2.537819	4.186306	3.513484	2.876218
a.102	3.877544	3.268578	4.579864	3.824191	2.617	4.260453	3.572755	2.936011
a.102	3.954146	3.319106	4.681214	3.966752	2.753583	4.357115	3.655427	2.978181
a.102	3.849542	3.224792	4.566072	3.841485	2.606381	4.242839	3.549126	2.882525
a.102	3.899383	3.307282	4.599086	3.857634	2.585461	4.304663	3.626443	3.003029
a.102	4.03563	3.396722	4.760483	4.015611	2.811575	4.425567	3.734079	3.03862
a.102	3.978683	3.342028	4.705239	3.979639	2.748188	4.364814	3.669967	2.996074
a.102	3.981456	3.341435	4.725209	4.001041	2.778874	4.392363	3.688331	3.005181
a.102	4.064683	3.437116	4.788932	4.059336	2.783904	4.462083	3.766264	3.102091
a.102	3.956313	3.350636	4.672153	3.929061	2.68842	4.34813	3.660676	3.040207
a.102	3.93293	3.309204	4.635966	3.912009	2.680336	4.310863	3.61437	2.967548
a.102	4.085576	3.461499	4.814261	4.080049	2.788875	4.492425	3.804889	3.127429
a.102	3.980367	3.34262	4.693955	3.964118	2.7348	4.358753	3.661907	2.982723
a.102	4.01212	3.371437	4.731605	3.999305	2.766413	4.394714	3.692406	3.004751
a.102	4.022676	3.388989	4.735319	4.009493	2.793092	4.395554	3.689664	3.038223
a.102	3.854367	3.242541	4.563884	3.820727	2.618048	4.246326	3.563481	2.906874
a.102	3.76095	3.162564	4.460868	3.723127	2.477121	4.160559	3.480725	2.841359
a.102	3.861116	3.2403	4.569585	3.840482	2.613842	4.253411	3.571592	2.895975
a.102	3.505828	2.991226	4.153144	3.34183	2.103804	3.874656	3.247973	2.710963
a.118	3.414639	2.947924	4.055378	3.214844	2.113943	3.803321	3.231724	2.70757
a.118	4.043991	3.507316	4.704794	3.934347	2.695482	4.413618	3.773786	3.240549
a.118	3.77561	3.242293	4.430672	3.649724	2.475671	4.158181	3.521661	2.962843
a.118	3.467608	2.921686	4.082031	3.33626	2.103804	3.795672	3.162863	2.597695
a.118	3.444669	2.917506	4.08994	3.297104	2.10721	3.830909	3.1959	2.631444
a.118	3.419625	2.874482	4.083252	3.318063	2.033424	3.800236	3.155032	2.592177
a.118	3.953856	3.396548	4.647755	3.870813	2.575188	4.355968	3.70757	3.119586
a.118	3.477411	2.924796	4.153571	3.355643	2.146128	3.873146	3.23096	2.635484
a.118	3.412964	2.907411	4.083323	3.260548	2.120574	3.832892	3.231215	2.655138
a.118	3.385964	2.880814	4.049179	3.225826	2.082785	3.815976	3.217747	2.623249
a.118	3.463296	2.916454	4.151921	3.377306	2.1959	3.862489	3.228144	2.645422
a.118	3.827821	3.272538	4.526223	3.737113	2.477121	4.254741	3.615634	2.994317
a.118	3.731024	3.150449	4.43361	3.669224	2.40654	4.117868	3.448552	2.860937
a.118	3.578525	3.019532	4.261501	3.507181	2.245513	3.978956	3.327767	2.732394
a.118	3.735838	3.197556	4.418616	3.641077	2.356026	4.135864	3.495267	2.928908
a.118	3.353532	2.817565	4.002771	3.206286	1.929419	3.722963	3.093071	2.532754
a.118	3.596487	3.041787	4.283075	3.507451	2.322219	3.998434	3.364363	2.752048
a.118	3.935457	3.396548	4.607176	3.811508	2.517196	4.321143	3.679519	3.129045
a.118	3.544068	3.040602	4.197391	3.388634	2.0086	3.92737	3.309843	2.788168
a.118	3.398808	2.844477	4.064421	3.289812	2.08636	3.789581	3.140508	2.552668
a.118	3.337659	2.823474	4.003245	3.209783	2.017033	3.755875	3.154728	2.552668
a.118	3.911956	3.356599	4.619156	3.815711	2.61066	4.320582	3.682506	3.088845
a.118	3.522575	3.002166	4.195706	3.378761	2.220108	3.934498	3.324488	2.740363
a.118	3.620864	3.105851	4.296972	3.481156	2.173186	4.018409	3.39585	2.856729
a.118	3.438384	2.895975	4.098644	3.315551	2.053078	3.815113	3.184123	2.613842
a.118	3.317436	2.791691	3.963552	3.219846	2.029384	3.670617	3.03623	2.507856
a.118	3.412293	2.899273	4.070813	3.270446	2.10721	3.826981	3.220108	2.62941
a.118	3.476832	3.003891	4.12691	3.281715	2.004321	3.881328	3.305996	2.760422
a.118	3.591176	3.039414	4.257655	3.496099	2.274158	3.97635	3.320354	2.746634
a.118	3.426836	2.900913	4.059828	3.28713	2.11059	3.780245	3.146748	2.622214
a.118	3.811508	3.276692	4.475613	3.674034	2.448706	4.18489	3.548881	2.999565
a.118	3.470998	3.01536	4.058008	3.221675	2.075547	3.80956	3.240799	2.754348
a.118	3.59384	3.026942	4.224352	3.507181	2.356026	3.93586	3.281261	2.704151
a.118	3.834675	3.270446	4.522288	3.740205	2.495544	4.230985	3.570776	2.984977
a.118	3.843669	3.306211	4.518974	3.711301	2.466868	4.246302	3.606166	3.038223
a.118	3.430075	2.878522	4.102708	3.346744	2.060698	3.814381	3.174351	2.592177
a.118	3.422097	2.937518	4.078457	3.271144	1.968483	3.823474	3.227115	2.689309
